CID,BID
CID1,BID1100
CID1,BID132
CID1,BID2441
CID1,BID2632
CID1,BID3421
CID1,BID513
CID2,BID18
CID2,BID1979
CID2,BID2988
CID2,BID389
CID2,BID3996
CID2,BID868
CID3,BID1760
CID3,BID2071
CID3,BID2419
CID3,BID271
CID3,BID3181
CID3,BID9
CID4,BID1478
CID4,BID187
CID4,BID2520
CID4,BID2661
CID4,BID2795
CID4,BID558
CID5,BID1515
CID5,BID2836
CID5,BID2962
CID5,BID700
CID5,BID714
CID5,BID865
CID6,BID1227
CID6,BID1256
CID6,BID1963
CID6,BID2891
CID6,BID304
CID6,BID499
CID7,BID2106
CID7,BID2794
CID7,BID2910
CID7,BID3136
CID7,BID3504
CID7,BID3570
CID8,BID1420
CID8,BID2380
CID8,BID2904
CID8,BID3082
CID8,BID422
CID8,BID687
CID9,BID1077
CID9,BID1775
CID9,BID1869
CID9,BID1874
CID9,BID3450
CID9,BID448
CID10,BID113
CID10,BID3510
CID10,BID3560
CID10,BID3595
CID10,BID811
CID10,BID928
CID11,BID226
CID11,BID2888
CID11,BID2956
CID11,BID3053
CID11,BID3220
CID11,BID3551
CID12,BID1576
CID12,BID2038
CID12,BID2249
CID12,BID2255
CID12,BID2346
CID12,BID3700
CID13,BID2175
CID13,BID2460
CID13,BID2632
CID13,BID2886
CID13,BID3250
CID13,BID3306
CID14,BID1042
CID14,BID1900
CID14,BID2404
CID14,BID3371
CID14,BID3677
CID14,BID746
CID15,BID1583
CID15,BID2106
CID15,BID2108
CID15,BID2399
CID15,BID2599
CID15,BID3853
CID16,BID1134
CID16,BID180
CID16,BID2583
CID16,BID3080
CID16,BID3609
CID16,BID3982
CID17,BID1413
CID17,BID2683
CID17,BID290
CID17,BID3069
CID17,BID3727
CID17,BID64
CID18,BID1571
CID18,BID1626
CID18,BID1670
CID18,BID3237
CID18,BID386
CID18,BID495
CID19,BID2366
CID19,BID2812
CID19,BID2869
CID19,BID314
CID19,BID3701
CID19,BID3781
CID20,BID2058
CID20,BID2588
CID20,BID2883
CID20,BID2947
CID20,BID3820
CID20,BID811
CID21,BID1941
CID21,BID2059
CID21,BID3110
CID21,BID3213
CID21,BID591
CID21,BID82
CID22,BID1516
CID22,BID2616
CID22,BID3743
CID22,BID605
CID22,BID633
CID22,BID725
CID23,BID2221
CID23,BID2250
CID23,BID2750
CID23,BID3248
CID23,BID3671
CID23,BID978
CID24,BID1615
CID24,BID1844
CID24,BID1983
CID24,BID2569
CID24,BID2576
CID24,BID3552
CID25,BID1082
CID25,BID2513
CID25,BID2518
CID25,BID3515
CID25,BID3722
CID25,BID420
CID26,BID1175
CID26,BID124
CID26,BID2069
CID26,BID2189
CID26,BID3023
CID26,BID40
CID27,BID2048
CID27,BID2591
CID27,BID2726
CID27,BID3680
CID27,BID3736
CID27,BID3968
CID28,BID1298
CID28,BID2154
CID28,BID2394
CID28,BID2510
CID28,BID2982
CID28,BID38
CID29,BID1245
CID29,BID2136
CID29,BID2718
CID29,BID2947
CID29,BID3252
CID29,BID873
CID30,BID1154
CID30,BID1660
CID30,BID2290
CID30,BID3730
CID30,BID835
CID30,BID893
CID31,BID1409
CID31,BID1466
CID31,BID166
CID31,BID2146
CID31,BID2398
CID31,BID904
CID32,BID1135
CID32,BID164
CID32,BID3256
CID32,BID479
CID32,BID663
CID32,BID85
CID33,BID1222
CID33,BID2021
CID33,BID3225
CID33,BID3287
CID33,BID3773
CID33,BID531
CID34,BID2332
CID34,BID2630
CID34,BID265
CID34,BID2685
CID34,BID273
CID34,BID977
CID35,BID1047
CID35,BID1570
CID35,BID1661
CID35,BID3165
CID35,BID3870
CID35,BID688
CID36,BID1099
CID36,BID1369
CID36,BID1619
CID36,BID2748
CID36,BID576
CID36,BID696
CID37,BID1335
CID37,BID1977
CID37,BID221
CID37,BID3583
CID37,BID84
CID37,BID860
CID38,BID1160
CID38,BID1535
CID38,BID272
CID38,BID2954
CID38,BID3651
CID38,BID743
CID39,BID1299
CID39,BID1984
CID39,BID2926
CID39,BID3817
CID39,BID653
CID39,BID870
CID40,BID1000
CID40,BID1070
CID40,BID218
CID40,BID2573
CID40,BID2600
CID40,BID999
CID41,BID1345
CID41,BID2218
CID41,BID2339
CID41,BID2609
CID41,BID3954
CID41,BID441
CID42,BID1061
CID42,BID2349
CID42,BID3100
CID42,BID3296
CID42,BID3504
CID42,BID712
CID43,BID1126
CID43,BID1369
CID43,BID1413
CID43,BID215
CID43,BID3194
CID43,BID3816
CID44,BID1174
CID44,BID1374
CID44,BID183
CID44,BID3076
CID44,BID3320
CID44,BID776
CID45,BID1159
CID45,BID207
CID45,BID2144
CID45,BID2414
CID45,BID310
CID45,BID3726
CID46,BID1244
CID46,BID1477
CID46,BID2076
CID46,BID2776
CID46,BID2843
CID46,BID3994
CID47,BID1108
CID47,BID1566
CID47,BID1923
CID47,BID2235
CID47,BID364
CID47,BID3769
CID48,BID1397
CID48,BID1955
CID48,BID2780
CID48,BID2910
CID48,BID813
CID48,BID992
CID49,BID1568
CID49,BID1601
CID49,BID1654
CID49,BID1671
CID49,BID171
CID49,BID3327
CID50,BID1636
CID50,BID2091
CID50,BID2284
CID50,BID2290
CID50,BID2722
CID50,BID3647
CID51,BID1228
CID51,BID1998
CID51,BID2942
CID51,BID3230
CID51,BID650
CID51,BID779
CID52,BID1393
CID52,BID1516
CID52,BID1997
CID52,BID2260
CID52,BID2351
CID52,BID518
CID53,BID1557
CID53,BID1689
CID53,BID1733
CID53,BID2244
CID53,BID383
CID53,BID865
CID54,BID1403
CID54,BID1596
CID54,BID2351
CID54,BID3071
CID54,BID382
CID54,BID774
CID55,BID2240
CID55,BID2652
CID55,BID3492
CID55,BID3643
CID55,BID776
CID55,BID991
CID56,BID1224
CID56,BID1967
CID56,BID3455
CID56,BID3479
CID56,BID3618
CID56,BID581
CID57,BID1299
CID57,BID1387
CID57,BID1715
CID57,BID2275
CID57,BID3747
CID57,BID918
CID58,BID1113
CID58,BID2012
CID58,BID2442
CID58,BID2660
CID58,BID3907
CID58,BID827
CID59,BID1152
CID59,BID1544
CID59,BID1840
CID59,BID2106
CID59,BID2268
CID59,BID3223
CID60,BID102
CID60,BID168
CID60,BID1950
CID60,BID2057
CID60,BID247
CID60,BID892
CID61,BID1203
CID61,BID2219
CID61,BID2336
CID61,BID2655
CID61,BID3084
CID61,BID660
CID62,BID2184
CID62,BID231
CID62,BID2407
CID62,BID3765
CID62,BID729
CID62,BID966
CID63,BID2357
CID63,BID2944
CID63,BID2972
CID63,BID3875
CID63,BID665
CID63,BID993
CID64,BID1795
CID64,BID2276
CID64,BID2320
CID64,BID2482
CID64,BID54
CID64,BID703
CID65,BID1007
CID65,BID1645
CID65,BID2935
CID65,BID3672
CID65,BID3986
CID65,BID976
CID66,BID1081
CID66,BID2447
CID66,BID2659
CID66,BID458
CID66,BID695
CID66,BID784
CID67,BID1890
CID67,BID2245
CID67,BID2361
CID67,BID2687
CID67,BID2949
CID67,BID3759
CID68,BID1396
CID68,BID256
CID68,BID2770
CID68,BID2811
CID68,BID3355
CID68,BID3366
CID69,BID2615
CID69,BID2659
CID69,BID3223
CID69,BID3318
CID69,BID3864
CID69,BID481
CID70,BID1503
CID70,BID1857
CID70,BID2392
CID70,BID2796
CID70,BID3787
CID70,BID722
CID71,BID2024
CID71,BID2496
CID71,BID2528
CID71,BID2798
CID71,BID635
CID71,BID713
CID72,BID1074
CID72,BID1746
CID72,BID2052
CID72,BID2578
CID72,BID3830
CID72,BID432
CID73,BID1075
CID73,BID1953
CID73,BID2853
CID73,BID3019
CID73,BID3119
CID73,BID410
CID74,BID1538
CID74,BID1774
CID74,BID1939
CID74,BID316
CID74,BID3194
CID74,BID498
CID75,BID1720
CID75,BID2002
CID75,BID2230
CID75,BID2360
CID75,BID3320
CID75,BID878
CID76,BID1280
CID76,BID1767
CID76,BID2412
CID76,BID3116
CID76,BID3302
CID76,BID3405
CID77,BID1197
CID77,BID1593
CID77,BID1789
CID77,BID2939
CID77,BID2996
CID77,BID69
CID78,BID1417
CID78,BID1717
CID78,BID2611
CID78,BID3414
CID78,BID962
CID78,BID971
CID79,BID1469
CID79,BID194
CID79,BID2220
CID79,BID2710
CID79,BID2794
CID79,BID3814
CID80,BID157
CID80,BID2004
CID80,BID2248
CID80,BID3403
CID80,BID3727
CID80,BID3860
CID81,BID1212
CID81,BID1492
CID81,BID1855
CID81,BID2485
CID81,BID3071
CID81,BID762
CID82,BID1420
CID82,BID1460
CID82,BID2589
CID82,BID345
CID82,BID3941
CID82,BID3974
CID83,BID1664
CID83,BID2479
CID83,BID3371
CID83,BID3606
CID83,BID41
CID83,BID549
CID84,BID2711
CID84,BID2735
CID84,BID3026
CID84,BID333
CID84,BID3489
CID84,BID496
CID85,BID1218
CID85,BID1298
CID85,BID2056
CID85,BID3406
CID85,BID354
CID85,BID619
CID86,BID1555
CID86,BID1949
CID86,BID3717
CID86,BID3875
CID86,BID3954
CID86,BID612
CID87,BID1003
CID87,BID1631
CID87,BID1984
CID87,BID2076
CID87,BID46
CID87,BID726
CID88,BID1039
CID88,BID1854
CID88,BID270
CID88,BID2837
CID88,BID3324
CID88,BID3903
CID89,BID1371
CID89,BID1675
CID89,BID2862
CID89,BID3123
CID89,BID3177
CID89,BID908
CID90,BID1862
CID90,BID20
CID90,BID3370
CID90,BID3480
CID90,BID3951
CID90,BID44
CID91,BID1338
CID91,BID1786
CID91,BID2371
CID91,BID3615
CID91,BID385
CID91,BID528
CID92,BID2405
CID92,BID2736
CID92,BID3003
CID92,BID3323
CID92,BID3371
CID92,BID556
CID93,BID100
CID93,BID1486
CID93,BID178
CID93,BID1823
CID93,BID3621
CID93,BID734
CID94,BID1181
CID94,BID1308
CID94,BID2651
CID94,BID3675
CID94,BID874
CID94,BID91
CID95,BID129
CID95,BID1850
CID95,BID1995
CID95,BID2667
CID95,BID3327
CID95,BID3900
CID96,BID2105
CID96,BID2452
CID96,BID2858
CID96,BID3139
CID96,BID569
CID96,BID57
CID97,BID1508
CID97,BID1518
CID97,BID2493
CID97,BID2633
CID97,BID2976
CID97,BID3243
CID98,BID1593
CID98,BID1859
CID98,BID2753
CID98,BID3580
CID98,BID561
CID98,BID60
CID99,BID1125
CID99,BID164
CID99,BID2954
CID99,BID3962
CID99,BID56
CID99,BID687
CID100,BID1278
CID100,BID2106
CID100,BID2168
CID100,BID3144
CID100,BID801
CID100,BID879
CID101,BID1624
CID101,BID2052
CID101,BID3721
CID101,BID413
CID101,BID496
CID101,BID954
CID102,BID1382
CID102,BID2174
CID102,BID2230
CID102,BID2293
CID102,BID3524
CID102,BID920
CID103,BID2372
CID103,BID2511
CID103,BID2613
CID103,BID3169
CID103,BID3256
CID103,BID3906
CID104,BID1402
CID104,BID2363
CID104,BID3519
CID104,BID3685
CID104,BID557
CID104,BID764
CID105,BID2465
CID105,BID2747
CID105,BID3146
CID105,BID3348
CID105,BID721
CID105,BID941
CID106,BID1045
CID106,BID1293
CID106,BID3191
CID106,BID3354
CID106,BID3825
CID106,BID935
CID107,BID1695
CID107,BID1843
CID107,BID1896
CID107,BID2461
CID107,BID3500
CID107,BID388
CID108,BID1230
CID108,BID1366
CID108,BID2833
CID108,BID318
CID108,BID3802
CID108,BID994
CID109,BID1234
CID109,BID2529
CID109,BID3078
CID109,BID3298
CID109,BID3311
CID109,BID408
CID110,BID1120
CID110,BID1261
CID110,BID1830
CID110,BID2408
CID110,BID3297
CID110,BID632
CID111,BID1717
CID111,BID2358
CID111,BID2823
CID111,BID3433
CID111,BID610
CID111,BID750
CID112,BID1644
CID112,BID2210
CID112,BID2497
CID112,BID2586
CID112,BID3257
CID112,BID758
