"BID","DID"
"BID1997","DID1017"
"BID2902","DID1017"
"BID1997","DID1728"
"BID2902","DID1728"
"BID1997","DID1809"
"BID2902","DID1809"
"BID1997","DID1946"
"BID2902","DID1946"
"BID970","DID1582"
"BID970","DID1592"
"BID970","DID274"
"BID2641","DID116"
"BID2641","DID1468"
"BID2641","DID1557"
"BID2641","DID9"
"BID1887","DID118"
"BID2692","DID118"
"BID1887","DID1227"
"BID2692","DID1227"
"BID1752","DID1220"
"BID2153","DID1220"
"BID1752","DID299"
"BID2153","DID299"
"BID1752","DID397"
"BID2153","DID397"
"BID1250","DID1208"
"BID1250","DID1253"
"BID1250","DID1337"
"BID1250","DID501"
"BID1704","DID1019"
"BID1965","DID1019"
"BID902","DID1019"
"BID1704","DID159"
"BID1965","DID159"
"BID902","DID159"
"BID1704","DID888"
"BID1965","DID888"
"BID902","DID888"
"BID2463","DID1443"
"BID407","DID1443"
"BID2463","DID1904"
"BID407","DID1904"
"BID2463","DID73"
"BID407","DID73"
"BID2463","DID730"
"BID407","DID730"
"BID2810","DID122"
"BID992","DID122"
"BID2810","DID1244"
"BID992","DID1244"
"BID2810","DID505"
"BID992","DID505"
"BID2810","DID923"
"BID992","DID923"
"BID717","DID1205"
"BID717","DID1713"
"BID717","DID598"
"BID717","DID951"
"BID1044","DID1362"
"BID1044","DID160"
"BID1044","DID848"
"BID1044","DID898"
"BID1762","DID136"
"BID759","DID136"
"BID1762","DID172"
"BID759","DID172"
"BID1762","DID952"
"BID759","DID952"
"BID1411","DID1285"
"BID1761","DID1285"
"BID498","DID1285"
"BID1411","DID1385"
"BID1761","DID1385"
"BID498","DID1385"
"BID1411","DID508"
"BID1761","DID508"
"BID498","DID508"
"BID1411","DID784"
"BID1761","DID784"
"BID498","DID784"
"BID746","DID1166"
"BID746","DID344"
"BID746","DID423"
"BID746","DID847"
"BID1898","DID1070"
"BID1898","DID1202"
"BID1898","DID1758"
"BID1898","DID790"
"BID692","DID1108"
"BID779","DID1108"
"BID692","DID1283"
"BID779","DID1283"
"BID692","DID1290"
"BID779","DID1290"
"BID692","DID26"
"BID779","DID26"
"BID1252","DID679"
"BID1252","DID823"
"BID1248","DID1357"
"BID1991","DID1357"
"BID2312","DID1357"
"BID1248","DID629"
"BID1991","DID629"
"BID2312","DID629"
"BID1248","DID669"
"BID1991","DID669"
"BID2312","DID669"
"BID1856","DID1205"
"BID2182","DID1205"
"BID663","DID1205"
"BID1856","DID1528"
"BID2182","DID1528"
"BID663","DID1528"
"BID457","DID1232"
"BID457","DID1435"
"BID457","DID1998"
"BID457","DID555"
"BID1171","DID142"
"BID1711","DID142"
"BID435","DID142"
"BID1171","DID1719"
"BID1711","DID1719"
"BID435","DID1719"
"BID1171","DID463"
"BID1711","DID463"
"BID435","DID463"
"BID1171","DID918"
"BID1711","DID918"
"BID435","DID918"
"BID1111","DID1318"
"BID2872","DID1318"
"BID363","DID1318"
"BID1111","DID1404"
"BID2872","DID1404"
"BID363","DID1404"
"BID1111","DID378"
"BID2872","DID378"
"BID363","DID378"
"BID1111","DID390"
"BID2872","DID390"
"BID363","DID390"
"BID1125","DID402"
"BID1997","DID402"
"BID1125","DID954"
"BID1997","DID954"
"BID2450","DID1253"
"BID2502","DID1253"
"BID2450","DID1544"
"BID2502","DID1544"
"BID2450","DID806"
"BID2502","DID806"
"BID2450","DID809"
"BID2502","DID809"
"BID1386","DID104"
"BID265","DID104"
"BID521","DID104"
"BID1386","DID1296"
"BID265","DID1296"
"BID521","DID1296"
"BID1386","DID792"
"BID265","DID792"
"BID521","DID792"
"BID1386","DID844"
"BID265","DID844"
"BID521","DID844"
"BID261","DID1478"
"BID261","DID366"
"BID261","DID775"
"BID1945","DID1429"
"BID2895","DID1429"
"BID1945","DID1583"
"BID2895","DID1583"
"BID930","DID1709"
"BID930","DID191"
"BID930","DID600"
"BID930","DID645"
"BID105","DID1011"
"BID1828","DID1011"
"BID105","DID1290"
"BID1828","DID1290"
"BID503","DID1770"
"BID503","DID1775"
"BID1896","DID1171"
"BID2013","DID1171"
"BID1896","DID1658"
"BID2013","DID1658"
"BID1896","DID643"
"BID2013","DID643"
"BID2129","DID1418"
"BID229","DID1418"
"BID512","DID1418"
"BID2129","DID1804"
"BID229","DID1804"
"BID512","DID1804"
"BID2129","DID1907"
"BID229","DID1907"
"BID512","DID1907"
"BID2129","DID627"
"BID229","DID627"
"BID512","DID627"
"BID1858","DID169"
"BID1998","DID169"
"BID2117","DID169"
"BID1858","DID230"
"BID1998","DID230"
"BID2117","DID230"
"BID154","DID693"
"BID154","DID874"
"BID154","DID876"
"BID612","DID11"
"BID612","DID446"
"BID699","DID1258"
"BID699","DID1326"
"BID699","DID556"
"BID1424","DID1146"
"BID1697","DID1146"
"BID1424","DID1909"
"BID1697","DID1909"
"BID1424","DID789"
"BID1697","DID789"
"BID2186","DID246"
"BID788","DID246"
"BID2186","DID403"
"BID788","DID403"
"BID1291","DID1445"
"BID1888","DID1445"
"BID1291","DID852"
"BID1888","DID852"
"BID1291","DID96"
"BID1888","DID96"
"BID1177","DID1259"
"BID2673","DID1259"
"BID1177","DID652"
"BID2673","DID652"
"BID1177","DID797"
"BID2673","DID797"
"BID2074","DID1188"
"BID2971","DID1188"
"BID45","DID1188"
"BID2074","DID1572"
"BID2971","DID1572"
"BID45","DID1572"
"BID2074","DID70"
"BID2971","DID70"
"BID45","DID70"
"BID1922","DID187"
"BID2544","DID187"
"BID84","DID187"
"BID1922","DID1955"
"BID2544","DID1955"
"BID84","DID1955"
"BID517","DID1758"
"BID517","DID614"
"BID517","DID688"
"BID517","DID733"
"BID1034","DID1752"
"BID1034","DID1876"
"BID1034","DID1968"
"BID1034","DID862"
"BID168","DID394"
"BID425","DID394"
"BID168","DID546"
"BID425","DID546"
"BID168","DID937"
"BID425","DID937"
"BID168","DID96"
"BID425","DID96"
"BID1231","DID138"
"BID190","DID138"
"BID983","DID138"
"BID1231","DID510"
"BID190","DID510"
"BID983","DID510"
"BID2532","DID100"
"BID290","DID100"
"BID2532","DID541"
"BID290","DID541"
"BID2074","DID1543"
"BID2074","DID962"
"BID392","DID1006"
"BID392","DID275"
"BID392","DID523"
"BID2491","DID1211"
"BID2718","DID1211"
"BID2491","DID310"
"BID2718","DID310"
"BID449","DID1290"
"BID449","DID1379"
"BID449","DID1453"
"BID449","DID999"
"BID779","DID1588"
"BID815","DID1588"
"BID779","DID181"
"BID815","DID181"
"BID779","DID41"
"BID815","DID41"
"BID779","DID705"
"BID815","DID705"
"BID1853","DID1293"
"BID2331","DID1293"
"BID1853","DID1873"
"BID2331","DID1873"
"BID1853","DID629"
"BID2331","DID629"
"BID1576","DID1217"
"BID1576","DID1903"
"BID1576","DID891"
"BID485","DID1329"
"BID485","DID1610"
"BID485","DID674"
"BID2781","DID1281"
"BID2841","DID1281"
"BID778","DID1281"
"BID2781","DID1930"
"BID2841","DID1930"
"BID778","DID1930"
"BID2781","DID837"
"BID2841","DID837"
"BID778","DID837"
"BID869","DID2000"
"BID869","DID649"
"BID1029","DID1011"
"BID804","DID1011"
"BID1029","DID1977"
"BID804","DID1977"
"BID1029","DID567"
"BID804","DID567"
"BID1965","DID345"
"BID2377","DID345"
"BID1965","DID768"
"BID2377","DID768"
"BID1965","DID851"
"BID2377","DID851"
"BID1101","DID1154"
"BID901","DID1154"
"BID1101","DID1277"
"BID901","DID1277"
"BID1101","DID1808"
"BID901","DID1808"
"BID1754","DID1070"
"BID1754","DID1593"
"BID1754","DID386"
"BID1754","DID636"
"BID1836","DID1341"
"BID2172","DID1341"
"BID2683","DID1341"
"BID1836","DID4"
"BID2172","DID4"
"BID2683","DID4"
"BID1836","DID668"
"BID2172","DID668"
"BID2683","DID668"
"BID2124","DID1076"
"BID2124","DID1225"
"BID2124","DID1790"
"BID872","DID1562"
"BID872","DID1730"
"BID1091","DID1314"
"BID1091","DID1395"
"BID710","DID1192"
"BID710","DID1624"
"BID710","DID301"
"BID1009","DID1059"
"BID251","DID1059"
"BID2774","DID1059"
"BID1009","DID200"
"BID251","DID200"
"BID2774","DID200"
"BID1009","DID681"
"BID251","DID681"
"BID2774","DID681"
"BID1158","DID1746"
"BID2401","DID1746"
"BID28","DID1746"
"BID1158","DID180"
"BID2401","DID180"
"BID28","DID180"
"BID1158","DID343"
"BID2401","DID343"
"BID28","DID343"
"BID2626","DID1063"
"BID2850","DID1063"
"BID802","DID1063"
"BID2626","DID125"
"BID2850","DID125"
"BID802","DID125"
"BID2626","DID1259"
"BID2850","DID1259"
"BID802","DID1259"
"BID2626","DID957"
"BID2850","DID957"
"BID802","DID957"
"BID1158","DID1761"
"BID1158","DID782"
"BID755","DID1217"
"BID755","DID1239"
"BID755","DID1778"
"BID755","DID569"
"BID1577","DID1105"
"BID1727","DID1105"
"BID1577","DID1292"
"BID1727","DID1292"
"BID1577","DID1546"
"BID1727","DID1546"
"BID1577","DID1885"
"BID1727","DID1885"
"BID1551","DID1104"
"BID709","DID1104"
"BID924","DID1104"
"BID1551","DID1293"
"BID709","DID1293"
"BID924","DID1293"
"BID1551","DID1486"
"BID709","DID1486"
"BID924","DID1486"
"BID1551","DID986"
"BID709","DID986"
"BID924","DID986"
"BID2899","DID1212"
"BID2899","DID1546"
"BID2899","DID63"
"BID1783","DID1433"
"BID1783","DID1439"
"BID1783","DID1913"
"BID1405","DID1938"
"BID142","DID1938"
"BID1405","DID199"
"BID142","DID199"
"BID1405","DID1999"
"BID142","DID1999"
"BID1405","DID408"
"BID142","DID408"
"BID1775","DID1654"
"BID1940","DID1654"
"BID1775","DID528"
"BID1940","DID528"
"BID1775","DID605"
"BID1940","DID605"
"BID1775","DID627"
"BID1940","DID627"
"BID1248","DID1037"
"BID1248","DID11"
"BID1248","DID1616"
"BID1283","DID1584"
"BID991","DID1584"
"BID1283","DID778"
"BID991","DID778"
"BID1030","DID1532"
"BID1241","DID1532"
"BID1242","DID1532"
"BID1030","DID38"
"BID1241","DID38"
"BID1242","DID38"
"BID1418","DID1192"
"BID1418","DID1907"
"BID1418","DID649"
"BID1418","DID741"
"BID1006","DID1814"
"BID2073","DID1814"
"BID1006","DID1953"
"BID2073","DID1953"
"BID1006","DID411"
"BID2073","DID411"
"BID1006","DID491"
"BID2073","DID491"
"BID1782","DID1268"
"BID1862","DID1268"
