"AID","CID"
"AID1830","CID1"
"AID1941","CID1"
"AID9","CID1"
"AID526","CID1"
"AID915","CID1"
"AID1255","CID1"
"AID85","CID1"
"AID11","CID1"
"AID257","CID1"
"AID291","CID1"
"AID1146","CID1"
"AID353","CID1"
"AID612","CID1"
"AID681","CID1"
"AID99","CID1"
"AID292","CID2"
"AID617","CID2"
"AID777","CID2"
"AID1578","CID2"
"AID1819","CID2"
"AID371","CID2"
"AID1472","CID2"
"AID723","CID2"
"AID949","CID2"
"AID1078","CID2"
"AID1172","CID2"
"AID1612","CID2"
"AID854","CID2"
"AID1674","CID2"
"AID436","CID2"
"AID455","CID2"
"AID1240","CID2"
"AID1780","CID2"
"AID1909","CID3"
"AID1920","CID3"
"AID567","CID3"
"AID944","CID3"
"AID797","CID3"
"AID959","CID3"
"AID1227","CID3"
"AID502","CID3"
"AID864","CID3"
"AID1025","CID3"
"AID1584","CID3"
"AID323","CID3"
"AID461","CID3"
"AID1807","CID3"
"AID417","CID3"
"AID1740","CID3"
"AID252","CID4"
"AID391","CID4"
"AID38","CID4"
"AID801","CID4"
"AID900","CID4"
"AID963","CID4"
"AID1143","CID4"
"AID794","CID4"
"AID991","CID4"
"AID1276","CID4"
"AID1741","CID4"
"AID165","CID4"
"AID945","CID4"
"AID1799","CID4"
"AID63","CID4"
"AID115","CID4"
"AID266","CID4"
"AID767","CID4"
"AID841","CID4"
"AID1208","CID4"
"AID1973","CID4"
"AID1185","CID4"
"AID1476","CID4"
"AID520","CID5"
"AID1250","CID5"
"AID1284","CID5"
"AID1673","CID5"
"AID1773","CID5"
"AID113","CID5"
"AID736","CID5"
"AID53","CID5"
"AID437","CID5"
"AID478","CID5"
"AID943","CID5"
"AID1766","CID5"
"AID1964","CID5"
"AID984","CID5"
"AID314","CID5"
"AID998","CID5"
"AID1057","CID5"
"AID1540","CID5"
"AID797","CID6"
"AID1567","CID6"
"AID516","CID6"
"AID52","CID6"
"AID327","CID6"
"AID437","CID6"
"AID614","CID6"
"AID1528","CID6"
"AID1960","CID6"
"AID183","CID6"
"AID872","CID6"
"AID781","CID6"
"AID823","CID6"
"AID874","CID6"
"AID1333","CID6"
"AID581","CID6"
"AID1078","CID6"
"AID79","CID7"
"AID1077","CID7"
"AID1416","CID7"
"AID941","CID7"
"AID1482","CID7"
"AID421","CID7"
"AID447","CID7"
"AID1110","CID7"
"AID1126","CID7"
"AID503","CID7"
"AID546","CID7"
"AID1271","CID7"
"AID1322","CID7"
"AID522","CID7"
"AID1221","CID7"
"AID482","CID8"
"AID1515","CID8"
"AID44","CID8"
"AID146","CID8"
"AID1202","CID8"
"AID1633","CID8"
"AID518","CID8"
"AID916","CID8"
"AID1034","CID8"
"AID1097","CID8"
"AID1139","CID8"
"AID1628","CID8"
"AID1968","CID8"
"AID1271","CID8"
"AID1940","CID8"
"AID578","CID8"
"AID1027","CID8"
"AID1183","CID8"
"AID1352","CID8"
"AID1974","CID8"
"AID13","CID9"
"AID748","CID9"
"AID779","CID9"
"AID1640","CID9"
"AID263","CID9"
"AID443","CID9"
"AID979","CID9"
"AID986","CID9"
"AID1662","CID9"
"AID396","CID9"
"AID594","CID9"
"AID782","CID9"
"AID1616","CID9"
"AID170","CID9"
"AID503","CID9"
"AID545","CID9"
"AID1220","CID9"
"AID1999","CID9"
"AID359","CID9"
"AID1026","CID9"
"AID1333","CID9"
"AID301","CID10"
"AID415","CID10"
"AID1830","CID10"
"AID1941","CID10"
"AID10","CID10"
"AID1066","CID10"
"AID1120","CID10"
"AID1977","CID10"
