"AID","CID"
"AID2746","CID1"
"AID2980","CID1"
"AID21","CID2"
"AID1395","CID2"
"AID115","CID4"
"AID465","CID4"
"AID1462","CID4"
"AID2098","CID4"
"AID2473","CID4"
"AID2688","CID4"
"AID901","CID5"
"AID2261","CID5"
"AID181","CID6"
"AID304","CID6"
"AID1059","CID6"
"AID1118","CID7"
"AID1780","CID7"
"AID2359","CID7"
"AID2588","CID7"
"AID2749","CID7"
"AID142","CID8"
"AID1249","CID8"
"AID2482","CID8"
"AID2523","CID8"
"AID1331","CID9"
"AID166","CID10"
"AID2029","CID10"
"AID2498","CID11"
"AID2587","CID11"
"AID2715","CID11"
"AID915","CID12"
"AID1042","CID12"
"AID2377","CID15"
"AID274","CID16"
"AID1456","CID16"
"AID2341","CID16"
"AID2597","CID17"
"AID501","CID18"
"AID798","CID18"
"AID1888","CID18"
"AID1939","CID18"
"AID2281","CID18"
"AID618","CID19"
"AID1911","CID19"
"AID2191","CID19"
"AID2921","CID20"
"AID554","CID22"
"AID1439","CID22"
"AID2417","CID22"
"AID319","CID23"
"AID572","CID23"
"AID2603","CID23"
"AID1923","CID24"
"AID2255","CID24"
"AID2795","CID25"
"AID137","CID26"
"AID163","CID26"
"AID1606","CID26"
"AID2040","CID26"
"AID545","CID27"
"AID1473","CID27"
"AID1657","CID27"
"AID2792","CID27"
"AID2917","CID27"
"AID540","CID28"
"AID2841","CID28"
"AID2194","CID29"
"AID744","CID30"
"AID2426","CID30"
"AID835","CID31"
"AID2389","CID31"
"AID1791","CID34"
"AID2100","CID34"
"AID491","CID35"
"AID2202","CID35"
"AID422","CID36"
"AID2479","CID36"
"AID370","CID37"
"AID1032","CID37"
"AID2080","CID38"
"AID1791","CID39"
"AID2100","CID39"
"AID524","CID40"
"AID653","CID40"
"AID1870","CID40"
"AID2153","CID40"
"AID2496","CID41"
"AID1244","CID42"
"AID1460","CID42"
"AID1861","CID42"
"AID2562","CID42"
"AID420","CID44"
"AID1109","CID44"
"AID2678","CID45"
"AID23","CID47"
"AID105","CID47"
"AID1650","CID47"
"AID952","CID48"
"AID2355","CID48"
"AID2668","CID48"
"AID356","CID49"
"AID570","CID49"
"AID617","CID50"
"AID1026","CID50"
"AID1728","CID50"
"AID2990","CID50"
"AID2849","CID51"
"AID952","CID52"
"AID1370","CID52"
"AID1885","CID52"
"AID1616","CID53"
"AID41","CID54"
"AID1281","CID54"
"AID2620","CID56"
"AID644","CID57"
"AID1945","CID57"
"AID756","CID58"
"AID2195","CID58"
"AID2306","CID58"
"AID2468","CID58"
"AID706","CID59"
"AID913","CID59"
"AID1309","CID59"
"AID1356","CID59"
"AID158","CID61"
"AID2297","CID61"
"AID460","CID62"
"AID1407","CID62"
"AID1588","CID62"
"AID2492","CID62"
"AID2782","CID62"
"AID2981","CID62"
"AID2406","CID63"
"AID620","CID64"
"AID234","CID65"
"AID2763","CID65"
"AID1016","CID66"
"AID2277","CID66"
"AID476","CID67"
"AID489","CID67"
"AID805","CID68"
"AID1940","CID68"
"AID2327","CID68"
"AID2612","CID68"
"AID2210","CID69"
"AID2358","CID69"
"AID289","CID70"
"AID1882","CID70"
"AID2345","CID70"
"AID402","CID71"
"AID1008","CID71"
"AID1369","CID71"
"AID1386","CID71"
"AID816","CID72"
"AID2545","CID72"
"AID2861","CID72"
"AID65","CID73"
"AID2449","CID73"
"AID48","CID74"
"AID711","CID75"
"AID1602","CID75"
"AID2975","CID75"
"AID368","CID77"
"AID787","CID77"
"AID1155","CID77"
"AID1493","CID77"
"AID2237","CID77"
"AID2254","CID77"
"AID2863","CID77"
