AID,BID
AID1,BID519
AID1,BID563
AID1,BID638
AID2,BID205
AID2,BID37
AID2,BID460
AID3,BID27
AID3,BID622
AID3,BID727
AID4,BID220
AID4,BID243
AID4,BID450
AID5,BID152
AID5,BID670
AID5,BID975
AID6,BID615
AID6,BID766
AID6,BID821
AID7,BID285
AID7,BID698
AID7,BID937
AID8,BID345
AID8,BID608
AID8,BID802
AID9,BID138
AID9,BID219
AID9,BID569
AID10,BID206
AID10,BID548
AID10,BID989
AID11,BID398
AID11,BID951
AID11,BID976
AID12,BID705
AID12,BID734
AID12,BID821
AID13,BID111
AID13,BID189
AID13,BID374
AID14,BID233
AID14,BID539
AID14,BID700
AID15,BID720
AID15,BID748
AID15,BID804
AID16,BID165
AID16,BID467
AID16,BID962
AID17,BID225
AID17,BID76
AID17,BID963
AID18,BID176
AID18,BID463
AID18,BID897
AID19,BID124
AID19,BID653
AID19,BID99
AID20,BID594
AID20,BID620
AID20,BID639
AID21,BID119
AID21,BID636
AID21,BID877
AID22,BID718
AID22,BID969
AID22,BID978
AID23,BID252
AID23,BID356
AID23,BID812
AID24,BID438
AID24,BID64
AID24,BID987
AID25,BID14
AID25,BID39
AID25,BID717
AID26,BID607
AID26,BID702
AID26,BID906
AID27,BID136
AID27,BID708
AID27,BID759
AID28,BID330
AID28,BID562
AID28,BID747
AID29,BID338
AID29,BID433
AID29,BID451
AID30,BID238
AID30,BID433
AID30,BID585
AID31,BID458
AID31,BID700
AID31,BID759
AID32,BID475
AID32,BID776
AID32,BID787
AID33,BID30
AID33,BID312
AID33,BID687
AID34,BID296
AID34,BID691
AID34,BID953
AID35,BID377
AID35,BID408
AID35,BID721
AID36,BID399
AID36,BID848
AID36,BID991
AID37,BID221
AID37,BID24
AID37,BID295
AID38,BID65
AID38,BID679
AID38,BID957
AID39,BID436
AID39,BID756
AID39,BID90
AID40,BID186
AID40,BID354
AID40,BID787
AID41,BID445
AID41,BID711
AID41,BID729
AID42,BID706
AID42,BID714
AID42,BID83
AID43,BID227
AID43,BID291
AID43,BID346
AID44,BID196
AID44,BID261
AID44,BID326
AID45,BID189
AID45,BID256
AID45,BID587
AID46,BID475
AID46,BID625
AID46,BID627
AID47,BID145
AID47,BID546
AID47,BID888
AID48,BID149
AID48,BID32
AID48,BID951
AID49,BID256
AID49,BID738
AID49,BID952
AID50,BID28
AID50,BID513
AID50,BID828
AID51,BID419
AID51,BID488
AID51,BID693
AID52,BID124
AID52,BID836
AID52,BID854
AID53,BID133
AID53,BID471
AID53,BID486
AID54,BID200
AID54,BID738
AID54,BID884
AID55,BID180
AID55,BID329
AID55,BID69
AID56,BID168
AID56,BID355
AID56,BID454
AID57,BID107
AID57,BID274
AID57,BID340
AID58,BID838
AID58,BID87
AID58,BID892
AID59,BID451
AID59,BID676
AID59,BID97
AID60,BID893
AID60,BID953
AID60,BID987
AID61,BID376
AID61,BID687
AID61,BID791
AID62,BID227
AID62,BID552
AID62,BID886
AID63,BID222
AID63,BID502
AID63,BID84
AID64,BID582
AID64,BID803
AID64,BID936
AID65,BID311
AID65,BID715
AID65,BID847
AID66,BID768
AID66,BID893
AID66,BID989
AID67,BID242
AID67,BID288
AID67,BID667
AID68,BID44
AID68,BID555
AID68,BID965
AID69,BID580
AID69,BID726
AID69,BID821
AID70,BID107
AID70,BID402
AID70,BID649
AID71,BID14
AID71,BID150
AID71,BID67
AID72,BID423
AID72,BID588
AID72,BID603
AID73,BID161
AID73,BID321
AID73,BID738
AID74,BID289
AID74,BID676
AID74,BID742
AID75,BID382
AID75,BID59
AID75,BID79
AID76,BID299
AID76,BID66
AID76,BID885
AID77,BID636
AID77,BID722
AID77,BID801
AID78,BID1
AID78,BID492
AID78,BID789
AID79,BID406
AID79,BID450
AID79,BID831
AID80,BID761
AID80,BID964
AID80,BID997
AID81,BID435
AID81,BID441
AID81,BID874
AID82,BID307
AID82,BID376
AID82,BID827
AID83,BID157
AID83,BID64
AID83,BID697
AID84,BID178
AID84,BID322
AID84,BID635
AID85,BID116
AID85,BID500
AID85,BID960
AID86,BID34
AID86,BID467
AID86,BID639
AID87,BID10
AID87,BID730
AID87,BID796
AID88,BID16
AID88,BID43
AID88,BID595
AID89,BID191
AID89,BID514
AID89,BID586
AID90,BID4
AID90,BID477
AID90,BID689
AID91,BID184
AID91,BID253
AID91,BID724
AID92,BID17
AID92,BID352
AID92,BID778
AID93,BID481
AID93,BID547
AID93,BID893
AID94,BID224
AID94,BID910
AID94,BID949
AID95,BID216
AID95,BID320
AID95,BID86
AID96,BID218
AID96,BID312
AID96,BID359
AID97,BID672
AID97,BID748
AID97,BID831
AID98,BID293
AID98,BID384
AID98,BID794
AID99,BID121
AID99,BID56
AID99,BID951
AID100,BID117
AID100,BID930
AID100,BID969
AID101,BID237
AID101,BID298
AID101,BID603
AID102,BID226
AID102,BID919
AID102,BID959
AID103,BID30
AID103,BID819
AID103,BID880
