AID,BID
AID1,BID194
AID1,BID2525
AID1,BID556
AID2,BID2738
AID2,BID977
AID3,BID1619
AID3,BID1928
AID3,BID710
AID4,BID1253
AID4,BID2107
AID4,BID838
AID5,BID1084
AID6,BID2230
AID6,BID2381
AID7,BID2654
AID8,BID1871
AID8,BID2973
AID8,BID693
AID9,BID2007
AID10,BID1460
AID10,BID356
AID10,BID568
AID11,BID2684
AID11,BID300
AID12,BID1223
AID12,BID1490
AID13,BID1303
AID13,BID2045
AID13,BID673
AID14,BID171
AID14,BID477
AID15,BID1340
AID15,BID187
AID16,BID1913
AID17,BID2992
AID18,BID465
AID19,BID2406
AID19,BID321
AID20,BID2751
AID20,BID35
AID20,BID666
AID21,BID2546
AID21,BID2636
AID22,BID2513
AID22,BID613
AID22,BID939
AID23,BID2482
AID24,BID519
AID25,BID2079
AID25,BID2776
AID26,BID2877
AID26,BID355
AID26,BID65
AID27,BID379
AID28,BID403
AID29,BID150
AID30,BID789
AID31,BID1345
AID31,BID1527
AID31,BID779
AID32,BID1246
AID32,BID738
AID32,BID968
AID33,BID179
AID33,BID2417
AID34,BID2727
AID35,BID1324
AID35,BID241
AID36,BID2301
AID37,BID65
AID38,BID1916
AID38,BID2948
AID38,BID61
AID39,BID1577
AID39,BID2555
AID39,BID780
AID40,BID2100
AID40,BID959
AID41,BID2292
AID41,BID2852
AID42,BID2552
AID43,BID1324
AID43,BID2100
AID44,BID1562
AID44,BID1898
AID45,BID2429
AID46,BID229
AID46,BID607
AID47,BID1720
AID47,BID2511
AID47,BID641
AID48,BID2800
AID48,BID2852
AID49,BID1814
AID50,BID2375
AID51,BID2325
AID51,BID2468
AID51,BID2675
AID52,BID1982
AID53,BID1838
AID53,BID887
AID54,BID1213
AID55,BID2281
AID56,BID1934
AID56,BID2060
AID57,BID1072
AID57,BID2098
AID58,BID1171
AID58,BID2888
AID58,BID955
AID59,BID1117
AID59,BID1567
AID59,BID1885
AID60,BID981
AID61,BID1071
AID61,BID1529
AID62,BID1064
AID62,BID1106
AID62,BID2911
AID63,BID2908
AID64,BID1295
AID64,BID228
AID65,BID2361
AID65,BID398
AID65,BID789
AID66,BID1241
AID66,BID2222
AID66,BID2617
AID67,BID1709
AID67,BID2907
AID67,BID510
AID68,BID863
AID69,BID77
AID70,BID2122
AID70,BID2797
AID71,BID892
AID72,BID1536
AID72,BID2179
AID72,BID576
AID73,BID2436
AID73,BID271
AID74,BID2238
AID74,BID2444
AID74,BID2778
AID75,BID2688
AID76,BID2968
AID76,BID669
AID76,BID989
AID77,BID2091
AID78,BID1180
AID79,BID494
AID79,BID887
AID80,BID1545
AID80,BID2328
AID80,BID25
AID81,BID837
AID82,BID1701
AID82,BID312
AID82,BID668
AID83,BID2155
AID83,BID663
AID84,BID2340
AID85,BID101
AID85,BID1822
AID86,BID1071
AID86,BID1431
AID86,BID482
AID87,BID124
AID87,BID2137
AID87,BID2466
AID88,BID1072
AID88,BID1503
AID88,BID2079
AID89,BID2051
AID89,BID2292
AID89,BID451
AID90,BID1314
AID90,BID1948
AID90,BID738
AID91,BID2075
AID91,BID952
AID92,BID1377
AID92,BID2071
AID92,BID2871
AID93,BID1631
AID94,BID210
AID94,BID2242
AID94,BID815
AID95,BID103
AID96,BID242
AID97,BID2949
AID98,BID1826
AID98,BID2650
AID98,BID657
AID99,BID144
AID100,BID1588
AID100,BID2127
AID100,BID401
AID101,BID2055
AID101,BID2071
AID101,BID2131
AID102,BID1890
AID102,BID2071
AID102,BID82
AID103,BID1509
AID103,BID2566
AID104,BID1102
AID104,BID960
AID105,BID161
AID106,BID2146
AID107,BID2691
AID107,BID334
AID108,BID1453
AID108,BID1576
AID108,BID2807
AID109,BID1691
AID110,BID1486
AID111,BID1742
AID111,BID2122
AID111,BID2399
AID112,BID1923
AID112,BID2384
AID112,BID57
AID113,BID17
