CID,BID
CID1,BID1648
CID1,BID3259
CID2,BID1196
CID2,BID928
CID3,BID2928
CID3,BID368
CID4,BID234
CID4,BID577
CID5,BID2191
CID5,BID2780
CID6,BID1731
CID6,BID941
CID7,BID2228
CID7,BID987
CID8,BID3218
CID8,BID666
CID9,BID2115
CID9,BID270
CID10,BID436
CID10,BID922
CID11,BID2412
CID11,BID3495
CID12,BID1997
CID12,BID640
CID13,BID698
CID13,BID957
CID14,BID2727
CID14,BID731
CID15,BID2552
CID15,BID882
CID16,BID1962
CID16,BID528
CID17,BID1617
CID17,BID945
CID18,BID339
CID18,BID3528
CID19,BID1856
CID19,BID2993
CID20,BID1020
CID20,BID82
CID21,BID3281
CID21,BID468
CID22,BID1529
CID22,BID2661
CID23,BID251
CID23,BID3565
CID24,BID1503
CID24,BID1873
CID25,BID3287
CID25,BID459
CID26,BID1390
CID26,BID1880
CID27,BID1457
CID27,BID3623
CID28,BID3664
CID28,BID942
CID29,BID1725
CID29,BID1958
CID30,BID1558
CID30,BID606
CID31,BID1316
CID31,BID758
CID32,BID2973
CID32,BID3574
CID33,BID3429
CID33,BID360
CID34,BID2497
CID34,BID3993
CID35,BID1282
CID35,BID620
CID36,BID2114
CID36,BID222
CID37,BID2657
CID37,BID972
CID38,BID1381
CID38,BID784
CID39,BID1691
CID39,BID2913
CID40,BID338
CID40,BID3424
CID41,BID1796
CID41,BID2633
CID42,BID165
CID42,BID1841
CID43,BID1986
CID43,BID3188
CID44,BID261
CID44,BID3825
CID45,BID2490
CID45,BID444
CID46,BID1526
CID46,BID2879
CID47,BID2358
CID47,BID3423
CID48,BID286
CID48,BID3696
CID49,BID2065
CID49,BID2638
CID50,BID1090
CID50,BID2404
CID51,BID2333
CID51,BID864
CID52,BID1648
CID52,BID2544
CID53,BID1700
CID53,BID3361
CID54,BID2633
CID54,BID3787
CID55,BID1864
CID55,BID2870
CID56,BID1833
CID56,BID3688
CID57,BID2295
CID57,BID3032
CID58,BID3920
CID58,BID554
CID59,BID1138
CID59,BID1725
CID60,BID1374
CID60,BID2773
CID61,BID2642
CID61,BID3878
CID62,BID2857
CID62,BID3755
CID63,BID115
CID63,BID272
CID64,BID533
CID64,BID709
CID65,BID3238
CID65,BID531
CID66,BID1539
CID66,BID3111
CID67,BID2109
CID67,BID3768
CID68,BID2177
CID68,BID3066
CID69,BID2338
CID69,BID317
CID70,BID2824
CID70,BID763
CID71,BID1965
CID71,BID2327
CID72,BID2462
CID72,BID3793
CID73,BID2415
CID73,BID3492
CID74,BID1014
CID74,BID2012
CID75,BID1576
CID75,BID461
CID76,BID1757
CID76,BID2582
CID77,BID1036
CID77,BID3625
CID78,BID3206
CID78,BID3617
CID79,BID1246
CID79,BID309
CID80,BID1129
CID80,BID3754
CID81,BID1305
CID81,BID3573
CID82,BID3047
CID82,BID3760
CID83,BID1471
CID83,BID2793
CID84,BID607
CID84,BID841
CID85,BID1595
CID85,BID1654
CID86,BID1029
CID86,BID1994
CID87,BID1578
CID87,BID2618
CID88,BID1980
CID88,BID2635
CID89,BID1234
CID89,BID2324
CID90,BID115
CID90,BID1201
CID91,BID3021
CID91,BID3151
CID92,BID3788
CID92,BID61
CID93,BID3745
CID93,BID547
CID94,BID2126
CID94,BID793
CID95,BID1364
CID95,BID366
CID96,BID2049
CID96,BID333
CID97,BID3493
CID97,BID3973
CID98,BID2735
CID98,BID84
CID99,BID2333
CID99,BID59
CID100,BID547
CID100,BID715
CID101,BID3518
CID101,BID917
CID102,BID2649
CID102,BID914
CID103,BID1260
CID103,BID3224
CID104,BID1872
CID104,BID3771
CID105,BID324
CID105,BID68
CID106,BID3165
CID106,BID3921
CID107,BID1883
CID107,BID467
CID108,BID261
CID108,BID525
CID109,BID2359
CID109,BID3493
CID110,BID1126
CID110,BID2186
CID111,BID1492
CID111,BID3370
CID112,BID1907
CID112,BID2572
CID113,BID1611
CID113,BID3306
CID114,BID1896
CID114,BID3633
CID115,BID1007
CID115,BID2128
CID116,BID2857
CID116,BID82
CID117,BID3067
CID117,BID3365
CID118,BID3057
CID118,BID393
CID119,BID2017
CID119,BID995
CID120,BID218
CID120,BID3732
CID121,BID1841
CID121,BID3958
CID122,BID1293
CID122,BID1544
CID123,BID124
CID123,BID1439
CID124,BID388
CID124,BID585
CID125,BID1753
CID125,BID766
CID126,BID1044
CID126,BID1727
CID127,BID2476
CID127,BID3505
CID128,BID3386
CID128,BID3904
CID129,BID1706
CID129,BID2134
CID130,BID106
CID130,BID1222
CID131,BID2612
CID131,BID3471
CID132,BID1549
CID132,BID2219
CID133,BID2031
CID133,BID3635
CID134,BID1658
CID134,BID3432
CID135,BID3846
CID135,BID3911
CID136,BID1214
CID136,BID291
CID137,BID1291
CID137,BID1476
CID138,BID283
CID138,BID3639
CID139,BID2155
CID139,BID2323
CID140,BID1666
CID140,BID435
CID141,BID1564
CID141,BID3683
CID142,BID1877
CID142,BID917
CID143,BID2700
CID143,BID398
CID144,BID1845
CID144,BID824
CID145,BID1118
CID145,BID1216
CID146,BID1788
CID146,BID293
CID147,BID2839
CID147,BID593
CID148,BID376
CID148,BID598
CID149,BID2288
CID149,BID2571
CID150,BID2987
CID150,BID3612
CID151,BID1911
