"AID","CID"
"AID125","CID1"
"AID461","CID1"
"AID1487","CID1"
"AID761","CID1"
"AID832","CID1"
"AID1631","CID1"
"AID195","CID2"
"AID1593","CID2"
"AID1833","CID2"
"AID1859","CID2"
"AID1093","CID2"
"AID26","CID2"
"AID50","CID2"
"AID139","CID2"
"AID600","CID2"
"AID849","CID2"
"AID1813","CID3"
"AID211","CID3"
"AID755","CID3"
"AID947","CID3"
"AID1705","CID3"
"AID175","CID3"
"AID378","CID3"
"AID1315","CID3"
"AID881","CID3"
"AID934","CID4"
"AID1928","CID4"
"AID1985","CID4"
"AID1434","CID4"
"AID383","CID4"
"AID587","CID4"
"AID873","CID5"
"AID445","CID5"
"AID871","CID5"
"AID1878","CID5"
"AID128","CID5"
"AID545","CID5"
"AID642","CID5"
"AID1409","CID5"
"AID1064","CID5"
"AID814","CID5"
"AID734","CID5"
"AID894","CID5"
"AID549","CID6"
"AID1277","CID6"
"AID252","CID6"
"AID939","CID6"
"AID607","CID6"
"AID484","CID6"
"AID879","CID6"
"AID400","CID6"
"AID1978","CID6"
"AID245","CID6"
"AID1170","CID6"
"AID133","CID7"
"AID257","CID7"
"AID1612","CID7"
"AID1675","CID7"
"AID1252","CID7"
"AID1632","CID7"
"AID1749","CID7"
"AID387","CID7"
"AID558","CID7"
"AID891","CID7"
"AID94","CID7"
"AID119","CID7"
"AID1240","CID7"
"AID1305","CID7"
"AID221","CID7"
"AID1143","CID7"
"AID864","CID8"
"AID907","CID8"
"AID101","CID8"
"AID856","CID8"
"AID1162","CID8"
"AID469","CID8"
"AID1063","CID8"
"AID1435","CID8"
"AID1342","CID8"
"AID1986","CID8"
"AID609","CID8"
"AID1828","CID8"
"AID1608","CID9"
"AID1862","CID9"
"AID855","CID9"
"AID240","CID9"
"AID786","CID9"
"AID1927","CID9"
"AID255","CID9"
"AID397","CID9"
"AID690","CID9"
"AID1057","CID9"
"AID1485","CID10"
"AID1296","CID10"
"AID1653","CID10"
"AID1866","CID10"
"AID502","CID10"
"AID1082","CID10"
"AID40","CID10"
"AID610","CID10"
"AID760","CID10"
"AID1527","CID10"
"AID266","CID10"
"AID384","CID10"
"AID1055","CID10"
"AID1044","CID11"
"AID738","CID11"
"AID121","CID11"
"AID1960","CID11"
"AID87","CID11"
"AID1148","CID12"
"AID1786","CID12"
"AID1989","CID12"
"AID937","CID12"
"AID989","CID12"
"AID1481","CID12"
"AID348","CID13"
"AID1195","CID13"
"AID992","CID13"
"AID1156","CID13"
"AID512","CID13"
"AID1268","CID13"
"AID1356","CID13"
"AID1893","CID13"
"AID327","CID14"
"AID441","CID14"
"AID530","CID14"
"AID1150","CID14"
"AID518","CID14"
"AID865","CID14"
"AID998","CID14"
"AID1688","CID14"
"AID1033","CID14"
"AID1351","CID14"
"AID1914","CID15"
"AID133","CID15"
"AID257","CID15"
"AID1365","CID15"
"AID1956","CID15"
"AID267","CID15"
"AID1184","CID15"
"AID767","CID16"
"AID543","CID16"
"AID1552","CID16"
"AID1415","CID16"
"AID1758","CID16"
"AID1913","CID16"
"AID858","CID16"
"AID945","CID16"
"AID340","CID17"
"AID541","CID17"
"AID867","CID17"
"AID990","CID17"
"AID1082","CID17"
"AID1384","CID18"
"AID308","CID18"
"AID658","CID18"
"AID1195","CID18"
"AID35","CID18"
"AID1089","CID18"
"AID1324","CID18"
"AID1031","CID18"
"AID1786","CID19"
"AID953","CID19"
"AID528","CID19"
"AID577","CID19"
"AID1424","CID19"
"AID1872","CID19"
"AID1382","CID20"
"AID1941","CID20"
"AID1949","CID20"
"AID1216","CID20"
"AID40","CID20"
"AID610","CID20"
"AID760","CID20"
"AID1527","CID20"
"AID1059","CID21"
"AID1561","CID21"
"AID930","CID21"
"AID1758","CID21"
"AID1520","CID21"
"AID1809","CID21"
"AID279","CID21"
"AID1583","CID22"
"AID1764","CID22"
"AID1976","CID22"
"AID112","CID22"
"AID967","CID22"
"AID1271","CID22"
"AID1324","CID22"
"AID1211","CID22"
"AID1404","CID22"
"AID1201","CID22"
"AID1983","CID22"
"AID1949","CID22"
"AID246","CID23"
"AID1743","CID23"
"AID213","CID23"
"AID1191","CID23"
"AID793","CID23"
"AID1442","CID23"
"AID770","CID23"
"AID1098","CID23"
"AID1793","CID23"
"AID757","CID24"
"AID1204","CID24"
"AID323","CID24"
"AID569","CID24"
"AID675","CID24"
"AID1443","CID24"
"AID602","CID24"
"AID270","CID24"
"AID1278","CID24"
"AID1532","CID24"
"AID1925","CID24"
"AID22","CID25"
"AID318","CID25"
"AID517","CID25"
"AID1836","CID25"
"AID1001","CID25"
"AID1244","CID25"
"AID270","CID25"
"AID1220","CID25"
"AID190","CID25"
"AID921","CID25"
"AID1361","CID26"
"AID1583","CID26"
"AID296","CID26"
"AID1548","CID26"
"AID1965","CID26"
"AID213","CID26"
"AID476","CID26"
"AID122","CID26"
"AID900","CID26"
"AID1498","CID26"
"AID1650","CID26"
"AID1992","CID26"
"AID1405","CID26"
"AID1228","CID26"
"AID219","CID27"
"AID705","CID27"
"AID1340","CID27"
"AID116","CID27"
"AID301","CID27"
"AID810","CID27"
"AID1683","CID27"
"AID1781","CID27"
"AID1034","CID27"
"AID408","CID27"
"AID1839","CID27"
"AID254","CID28"
"AID332","CID28"
"AID457","CID28"
"AID574","CID28"
"AID1649","CID28"
"AID1257","CID29"
"AID1426","CID29"
"AID1648","CID29"
"AID65","CID29"
"AID86","CID29"
"AID282","CID29"
"AID1817","CID29"
"AID1216","CID29"
"AID1870","CID29"
"AID599","CID30"
"AID877","CID30"
"AID1905","CID30"
"AID128","CID30"
"AID848","CID30"
"AID23","CID30"
"AID390","CID30"
"AID256","CID31"
"AID562","CID31"
"AID853","CID31"
"AID1660","CID31"
"AID195","CID31"
"AID410","CID31"
"AID1280","CID31"
"AID897","CID31"
"AID1079","CID31"
"AID595","CID32"
"AID954","CID32"
"AID178","CID33"
"AID176","CID33"
"AID348","CID33"
"AID1057","CID33"
"AID1133","CID33"
"AID641","CID33"
"AID1200","CID33"
"AID1509","CID33"
"AID1594","CID34"
"AID1213","CID34"
"AID1669","CID34"
"AID1267","CID34"
"AID1306","CID34"
"AID223","CID34"
"AID350","CID34"
"AID1724","CID34"
"AID404","CID34"
"AID757","CID34"
"AID563","CID35"
"AID826","CID35"
"AID174","CID35"
"AID473","CID35"
"AID627","CID35"
"AID727","CID35"
"AID889","CID35"
"AID1105","CID35"
"AID396","CID36"
"AID98","CID36"
"AID1310","CID36"
"AID615","CID36"
"AID1387","CID36"
"AID219","CID36"
"AID1320","CID36"
"AID1212","CID37"
"AID1427","CID37"
"AID1640","CID37"
"AID1363","CID37"
"AID672","CID37"
"AID1847","CID37"
"AID156","CID37"
"AID216","CID37"
"AID758","CID37"
"AID479","CID37"
"AID477","CID38"
"AID548","CID38"
"AID1605","CID38"
"AID516","CID38"
"AID1043","CID38"
"AID1394","CID38"
"AID202","CID38"
"AID264","CID38"
"AID1783","CID38"
"AID1985","CID38"
"AID1798","CID38"
"AID978","CID39"
"AID1117","CID39"
"AID1278","CID39"
"AID322","CID39"
"AID741","CID39"
"AID1183","CID39"
"AID1277","CID39"
"AID110","CID39"
"AID708","CID39"
"AID1544","CID40"
"AID1440","CID40"
"AID450","CID40"
"AID663","CID41"
"AID1838","CID41"
"AID1837","CID41"
"AID204","CID41"
"AID974","CID41"
"AID580","CID41"
"AID695","CID41"
"AID355","CID41"
"AID495","CID42"
"AID930","CID42"
"AID1219","CID42"
"AID1344","CID42"
"AID1407","CID42"
"AID94","CID42"
"AID119","CID42"
"AID1240","CID42"
"AID1305","CID42"
"AID859","CID42"
"AID765","CID43"
"AID1379","CID43"
"AID98","CID43"
"AID1310","CID43"
"AID1014","CID43"
"AID1296","CID43"
"AID1594","CID43"
"AID723","CID44"
"AID1916","CID44"
"AID1991","CID44"
"AID248","CID44"
"AID581","CID44"
"AID635","CID44"
"AID888","CID44"
"AID987","CID44"
"AID661","CID44"
"AID1231","CID44"
"AID987","CID45"
"AID1564","CID45"
"AID228","CID45"
"AID834","CID45"
"AID1987","CID45"
"AID544","CID45"
"AID1023","CID45"
"AID1747","CID45"
"AID1785","CID45"
"AID1569","CID45"
"AID1827","CID45"
"AID1998","CID45"
"AID712","CID46"
"AID625","CID46"
"AID1521","CID46"
"AID106","CID46"
"AID1425","CID46"
"AID1982","CID46"
"AID910","CID46"
"AID1569","CID46"
"AID1722","CID46"
"AID782","CID47"
"AID1766","CID47"
"AID274","CID47"
"AID458","CID47"
"AID676","CID47"
"AID1011","CID47"
"AID1017","CID47"
"AID1925","CID47"
"AID1255","CID47"
"AID1441","CID47"
"AID1239","CID47"
"AID67","CID48"
"AID113","CID48"
"AID671","CID48"
"AID778","CID48"
"AID1303","CID48"
"AID1372","CID48"
"AID1400","CID48"
"AID1806","CID48"
"AID1828","CID48"
"AID99","CID48"
"AID1115","CID48"
"AID1209","CID48"
"AID1252","CID48"
"AID1632","CID48"
"AID1749","CID48"
"AID1273","CID48"
"AID1289","CID48"
"AID1062","CID48"
"AID1752","CID49"
"AID461","CID49"
"AID1353","CID49"
"AID186","CID50"
"AID48","CID50"
"AID890","CID50"
"AID927","CID50"
"AID1690","CID50"
"AID297","CID50"
"AID1291","CID50"
"AID1684","CID50"
"AID318","CID50"
"AID480","CID51"
"AID926","CID51"
"AID226","CID51"
"AID755","CID51"
"AID1912","CID51"
"AID1479","CID51"
"AID1719","CID51"
"AID1271","CID51"
"AID1816","CID51"
"AID1969","CID51"
"AID835","CID51"
"AID1566","CID51"
"AID1607","CID51"
"AID1001","CID52"
"AID1058","CID52"
"AID1076","CID52"
"AID1114","CID52"
"AID1462","CID52"
"AID1583","CID52"
"AID1764","CID52"
"AID1976","CID52"
"AID640","CID52"
"AID69","CID52"
"AID533","CID52"
"AID977","CID52"
"AID751","CID52"
"AID1068","CID52"
"AID1362","CID52"
"AID1977","CID52"
"AID74","CID52"
"AID1750","CID52"
"AID902","CID53"
"AID1906","CID53"
"AID1914","CID53"
"AID164","CID53"
"AID904","CID53"
"AID1533","CID53"
"AID141","CID53"
"AID734","CID53"
"AID894","CID53"
"AID424","CID54"
"AID1402","CID54"
"AID1132","CID54"
"AID1272","CID54"
"AID1813","CID54"
"AID751","CID54"
"AID1068","CID54"
"AID1362","CID54"
"AID1977","CID54"
"AID22","CID54"
"AID1408","CID54"
"AID1874","CID54"
"AID108","CID55"
"AID1457","CID55"
"AID1231","CID55"
"AID190","CID55"
"AID1092","CID56"
"AID1130","CID56"
"AID1702","CID56"
"AID1991","CID56"
"AID1754","CID56"
"AID313","CID56"
"AID686","CID56"
"AID184","CID56"
"AID978","CID57"
"AID1071","CID57"
"AID1018","CID57"
"AID1643","CID57"
"AID463","CID57"
"AID704","CID57"
"AID521","CID58"
"AID1673","CID58"
"AID903","CID58"
"AID102","CID58"
"AID699","CID58"
"AID1321","CID58"
"AID709","CID58"
"AID1067","CID58"
"AID189","CID59"
"AID1211","CID59"
"AID1447","CID59"
"AID133","CID59"
"AID257","CID59"
"AID1262","CID59"
"AID809","CID60"
"AID836","CID60"
"AID1964","CID60"
"AID291","CID60"
"AID136","CID60"
"AID364","CID60"
"AID480","CID60"
"AID744","CID60"
"AID1343","CID60"
"AID1834","CID60"
"AID1935","CID60"
"AID236","CID60"
"AID1238","CID61"
"AID1214","CID61"
"AID1947","CID61"
"AID464","CID61"
"AID716","CID61"
"AID1844","CID61"
"AID1622","CID62"
"AID1492","CID62"
"AID1902","CID62"
"AID47","CID62"
"AID1035","CID62"
"AID906","CID62"
"AID1964","CID62"
"AID1388","CID62"
"AID1534","CID62"
"AID38","CID62"
"AID1477","CID62"
"AID1575","CID62"
"AID306","CID63"
"AID680","CID63"
"AID160","CID63"
"AID1011","CID63"
"AID1788","CID63"
"AID1120","CID63"
"AID1246","CID63"
"AID1258","CID63"
"AID175","CID63"
"AID654","CID63"
"AID1261","CID64"
"AID1030","CID64"
"AID1864","CID64"
"AID1331","CID64"
"AID858","CID64"
"AID1256","CID65"
"AID1263","CID65"
"AID594","CID65"
"AID707","CID65"
"AID339","CID65"
"AID735","CID65"
"AID1248","CID65"
"AID1299","CID65"
"AID1908","CID65"
"AID486","CID65"
"AID492","CID65"
"AID141","CID65"
"AID1956","CID65"
"AID1468","CID66"
"AID131","CID66"
"AID647","CID66"
"AID794","CID66"
"AID802","CID66"
"AID1301","CID66"
"AID1823","CID66"
"AID91","CID67"
"AID488","CID67"
"AID566","CID67"
"AID587","CID67"
"AID1776","CID67"
"AID586","CID67"
"AID259","CID67"
"AID456","CID67"
"AID659","CID67"
"AID1313","CID67"
"AID1823","CID67"
"AID233","CID68"
"AID1020","CID68"
"AID1671","CID68"
"AID941","CID68"
"AID1368","CID68"
"AID1732","CID68"
"AID1269","CID68"
"AID1981","CID68"
"AID791","CID68"
"AID941","CID68"
"AID911","CID69"
"AID1378","CID69"
"AID1468","CID69"
"AID636","CID69"
"AID852","CID69"
"AID1751","CID69"
"AID775","CID69"
"AID751","CID70"
"AID1348","CID70"
"AID140","CID70"
"AID748","CID70"
"AID1995","CID70"
"AID333","CID70"
"AID780","CID70"
"AID513","CID70"
"AID1950","CID70"
"AID311","CID71"
"AID353","CID71"
"AID573","CID71"
"AID987","CID71"
"AID1163","CID71"
"AID1557","CID71"
"AID1312","CID71"
"AID704","CID71"
"AID262","CID71"
"AID797","CID71"
"AID1767","CID71"
"AID1625","CID71"
"AID1709","CID72"
"AID661","CID72"
"AID1898","CID72"
"AID601","CID72"
"AID531","CID72"
"AID542","CID72"
"AID710","CID72"
"AID168","CID72"
"AID351","CID72"
"AID311","CID73"
"AID379","CID73"
"AID1708","CID73"
"AID271","CID73"
"AID665","CID73"
"AID1300","CID73"
"AID446","CID73"
"AID1371","CID73"
"AID1662","CID73"
"AID1848","CID73"
"AID1233","CID74"
"AID1400","CID74"
"AID131","CID74"
"AID1824","CID74"
"AID1014","CID74"
"AID1296","CID74"
"AID1594","CID74"
"AID181","CID74"
"AID225","CID74"
"AID649","CID74"
"AID836","CID74"
"AID1145","CID74"
"AID1173","CID74"
"AID383","CID75"
"AID692","CID75"
"AID76","CID75"
"AID249","CID75"
"AID1027","CID75"
"AID316","CID75"
"AID633","CID75"
"AID944","CID75"
"AID1695","CID75"
"AID732","CID75"
"AID1808","CID75"
"AID661","CID75"
"AID500","CID75"
"AID999","CID75"
"AID1591","CID75"
"AID922","CID76"
"AID1621","CID76"
"AID134","CID76"
"AID1194","CID76"
"AID401","CID76"
"AID1585","CID76"
"AID50","CID76"
"AID1385","CID76"
"AID1615","CID76"
"AID780","CID77"
"AID885","CID77"
"AID373","CID77"
"AID567","CID77"
"AID1411","CID77"
"AID1812","CID77"
"AID1826","CID77"
"AID1730","CID77"
"AID1973","CID77"
"AID1446","CID78"
"AID855","CID78"
"AID317","CID78"
"AID682","CID78"
"AID695","CID78"
"AID759","CID78"
"AID912","CID78"
"AID1856","CID78"
"AID1078","CID78"
"AID1177","CID78"
"AID925","CID79"
"AID1006","CID79"
"AID613","CID79"
"AID1121","CID79"
"AID1713","CID79"
"AID1792","CID79"
"AID358","CID79"
"AID924","CID79"
"AID1612","CID79"
"AID1675","CID79"
"AID307","CID80"
"AID745","CID80"
"AID1112","CID80"
"AID114","CID80"
"AID382","CID80"
"AID1256","CID80"
"AID1933","CID80"
"AID769","CID81"
"AID543","CID81"
"AID633","CID81"
"AID1002","CID81"
"AID1540","CID81"
"AID1644","CID81"
"AID72","CID81"
"AID886","CID81"
"AID1750","CID81"
"AID668","CID81"
"AID22","CID81"
"AID1408","CID81"
"AID437","CID81"
"AID1853","CID81"
"AID864","CID82"
"AID1027","CID82"
"AID1767","CID82"
"AID955","CID82"
"AID73","CID82"
"AID84","CID82"
"AID1052","CID82"
"AID1601","CID82"
"AID1533","CID82"
"AID113","CID83"
"AID818","CID83"
"AID397","CID83"
"AID998","CID83"
"AID1800","CID83"
"AID30","CID83"
"AID791","CID83"
"AID1875","CID83"
"AID515","CID84"
"AID1104","CID84"
"AID702","CID84"
"AID981","CID84"
"AID97","CID84"
"AID984","CID84"
"AID563","CID84"
"AID709","CID84"
"AID1598","CID84"
"AID916","CID85"
"AID7","CID85"
"AID884","CID85"
"AID1036","CID85"
"AID1144","CID85"
"AID1458","CID85"
"AID218","CID85"
"AID593","CID85"
"AID1141","CID85"
"AID1918","CID85"
"AID322","CID86"
"AID638","CID86"
