"AID","DID"
"AID1","DID1028"
"AID1","DID1582"
"AID1","DID2102"
"AID1","DID2493"
"AID1","DID1373"
"AID1","DID1585"
"AID1","DID179"
"AID1","DID2726"
"AID1","DID643"
"AID1","DID928"
"AID3","DID1209"
"AID3","DID1673"
"AID3","DID19"
"AID3","DID2097"
"AID3","DID341"
"AID3","DID1089"
"AID3","DID1197"
"AID3","DID1497"
"AID3","DID1519"
"AID3","DID2150"
"AID3","DID2362"
"AID3","DID2388"
"AID3","DID1757"
"AID3","DID2076"
"AID3","DID2656"
"AID3","DID2845"
"AID3","DID56"
"AID3","DID654"
"AID3","DID1067"
"AID3","DID1191"
"AID3","DID139"
"AID3","DID1398"
"AID3","DID2273"
"AID3","DID2477"
"AID3","DID1400"
"AID3","DID2076"
"AID3","DID665"
"AID3","DID175"
"AID3","DID2576"
"AID3","DID2984"
"AID3","DID1374"
"AID3","DID1418"
"AID3","DID2604"
"AID3","DID265"
"AID3","DID406"
"AID3","DID1012"
"AID3","DID2264"
"AID3","DID271"
"AID3","DID2853"
"AID3","DID700"
"AID4","DID1097"
"AID4","DID1371"
"AID4","DID1970"
"AID4","DID2066"
"AID4","DID2358"
"AID4","DID2373"
"AID4","DID2813"
"AID4","DID69"
"AID4","DID1531"
"AID4","DID16"
"AID4","DID2057"
"AID4","DID2568"
"AID4","DID2888"
"AID4","DID718"
"AID4","DID743"
"AID4","DID2109"
"AID4","DID988"
"AID4","DID2067"
"AID4","DID2830"
"AID4","DID29"
"AID4","DID1359"
"AID4","DID1382"
"AID4","DID1804"
"AID4","DID2333"
"AID4","DID355"
"AID4","DID887"
"AID4","DID1100"
"AID4","DID118"
"AID4","DID1644"
"AID4","DID2197"
"AID4","DID2605"
"AID4","DID1092"
"AID4","DID1268"
"AID4","DID857"
"AID5","DID1650"
"AID5","DID2935"
"AID5","DID2936"
"AID5","DID5"
"AID5","DID1"
"AID5","DID2351"
"AID5","DID240"
"AID5","DID2693"
"AID5","DID2696"
"AID5","DID967"
"AID5","DID1241"
"AID5","DID1308"
"AID5","DID2043"
"AID5","DID2059"
"AID5","DID2527"
"AID5","DID862"
"AID5","DID1228"
"AID5","DID1994"
"AID5","DID2525"
"AID5","DID2580"
"AID5","DID621"
"AID5","DID68"
"AID5","DID706"
"AID5","DID842"
"AID5","DID1229"
"AID5","DID1300"
"AID5","DID2119"
"AID5","DID2521"
"AID5","DID857"
"AID5","DID2423"
"AID5","DID2429"
"AID5","DID2581"
"AID5","DID2993"
"AID5","DID721"
"AID6","DID2019"
"AID6","DID2288"
"AID6","DID2519"
"AID6","DID2952"
"AID6","DID1259"
"AID6","DID2152"
"AID6","DID2234"
"AID6","DID678"
"AID6","DID1696"
"AID6","DID1952"
"AID6","DID2483"
"AID6","DID2588"
"AID6","DID2625"
"AID6","DID2657"
"AID6","DID2837"
"AID6","DID625"
"AID6","DID1084"
"AID6","DID1369"
"AID6","DID1755"
"AID6","DID2162"
"AID6","DID365"
"AID6","DID608"
"AID6","DID1481"
"AID6","DID1893"
"AID6","DID2070"
"AID6","DID218"
"AID6","DID2498"
"AID6","DID909"
"AID7","DID2876"
"AID7","DID35"
"AID7","DID703"
"AID7","DID970"
"AID7","DID1315"
"AID7","DID2845"
"AID7","DID121"
"AID7","DID1215"
"AID7","DID1925"
"AID7","DID2873"
"AID7","DID814"
