AID,BID
AID1,BID1359
AID1,BID1633
AID1,BID593
AID2,BID261
AID2,BID697
AID2,BID773
AID3,BID1026
AID3,BID1485
AID3,BID843
AID4,BID1119
AID4,BID1783
AID4,BID489
AID5,BID1755
AID5,BID1988
AID5,BID604
AID6,BID1082
AID6,BID109
AID6,BID1305
AID7,BID1169
AID7,BID1634
AID7,BID553
AID8,BID1295
AID8,BID1484
AID8,BID1615
AID9,BID1309
AID9,BID1762
AID9,BID1779
AID10,BID1209
AID10,BID1328
AID10,BID1561
AID11,BID1967
AID11,BID383
AID11,BID960
AID12,BID1980
AID12,BID621
AID12,BID654
AID13,BID1390
AID13,BID41
AID13,BID493
AID14,BID180
AID14,BID32
AID14,BID899
AID15,BID240
AID15,BID259
AID15,BID369
AID16,BID1777
AID16,BID747
AID16,BID914
AID17,BID1457
AID17,BID269
AID17,BID925
AID18,BID1327
AID18,BID1660
AID18,BID22
AID19,BID1576
AID19,BID35
AID19,BID489
AID20,BID1030
AID20,BID1088
AID20,BID1212
AID21,BID103
AID21,BID406
AID21,BID841
AID22,BID1865
AID22,BID413
AID22,BID824
AID23,BID1736
AID23,BID820
AID23,BID864
AID24,BID360
AID24,BID419
AID24,BID692
AID25,BID1039
AID25,BID1287
AID25,BID640
AID26,BID1089
AID26,BID1416
AID26,BID1848
AID27,BID1186
AID27,BID1220
AID27,BID1954
AID28,BID1064
AID28,BID1529
AID28,BID1714
AID29,BID1360
AID29,BID1454
AID29,BID1528
AID30,BID1475
AID30,BID1555
AID30,BID93
AID31,BID1428
AID31,BID1581
AID31,BID1707
AID32,BID1018
AID32,BID1752
AID32,BID777
AID33,BID1896
AID33,BID294
AID33,BID746
AID34,BID1351
AID34,BID1376
AID34,BID43
AID35,BID110
AID35,BID1324
AID35,BID514
AID36,BID1662
AID36,BID576
AID36,BID980
AID37,BID1835
AID37,BID239
AID37,BID620
AID38,BID1149
AID38,BID1598
AID38,BID1940
AID39,BID1429
AID39,BID1847
AID39,BID1926
AID40,BID1440
AID40,BID1704
AID40,BID432
AID41,BID135
AID41,BID1885
AID41,BID639
AID42,BID1171
AID42,BID1977
AID42,BID228
AID43,BID1269
AID43,BID55
AID43,BID697
AID44,BID1121
AID44,BID1451
AID44,BID564
AID45,BID1732
AID45,BID297
AID45,BID610
AID46,BID1074
AID46,BID1403
AID46,BID872
AID47,BID1549
AID47,BID1713
AID47,BID1888
AID48,BID1577
AID48,BID1840
AID48,BID407
AID49,BID149
AID49,BID1947
AID49,BID694
AID50,BID1408
AID50,BID456
AID50,BID805
AID51,BID1121
AID51,BID1250
AID51,BID1493
AID52,BID1653
AID52,BID1796
AID52,BID757
AID53,BID1193
AID53,BID1915
AID53,BID672
AID54,BID1452
AID54,BID1541
AID54,BID768
AID55,BID1490
AID55,BID47
AID55,BID988
AID56,BID1951
AID56,BID577
AID56,BID673
AID57,BID1073
AID57,BID1832
AID57,BID887
AID58,BID1175
AID58,BID437
AID58,BID629
AID59,BID1346
AID59,BID295
AID59,BID536
AID60,BID610
AID60,BID901
AID60,BID910
AID61,BID169
AID61,BID1947
AID61,BID69
AID62,BID1399
AID62,BID1493
AID62,BID1894
AID63,BID1213
AID63,BID28
AID63,BID874
AID64,BID1386
AID64,BID221
AID64,BID825
AID65,BID1093
AID65,BID1225
AID65,BID65
AID66,BID1898
AID66,BID226
AID66,BID791
AID67,BID1697
AID67,BID1847
AID67,BID729
AID68,BID1122
AID68,BID1143
AID68,BID1244
AID69,BID1020
AID69,BID1606
AID69,BID1652
AID70,BID1339
AID70,BID1766
AID70,BID654
AID71,BID1920
AID71,BID456
AID71,BID95
AID72,BID236
AID72,BID320
AID72,BID645
AID73,BID1768
AID73,BID978
AID73,BID983
AID74,BID1816
AID74,BID1947
AID74,BID243
AID75,BID1257
AID75,BID1299
AID75,BID992
