"AID","CID"
"AID859","CID1"
"AID1689","CID1"
"AID2281","CID1"
"AID1932","CID1"
"AID2213","CID1"
"AID2212","CID1"
"AID537","CID1"
"AID636","CID1"
"AID1670","CID1"
"AID2052","CID1"
"AID582","CID2"
"AID1120","CID2"
"AID1963","CID2"
"AID2069","CID2"
"AID2873","CID2"
"AID2976","CID2"
"AID178","CID2"
"AID1984","CID2"
"AID2777","CID2"
"AID70","CID2"
"AID447","CID2"
"AID1981","CID2"
"AID2289","CID2"
"AID1490","CID3"
"AID1857","CID3"
"AID119","CID3"
"AID73","CID3"
"AID2325","CID3"
"AID241","CID4"
"AID1725","CID4"
"AID505","CID4"
"AID2978","CID4"
"AID2289","CID4"
"AID2566","CID4"
"AID1110","CID5"
"AID1784","CID5"
"AID2239","CID5"
"AID2387","CID5"
"AID2953","CID5"
"AID2024","CID5"
"AID2221","CID5"
"AID984","CID6"
"AID1407","CID6"
"AID1815","CID6"
"AID2980","CID6"
"AID460","CID6"
"AID1129","CID6"
"AID2969","CID6"
"AID2403","CID6"
"AID2657","CID6"
"AID2857","CID6"
"AID205","CID7"
"AID1077","CID7"
"AID1832","CID7"
"AID2527","CID7"
"AID2497","CID7"
"AID2713","CID7"
"AID2318","CID8"
"AID430","CID8"
"AID1744","CID8"
"AID191","CID9"
"AID635","CID9"
"AID2031","CID9"
"AID819","CID9"
"AID2836","CID9"
"AID632","CID9"
"AID1240","CID9"
"AID1646","CID9"
"AID1914","CID9"
"AID2154","CID9"
"AID476","CID9"
"AID738","CID9"
"AID2995","CID9"
"AID1424","CID10"
"AID1463","CID10"
"AID1599","CID10"
"AID2658","CID10"
"AID731","CID10"
"AID2446","CID10"
"AID2513","CID10"
"AID1399","CID11"
"AID1535","CID11"
"AID1996","CID11"
"AID82","CID11"
"AID681","CID11"
"AID978","CID11"
"AID231","CID11"
"AID671","CID11"
"AID1214","CID11"
"AID64","CID11"
"AID469","CID11"
"AID442","CID12"
"AID1361","CID12"
"AID107","CID12"
"AID1535","CID12"
"AID273","CID12"
"AID658","CID12"
"AID1567","CID12"
"AID2728","CID12"
"AID2295","CID13"
"AID2688","CID13"
"AID1945","CID13"
"AID1027","CID13"
"AID2130","CID13"
"AID919","CID13"
"AID1434","CID13"
"AID1585","CID13"
"AID2671","CID13"
"AID1103","CID14"
"AID712","CID14"
"AID1442","CID14"
"AID1544","CID14"
"AID2647","CID14"
"AID297","CID14"
"AID349","CID14"
"AID1014","CID14"
"AID668","CID14"
"AID1357","CID14"
"AID1808","CID14"
"AID2016","CID15"
"AID343","CID15"
"AID841","CID15"
"AID1405","CID15"
"AID1443","CID15"
"AID2106","CID15"
"AID2336","CID15"
"AID903","CID15"
"AID1202","CID15"
"AID1392","CID15"
"AID9","CID16"
"AID155","CID16"
"AID182","CID16"
"AID1696","CID16"
"AID2074","CID16"
"AID402","CID16"
"AID2469","CID16"
