CID,BID
CID1,BID1865
CID1,BID2774
CID1,BID2814
CID1,BID2873
CID1,BID534
CID2,BID143
CID2,BID2916
CID2,BID2917
CID2,BID500
CID2,BID962
CID3,BID123
CID3,BID1560
CID3,BID1885
CID3,BID2496
CID3,BID404
CID3,BID924
CID4,BID2047
CID4,BID2198
CID4,BID862
CID5,BID1020
CID5,BID1261
CID5,BID1708
CID5,BID1820
CID5,BID2703
CID5,BID630
CID6,BID1343
CID6,BID2493
CID7,BID693
CID7,BID756
CID8,BID1458
CID8,BID2508
CID8,BID314
CID8,BID802
CID9,BID1299
CID9,BID1601
CID9,BID1724
CID9,BID2086
CID9,BID2743
CID9,BID820
CID10,BID1246
CID10,BID2778
CID10,BID773
CID11,BID1566
CID11,BID167
CID11,BID2611
CID11,BID2653
CID11,BID772
CID11,BID887
CID12,BID139
CID12,BID1489
CID12,BID2203
CID12,BID2489
CID12,BID398
CID12,BID923
CID13,BID1889
CID13,BID1979
CID13,BID2382
CID13,BID345
CID13,BID492
CID14,BID1851
CID14,BID988
CID15,BID154
CID15,BID1599
CID15,BID664
CID16,BID1298
CID16,BID1347
CID16,BID2882
CID16,BID924
CID17,BID2634
CID17,BID2695
CID17,BID2901
CID18,BID109
CID18,BID1912
CID18,BID342
CID18,BID594
CID19,BID1053
CID19,BID1664
CID19,BID2038
CID19,BID2296
CID19,BID2898
CID19,BID52
CID20,BID1199
CID20,BID2568
CID20,BID2691
CID21,BID1822
CID21,BID23
CID21,BID2826
CID21,BID299
CID21,BID79
CID21,BID945
CID22,BID1663
CID22,BID2475
CID23,BID43
CID23,BID907
CID24,BID1900
CID24,BID2424
CID24,BID340
CID25,BID1480
CID25,BID2356
CID25,BID2538
CID25,BID2876
CID25,BID53
CID25,BID582
CID26,BID131
CID26,BID1440
CID26,BID541
CID27,BID1096
CID27,BID1154
CID27,BID1572
CID27,BID1874
CID27,BID2782
CID27,BID772
CID28,BID1535
CID28,BID2441
CID29,BID2513
CID29,BID801
CID30,BID1323
CID30,BID2617
CID30,BID2860
CID31,BID1505
CID31,BID1682
CID31,BID242
CID31,BID834
CID32,BID1014
CID32,BID1087
CID32,BID1505
CID32,BID1737
CID32,BID1796
CID32,BID256
CID33,BID2846
CID33,BID528
CID33,BID53
CID34,BID2863
CID34,BID2920
CID35,BID1414
CID35,BID2107
CID36,BID2012
CID36,BID2101
CID36,BID2328
CID36,BID2646
CID36,BID534
CID37,BID1391
CID37,BID16
CID37,BID1965
CID37,BID363
CID37,BID868
CID38,BID1175
CID38,BID1590
CID38,BID2990
CID38,BID711
CID38,BID958
CID39,BID1774
CID39,BID2029
CID39,BID2113
CID39,BID2906
CID39,BID356
CID40,BID1272
CID40,BID1878
CID41,BID1583
CID41,BID2259
CID41,BID2484
CID41,BID2855
CID41,BID48
CID42,BID1002
CID42,BID1559
CID42,BID2384
CID42,BID2654
CID42,BID555
CID42,BID567
CID43,BID2074
CID43,BID2078
CID43,BID2404
CID43,BID2678
CID44,BID1426
CID44,BID1757
CID44,BID2590
CID44,BID40
CID44,BID675
CID44,BID785
CID45,BID1563
CID45,BID2818
CID45,BID542
CID45,BID922
CID46,BID1543
CID46,BID2343
CID47,BID1825
CID47,BID2015
CID47,BID2228
CID47,BID2836
CID47,BID2983
CID47,BID791
CID48,BID1749
CID48,BID1902
CID49,BID1349
CID49,BID2096
CID49,BID2958
CID49,BID340
CID49,BID481
CID49,BID731
CID50,BID1669
CID50,BID1696
CID50,BID2588
CID50,BID3000
CID51,BID1019
CID51,BID1461
CID51,BID1901
CID51,BID2886
CID51,BID2983
CID51,BID533
CID52,BID1653
CID52,BID2252
CID52,BID301
CID52,BID418
CID52,BID855
CID53,BID1226
CID53,BID1557
CID53,BID2261
CID53,BID24
CID53,BID876
CID54,BID222
CID54,BID2650
CID55,BID1041
CID55,BID1060
CID55,BID1082
CID55,BID2168
CID55,BID2623
CID56,BID2086
CID56,BID252
CID56,BID488
CID57,BID1153
CID57,BID168
CID57,BID2989
CID57,BID940
CID58,BID2234
CID58,BID249
CID58,BID2557
CID58,BID476
CID58,BID892
CID59,BID2217
CID59,BID344
CID60,BID1913
CID60,BID195
CID60,BID2261
CID60,BID2528
CID60,BID28
CID60,BID453
CID61,BID2506
CID61,BID2984
CID61,BID462
CID62,BID1477
CID62,BID2013
CID63,BID2848
CID63,BID370
CID63,BID411
CID64,BID1181
CID64,BID1257
CID64,BID2684
CID64,BID386
CID65,BID1109
CID65,BID2378
CID65,BID2850
CID65,BID2982
CID66,BID1762
CID66,BID2093
CID66,BID2325
CID66,BID233
CID66,BID579
CID67,BID1142
CID67,BID1581
CID67,BID1648
CID67,BID2586
CID67,BID2714
CID68,BID1544
CID68,BID2054
CID68,BID2098
CID68,BID2560
CID69,BID1203
CID69,BID1390
CID69,BID1398
CID69,BID1533
CID69,BID524
CID70,BID1352
CID70,BID2412
CID71,BID1069
CID71,BID1294
CID72,BID1429
CID72,BID1473
CID72,BID1649
CID72,BID2296
CID72,BID2705
CID72,BID626
CID73,BID1334
CID73,BID15
CID73,BID2630
CID74,BID1073
CID74,BID288
CID75,BID2360
CID75,BID2544
CID75,BID260
CID75,BID2954
CID75,BID2994
CID75,BID773
CID76,BID1197
CID76,BID1366
CID76,BID143
CID76,BID2065
CID76,BID2392
CID76,BID321
CID77,BID1723
CID77,BID1907
CID77,BID2223
CID77,BID2672
CID77,BID2895
CID77,BID989
CID78,BID1484
CID78,BID2415
CID78,BID2488
CID79,BID1368
CID79,BID30
CID80,BID1063
CID80,BID170
CID81,BID2280
CID81,BID430
CID81,BID517
CID82,BID2153
CID82,BID387
CID82,BID405
CID82,BID544
CID82,BID814
CID82,BID95
CID83,BID1246
CID83,BID1901
CID83,BID205
CID83,BID2563
CID83,BID2642
CID83,BID57
CID84,BID2209
CID84,BID2726
CID84,BID584
CID85,BID112
CID85,BID2599
CID85,BID2989
CID86,BID1016
CID86,BID1703
CID86,BID2055
CID86,BID234
CID86,BID2989
CID86,BID875
CID87,BID2350
CID87,BID260
CID88,BID2206
CID88,BID40
CID88,BID986
CID89,BID1152
CID89,BID1981
CID89,BID2193
CID89,BID2522
CID89,BID691
CID90,BID1205
CID90,BID2097
CID90,BID2990
CID90,BID53
CID91,BID2388
CID91,BID2811
CID92,BID156
CID92,BID1998
CID92,BID2310
CID92,BID2605
CID92,BID2675
CID92,BID55
CID93,BID434
CID93,BID718
CID94,BID2282
CID94,BID248
CID94,BID2685
CID95,BID1107
CID95,BID2019
CID95,BID2339
CID95,BID2634
CID95,BID545
CID95,BID749
CID96,BID1392
CID96,BID965
CID97,BID1466
CID97,BID549
CID97,BID668
CID98,BID1078
CID98,BID1224
CID98,BID1955
CID98,BID2337
CID98,BID828
CID99,BID1222
CID99,BID2131
CID99,BID2807
