CID,DID
CID1,DID1038
CID1,DID1082
CID1,DID1233
CID1,DID1337
CID1,DID442
CID1,DID834
CID2,DID1493
CID2,DID268
CID3,DID1295
CID3,DID561
CID4,DID1454
CID5,DID1276
CID5,DID473
CID5,DID602
CID5,DID712
CID5,DID762
CID5,DID820
CID6,DID1138
CID6,DID1452
CID6,DID24
CID6,DID34
CID7,DID360
CID8,DID1021
CID8,DID1367
CID8,DID577
CID8,DID843
CID8,DID920
CID9,DID1339
CID10,DID563
CID11,DID1398
CID11,DID1425
CID11,DID252
CID12,DID1082
CID12,DID1308
CID12,DID937
CID13,DID299
CID13,DID3
CID13,DID300
CID14,DID1193
CID14,DID1208
CID14,DID1306
CID15,DID654
CID16,DID719
CID17,DID1348
CID17,DID1436
CID17,DID292
CID17,DID324
CID17,DID450
CID17,DID625
CID18,DID557
CID19,DID927
CID20,DID1057
CID20,DID1142
CID20,DID1352
CID20,DID174
CID20,DID934
CID21,DID1350
CID21,DID181
CID21,DID248
CID22,DID235
CID22,DID263
CID23,DID4
CID23,DID695
CID23,DID851
CID24,DID1105
CID24,DID1260
CID24,DID69
CID25,DID1193
CID25,DID1282
CID25,DID17
CID26,DID1411
CID26,DID626
CID26,DID864
CID27,DID1007
CID27,DID1258
CID27,DID561
CID27,DID897
CID28,DID249
CID28,DID66
CID28,DID854
CID29,DID1171
CID29,DID247
CID29,DID682
CID29,DID950
CID30,DID912
CID31,DID605
CID32,DID1230
CID32,DID398
CID32,DID623
CID33,DID1445
CID33,DID1471
CID34,DID1305
CID34,DID1427
CID34,DID371
CID34,DID908
CID34,DID929
CID35,DID711
CID35,DID893
CID36,DID1435
CID36,DID414
CID36,DID451
CID37,DID1413
CID38,DID1364
CID38,DID981
CID39,DID336
CID39,DID583
CID39,DID657
CID40,DID1023
CID40,DID1388
CID40,DID839
CID41,DID785
CID41,DID866
CID41,DID885
CID42,DID1131
CID43,DID1426
CID43,DID656
CID44,DID247
CID44,DID293
CID44,DID413
CID45,DID1088
CID46,DID1133
CID46,DID1488
CID46,DID687
CID47,DID11
CID47,DID1321
CID47,DID1490
CID47,DID734
CID48,DID1105
CID48,DID20
CID48,DID353
CID49,DID1382
CID49,DID583
CID49,DID795
CID50,DID903
CID51,DID1481
CID51,DID570
CID51,DID911
CID52,DID319
CID53,DID373
CID53,DID60
CID54,DID379
CID55,DID251
CID55,DID549
CID55,DID690
CID56,DID1255
CID56,DID273
CID56,DID338
CID56,DID478
CID56,DID671
CID57,DID113
CID57,DID1439
CID57,DID458
CID58,DID248
CID59,DID1035
CID59,DID272
CID60,DID1123
CID60,DID535
CID60,DID643
CID61,DID559
CID62,DID1146
CID63,DID230
CID63,DID383
CID64,DID1372
CID64,DID1420
CID64,DID460
CID64,DID801
CID65,DID1043
CID66,DID1131
CID66,DID1286
CID66,DID380
CID66,DID4
CID66,DID533
CID66,DID727
CID67,DID107
CID67,DID1327
CID67,DID638
CID67,DID894
CID67,DID903
CID68,DID1371
CID68,DID164
CID68,DID382
CID69,DID1221
CID70,DID1003
CID70,DID1199
CID70,DID1346
CID70,DID497
CID70,DID521
CID71,DID1154
CID71,DID1336
CID71,DID336
CID71,DID645
CID71,DID844
CID72,DID336
CID72,DID905
CID73,DID1189
CID73,DID1480
CID74,DID1199
CID74,DID1274
CID74,DID464
CID75,DID286
CID75,DID48
CID76,DID1006
CID76,DID1311
CID76,DID1469
CID77,DID609
CID78,DID1481
CID79,DID1072
CID79,DID1136
CID80,DID1268
CID80,DID192
CID81,DID788
CID82,DID455
CID83,DID197
CID83,DID516
CID83,DID992
CID84,DID152
CID84,DID597
CID84,DID777
CID84,DID870
CID84,DID889
CID85,DID407
CID86,DID180
CID86,DID332
CID86,DID97
CID87,DID1313
CID87,DID430
CID88,DID163
CID89,DID256
CID90,DID341
CID90,DID355
CID91,DID1040
CID91,DID646
CID92,DID319
CID93,DID1249
CID94,DID740
CID95,DID673
CID96,DID642
CID97,DID805
CID98,DID44
CID99,DID863
CID99,DID875
CID100,DID1115
CID100,DID1212
CID100,DID1393
CID100,DID156
CID100,DID592
CID100,DID601
CID101,DID1271
CID101,DID530
CID102,DID622
CID102,DID747
CID103,DID135
CID103,DID226
CID103,DID44
CID104,DID1071
CID105,DID438
CID105,DID774
CID105,DID816
CID106,DID144
CID107,DID1086
CID107,DID1102
CID107,DID576
CID108,DID1203
CID108,DID1424
CID108,DID587
CID108,DID94
CID108,DID989
CID109,DID357
CID110,DID563
CID111,DID1450
CID112,DID398
CID112,DID927
CID113,DID459
CID113,DID651
CID113,DID982
CID114,DID1267
CID114,DID1273
CID114,DID638
CID115,DID1041
CID115,DID1176
CID115,DID250
