CID,BID
CID1,BID1620
CID1,BID3458
CID2,BID1552
CID2,BID3575
CID3,BID2466
CID3,BID3317
CID4,BID3313
CID4,BID3709
CID5,BID2957
CID5,BID3608
CID6,BID1101
CID6,BID3238
CID7,BID207
CID7,BID3912
CID8,BID206
CID8,BID444
CID9,BID2324
CID9,BID3360
CID10,BID1229
CID10,BID2080
CID11,BID171
CID11,BID1805
CID12,BID1080
CID12,BID761
CID13,BID2756
CID13,BID3790
CID14,BID1598
CID14,BID1909
CID15,BID1611
CID15,BID3875
CID16,BID297
CID16,BID429
CID17,BID1897
CID17,BID939
CID18,BID110
CID18,BID3619
CID19,BID1452
CID19,BID1573
CID20,BID2707
CID20,BID605
CID21,BID3245
CID21,BID36
CID22,BID1369
CID22,BID2891
CID23,BID1551
CID23,BID1563
CID24,BID1149
CID24,BID2835
CID25,BID1223
CID25,BID2747
CID26,BID1692
CID26,BID2370
CID27,BID2598
CID27,BID3944
CID28,BID2031
CID28,BID2543
CID29,BID1697
CID29,BID2177
CID30,BID2770
CID30,BID381
CID31,BID2800
CID31,BID936
CID32,BID2088
CID32,BID3615
CID33,BID1117
CID33,BID3256
CID34,BID1421
CID34,BID1573
CID35,BID1257
CID35,BID1310
CID36,BID3165
CID36,BID3944
CID37,BID2832
CID37,BID3916
CID38,BID103
CID38,BID2144
CID39,BID377
CID39,BID580
CID40,BID1478
CID40,BID624
CID41,BID106
CID41,BID3664
CID42,BID2899
CID42,BID542
CID43,BID2351
CID43,BID3419
CID44,BID1646
CID44,BID1917
CID45,BID2100
CID45,BID2238
CID46,BID2118
CID46,BID3236
CID47,BID3442
CID47,BID875
CID48,BID17
CID48,BID3330
CID49,BID2365
CID49,BID329
CID50,BID3070
CID50,BID3849
CID51,BID1468
CID51,BID786
CID52,BID1177
CID52,BID1195
CID53,BID1223
CID53,BID857
CID54,BID3332
CID54,BID3365
CID55,BID15
CID55,BID718
CID56,BID178
CID56,BID3093
CID57,BID289
CID57,BID3743
CID58,BID1467
CID58,BID666
CID59,BID3121
CID59,BID3587
CID60,BID3112
CID60,BID49
CID61,BID1
CID61,BID2516
CID62,BID3953
CID62,BID559
CID63,BID1977
CID63,BID2228
CID64,BID2802
CID64,BID3974
CID65,BID1107
CID65,BID1511
CID66,BID1909
CID66,BID2319
CID67,BID1999
CID67,BID2320
CID68,BID1111
CID68,BID2050
CID69,BID1764
CID69,BID2636
CID70,BID216
CID70,BID2848
CID71,BID2777
CID71,BID3506
CID72,BID260
CID72,BID3686
CID73,BID2560
CID73,BID5
CID74,BID2177
CID74,BID956
CID75,BID2418
CID75,BID953
CID76,BID1861
CID76,BID2779
CID77,BID1064
CID77,BID286
CID78,BID1742
CID78,BID1840
CID79,BID2056
CID79,BID2483
CID80,BID1576
CID80,BID653
CID81,BID2197
CID81,BID2252
CID82,BID3788
CID82,BID3871
CID83,BID1618
CID83,BID3334
CID84,BID2893
CID84,BID3881
CID85,BID1923
CID85,BID636
CID86,BID1031
CID86,BID2806
CID87,BID2401
CID87,BID348
CID88,BID1177
CID88,BID2477
CID89,BID1492
CID89,BID3544
CID90,BID1092
CID90,BID2093
CID91,BID2904
CID91,BID3513
CID92,BID3375
CID92,BID373
CID93,BID2525
CID93,BID3516
CID94,BID1791
CID94,BID3555
CID95,BID1543
CID95,BID1756
CID96,BID1632
CID96,BID319
CID97,BID1168
CID97,BID197
CID98,BID2758
CID98,BID3578
CID99,BID610
CID99,BID698
CID100,BID1849
CID100,BID2727
CID101,BID2370
CID101,BID536
CID102,BID1213
CID102,BID1451
CID103,BID2287
CID103,BID3928
CID104,BID25
CID104,BID518
CID105,BID2010
CID105,BID2060
CID106,BID3475
CID106,BID535
CID107,BID1930
CID107,BID194
CID108,BID1186
CID108,BID3400
CID109,BID3225
CID109,BID3710
CID110,BID1577
CID110,BID1830
CID111,BID3767
CID111,BID3981
CID112,BID2674
CID112,BID543
CID113,BID1603
CID113,BID3242
CID114,BID2134
CID114,BID2553
CID115,BID3127
CID115,BID3664
CID116,BID3321
CID116,BID3495
CID117,BID3296
CID117,BID3381
CID118,BID2932
CID118,BID948
CID119,BID3491
CID119,BID3991
CID120,BID2904
CID120,BID3328
CID121,BID1624
CID121,BID3743
CID122,BID1284
CID122,BID473
CID123,BID3021
CID123,BID51
CID124,BID2157
CID124,BID3553
CID125,BID1729
CID125,BID2065
CID126,BID2450
CID126,BID569
CID127,BID1368
CID127,BID1885
CID128,BID2941
CID128,BID619
CID129,BID1456
CID129,BID3282
CID130,BID1494
CID130,BID1764
CID131,BID2220
CID131,BID3161
CID132,BID2356
CID132,BID2754
CID133,BID2723
CID133,BID3162
CID134,BID2199
CID134,BID3728
CID135,BID120
CID135,BID962
CID136,BID2496
CID136,BID499
CID137,BID2135
CID137,BID2972
CID138,BID3887
CID138,BID559
CID139,BID1534
CID139,BID3766
CID140,BID2280
CID140,BID672
CID141,BID2189
CID141,BID2782
CID142,BID2778
CID142,BID341
CID143,BID1564
CID143,BID2618
CID144,BID3431
CID144,BID972
CID145,BID1717
CID145,BID2979
CID146,BID2632
CID146,BID3039
CID147,BID3746
CID147,BID3784
CID148,BID3171
CID148,BID3657
CID149,BID1857
CID149,BID323
CID150,BID1038
CID150,BID1663
CID151,BID2415
CID151,BID2950
CID152,BID1483
CID152,BID640
CID153,BID1467
CID153,BID2534
CID154,BID1621
CID154,BID413
CID155,BID457
CID155,BID547
CID156,BID2427
CID156,BID830
CID157,BID2862
CID157,BID980
CID158,BID2916
CID158,BID3593
CID159,BID1666
CID159,BID2473
CID160,BID3554
CID160,BID3868
CID161,BID1960
CID161,BID3129
CID162,BID3694
CID162,BID3840
CID163,BID491
CID163,BID751
CID164,BID2799
CID164,BID3716
CID165,BID3589
CID165,BID642
CID166,BID2940
CID166,BID3310
CID167,BID1060
CID167,BID2310
CID168,BID2322
CID168,BID3800
CID169,BID1650
CID169,BID2354
CID170,BID1806
CID170,BID466
CID171,BID1648
CID171,BID2829
CID172,BID1429
CID172,BID2625
CID173,BID289
CID173,BID827
CID174,BID167
CID174,BID2884
CID175,BID3446
CID175,BID3556
CID176,BID191
CID176,BID71
CID177,BID3328
CID177,BID78
CID178,BID1415
CID178,BID1865
CID179,BID1918
CID179,BID2733
CID180,BID2920
CID180,BID922
CID181,BID1312
CID181,BID179
CID182,BID1532
CID182,BID571
CID183,BID3566
CID183,BID79
CID184,BID2532
CID184,BID659
CID185,BID2106
CID185,BID2659
CID186,BID2033
CID186,BID2603
CID187,BID1029
CID187,BID719
CID188,BID1364
CID188,BID68
CID189,BID1471
CID189,BID474
CID190,BID2034
CID190,BID3682
CID191,BID1058
CID191,BID1579
CID192,BID2277
CID192,BID3363
CID193,BID2479
CID193,BID906
CID194,BID1947
CID194,BID671
CID195,BID107
CID195,BID2313
CID196,BID126
CID196,BID1869
CID197,BID1779
CID197,BID3299
CID198,BID2625
CID198,BID3600
CID199,BID3507
CID199,BID3786
CID200,BID173
CID200,BID2477
CID201,BID2121
CID201,BID694
CID202,BID2363
CID202,BID492
CID203,BID2196
CID203,BID835
CID204,BID1537
CID204,BID2453
CID205,BID875
CID205,BID944
CID206,BID1384
CID206,BID2962
CID207,BID1046
CID207,BID3462
CID208,BID3494
CID208,BID3752
CID209,BID1048
CID209,BID3608
CID210,BID1510
CID210,BID3857
CID211,BID2009
CID211,BID2400
CID212,BID643
CID212,BID865
CID213,BID1135
CID213,BID451
CID214,BID210
CID214,BID3869
CID215,BID172
CID215,BID202
CID216,BID3656
CID216,BID3786
CID217,BID2341
CID217,BID334
CID218,BID2874
CID218,BID723
CID219,BID293
CID219,BID3146
CID220,BID2287
CID220,BID979
CID221,BID2248
CID221,BID3206
CID222,BID1345
CID222,BID2717
CID223,BID3299
CID223,BID576
CID224,BID288
CID224,BID866
CID225,BID2248
CID225,BID927
CID226,BID1960
CID226,BID2731
CID227,BID2563
CID227,BID553
CID228,BID2547
CID228,BID2827
CID229,BID488
CID229,BID593
CID230,BID1620
CID230,BID741
CID231,BID3890
CID231,BID3903
CID232,BID1432
CID232,BID1542
CID233,BID2461
CID233,BID861
CID234,BID1538
CID234,BID3948
CID235,BID1369
CID235,BID3547
CID236,BID1726
CID236,BID659
CID237,BID2394
CID237,BID3271
CID238,BID2988
CID238,BID3199
CID239,BID2502
CID239,BID2866
CID240,BID1118
CID240,BID3233
CID241,BID1806
CID241,BID654
CID242,BID2062
CID242,BID676
CID243,BID736
CID243,BID770
CID244,BID1949
CID244,BID530
CID245,BID2025
CID245,BID2186
CID246,BID3855
CID246,BID844
CID247,BID1034
CID247,BID2299
CID248,BID1422
CID248,BID1918
CID249,BID2750
CID249,BID2970
CID250,BID364
CID250,BID3890
CID251,BID3316
CID251,BID539
CID252,BID1129
CID252,BID203
CID253,BID1083
CID253,BID834
CID254,BID1084
CID254,BID3296
CID255,BID1335
CID255,BID733
CID256,BID1709
CID256,BID2174
CID257,BID3160
CID257,BID638
CID258,BID1711
CID258,BID244
CID259,BID3345
CID259,BID370
CID260,BID2208
CID260,BID754
CID261,BID1656
CID261,BID1677
CID262,BID1686
CID262,BID320
CID263,BID1299
CID263,BID3980
CID264,BID3473
CID264,BID729
CID265,BID1848
CID265,BID2163
CID266,BID2766
CID266,BID732
CID267,BID1940
CID267,BID2048
CID268,BID1204
CID268,BID1229
CID269,BID3742
CID269,BID3882
CID270,BID3088
CID270,BID331
CID271,BID3685
CID271,BID619
CID272,BID3719
CID272,BID467
CID273,BID1276
CID273,BID2674
CID274,BID1778
CID274,BID2748
CID275,BID2299
CID275,BID2808
CID276,BID1015
CID276,BID1440
CID277,BID1479
CID277,BID2633
CID278,BID129
CID278,BID3192
CID279,BID1945
CID279,BID874
CID280,BID2154
CID280,BID34
CID281,BID2824
CID281,BID7
CID282,BID2252
CID282,BID2679
CID283,BID1828
CID283,BID759
CID284,BID2069
CID284,BID846
CID285,BID1562
