"AID","CID"
"AID59","CID1"
"AID384","CID1"
"AID1693","CID1"
"AID436","CID2"
"AID975","CID2"
"AID1410","CID2"
"AID65","CID2"
"AID216","CID2"
"AID1876","CID2"
"AID179","CID3"
"AID1216","CID3"
"AID1197","CID3"
"AID1299","CID3"
"AID1657","CID3"
"AID1744","CID3"
"AID1886","CID3"
"AID1903","CID3"
"AID1234","CID4"
"AID225","CID5"
"AID1507","CID5"
"AID1120","CID5"
"AID1625","CID5"
"AID600","CID6"
"AID1702","CID6"
"AID484","CID6"
"AID810","CID6"
"AID1091","CID6"
"AID1703","CID6"
"AID862","CID7"
"AID1116","CID7"
"AID1372","CID7"
"AID1878","CID7"
"AID321","CID7"
"AID426","CID7"
"AID1099","CID7"
"AID1353","CID7"
"AID1426","CID7"
"AID328","CID8"
"AID492","CID8"
"AID860","CID8"
"AID123","CID8"
"AID1537","CID8"
"AID1776","CID8"
"AID141","CID9"
"AID1067","CID9"
"AID1560","CID9"
"AID1612","CID9"
"AID82","CID9"
"AID826","CID9"
"AID1287","CID10"
"AID1691","CID10"
"AID763","CID11"
"AID1850","CID11"
"AID204","CID11"
"AID1070","CID11"
"AID85","CID12"
"AID493","CID12"
"AID739","CID12"
"AID1284","CID12"
"AID1302","CID12"
"AID1450","CID12"
"AID540","CID12"
"AID1361","CID12"
"AID1545","CID12"
"AID1896","CID12"
"AID1060","CID13"
"AID1319","CID13"
"AID1383","CID13"
"AID1424","CID13"
"AID1573","CID13"
"AID1909","CID13"
"AID123","CID14"
"AID1537","CID14"
"AID1776","CID14"
"AID1016","CID14"
"AID1752","CID14"
"AID153","CID15"
"AID280","CID15"
"AID748","CID15"
"AID1458","CID15"
"AID1622","CID15"
"AID246","CID15"
"AID528","CID15"
"AID555","CID15"
"AID727","CID15"
"AID1527","CID15"
"AID1868","CID15"
"AID1912","CID15"
"AID915","CID16"
"AID1032","CID16"
"AID1527","CID16"
"AID1847","CID16"
"AID73","CID16"
"AID514","CID16"
"AID1073","CID16"
"AID1675","CID16"
"AID39","CID17"
"AID1436","CID17"
"AID1508","CID17"
"AID276","CID17"
"AID813","CID17"
"AID1942","CID17"
"AID700","CID18"
"AID1338","CID18"
"AID1221","CID18"
"AID1574","CID18"
"AID194","CID19"
"AID460","CID19"
"AID609","CID19"
"AID1138","CID19"
"AID1326","CID19"
"AID253","CID19"
"AID1351","CID19"
"AID1935","CID19"
"AID1219","CID20"
"AID582","CID20"
"AID1023","CID20"
"AID1414","CID20"
"AID165","CID21"
"AID597","CID21"
"AID891","CID21"
"AID1050","CID21"
"AID1494","CID21"
"AID1704","CID21"
"AID576","CID21"
"AID898","CID21"
"AID23","CID22"
"AID267","CID22"
"AID1318","CID22"
"AID1708","CID22"
"AID252","CID22"
"AID600","CID22"
"AID726","CID22"
"AID848","CID22"
"AID854","CID23"
"AID1186","CID23"
"AID447","CID23"
"AID496","CID23"
"AID910","CID23"
"AID1152","CID23"
"AID1301","CID23"
"AID1788","CID23"
"AID648","CID24"
