"DID","AID"
"DID1474","AID1471"
"DID1474","AID983"
"DID1593","AID1471"
"DID1593","AID983"
"DID507","AID1471"
"DID507","AID983"
"DID294","AID181"
"DID294","AID1911"
"DID294","AID2420"
"DID294","AID909"
"DID294","AID1094"
"DID294","AID1249"
"DID40","AID181"
"DID40","AID1911"
"DID40","AID2420"
"DID40","AID909"
"DID40","AID1094"
"DID40","AID1249"
"DID456","AID181"
"DID456","AID1911"
"DID456","AID2420"
"DID456","AID909"
"DID456","AID1094"
"DID456","AID1249"
"DID873","AID181"
"DID873","AID1911"
"DID873","AID2420"
"DID873","AID909"
"DID873","AID1094"
"DID873","AID1249"
"DID1003","AID1666"
"DID1003","AID2235"
"DID1501","AID1666"
"DID1501","AID2235"
"DID373","AID1666"
"DID373","AID2235"
"DID1725","AID62"
"DID1725","AID815"
"DID761","AID62"
"DID761","AID815"
"DID874","AID62"
"DID874","AID815"
"DID978","AID62"
"DID978","AID815"
"DID368","AID1010"
"DID584","AID1010"
"DID827","AID1010"
"DID1075","AID1286"
"DID1177","AID1286"
"DID1779","AID1286"
"DID179","AID1286"
"DID1278","AID2570"
"DID1278","AID241"
"DID1278","AID572"
"DID1786","AID2570"
"DID1786","AID241"
"DID1786","AID572"
"DID1358","AID321"
"DID1428","AID321"
"DID1836","AID321"
"DID906","AID321"
"DID1779","AID1604"
"DID1779","AID2268"
"DID1779","AID2925"
"DID1779","AID647"
"DID1779","AID844"
"DID461","AID1604"
"DID461","AID2268"
"DID461","AID2925"
"DID461","AID647"
"DID461","AID844"
"DID647","AID1604"
"DID647","AID2268"
"DID647","AID2925"
"DID647","AID647"
"DID647","AID844"
"DID834","AID1604"
"DID834","AID2268"
"DID834","AID2925"
"DID834","AID647"
"DID834","AID844"
"DID1680","AID487"
"DID1680","AID1774"
"DID1687","AID487"
"DID1687","AID1774"
"DID322","AID487"
"DID322","AID1774"
"DID1355","AID549"
"DID1355","AID460"
"DID1355","AID528"
"DID1355","AID1985"
"DID1787","AID549"
"DID1787","AID460"
"DID1787","AID528"
"DID1787","AID1985"
"DID905","AID549"
"DID905","AID460"
"DID905","AID528"
"DID905","AID1985"
"DID954","AID549"
"DID954","AID460"
"DID954","AID528"
"DID954","AID1985"
"DID1059","AID52"
"DID1059","AID620"
"DID1059","AID2772"
"DID1059","AID102"
"DID1059","AID882"
"DID1059","AID2770"
"DID1059","AID683"
"DID823","AID52"
"DID823","AID620"
"DID823","AID2772"
"DID823","AID102"
"DID823","AID882"
"DID823","AID2770"
"DID823","AID683"
"DID824","AID52"
"DID824","AID620"
"DID824","AID2772"
"DID824","AID102"
"DID824","AID882"
"DID824","AID2770"
"DID824","AID683"
"DID700","AID827"
"DID700","AID1603"
"DID700","AID2162"
"DID700","AID287"
"DID700","AID537"
"DID872","AID827"
"DID872","AID1603"
"DID872","AID2162"
"DID872","AID287"
"DID872","AID537"
"DID107","AID401"
"DID107","AID2367"
"DID107","AID2909"
"DID107","AID697"
"DID107","AID1779"
"DID107","AID2086"
"DID1702","AID401"
"DID1702","AID2367"
"DID1702","AID2909"
"DID1702","AID697"
"DID1702","AID1779"
"DID1702","AID2086"
"DID1726","AID401"
"DID1726","AID2367"
"DID1726","AID2909"
"DID1726","AID697"
"DID1726","AID1779"
"DID1726","AID2086"
"DID1914","AID401"
"DID1914","AID2367"
"DID1914","AID2909"
"DID1914","AID697"
"DID1914","AID1779"
"DID1914","AID2086"
"DID1329","AID2650"
"DID1329","AID1803"
"DID1567","AID2650"
"DID1567","AID1803"
"DID1844","AID2650"
"DID1844","AID1803"
"DID113","AID246"
"DID113","AID1546"
"DID113","AID1930"
"DID113","AID2669"
"DID113","AID1408"
"DID113","AID1686"
"DID113","AID2088"
"DID113","AID1271"
"DID113","AID1621"
"DID1769","AID246"
"DID1769","AID1546"
"DID1769","AID1930"
"DID1769","AID2669"
"DID1769","AID1408"
"DID1769","AID1686"
"DID1769","AID2088"
"DID1769","AID1271"
"DID1769","AID1621"
"DID540","AID246"
"DID540","AID1546"
"DID540","AID1930"
"DID540","AID2669"
"DID540","AID1408"
"DID540","AID1686"
"DID540","AID2088"
"DID540","AID1271"
"DID540","AID1621"
"DID563","AID246"
"DID563","AID1546"
"DID563","AID1930"
"DID563","AID2669"
"DID563","AID1408"
"DID563","AID1686"
"DID563","AID2088"
"DID563","AID1271"
"DID563","AID1621"
"DID105","AID71"
"DID105","AID1421"
"DID105","AID340"
"DID105","AID1981"
"DID1135","AID71"
"DID1135","AID1421"
"DID1135","AID340"
"DID1135","AID1981"
"DID1703","AID71"
"DID1703","AID1421"
"DID1703","AID340"
"DID1703","AID1981"
"DID1716","AID71"
"DID1716","AID1421"
"DID1716","AID340"
"DID1716","AID1981"
"DID1200","AID1450"
"DID1200","AID2382"
"DID1200","AID2730"
"DID1200","AID818"
"DID1200","AID1950"
"DID1200","AID439"
"DID1200","AID2488"
"DID356","AID1450"
"DID356","AID2382"
"DID356","AID2730"
"DID356","AID818"
"DID356","AID1950"
"DID356","AID439"
"DID356","AID2488"
"DID458","AID1450"
"DID458","AID2382"
"DID458","AID2730"
"DID458","AID818"
"DID458","AID1950"
"DID458","AID439"
