"DID","AID"
"DID271","AID59"
"DID665","AID59"
"DID271","AID384"
"DID665","AID384"
"DID271","AID1693"
"DID665","AID1693"
"DID470","AID436"
"DID512","AID436"
"DID470","AID975"
"DID512","AID975"
"DID470","AID1410"
"DID512","AID1410"
"DID470","AID65"
"DID512","AID65"
"DID470","AID216"
"DID512","AID216"
"DID470","AID1876"
"DID512","AID1876"
"DID26","AID179"
"DID270","AID179"
"DID26","AID1216"
"DID270","AID1216"
"DID26","AID1197"
"DID270","AID1197"
"DID26","AID1299"
"DID270","AID1299"
"DID26","AID1657"
"DID270","AID1657"
"DID26","AID1744"
"DID270","AID1744"
"DID26","AID1886"
"DID270","AID1886"
"DID26","AID1903"
"DID270","AID1903"
"DID627","AID1234"
"DID65","AID1234"
"DID444","AID225"
"DID449","AID225"
"DID444","AID1507"
"DID449","AID1507"
"DID444","AID1120"
"DID449","AID1120"
"DID444","AID1625"
"DID449","AID1625"
"DID510","AID600"
"DID765","AID600"
"DID510","AID1702"
"DID765","AID1702"
"DID510","AID484"
"DID765","AID484"
"DID510","AID810"
"DID765","AID810"
"DID510","AID1091"
"DID765","AID1091"
"DID510","AID1703"
"DID765","AID1703"
"DID196","AID862"
"DID235","AID862"
"DID196","AID1116"
"DID235","AID1116"
"DID196","AID1372"
"DID235","AID1372"
"DID196","AID1878"
"DID235","AID1878"
"DID196","AID321"
"DID235","AID321"
"DID196","AID426"
"DID235","AID426"
"DID196","AID1099"
"DID235","AID1099"
"DID196","AID1353"
"DID235","AID1353"
"DID196","AID1426"
"DID235","AID1426"
"DID52","AID328"
"DID954","AID328"
"DID52","AID492"
"DID954","AID492"
"DID52","AID860"
"DID954","AID860"
"DID52","AID123"
"DID954","AID123"
"DID52","AID1537"
"DID954","AID1537"
"DID52","AID1776"
"DID954","AID1776"
"DID375","AID141"
"DID622","AID141"
"DID375","AID1067"
"DID622","AID1067"
"DID375","AID1560"
"DID622","AID1560"
"DID375","AID1612"
"DID622","AID1612"
"DID375","AID82"
"DID622","AID82"
"DID375","AID826"
"DID622","AID826"
"DID816","AID1287"
"DID947","AID1287"
"DID816","AID1691"
"DID947","AID1691"
"DID861","AID763"
"DID871","AID763"
"DID861","AID1850"
"DID871","AID1850"
"DID861","AID204"
"DID871","AID204"
"DID861","AID1070"
"DID871","AID1070"
"DID828","AID85"
"DID899","AID85"
"DID828","AID493"
"DID899","AID493"
"DID828","AID739"
"DID899","AID739"
"DID828","AID1284"
"DID899","AID1284"
"DID828","AID1302"
"DID899","AID1302"
"DID828","AID1450"
"DID899","AID1450"
"DID828","AID540"
"DID899","AID540"
"DID828","AID1361"
"DID899","AID1361"
"DID828","AID1545"
"DID899","AID1545"
