"BID","DID"
"BID274","DID198"
"BID484","DID198"
"BID678","DID198"
"BID699","DID198"
"BID771","DID198"
"BID912","DID198"
"BID274","DID56"
"BID484","DID56"
"BID678","DID56"
"BID699","DID56"
"BID771","DID56"
"BID912","DID56"
"BID274","DID654"
"BID484","DID654"
"BID678","DID654"
"BID699","DID654"
"BID771","DID654"
"BID912","DID654"
"BID274","DID858"
"BID484","DID858"
"BID678","DID858"
"BID699","DID858"
"BID771","DID858"
"BID912","DID858"
"BID274","DID889"
"BID484","DID889"
"BID678","DID889"
"BID699","DID889"
"BID771","DID889"
"BID912","DID889"
"BID274","DID988"
"BID484","DID988"
"BID678","DID988"
"BID699","DID988"
"BID771","DID988"
"BID912","DID988"
"BID122","DID264"
"BID42","DID264"
"BID489","DID264"
"BID556","DID264"
"BID580","DID264"
"BID939","DID264"
"BID122","DID588"
"BID42","DID588"
"BID489","DID588"
"BID556","DID588"
"BID580","DID588"
"BID939","DID588"
"BID122","DID657"
"BID42","DID657"
"BID489","DID657"
"BID556","DID657"
"BID580","DID657"
"BID939","DID657"
"BID122","DID864"
"BID42","DID864"
"BID489","DID864"
"BID556","DID864"
"BID580","DID864"
"BID939","DID864"
"BID122","DID948"
"BID42","DID948"
"BID489","DID948"
"BID556","DID948"
"BID580","DID948"
"BID939","DID948"
"BID122","DID980"
"BID42","DID980"
"BID489","DID980"
"BID556","DID980"
"BID580","DID980"
"BID939","DID980"
"BID198","DID129"
"BID300","DID129"
"BID363","DID129"
"BID420","DID129"
"BID833","DID129"
"BID895","DID129"
"BID198","DID561"
"BID300","DID561"
"BID363","DID561"
"BID420","DID561"
"BID833","DID561"
"BID895","DID561"
"BID198","DID650"
"BID300","DID650"
"BID363","DID650"
"BID420","DID650"
"BID833","DID650"
"BID895","DID650"
"BID198","DID816"
"BID300","DID816"
"BID363","DID816"
"BID420","DID816"
"BID833","DID816"
"BID895","DID816"
"BID198","DID839"
"BID300","DID839"
"BID363","DID839"
"BID420","DID839"
"BID833","DID839"
"BID895","DID839"
"BID198","DID935"
"BID300","DID935"
"BID363","DID935"
"BID420","DID935"
"BID833","DID935"
"BID895","DID935"
"BID172","DID384"
"BID339","DID384"
"BID474","DID384"
"BID532","DID384"
"BID589","DID384"
"BID876","DID384"
"BID172","DID423"
"BID339","DID423"
"BID474","DID423"
"BID532","DID423"
"BID589","DID423"
"BID876","DID423"
"BID172","DID432"
"BID339","DID432"
"BID474","DID432"
"BID532","DID432"
"BID589","DID432"
"BID876","DID432"
"BID172","DID776"
"BID339","DID776"
"BID474","DID776"
"BID532","DID776"
