"DID","AID"
"DID1712","AID97"
"DID1866","AID97"
"DID1942","AID97"
"DID211","AID97"
"DID1712","AID101"
"DID1866","AID101"
"DID1942","AID101"
"DID211","AID101"
"DID1712","AID137"
"DID1866","AID137"
"DID1942","AID137"
"DID211","AID137"
"DID1712","AID1067"
"DID1866","AID1067"
"DID1942","AID1067"
"DID211","AID1067"
"DID175","AID227"
"DID821","AID227"
"DID175","AID1578"
"DID821","AID1578"
"DID175","AID2372"
"DID821","AID2372"
"DID175","AID864"
"DID821","AID864"
"DID175","AID1039"
"DID821","AID1039"
"DID175","AID2492"
"DID821","AID2492"
"DID576","AID418"
"DID975","AID418"
"DID576","AID589"
"DID975","AID589"
"DID576","AID643"
"DID975","AID643"
"DID576","AID1381"
"DID975","AID1381"
"DID576","AID1781"
"DID975","AID1781"
"DID576","AID1776"
"DID975","AID1776"
"DID576","AID2367"
"DID975","AID2367"
"DID576","AID1685"
"DID975","AID1685"
"DID1104","AID295"
"DID1153","AID295"
"DID1869","AID295"
"DID445","AID295"
"DID1104","AID1356"
"DID1153","AID1356"
"DID1869","AID1356"
"DID445","AID1356"
"DID1104","AID2618"
"DID1153","AID2618"
"DID1869","AID2618"
"DID445","AID2618"
"DID1104","AID644"
"DID1153","AID644"
"DID1869","AID644"
"DID445","AID644"
"DID1027","AID893"
"DID324","AID893"
"DID398","AID893"
"DID830","AID893"
"DID1027","AID2586"
"DID324","AID2586"
"DID398","AID2586"
"DID830","AID2586"
"DID1027","AID2992"
"DID324","AID2992"
"DID398","AID2992"
"DID830","AID2992"
"DID1027","AID2416"
"DID324","AID2416"
"DID398","AID2416"
"DID830","AID2416"
"DID1339","AID49"
"DID1635","AID49"
"DID25","AID49"
"DID780","AID49"
"DID1339","AID100"
"DID1635","AID100"
"DID25","AID100"
"DID780","AID100"
"DID1339","AID2728"
"DID1635","AID2728"
"DID25","AID2728"
"DID780","AID2728"
"DID1339","AID178"
"DID1635","AID178"
"DID25","AID178"
"DID780","AID178"
"DID1339","AID443"
"DID1635","AID443"
"DID25","AID443"
"DID780","AID443"
"DID1339","AID2484"
"DID1635","AID2484"
"DID25","AID2484"
"DID780","AID2484"
"DID1277","AID247"
"DID1329","AID247"
"DID721","AID247"
"DID1277","AID2141"
"DID1329","AID2141"
"DID721","AID2141"
"DID1277","AID1623"
"DID1329","AID1623"
"DID721","AID1623"
"DID1277","AID1708"
"DID1329","AID1708"
"DID721","AID1708"
"DID1277","AID1729"
"DID1329","AID1729"
"DID721","AID1729"
"DID1277","AID1811"
"DID1329","AID1811"
"DID721","AID1811"
"DID1518","AID177"
"DID1671","AID177"
"DID904","AID177"
"DID1518","AID1540"
"DID1671","AID1540"
"DID904","AID1540"
"DID1518","AID2057"
"DID1671","AID2057"
"DID904","AID2057"
"DID1518","AID2397"
"DID1671","AID2397"
"DID904","AID2397"
"DID1518","AID852"
"DID1671","AID852"
"DID904","AID852"
"DID1518","AID1921"
"DID1671","AID1921"
"DID904","AID1921"
"DID1518","AID2400"
"DID1671","AID2400"
"DID904","AID2400"
"DID1787","AID263"
"DID1939","AID263"
"DID951","AID263"
"DID1787","AID884"
"DID1939","AID884"
"DID951","AID884"
"DID1787","AID1177"
"DID1939","AID1177"
"DID951","AID1177"
"DID1787","AID2706"
"DID1939","AID2706"
"DID951","AID2706"
"DID1787","AID2852"
"DID1939","AID2852"
"DID951","AID2852"
"DID1787","AID870"
"DID1939","AID870"
"DID951","AID870"
"DID620","AID2143"
"DID919","AID2143"
"DID620","AID1083"
"DID919","AID1083"
"DID620","AID871"
"DID919","AID871"
"DID620","AID1191"
"DID919","AID1191"
"DID1500","AID306"
"DID394","AID306"
"DID795","AID306"
"DID974","AID306"
"DID1500","AID661"
"DID394","AID661"
"DID795","AID661"
"DID974","AID661"
"DID1500","AID1435"
"DID394","AID1435"
"DID795","AID1435"
"DID974","AID1435"
"DID1500","AID2300"
"DID394","AID2300"
"DID795","AID2300"
"DID974","AID2300"
"DID1307","AID416"
"DID1784","AID416"
"DID311","AID416"
"DID4","AID416"
"DID1307","AID1755"
"DID1784","AID1755"
"DID311","AID1755"
"DID4","AID1755"
"DID1307","AID247"
"DID1784","AID247"
"DID311","AID247"
"DID4","AID247"
"DID1307","AID1910"
"DID1784","AID1910"
"DID311","AID1910"
"DID4","AID1910"
"DID1136","AID1813"
"DID875","AID1813"
"DID1136","AID1910"
"DID875","AID1910"
"DID1287","AID1896"
"DID1537","AID1896"
"DID876","AID1896"
"DID1287","AID1360"
"DID1537","AID1360"
"DID876","AID1360"
"DID1287","AID2123"
"DID1537","AID2123"
"DID876","AID2123"
"DID1287","AID1174"
"DID1537","AID1174"
"DID876","AID1174"
"DID1423","AID318"
"DID1743","AID318"
"DID521","AID318"
"DID61","AID318"
"DID1423","AID472"
"DID1743","AID472"
"DID521","AID472"
"DID61","AID472"
"DID1423","AID1719"
"DID1743","AID1719"
"DID521","AID1719"
"DID61","AID1719"
"DID1423","AID2477"
"DID1743","AID2477"
"DID521","AID2477"
"DID61","AID2477"
"DID1423","AID2790"
"DID1743","AID2790"
"DID521","AID2790"
"DID61","AID2790"
"DID1559","AID753"
"DID738","AID753"
"DID1559","AID2760"
"DID738","AID2760"
"DID1559","AID1501"
"DID738","AID1501"
"DID1559","AID1759"
"DID738","AID1759"
"DID1559","AID2144"
"DID738","AID2144"
"DID1559","AID2266"
"DID738","AID2266"
"DID1559","AID464"
"DID738","AID464"
"DID1559","AID1265"
"DID738","AID1265"
"DID1559","AID2156"
"DID738","AID2156"
"DID1559","AID2861"
"DID738","AID2861"
"DID190","AID1937"
"DID585","AID1937"
"DID77","AID1937"
"DID190","AID1235"
"DID585","AID1235"
"DID77","AID1235"
"DID190","AID2616"
"DID585","AID2616"
"DID77","AID2616"
"DID190","AID2934"
"DID585","AID2934"
"DID77","AID2934"
"DID1411","AID132"
"DID317","AID132"
"DID810","AID132"
"DID1411","AID535"
"DID317","AID535"
"DID810","AID535"
"DID1411","AID2237"
"DID317","AID2237"
"DID810","AID2237"
"DID1411","AID2265"
"DID317","AID2265"
"DID810","AID2265"
"DID1411","AID2421"
"DID317","AID2421"
"DID810","AID2421"
"DID1411","AID2893"
"DID317","AID2893"
"DID810","AID2893"
"DID1553","AID355"
"DID27","AID355"
"DID865","AID355"
"DID1553","AID483"
"DID27","AID483"
"DID865","AID483"
"DID1553","AID720"
"DID27","AID720"
"DID865","AID720"
"DID1553","AID836"
"DID27","AID836"
"DID865","AID836"
"DID1553","AID1452"
"DID27","AID1452"
"DID865","AID1452"
"DID1553","AID1628"
"DID27","AID1628"
"DID865","AID1628"
"DID1553","AID2477"
"DID27","AID2477"
"DID865","AID2477"
"DID1553","AID1362"
"DID27","AID1362"
"DID865","AID1362"
"DID1553","AID2725"
"DID27","AID2725"
"DID865","AID2725"
"DID1011","AID32"
"DID1199","AID32"
"DID1730","AID32"
"DID682","AID32"
"DID1011","AID1521"
"DID1199","AID1521"
"DID1730","AID1521"
"DID682","AID1521"
"DID1011","AID2397"
"DID1199","AID2397"
"DID1730","AID2397"
"DID682","AID2397"
"DID1011","AID2020"
"DID1199","AID2020"
"DID1730","AID2020"
"DID682","AID2020"
"DID1011","AID2042"
"DID1199","AID2042"
"DID1730","AID2042"
"DID682","AID2042"
"DID1411","AID1793"
"DID1861","AID1793"
"DID1411","AID1356"
"DID1861","AID1356"
"DID1411","AID1727"
"DID1861","AID1727"
"DID1411","AID2177"
"DID1861","AID2177"
"DID1301","AID107"
"DID222","AID107"
"DID62","AID107"
"DID786","AID107"
"DID1301","AID1207"
"DID222","AID1207"
"DID62","AID1207"
"DID786","AID1207"
"DID1301","AID1564"
"DID222","AID1564"
"DID62","AID1564"
"DID786","AID1564"
"DID1301","AID709"
"DID222","AID709"
"DID62","AID709"
"DID786","AID709"
"DID1874","AID598"
"DID6","AID598"
"DID602","AID598"
"DID851","AID598"
"DID1874","AID1471"
"DID6","AID1471"
"DID602","AID1471"
"DID851","AID1471"
"DID1874","AID1604"
"DID6","AID1604"
"DID602","AID1604"
"DID851","AID1604"
"DID1874","AID2757"
"DID6","AID2757"
"DID602","AID2757"
"DID851","AID2757"
"DID1069","AID1648"
"DID626","AID1648"
"DID833","AID1648"
"DID1069","AID2330"
"DID626","AID2330"
"DID833","AID2330"
"DID1069","AID2937"
"DID626","AID2937"
"DID833","AID2937"
"DID1948","AID1737"
"DID364","AID1737"
"DID1948","AID2242"
"DID364","AID2242"
"DID1948","AID2277"
"DID364","AID2277"
"DID1948","AID2327"
"DID364","AID2327"
"DID172","AID2610"
"DID1926","AID2610"
"DID172","AID494"
"DID1926","AID494"
"DID172","AID991"
"DID1926","AID991"
"DID172","AID1119"
"DID1926","AID1119"
"DID172","AID627"
"DID1926","AID627"
"DID1180","AID1485"
"DID1411","AID1485"
"DID772","AID1485"
"DID1180","AID1842"
"DID1411","AID1842"
"DID772","AID1842"
"DID1180","AID476"
"DID1411","AID476"
"DID772","AID476"
"DID1180","AID1233"
"DID1411","AID1233"
"DID772","AID1233"
"DID1180","AID1549"
"DID1411","AID1549"
"DID772","AID1549"
"DID1180","AID1748"
"DID1411","AID1748"
"DID772","AID1748"
"DID265","AID263"
"DID960","AID263"
"DID265","AID1692"
"DID960","AID1692"
"DID265","AID551"
"DID960","AID551"
"DID265","AID2472"
"DID960","AID2472"
"DID265","AID834"
"DID960","AID834"
"DID265","AID2067"
"DID960","AID2067"
"DID265","AID2069"
"DID960","AID2069"
"DID265","AID2748"
"DID960","AID2748"
"DID1047","AID1565"
"DID1838","AID1565"
"DID215","AID1565"
"DID1047","AID2823"
"DID1838","AID2823"
"DID215","AID2823"
"DID1008","AID2424"
"DID159","AID2424"
"DID1845","AID2424"
"DID1008","AID258"
"DID159","AID258"
"DID1845","AID258"
"DID1008","AID2043"
"DID159","AID2043"
"DID1845","AID2043"
"DID1008","AID2044"
"DID159","AID2044"
"DID1845","AID2044"
"DID1008","AID1549"
"DID159","AID1549"
"DID1845","AID1549"
"DID136","AID350"
"DID1926","AID350"
"DID605","AID350"
"DID136","AID2232"
"DID1926","AID2232"
"DID605","AID2232"
"DID136","AID2306"
"DID1926","AID2306"
"DID605","AID2306"
"DID136","AID1908"
"DID1926","AID1908"
"DID605","AID1908"
"DID136","AID246"
"DID1926","AID246"
"DID605","AID246"
"DID1286","AID203"
"DID396","AID203"
"DID72","AID203"
"DID1286","AID485"
"DID396","AID485"
"DID72","AID485"
"DID1021","AID985"
"DID1028","AID985"
"DID1825","AID985"
"DID1021","AID2062"
"DID1028","AID2062"
"DID1825","AID2062"
"DID1021","AID2117"
"DID1028","AID2117"
"DID1825","AID2117"
"DID1021","AID2339"
"DID1028","AID2339"
"DID1825","AID2339"
"DID1021","AID2607"
"DID1028","AID2607"
"DID1825","AID2607"
"DID1947","AID133"
"DID569","AID133"
"DID862","AID133"
"DID991","AID133"
"DID1142","AID1415"
"DID1714","AID1415"
"DID224","AID1415"
"DID1142","AID2292"
"DID1714","AID2292"
"DID224","AID2292"
"DID1142","AID2945"
"DID1714","AID2945"
"DID224","AID2945"
"DID1142","AID659"
"DID1714","AID659"
"DID224","AID659"
"DID1142","AID1199"
"DID1714","AID1199"
"DID224","AID1199"
"DID1142","AID2882"
"DID1714","AID2882"
"DID224","AID2882"
"DID1620","AID1996"
"DID1913","AID1996"
"DID1966","AID1996"
"DID244","AID1996"
"DID1620","AID1721"
"DID1913","AID1721"
"DID1966","AID1721"
"DID244","AID1721"
"DID1620","AID1744"
"DID1913","AID1744"
"DID1966","AID1744"
"DID244","AID1744"
"DID25","AID594"
"DID754","AID594"
"DID25","AID42"
"DID754","AID42"
"DID25","AID650"
"DID754","AID650"
"DID25","AID1787"
"DID754","AID1787"
"DID1257","AID1320"
"DID402","AID1320"
"DID671","AID1320"
"DID748","AID1320"
"DID1257","AID2993"
"DID402","AID2993"
"DID671","AID2993"
"DID748","AID2993"
"DID1257","AID2277"
"DID402","AID2277"
"DID671","AID2277"
"DID748","AID2277"
"DID1196","AID275"
"DID621","AID275"
"DID1196","AID567"
"DID621","AID567"
"DID1196","AID2387"
"DID621","AID2387"
"DID1196","AID2774"
"DID621","AID2774"
"DID1057","AID46"
"DID660","AID46"
"DID1057","AID1960"
"DID660","AID1960"
"DID1057","AID2589"
"DID660","AID2589"
"DID1057","AID503"
"DID660","AID503"
"DID1057","AID1150"
"DID660","AID1150"
"DID1057","AID1197"
"DID660","AID1197"
"DID1057","AID2615"
"DID660","AID2615"
"DID1285","AID533"
"DID913","AID533"
"DID1285","AID295"
"DID913","AID295"
"DID1285","AID1356"
"DID913","AID1356"
"DID1285","AID2618"
"DID913","AID2618"
"DID1185","AID307"
"DID301","AID307"
"DID525","AID307"
"DID1185","AID2995"
"DID301","AID2995"
"DID525","AID2995"
"DID1185","AID437"
"DID301","AID437"
"DID525","AID437"
"DID1185","AID642"
"DID301","AID642"
"DID525","AID642"
"DID1185","AID2597"
"DID301","AID2597"
"DID525","AID2597"
"DID1149","AID314"
"DID1359","AID314"
"DID754","AID314"
"DID1149","AID620"
"DID1359","AID620"
"DID754","AID620"
"DID1149","AID1015"
"DID1359","AID1015"
"DID754","AID1015"
"DID1149","AID1631"
"DID1359","AID1631"
"DID754","AID1631"
"DID1149","AID1971"
"DID1359","AID1971"
"DID754","AID1971"
"DID1149","AID2510"
"DID1359","AID2510"
"DID754","AID2510"
"DID1149","AID2369"
"DID1359","AID2369"
"DID754","AID2369"
"DID1149","AID2395"
"DID1359","AID2395"
"DID754","AID2395"
"DID1149","AID1043"
"DID1359","AID1043"
"DID754","AID1043"
"DID1384","AID748"
"DID1658","AID748"
"DID94","AID748"
"DID1384","AID180"
"DID1658","AID180"
"DID94","AID180"
"DID1384","AID518"
"DID1658","AID518"
"DID94","AID518"
"DID1384","AID810"
"DID1658","AID810"
"DID94","AID810"
"DID1384","AID952"
"DID1658","AID952"
"DID94","AID952"
"DID1384","AID1997"
"DID1658","AID1997"
"DID94","AID1997"
"DID1384","AID2079"
"DID1658","AID2079"
"DID94","AID2079"
"DID1384","AID2257"
"DID1658","AID2257"
"DID94","AID2257"
"DID1950","AID1995"
"DID196","AID1995"
"DID626","AID1995"
"DID1950","AID2021"
"DID196","AID2021"
"DID626","AID2021"
"DID1950","AID1312"
"DID196","AID1312"
"DID626","AID1312"
"DID1950","AID1433"
"DID196","AID1433"
"DID626","AID1433"
"DID1950","AID38"
"DID196","AID38"
"DID626","AID38"
"DID1950","AID498"
"DID196","AID498"
"DID626","AID498"
"DID1950","AID905"
"DID196","AID905"
"DID626","AID905"
"DID1671","AID420"
"DID497","AID420"
"DID614","AID420"
"DID934","AID420"
"DID1671","AID805"
"DID497","AID805"
"DID614","AID805"
"DID934","AID805"
"DID1671","AID1620"
"DID497","AID1620"
"DID614","AID1620"
"DID934","AID1620"
"DID1671","AID1686"
"DID497","AID1686"
"DID614","AID1686"
"DID934","AID1686"
"DID1671","AID2684"
"DID497","AID2684"
"DID614","AID2684"
"DID934","AID2684"
"DID1671","AID2854"
"DID497","AID2854"
"DID614","AID2854"
"DID934","AID2854"
"DID1671","AID2859"
"DID497","AID2859"
"DID614","AID2859"
"DID934","AID2859"
"DID1671","AID1305"
"DID497","AID1305"
"DID614","AID1305"
"DID934","AID1305"
"DID1671","AID2358"
"DID497","AID2358"
"DID614","AID2358"
"DID934","AID2358"
"DID1722","AID708"
"DID1847","AID708"
"DID1722","AID985"
"DID1847","AID985"
"DID1722","AID1833"
"DID1847","AID1833"
"DID1722","AID726"
"DID1847","AID726"
"DID1722","AID1878"
"DID1847","AID1878"
"DID1722","AID2305"
"DID1847","AID2305"
"DID1471","AID932"
"DID1957","AID932"
"DID274","AID932"
"DID517","AID932"
"DID1471","AID2530"
"DID1957","AID2530"
"DID274","AID2530"
"DID517","AID2530"
"DID1471","AID904"
"DID1957","AID904"
"DID274","AID904"
"DID517","AID904"
"DID1471","AID1674"
"DID1957","AID1674"
"DID274","AID1674"
"DID517","AID1674"
"DID1471","AID2975"
"DID1957","AID2975"
"DID274","AID2975"
"DID517","AID2975"
"DID1628","AID1333"
"DID227","AID1333"
"DID274","AID1333"
"DID1628","AID2100"
"DID227","AID2100"
"DID274","AID2100"
"DID1372","AID1222"
"DID1924","AID1222"
"DID1952","AID1222"
"DID293","AID1222"
"DID1372","AID2524"
"DID1924","AID2524"
"DID1952","AID2524"
"DID293","AID2524"
"DID1372","AID2661"
"DID1924","AID2661"
"DID1952","AID2661"
"DID293","AID2661"
"DID1372","AID167"
"DID1924","AID167"
"DID1952","AID167"
"DID293","AID167"
"DID1372","AID819"
"DID1924","AID819"
"DID1952","AID819"
"DID293","AID819"
"DID1372","AID1978"
"DID1924","AID1978"
"DID1952","AID1978"
"DID293","AID1978"
"DID1372","AID2865"
"DID1924","AID2865"
"DID1952","AID2865"
"DID293","AID2865"
"DID1323","AID763"
"DID1445","AID763"
"DID244","AID763"
"DID1323","AID1374"
"DID1445","AID1374"
"DID244","AID1374"
"DID1323","AID2207"
"DID1445","AID2207"
"DID244","AID2207"
"DID1323","AID2358"
"DID1445","AID2358"
