"AID","CID"
"AID1757","CID1"
"AID5258","CID1"
"AID345","CID2"
"AID3249","CID3"
"AID3719","CID3"
"AID3490","CID4"
"AID3658","CID4"
"AID2615","CID4"
"AID3065","CID5"
"AID3487","CID5"
"AID2507","CID6"
"AID5037","CID7"
"AID4098","CID8"
"AID5434","CID8"
"AID1532","CID9"
"AID2292","CID10"
"AID2298","CID10"
"AID4958","CID11"
"AID1844","CID12"
"AID2033","CID12"
"AID4323","CID13"
"AID1616","CID14"
"AID3319","CID14"
"AID3564","CID15"
"AID419","CID16"
"AID2502","CID17"
"AID5117","CID17"
"AID282","CID18"
"AID872","CID18"
"AID1821","CID19"
"AID2736","CID19"
"AID2388","CID19"
"AID1157","CID19"
"AID5586","CID20"
"AID57","CID20"
"AID1595","CID21"
"AID3422","CID21"
"AID2778","CID22"
"AID4677","CID22"
"AID3150","CID23"
"AID543","CID23"
"AID1690","CID23"
"AID2163","CID23"
"AID478","CID24"
"AID4803","CID25"
"AID2286","CID25"
"AID4124","CID25"
"AID4089","CID26"
"AID5000","CID26"
"AID2009","CID27"
"AID3688","CID27"
"AID2804","CID28"
"AID286","CID28"
"AID4939","CID29"
"AID2536","CID30"
"AID4980","CID30"
"AID4043","CID31"
"AID4507","CID31"
"AID1638","CID32"
"AID5660","CID32"
"AID3753","CID33"
"AID3416","CID34"
"AID5533","CID35"
"AID2001","CID36"
"AID2158","CID37"
"AID5772","CID38"
"AID1595","CID39"
"AID3422","CID39"
"AID1674","CID39"
"AID2318","CID39"
"AID3827","CID40"
"AID1950","CID41"
"AID5165","CID41"
"AID3494","CID42"
"AID3047","CID43"
"AID360","CID43"
"AID2827","CID43"
"AID4206","CID43"
"AID397","CID44"
"AID4079","CID44"
"AID1831","CID44"
"AID3282","CID44"
"AID1488","CID44"
"AID1116","CID45"
"AID479","CID45"
"AID3348","CID46"
"AID4155","CID47"
"AID2806","CID48"
"AID3737","CID49"
"AID4683","CID49"
"AID3997","CID50"
"AID1668","CID51"
"AID1199","CID52"
"AID1084","CID53"
"AID226","CID53"
"AID2190","CID54"
"AID3717","CID54"
"AID1755","CID54"
"AID3871","CID54"
"AID5765","CID54"
"AID2351","CID55"
"AID2464","CID55"
"AID3692","CID56"
"AID4076","CID56"
"AID2306","CID57"
"AID3650","CID57"
"AID1213","CID58"
"AID3098","CID58"
"AID2096","CID58"
"AID3169","CID59"
"AID4765","CID59"
"AID3121","CID59"
"AID279","CID60"
"AID569","CID60"
"AID4879","CID61"
"AID29","CID62"
"AID380","CID62"
"AID39","CID63"
"AID4701","CID63"
"AID2560","CID64"
"AID3435","CID64"
"AID5837","CID64"
"AID3588","CID64"
"AID5681","CID64"
"AID4860","CID65"
"AID3613","CID66"
"AID4287","CID67"
"AID1729","CID68"
"AID2630","CID68"
"AID2074","CID68"
"AID3044","CID69"
"AID5734","CID70"
"AID862","CID70"
"AID39","CID71"
"AID4437","CID72"
"AID5103","CID72"
"AID3570","CID73"
"AID115","CID74"
"AID227","CID75"
"AID5554","CID75"
"AID510","CID76"
"AID2659","CID77"
"AID5452","CID77"
"AID3574","CID78"
"AID800","CID79"
"AID2439","CID79"
"AID4118","CID79"
"AID2940","CID80"
"AID1244","CID81"
"AID2401","CID81"
"AID3249","CID82"
"AID3719","CID82"
"AID2242","CID83"
"AID656","CID83"
"AID2988","CID84"
"AID3009","CID84"
"AID3090","CID85"
"AID5478","CID86"
"AID818","CID86"
"AID5118","CID86"
"AID647","CID86"
"AID3473","CID86"
"AID5385","CID87"
"AID3401","CID88"
"AID2177","CID89"
"AID1402","CID90"
"AID2368","CID90"
"AID3265","CID91"
"AID456","CID91"
"AID5578","CID92"
"AID2548","CID92"
"AID5860","CID92"
"AID3801","CID93"
"AID5963","CID93"
"AID5148","CID94"
"AID5437","CID94"
"AID4915","CID95"
"AID5226","CID95"
"AID2007","CID96"
"AID5267","CID97"
"AID5364","CID97"
"AID5187","CID98"
"AID642","CID98"
"AID3961","CID99"
"AID3571","CID99"
"AID5972","CID99"
"AID4927","CID99"
"AID588","CID99"
"AID2881","CID100"
"AID4731","CID100"
"AID3643","CID101"
"AID4048","CID101"
"AID856","CID102"
"AID1409","CID102"
"AID5355","CID102"
"AID1365","CID102"
"AID4135","CID102"
"AID4248","CID103"
"AID4109","CID104"
"AID2791","CID105"
"AID4412","CID106"
"AID5138","CID106"
"AID5656","CID107"
"AID5743","CID108"
"AID5767","CID108"
"AID3612","CID109"
"AID5891","CID109"
