CID,BID
CID1,BID306
CID1,BID588
CID2,BID1744
CID2,BID395
CID2,BID49
CID2,BID596
CID3,BID2701
CID3,BID833
CID4,BID2072
CID4,BID493
CID5,BID2834
CID5,BID625
CID5,BID978
CID6,BID1116
CID6,BID1692
CID6,BID2109
CID6,BID869
CID7,BID1029
CID7,BID146
CID8,BID113
CID8,BID1647
CID8,BID1736
CID9,BID1099
CID9,BID2517
CID10,BID1571
CID10,BID1990
CID10,BID2654
CID10,BID571
CID11,BID652
CID11,BID675
CID12,BID1585
CID12,BID325
CID13,BID1155
CID13,BID1726
CID13,BID2635
CID14,BID1745
CID14,BID2255
CID14,BID298
CID14,BID508
CID15,BID1456
CID15,BID1760
CID15,BID769
CID16,BID131
CID16,BID2069
CID16,BID2923
CID17,BID117
CID17,BID2566
CID17,BID62
CID18,BID2871
CID18,BID964
CID19,BID1712
CID19,BID2309
CID19,BID460
CID19,BID725
CID20,BID1036
CID20,BID2003
CID20,BID2271
CID21,BID2664
CID21,BID656
CID22,BID1201
CID22,BID958
CID23,BID1053
CID23,BID1129
CID23,BID274
CID23,BID474
CID24,BID26
CID24,BID580
CID25,BID135
CID25,BID2125
CID26,BID1051
CID26,BID1290
CID26,BID1721
CID26,BID2397
CID27,BID1951
CID27,BID2655
CID27,BID851
CID28,BID1097
CID28,BID2472
CID28,BID2687
CID29,BID1761
CID29,BID2156
CID29,BID2664
CID30,BID187
CID30,BID2616
CID30,BID262
CID31,BID1230
CID31,BID1421
CID31,BID50
CID32,BID1079
CID32,BID1195
CID32,BID1827
CID32,BID894
CID33,BID1899
CID33,BID2185
CID33,BID287
CID34,BID123
CID34,BID1426
CID35,BID1946
CID35,BID972
CID36,BID1416
CID36,BID1579
CID36,BID2479
CID37,BID1525
CID37,BID2251
CID37,BID2905
CID38,BID1445
CID38,BID613
CID38,BID906
CID39,BID1497
CID39,BID2719
CID40,BID1777
CID40,BID2583
CID40,BID813
CID41,BID1451
CID41,BID1455
CID41,BID1877
CID42,BID1147
CID42,BID1406
CID42,BID2385
CID43,BID1392
CID43,BID2647
CID44,BID1072
CID44,BID2408
CID44,BID2412
CID44,BID599
CID45,BID1419
CID45,BID2480
CID46,BID1202
CID46,BID1258
CID46,BID36
CID47,BID151
CID47,BID2119
CID47,BID637
CID47,BID942
CID48,BID1100
CID48,BID1784
CID48,BID2352
CID48,BID343
CID49,BID1151
CID49,BID2742
CID49,BID423
CID50,BID1276
CID50,BID2602
CID50,BID599
CID50,BID975
CID51,BID1767
CID51,BID2169
CID51,BID2982
CID51,BID632
CID52,BID1896
CID52,BID2454
CID53,BID267
CID53,BID485
CID53,BID519
CID54,BID1375
CID54,BID1693
CID54,BID2338
CID55,BID1020
CID55,BID1082
CID55,BID137
CID55,BID269
CID56,BID1272
CID56,BID2140
CID56,BID407
CID56,BID929
CID57,BID1241
CID57,BID2240
CID57,BID2544
CID58,BID1003
CID58,BID2433
CID58,BID276
CID58,BID2832
CID59,BID1118
CID59,BID176
CID59,BID616
CID59,BID857
CID60,BID1028
CID60,BID1276
CID60,BID2133
CID60,BID2391
CID61,BID1972
CID61,BID933
CID62,BID1077
CID62,BID1409
CID62,BID2687
CID62,BID2688
CID63,BID1622
CID63,BID2459
CID63,BID2810
CID63,BID782
CID64,BID2041
CID64,BID2322
CID64,BID2434
CID64,BID548
CID65,BID2312
CID65,BID2464
CID66,BID2398
CID66,BID612
CID66,BID638
CID66,BID961
CID67,BID1113
CID67,BID1450
CID68,BID2237
CID68,BID812
CID69,BID2073
CID69,BID605
CID70,BID1247
CID70,BID2805
CID70,BID808
CID71,BID1978
CID71,BID2925
CID71,BID483
CID72,BID1714
CID72,BID556
CID73,BID1270
CID73,BID2383
CID73,BID2820
CID74,BID1996
CID74,BID388
CID75,BID2785
CID75,BID2895
CID76,BID1280
CID76,BID1894
CID76,BID1956
CID76,BID2600
CID77,BID1950
CID77,BID401
CID78,BID127
CID78,BID2126
CID78,BID2602
CID78,BID2652
CID79,BID1306
CID79,BID2641
CID79,BID2916
CID79,BID2952
CID80,BID105
CID80,BID1916
CID80,BID2707
CID81,BID1239
CID81,BID713
CID82,BID1370
CID82,BID2693
CID82,BID862
CID83,BID2009
CID83,BID2381
CID83,BID275
CID84,BID1080
CID84,BID2162
CID85,BID1366
CID85,BID1400
CID85,BID1613
CID86,BID1581
CID86,BID1729
CID86,BID2766
CID87,BID1781
CID87,BID828
CID88,BID2600
CID88,BID2713
CID89,BID1571
CID89,BID2172
CID89,BID232
CID90,BID1198
CID90,BID2979
CID91,BID2421
CID91,BID731
CID91,BID968
CID92,BID2199
CID92,BID224
CID92,BID2371
CID93,BID1112
CID93,BID1325
CID93,BID1631
CID94,BID1700
CID94,BID475
CID95,BID1266
CID95,BID127
CID95,BID165
CID96,BID1577
CID96,BID807
CID96,BID965
CID97,BID1533
CID97,BID2359
CID97,BID424
CID98,BID2135
CID98,BID280
CID98,BID291
CID99,BID1356
CID99,BID2683
CID99,BID2710
CID100,BID109
CID100,BID514
CID100,BID616
CID100,BID784
CID101,BID2572
CID101,BID73
CID102,BID1
CID102,BID179
CID102,BID2041
CID102,BID2605
CID103,BID1788
CID103,BID2300
CID103,BID2876
CID104,BID2368
CID104,BID2862
CID104,BID724
CID105,BID1256
CID105,BID1344
CID105,BID80
CID106,BID2222
CID106,BID715
CID107,BID1270
CID107,BID1558
CID108,BID1412
CID108,BID2698
CID109,BID1503
CID109,BID1931
CID109,BID2669
CID109,BID2735
CID110,BID1992
CID110,BID2620
CID111,BID2961
CID111,BID926
CID112,BID1360
CID112,BID2826
CID112,BID792
CID113,BID1822
CID113,BID2370
CID114,BID2172
CID114,BID424
CID114,BID447
CID114,BID938
CID115,BID1148
CID115,BID1557
CID115,BID2636
CID116,BID1208
CID116,BID2800
CID116,BID472
CID117,BID1287
CID117,BID2593
CID118,BID2395
CID118,BID2842
CID119,BID1148
CID119,BID1911
CID119,BID2020
CID119,BID374
CID120,BID2096
