AID,BID
AID1,BID1801
AID1,BID2938
AID1,BID3150
AID2,BID2893
AID2,BID3182
AID2,BID3738
AID3,BID1832
AID3,BID1972
AID3,BID621
AID4,BID1117
AID4,BID2362
AID4,BID2979
AID5,BID1916
AID5,BID326
AID5,BID347
AID6,BID1595
AID6,BID1903
AID6,BID3744
AID7,BID1556
AID7,BID2056
AID7,BID2978
AID8,BID3240
AID8,BID3991
AID8,BID920
AID9,BID2127
AID9,BID390
AID9,BID423
AID10,BID1489
AID10,BID2678
AID10,BID2822
AID11,BID3055
AID11,BID3661
AID11,BID440
AID12,BID2981
AID12,BID3718
AID12,BID3877
AID13,BID2162
AID13,BID3709
AID13,BID3957
AID14,BID1454
AID14,BID2543
AID14,BID3737
AID15,BID1084
AID15,BID3434
AID15,BID3741
AID16,BID3610
AID16,BID473
AID16,BID535
AID17,BID159
AID17,BID2171
AID17,BID3607
AID18,BID1621
AID18,BID1837
AID18,BID871
AID19,BID2188
AID19,BID434
AID19,BID565
AID20,BID1999
AID20,BID2562
AID20,BID848
AID21,BID2656
AID21,BID3909
AID21,BID735
AID22,BID1082
AID22,BID2344
AID22,BID3071
AID23,BID2338
AID23,BID801
AID23,BID893
AID24,BID1217
AID24,BID3670
AID24,BID626
AID25,BID1828
AID25,BID1949
AID25,BID2740
AID26,BID2259
AID26,BID74
AID26,BID868
AID27,BID3000
AID27,BID368
AID27,BID3953
AID28,BID1782
AID28,BID2331
AID28,BID3022
AID29,BID2624
AID29,BID2742
AID29,BID3122
AID30,BID1214
AID30,BID3038
AID30,BID41
AID31,BID1346
AID31,BID16
AID31,BID3837
AID32,BID2003
AID32,BID2850
AID32,BID3128
AID33,BID1266
AID33,BID1488
AID33,BID3169
AID34,BID2311
AID34,BID502
AID34,BID749
AID35,BID1220
AID35,BID3237
AID35,BID3912
AID36,BID1225
AID36,BID3850
AID36,BID517
AID37,BID3662
AID37,BID799
AID37,BID837
AID38,BID3468
AID38,BID517
AID38,BID966
AID39,BID1389
AID39,BID1656
AID39,BID293
AID40,BID2703
AID40,BID3581
AID40,BID811
AID41,BID2413
AID41,BID2474
AID41,BID2643
AID42,BID1798
AID42,BID1937
AID42,BID3299
AID43,BID1577
AID43,BID203
AID43,BID295
AID44,BID2919
AID44,BID388
AID44,BID564
AID45,BID1320
AID45,BID2397
AID45,BID766
AID46,BID2647
AID46,BID3272
AID46,BID3646
AID47,BID1199
AID47,BID2407
AID47,BID595
AID48,BID2091
AID48,BID3193
AID48,BID3475
AID49,BID1831
AID49,BID2965
AID49,BID3895
AID50,BID33
AID50,BID3302
AID50,BID868
AID51,BID2094
AID51,BID2727
AID51,BID2789
AID52,BID1123
AID52,BID3577
AID52,BID3751
AID53,BID1178
AID53,BID570
AID53,BID887
AID54,BID2761
AID54,BID278
AID54,BID3008
AID55,BID1426
AID55,BID3022
AID55,BID403
AID56,BID1498
AID56,BID1579
AID56,BID2192
AID57,BID1432
AID57,BID1989
AID57,BID3096
AID58,BID2319
AID58,BID3926
AID58,BID511
AID59,BID2663
AID59,BID3270
