AID,BID
AID1,BID1491
AID1,BID2306
AID1,BID568
AID2,BID1590
AID2,BID2148
AID2,BID606
AID3,BID2277
AID3,BID2668
AID4,BID1189
AID4,BID2133
AID5,BID2927
AID5,BID615
AID6,BID1021
AID6,BID2014
AID6,BID594
AID7,BID2747
AID7,BID275
AID7,BID787
AID8,BID1530
AID8,BID36
AID8,BID510
AID9,BID1418
AID9,BID2451
AID9,BID930
AID10,BID1410
AID10,BID2714
AID10,BID755
AID11,BID1383
AID11,BID895
AID12,BID2790
AID13,BID1583
AID13,BID2519
AID14,BID2796
AID15,BID1786
AID15,BID1976
AID15,BID888
AID16,BID149
AID16,BID1907
AID16,BID2357
AID17,BID1025
AID17,BID1840
AID17,BID2744
AID18,BID1108
AID18,BID1651
AID18,BID40
AID19,BID946
AID20,BID1632
AID20,BID1934
AID20,BID2226
AID21,BID1023
AID21,BID2458
AID22,BID1593
AID23,BID1425
AID23,BID1965
AID23,BID2017
AID24,BID1568
AID24,BID2283
AID24,BID918
AID25,BID1249
AID25,BID1694
AID26,BID1903
AID27,BID449
AID27,BID821
AID28,BID1970
AID28,BID2470
AID28,BID2823
AID29,BID1415
AID30,BID1838
AID30,BID2619
AID30,BID2912
AID31,BID1542
AID31,BID1820
AID31,BID992
AID32,BID1583
AID32,BID1643
AID32,BID2328
AID33,BID1818
AID34,BID1751
AID35,BID1015
AID35,BID149
AID35,BID2014
AID36,BID608
AID37,BID1450
AID37,BID340
AID38,BID2587
AID39,BID1571
AID39,BID2094
AID40,BID2734
AID41,BID2824
AID41,BID67
AID41,BID870
AID42,BID746
AID43,BID1454
AID43,BID1567
AID43,BID378
AID44,BID2769
AID45,BID1181
AID45,BID1488
AID45,BID293
AID46,BID689
AID46,BID897
AID47,BID2038
AID48,BID1851
AID48,BID201
AID48,BID2689
AID49,BID304
AID50,BID1710
AID50,BID283
AID51,BID2366
AID52,BID1336
AID53,BID2862
AID53,BID2873
AID53,BID632
AID54,BID2206
AID54,BID2946
AID55,BID2713
AID56,BID1934
AID57,BID494
AID58,BID66
AID58,BID930
AID59,BID1405
AID59,BID1622
AID59,BID652
AID60,BID2563
AID60,BID2723
AID61,BID1424
AID62,BID2159
AID62,BID773
AID63,BID1053
AID63,BID185
AID63,BID2891
AID64,BID2982
AID64,BID946
AID65,BID2302
AID66,BID1776
AID67,BID1771
AID67,BID325
AID67,BID515
AID68,BID893
AID69,BID1940
AID70,BID1232
AID70,BID1602
AID70,BID1752
AID71,BID2508
AID72,BID1906
AID72,BID2858
AID73,BID875
AID73,BID878
AID74,BID1359
AID74,BID23
AID75,BID1063
AID75,BID38
AID76,BID1492
AID76,BID2558
AID76,BID2561
AID77,BID1638
AID77,BID2271
AID78,BID2202
AID79,BID1334
AID79,BID1560
AID79,BID716
AID80,BID1103
AID80,BID2152
AID80,BID720
AID81,BID2849
AID82,BID2061
AID82,BID251
AID82,BID2829
AID83,BID1682
AID83,BID2310
AID83,BID611
AID84,BID2217
AID84,BID2434
AID84,BID259
AID85,BID478
AID85,BID516
