CID,DID
CID1,DID961
CID2,DID636
CID3,DID314
CID3,DID908
CID4,DID530
CID5,DID658
CID6,DID663
CID6,DID721
CID7,DID524
CID7,DID58
CID8,DID609
CID8,DID694
CID9,DID826
CID9,DID933
CID10,DID17
CID11,DID386
CID11,DID810
CID12,DID272
CID12,DID412
CID13,DID214
CID13,DID756
CID14,DID474
CID15,DID50
CID16,DID346
CID16,DID904
CID17,DID15
CID17,DID668
CID18,DID588
CID18,DID747
CID18,DID99
CID19,DID101
CID19,DID217
CID19,DID917
CID20,DID593
CID20,DID73
CID21,DID72
CID21,DID817
CID22,DID164
CID22,DID839
CID22,DID912
CID23,DID188
CID23,DID277
CID24,DID121
CID24,DID792
CID25,DID291
CID25,DID729
CID26,DID111
CID26,DID67
CID27,DID773
CID27,DID982
CID28,DID651
CID29,DID611
CID30,DID44
CID31,DID41
CID31,DID585
CID32,DID300
CID33,DID102
CID33,DID789
CID34,DID302
CID35,DID577
CID35,DID891
CID36,DID122
CID37,DID744
CID38,DID483
CID39,DID472
CID40,DID582
CID40,DID763
CID41,DID11
CID41,DID719
CID42,DID143
CID42,DID44
CID42,DID46
CID43,DID266
CID43,DID484
CID44,DID366
CID44,DID479
CID45,DID14
CID46,DID396
CID46,DID66
CID47,DID474
CID47,DID789
CID48,DID23
CID48,DID804
CID49,DID633
CID49,DID742
CID49,DID838
CID50,DID141
CID51,DID122
CID51,DID821
CID52,DID394
CID53,DID528
CID54,DID120
CID54,DID454
CID55,DID176
CID55,DID548
CID56,DID201
CID56,DID674
CID57,DID283
CID58,DID11
CID58,DID846
CID58,DID99
CID59,DID252
CID60,DID299
CID61,DID386
CID62,DID395
CID63,DID138
CID63,DID293
CID63,DID779
CID64,DID380
CID64,DID60
CID65,DID401
CID65,DID795
CID66,DID888
CID66,DID929
CID67,DID379
CID67,DID860
CID68,DID244
CID68,DID421
CID69,DID25
CID70,DID673
CID70,DID76
CID71,DID434
CID72,DID535
CID73,DID244
CID73,DID599
CID73,DID965
CID74,DID668
CID75,DID217
CID75,DID423
CID76,DID556
CID76,DID6
CID76,DID960
CID77,DID6
CID78,DID210
CID78,DID469
CID78,DID497
CID79,DID257
CID79,DID582
CID80,DID122
CID80,DID981
CID81,DID533
CID81,DID740
CID81,DID940
CID82,DID438
CID82,DID577
CID82,DID629
CID83,DID79
CID84,DID669
