CID,DID
CID1,DID1712
CID1,DID1866
CID1,DID1942
CID1,DID211
CID2,DID175
CID2,DID821
CID3,DID576
CID3,DID975
CID4,DID1104
CID4,DID1153
CID4,DID1869
CID4,DID445
CID5,DID1027
CID5,DID324
CID5,DID398
CID5,DID830
CID6,DID1339
CID6,DID1635
CID6,DID25
CID6,DID780
CID7,DID1277
CID7,DID1329
CID7,DID721
CID8,DID1518
CID8,DID1671
CID8,DID904
CID9,DID1787
CID9,DID1939
CID9,DID951
CID10,DID620
CID10,DID919
CID11,DID1500
CID11,DID394
CID11,DID795
CID11,DID974
CID12,DID1307
CID12,DID1784
CID12,DID311
CID12,DID4
CID13,DID1136
CID13,DID875
CID14,DID1287
CID14,DID1537
CID14,DID876
CID15,DID1423
CID15,DID1743
CID15,DID521
CID15,DID61
CID16,DID1559
CID16,DID738
CID17,DID190
CID17,DID585
CID17,DID77
CID18,DID1411
CID18,DID317
CID18,DID810
CID19,DID1553
CID19,DID27
CID19,DID865
CID20,DID1011
CID20,DID1199
CID20,DID1730
CID20,DID682
CID21,DID1411
CID21,DID1861
CID22,DID1301
CID22,DID222
CID22,DID62
CID22,DID786
CID23,DID1874
CID23,DID6
CID23,DID602
CID23,DID851
CID24,DID1069
CID24,DID626
CID24,DID833
CID25,DID1948
CID25,DID364
CID26,DID172
CID26,DID1926
CID27,DID1180
CID27,DID1411
CID27,DID772
CID28,DID265
CID28,DID960
CID29,DID1047
CID29,DID1838
CID29,DID215
CID30,DID1008
CID30,DID159
CID30,DID1845
CID31,DID136
CID31,DID1926
CID31,DID605
CID32,DID1286
CID32,DID396
CID32,DID72
CID33,DID1021
CID33,DID1028
CID33,DID1825
CID34,DID1947
CID34,DID569
CID34,DID862
CID34,DID991
CID35,DID1142
CID35,DID1714
CID35,DID224
CID36,DID1620
CID36,DID1913
CID36,DID1966
CID36,DID244
CID37,DID25
CID37,DID754
CID38,DID1257
CID38,DID402
CID38,DID671
CID38,DID748
CID39,DID1196
CID39,DID621
CID40,DID1057
CID40,DID660
CID41,DID1285
CID41,DID913
CID42,DID1185
CID42,DID301
CID42,DID525
CID43,DID1149
CID43,DID1359
CID43,DID754
CID44,DID1384
CID44,DID1658
CID44,DID94
CID45,DID1950
CID45,DID196
CID45,DID626
CID46,DID1671
CID46,DID497
CID46,DID614
CID46,DID934
CID47,DID1722
CID47,DID1847
CID48,DID1471
CID48,DID1957
CID48,DID274
CID48,DID517
CID49,DID1628
CID49,DID227
CID49,DID274
CID50,DID1372
CID50,DID1924
CID50,DID1952
CID50,DID293
CID51,DID1323
CID51,DID1445
CID51,DID244
CID52,DID1556
CID52,DID1711
CID52,DID1751
CID53,DID165
CID53,DID1952
CID53,DID230
CID53,DID313
CID54,DID1339
CID54,DID1828
CID54,DID804
CID54,DID860
CID55,DID1126
CID55,DID1325
CID55,DID1423
CID55,DID413
CID56,DID1444
CID56,DID525
CID57,DID1511
CID57,DID671
CID57,DID791
CID57,DID961
CID58,DID1158
CID58,DID684
CID58,DID745
CID58,DID758
CID59,DID138
CID59,DID418
CID60,DID1530
CID60,DID1537
CID60,DID930
CID61,DID1811
CID61,DID536
CID61,DID538
CID62,DID1784
CID62,DID551
CID63,DID1539
CID63,DID1952
CID63,DID491
CID64,DID1111
CID64,DID1613
CID64,DID532
CID64,DID726
CID65,DID1336
CID65,DID367
CID65,DID895
CID66,DID1412
CID66,DID228
CID66,DID796
CID67,DID592
CID67,DID721
CID68,DID1104
CID68,DID682
CID68,DID72
CID69,DID1009
CID69,DID1419
CID69,DID1772
CID69,DID355
CID70,DID1707
CID70,DID1718
CID70,DID1978
CID70,DID748
CID71,DID210
CID71,DID723
CID71,DID865
CID72,DID1680
CID72,DID489
CID72,DID554
CID73,DID1208
CID73,DID1847
CID73,DID69
CID73,DID728
CID74,DID1649
CID74,DID615
CID74,DID832
CID75,DID1381
CID75,DID1537
CID75,DID1956
CID76,DID1342
CID76,DID672
CID77,DID1019
CID77,DID1160
CID77,DID610
CID77,DID722
CID78,DID1058
CID78,DID1415
CID78,DID1555
CID79,DID1155
CID79,DID218
CID80,DID1566
CID80,DID387
CID80,DID547
CID80,DID692
CID81,DID1436
CID81,DID975
CID82,DID1240
CID82,DID1964
CID82,DID783
CID83,DID105
CID83,DID1161
CID83,DID1440
CID83,DID680
CID84,DID1103
CID84,DID1206
CID84,DID1608
CID84,DID859
CID85,DID122
CID85,DID1449
CID85,DID435
CID85,DID628
CID86,DID1081
CID86,DID1613
CID86,DID906
CID87,DID1458
CID87,DID1503
CID87,DID385
CID87,DID895
CID88,DID1685
CID88,DID230
CID88,DID446
CID89,DID1397
CID89,DID1644
CID89,DID544
CID90,DID1240
CID90,DID1641
CID90,DID488
CID91,DID1270
CID91,DID137
CID91,DID1662
CID91,DID406
CID92,DID1911
CID92,DID852
CID93,DID1237
CID93,DID1476
CID93,DID536
CID94,DID168
CID94,DID1682
CID94,DID544
CID94,DID855
CID95,DID1398
CID95,DID739
CID96,DID1211
CID96,DID123
CID96,DID992
CID97,DID470
CID97,DID559
CID98,DID1449
CID98,DID1937
CID99,DID1088
CID99,DID1784
CID99,DID267
CID100,DID1381
CID100,DID161
CID100,DID1652
CID100,DID239
CID101,DID1006
CID101,DID549
CID102,DID629
CID102,DID70
CID102,DID741
CID103,DID1586
CID103,DID1996
CID103,DID670
CID103,DID802
CID104,DID1527
CID104,DID535
CID104,DID712
CID104,DID869
CID105,DID1544
CID105,DID1573
CID105,DID671
CID106,DID1579
CID106,DID1668
CID106,DID1920
CID106,DID829
CID107,DID135
CID107,DID1761
CID107,DID667
CID108,DID1284
CID108,DID816
CID109,DID1340
CID109,DID1770
CID109,DID250
CID110,DID1444
CID110,DID394
CID110,DID803
CID110,DID856
CID111,DID1069
CID111,DID47
CID112,DID1172
CID112,DID1696
CID112,DID914
CID113,DID1652
CID113,DID85
CID114,DID366
CID114,DID52
CID115,DID1380
CID115,DID1741
CID115,DID214
CID115,DID854
CID116,DID1316
CID116,DID32
CID117,DID1257
CID117,DID1959
CID117,DID869
CID118,DID1314
CID118,DID1635
CID119,DID1770
CID119,DID1878
CID120,DID1212
CID120,DID1542
CID120,DID821
CID121,DID1151
CID121,DID482
CID122,DID1231
CID122,DID711
CID122,DID90
CID123,DID1142
CID123,DID73
CID123,DID822
CID123,DID981
CID124,DID1292
CID124,DID1656
CID124,DID399
CID125,DID1066
CID125,DID119
CID126,DID1191
CID126,DID1324
CID126,DID427
CID127,DID1211
CID127,DID1412
CID127,DID1720
CID128,DID1200
CID128,DID1462
CID129,DID1215
CID129,DID1930
CID129,DID2
CID129,DID327
CID130,DID1721
CID130,DID28
CID130,DID609
CID131,DID1248
CID131,DID1479
CID131,DID1514
CID131,DID406
CID132,DID1418
CID132,DID620
CID132,DID919
CID133,DID165
CID133,DID73
CID133,DID821
CID133,DID943
CID134,DID11
CID134,DID1990
CID135,DID1525
CID135,DID466
CID136,DID1028
CID136,DID1637
CID136,DID1936
CID136,DID550
CID137,DID1160
CID137,DID628
CID138,DID1067
CID138,DID1836
CID138,DID1888
CID138,DID457
CID139,DID120
CID139,DID184
CID139,DID263
CID140,DID258
CID140,DID298
CID141,DID1595
CID141,DID955
CID142,DID466
CID142,DID769
CID143,DID1320
CID143,DID62
CID144,DID1159
CID144,DID1250
CID145,DID1312
CID145,DID1427
CID146,DID1532
CID146,DID1896
CID147,DID316
CID147,DID639
CID147,DID927
CID147,DID984
CID148,DID1969
CID148,DID435
CID149,DID1354
CID149,DID1920
CID149,DID955
CID150,DID1117
CID150,DID1696
CID150,DID296
CID151,DID1493
CID151,DID1948
CID152,DID1274
CID152,DID1287
CID152,DID1347
CID152,DID88
CID153,DID1184
CID153,DID160
CID153,DID1865
CID153,DID794
CID154,DID1556
CID154,DID1869
CID154,DID227
CID154,DID580
CID155,DID1496
CID155,DID982
CID156,DID1136
CID156,DID1164
CID156,DID1737
CID156,DID1902
CID157,DID1081
CID157,DID1265
CID157,DID1747
CID157,DID889
CID158,DID130
CID158,DID1631
CID158,DID1985
CID158,DID8
CID159,DID1573
CID159,DID72
CID159,DID929
CID160,DID1440
CID160,DID1568
CID161,DID1004
CID161,DID1092
CID161,DID932
CID162,DID446
CID162,DID991
CID163,DID119
CID163,DID984
CID164,DID1923
CID164,DID747
CID165,DID1043
CID165,DID1261
CID165,DID1654
CID165,DID912
CID166,DID390
CID166,DID737
CID167,DID1242
CID167,DID36
CID167,DID648
CID167,DID69
CID168,DID676
CID168,DID741
CID169,DID100
CID169,DID1617
CID169,DID266
CID170,DID1882
CID170,DID329
CID170,DID47
CID171,DID1344
CID171,DID281
CID171,DID526
CID172,DID1010
CID172,DID1914
CID173,DID1419
CID173,DID78
CID174,DID1242
CID174,DID1671
CID174,DID618
CID175,DID1237
CID175,DID577
CID176,DID356
CID176,DID797
CID176,DID869
CID177,DID1131
CID177,DID1347
CID177,DID1350
CID177,DID1765
CID178,DID1160
CID178,DID313
CID178,DID720
CID179,DID1195
CID179,DID841
CID180,DID1083
CID180,DID1136
CID180,DID1525
CID180,DID409
CID181,DID1366
CID181,DID324
CID182,DID1096
CID182,DID190
CID183,DID1322
CID183,DID1349
CID183,DID1747
CID183,DID677
CID184,DID1376
CID184,DID1868
CID184,DID643
CID185,DID123
CID185,DID1766
CID185,DID1894
CID185,DID1942
CID186,DID1282
CID186,DID1664
CID186,DID7
CID186,DID714
CID187,DID1178
CID187,DID1833
CID187,DID194
CID188,DID1379
CID188,DID1550
CID189,DID1463
CID189,DID716
CID190,DID480
CID190,DID562
CID190,DID739
CID190,DID787
CID191,DID1754
CID191,DID1815
CID191,DID717
CID192,DID147
CID192,DID761
CID192,DID881
CID192,DID976
CID193,DID1061
CID193,DID1370
CID193,DID650
CID193,DID744
CID194,DID1318
CID194,DID182
CID194,DID242
CID195,DID1459
CID195,DID232
CID196,DID1562
CID196,DID42
CID196,DID778
CID196,DID832
CID197,DID1565
CID197,DID1733
CID197,DID1790
CID197,DID601
CID198,DID419
CID198,DID614
CID198,DID71
CID198,DID870
CID199,DID1245
CID199,DID1311
CID200,DID1628
CID200,DID1785
CID200,DID1949
CID200,DID779
CID201,DID1740
CID201,DID1857
CID201,DID623
CID202,DID1360
CID202,DID352
CID202,DID667
CID203,DID1846
CID203,DID267
CID203,DID369
CID204,DID146
CID204,DID377
CID204,DID954
CID204,DID955
CID205,DID1171
CID205,DID1520
CID205,DID380
CID205,DID526
CID206,DID1776
CID206,DID1982
CID206,DID739
CID206,DID989
CID207,DID148
CID207,DID1728
CID208,DID183
CID208,DID54
CID209,DID1926
CID209,DID890
CID210,DID244
CID210,DID5
CID211,DID1149
CID211,DID1240
CID212,DID1363
CID212,DID1829
CID212,DID230
CID212,DID758
CID213,DID1327
CID213,DID1510
CID213,DID39
CID213,DID441
CID214,DID1237
CID214,DID642
CID214,DID702
CID214,DID84
CID215,DID1250
CID215,DID1445
CID216,DID1356
CID216,DID1455
CID216,DID1605
CID217,DID1456
CID217,DID1749
CID217,DID672
CID218,DID1047
CID218,DID257
CID219,DID1517
CID219,DID644
CID220,DID1321
CID220,DID244
CID220,DID267
CID221,DID1439
CID221,DID276
CID222,DID1019
CID222,DID1437
CID222,DID1576
CID222,DID1750
CID223,DID1168
CID223,DID1496
CID224,DID1010
CID224,DID1089
CID224,DID1129
CID225,DID1724
CID225,DID219
CID225,DID265
CID225,DID604
CID226,DID348
CID226,DID660
CID227,DID1133
CID227,DID1688
CID227,DID17
CID227,DID488
CID228,DID1054
CID228,DID1329
CID228,DID867
CID229,DID1110
CID229,DID1285
CID229,DID1728
CID230,DID1936
CID230,DID972
CID231,DID1669
CID231,DID345
CID232,DID1193
CID232,DID1898
CID233,DID1331
CID233,DID503
CID233,DID617
CID234,DID1309
CID234,DID797
CID234,DID940
CID235,DID1904
CID235,DID1945
CID235,DID827
CID236,DID1287
CID236,DID27
CID237,DID1852
CID237,DID196
CID237,DID262
CID238,DID1570
CID238,DID1585
CID238,DID710
CID239,DID1379
CID239,DID267
CID240,DID1307
CID240,DID1573
CID240,DID7
CID240,DID791
CID241,DID1494
CID241,DID1875
CID241,DID300
CID242,DID270
CID242,DID475
CID242,DID745
CID242,DID746
CID243,DID1614
CID243,DID203
CID244,DID1315
CID244,DID201
CID244,DID34
CID244,DID902
CID245,DID1132
CID245,DID961
CID246,DID1411
CID246,DID1499
CID246,DID406
CID246,DID758
CID247,DID1423
CID247,DID1438
CID248,DID1057
CID248,DID1385
CID249,DID1824
CID249,DID376
CID250,DID1522
CID250,DID1944
CID250,DID38
CID250,DID953
CID251,DID1016
CID251,DID1072
CID251,DID796
CID252,DID1600
CID252,DID371
CID253,DID111
CID253,DID140
