"AID","CID"
"AID260","CID1"
"AID590","CID1"
"AID1104","CID1"
"AID2309","CID1"
"AID2564","CID1"
"AID224","CID1"
"AID2413","CID2"
"AID1679","CID2"
"AID1792","CID2"
"AID322","CID2"
"AID860","CID2"
"AID2496","CID2"
"AID36","CID2"
"AID2570","CID2"
"AID407","CID3"
"AID452","CID3"
"AID2658","CID3"
"AID296","CID3"
"AID541","CID3"
"AID606","CID3"
"AID887","CID3"
"AID1751","CID3"
"AID2863","CID3"
"AID70","CID3"
"AID353","CID3"
"AID806","CID3"
"AID1519","CID3"
"AID2895","CID3"
"AID200","CID3"
"AID1600","CID3"
"AID2427","CID3"
"AID1626","CID4"
"AID959","CID4"
"AID90","CID4"
"AID2385","CID4"
"AID2818","CID4"
"AID1387","CID4"
"AID1821","CID4"
"AID2967","CID4"
"AID360","CID5"
"AID629","CID5"
"AID755","CID5"
"AID2810","CID5"
"AID1027","CID5"
"AID294","CID5"
"AID2234","CID6"
"AID2099","CID6"
"AID2467","CID6"
"AID2506","CID6"
"AID481","CID6"
"AID1242","CID6"
"AID1261","CID6"
"AID2728","CID6"
"AID2041","CID6"
"AID2922","CID6"
"AID423","CID7"
"AID1168","CID7"
"AID1284","CID7"
"AID2471","CID7"
"AID2906","CID7"
"AID677","CID7"
"AID1161","CID7"
"AID1080","CID7"
"AID2634","CID7"
"AID337","CID7"
"AID1433","CID7"
"AID180","CID7"
"AID1074","CID7"
"AID2917","CID7"
"AID1142","CID7"
"AID1794","CID7"
"AID2290","CID7"
"AID2633","CID8"
"AID272","CID8"
"AID555","CID8"
"AID1850","CID8"
"AID2153","CID8"
"AID834","CID8"
"AID1046","CID8"
"AID1680","CID8"
"AID489","CID9"
"AID2875","CID9"
"AID896","CID9"
"AID1647","CID9"
"AID2454","CID9"
"AID2756","CID9"
"AID335","CID9"
"AID2266","CID9"
"AID2311","CID9"
"AID717","CID9"
"AID1185","CID9"
"AID1271","CID9"
"AID1683","CID9"
"AID24","CID10"
"AID1174","CID10"
"AID1767","CID10"
"AID2127","CID10"
"AID2223","CID10"
"AID549","CID10"
"AID1558","CID10"
"AID2353","CID10"
"AID2558","CID10"
"AID2661","CID10"
"AID1484","CID10"
"AID2065","CID10"
"AID626","CID10"
"AID64","CID11"
"AID374","CID11"
"AID412","CID11"
"AID646","CID11"
"AID1180","CID11"
"AID1307","CID11"
"AID12","CID11"
"AID372","CID11"
"AID698","CID11"
"AID2242","CID11"
"AID664","CID11"
"AID2399","CID11"
"AID32","CID11"
"AID900","CID11"
"AID1155","CID11"
"AID1293","CID11"
"AID157","CID12"
"AID2567","CID12"
"AID73","CID12"
"AID2705","CID12"
"AID345","CID12"
"AID822","CID12"
"AID910","CID12"
"AID1001","CID12"
"AID947","CID12"
"AID2663","CID12"
"AID1641","CID13"
"AID2442","CID13"
"AID1388","CID13"
"AID463","CID13"
"AID990","CID13"
"AID1027","CID13"
"AID2754","CID13"
"AID2829","CID13"
"AID504","CID13"
"AID1004","CID13"
"AID1302","CID13"
"AID183","CID13"
"AID909","CID13"
"AID1513","CID13"
"AID2959","CID13"
"AID1970","CID14"
"AID2534","CID14"
"AID1768","CID14"
"AID2132","CID14"
"AID2475","CID14"
"AID118","CID14"
"AID693","CID14"
"AID2093","CID14"
"AID1543","CID15"
"AID1234","CID15"
"AID53","CID15"
"AID338","CID15"
"AID1078","CID15"
"AID1723","CID15"
"AID369","CID15"
"AID1694","CID15"
"AID823","CID15"
"AID2089","CID15"
"AID2167","CID15"
"AID2106","CID16"
"AID474","CID16"
"AID2688","CID16"
"AID2296","CID16"
"AID214","CID16"
