CID,BID
CID1,BID111
CID1,BID120
CID2,BID611
CID2,BID977
CID3,BID150
CID3,BID569
CID4,BID427
CID4,BID849
CID5,BID123
CID5,BID727
CID6,BID519
CID6,BID763
CID7,BID398
CID7,BID835
CID8,BID805
CID8,BID989
CID9,BID502
CID9,BID706
CID10,BID559
CID10,BID867
CID11,BID260
CID11,BID282
CID12,BID655
CID12,BID99
CID13,BID150
CID13,BID226
CID14,BID853
CID14,BID971
CID15,BID242
CID15,BID650
CID16,BID20
CID16,BID237
CID17,BID869
CID17,BID884
CID18,BID108
CID18,BID765
CID19,BID500
CID19,BID899
CID20,BID318
CID20,BID672
CID21,BID394
CID21,BID777
CID22,BID485
CID22,BID960
CID23,BID332
CID23,BID540
CID24,BID832
CID24,BID997
CID25,BID100
CID25,BID347
CID26,BID218
CID26,BID61
CID27,BID213
CID27,BID51
CID28,BID564
CID28,BID612
CID29,BID182
CID29,BID497
CID30,BID230
CID30,BID824
CID31,BID601
CID31,BID91
CID32,BID552
CID32,BID862
CID33,BID106
CID33,BID382
CID34,BID106
CID34,BID964
CID35,BID203
CID35,BID696
CID36,BID418
CID36,BID934
CID37,BID228
CID37,BID325
CID38,BID404
CID38,BID64
CID39,BID577
CID39,BID616
CID40,BID674
CID40,BID754
CID41,BID3
CID41,BID327
CID42,BID143
CID42,BID940
CID43,BID611
CID43,BID915
CID44,BID534
CID44,BID726
CID45,BID653
CID45,BID913
CID46,BID420
CID46,BID855
CID47,BID235
CID47,BID525
CID48,BID251
CID48,BID302
CID49,BID134
CID49,BID153
CID50,BID712
CID50,BID941
CID51,BID408
CID51,BID713
CID52,BID268
CID52,BID617
CID53,BID451
CID53,BID894
CID54,BID314
CID54,BID482
CID55,BID582
CID55,BID761
CID56,BID758
CID56,BID932
CID57,BID702
CID57,BID947
CID58,BID863
CID58,BID978
CID59,BID404
CID59,BID634
CID60,BID301
CID60,BID411
CID61,BID448
CID61,BID898
CID62,BID715
CID62,BID74
CID63,BID500
CID63,BID57
CID64,BID304
CID64,BID633
CID65,BID773
CID65,BID978
CID66,BID538
CID66,BID71
CID67,BID157
CID67,BID806
CID68,BID180
CID68,BID664
CID69,BID186
CID69,BID618
CID70,BID419
CID70,BID661
CID71,BID27
CID71,BID552
CID72,BID705
CID72,BID768
CID73,BID517
CID73,BID759
CID74,BID434
CID74,BID71
CID75,BID474
CID75,BID542
CID76,BID499
CID76,BID679
CID77,BID352
CID77,BID914
CID78,BID350
CID78,BID720
CID79,BID264
CID79,BID413
CID80,BID254
CID80,BID821
CID81,BID961
CID81,BID981
CID82,BID276
CID82,BID995
CID83,BID143
CID83,BID393
CID84,BID177
CID84,BID42
CID85,BID85
CID85,BID89
CID86,BID198
CID86,BID364
CID87,BID247
CID87,BID61
CID88,BID122
CID88,BID580
CID89,BID676
CID89,BID725
CID90,BID143
CID90,BID226
CID91,BID167
CID91,BID968
CID92,BID178
CID92,BID522
CID93,BID452
CID93,BID487
CID94,BID5
CID94,BID64
CID95,BID383
CID95,BID857
CID96,BID212
CID96,BID418
CID97,BID362
CID97,BID446
CID98,BID472
CID98,BID880
CID99,BID174
CID99,BID924
CID100,BID789
CID100,BID891
CID101,BID347
CID101,BID727
CID102,BID795
CID102,BID93
CID103,BID427
CID103,BID577
CID104,BID349
CID104,BID403
CID105,BID727
CID105,BID866
CID106,BID635
CID106,BID874
CID107,BID135
CID107,BID537
CID108,BID541
CID108,BID544
CID109,BID482
CID109,BID936
CID110,BID20
CID110,BID202
CID111,BID724
CID111,BID89
CID112,BID291
CID112,BID395
CID113,BID118
CID113,BID673
CID114,BID394
CID114,BID447
CID115,BID147
CID115,BID434
CID116,BID335
CID116,BID48
CID117,BID278
CID117,BID503
CID118,BID539
CID118,BID960
CID119,BID198
CID119,BID48
CID120,BID742
CID120,BID915
CID121,BID704
CID121,BID882
CID122,BID268
CID122,BID416
CID123,BID477
CID123,BID796
CID124,BID314
CID124,BID599
CID125,BID24
CID125,BID622
CID126,BID585
CID126,BID836
CID127,BID818
CID127,BID862
CID128,BID731
CID128,BID780
CID129,BID488
CID129,BID634
CID130,BID610
CID130,BID852
CID131,BID157
CID131,BID784
CID132,BID198
CID132,BID409
CID133,BID363
CID133,BID579
CID134,BID192
CID134,BID250
CID135,BID227
CID135,BID482
CID136,BID649
CID136,BID71
CID137,BID48
CID137,BID999
CID138,BID122
CID138,BID731
CID139,BID769
CID139,BID964
CID140,BID187
CID140,BID295
CID141,BID180
CID141,BID922
CID142,BID26
CID142,BID962
CID143,BID293
CID143,BID639
CID144,BID945
CID144,BID995
CID145,BID370
CID145,BID448
CID146,BID149
CID146,BID79
CID147,BID167
CID147,BID345
CID148,BID397
CID148,BID454
CID149,BID225
CID149,BID7
CID150,BID530
CID150,BID59
CID151,BID312
CID151,BID424
CID152,BID292
CID152,BID778
CID153,BID473
CID153,BID726
CID154,BID221
CID154,BID782
CID155,BID424
CID155,BID984
CID156,BID435
CID156,BID907
CID157,BID212
CID157,BID491
