CID,BID
CID1,BID1997
CID1,BID2902
CID2,BID970
CID3,BID2641
CID4,BID1887
CID4,BID2692
CID5,BID1752
CID5,BID2153
CID6,BID1250
CID7,BID1704
CID7,BID1965
CID7,BID902
CID8,BID2463
CID8,BID407
CID9,BID2810
CID9,BID992
CID10,BID717
CID11,BID1044
CID12,BID1762
CID12,BID759
CID13,BID1411
CID13,BID1761
CID13,BID498
CID14,BID746
CID15,BID1898
CID16,BID692
CID16,BID779
CID17,BID1252
CID18,BID1248
CID18,BID1991
CID18,BID2312
CID19,BID1856
CID19,BID2182
CID19,BID663
CID20,BID457
CID21,BID1171
CID21,BID1711
CID21,BID435
CID22,BID1111
CID22,BID2872
CID22,BID363
CID23,BID1125
CID23,BID1997
CID24,BID2450
CID24,BID2502
CID25,BID1386
CID25,BID265
CID25,BID521
CID26,BID261
CID27,BID1945
CID27,BID2895
CID28,BID930
CID29,BID105
CID29,BID1828
CID30,BID503
CID31,BID1896
CID31,BID2013
CID32,BID2129
CID32,BID229
CID32,BID512
CID33,BID1858
CID33,BID1998
CID33,BID2117
CID34,BID154
CID35,BID612
CID36,BID699
CID37,BID1424
CID37,BID1697
CID38,BID2186
CID38,BID788
CID39,BID1291
CID39,BID1888
CID40,BID1177
CID40,BID2673
CID41,BID2074
CID41,BID2971
CID41,BID45
CID42,BID1922
CID42,BID2544
CID42,BID84
CID43,BID517
CID44,BID1034
CID45,BID168
CID45,BID425
CID46,BID1231
CID46,BID190
CID46,BID983
CID47,BID2532
CID47,BID290
CID48,BID2074
CID49,BID392
CID50,BID2491
CID50,BID2718
CID51,BID449
CID52,BID779
CID52,BID815
CID53,BID1853
CID53,BID2331
CID54,BID1576
CID55,BID485
CID56,BID2781
CID56,BID2841
CID56,BID778
CID57,BID869
CID58,BID1029
CID58,BID804
CID59,BID1965
CID59,BID2377
CID60,BID1101
CID60,BID901
CID61,BID1754
CID62,BID1836
CID62,BID2172
CID62,BID2683
CID63,BID2124
CID64,BID872
CID65,BID1091
CID66,BID710
CID67,BID1009
CID67,BID251
CID67,BID2774
CID68,BID1158
CID68,BID2401
CID68,BID28
CID69,BID2626
CID69,BID2850
CID69,BID802
CID70,BID1158
CID71,BID755
CID72,BID1577
CID72,BID1727
CID73,BID1551
CID73,BID709
CID73,BID924
CID74,BID2899
CID75,BID1783
CID76,BID1405
CID76,BID142
CID77,BID1775
CID77,BID1940
CID78,BID1248
CID79,BID1283
CID79,BID991
CID80,BID1030
CID80,BID1241
CID80,BID1242
CID81,BID1418
CID82,BID1006
CID82,BID2073
CID83,BID1782
CID83,BID1862
CID84,BID2876
CID85,BID1649
CID85,BID731
CID86,BID1650
CID86,BID2230
CID87,BID2284
CID87,BID2433
CID87,BID2673
CID88,BID1076
CID88,BID1108
CID88,BID1915
CID89,BID1075
CID89,BID1588
CID90,BID1561
CID90,BID2200
CID91,BID384
CID92,BID1106
CID92,BID2180
CID92,BID2675
CID93,BID104
CID93,BID1859
CID93,BID644
CID94,BID1120
CID94,BID2223
CID94,BID2326
CID95,BID483
CID96,BID1678
CID96,BID2705
CID97,BID883
CID98,BID134
CID98,BID731
CID99,BID1359
CID100,BID1361
CID100,BID1381
CID100,BID1527
CID101,BID2196
CID101,BID2296
CID101,BID503
CID102,BID403
CID102,BID553
CID103,BID1530
CID103,BID998
CID104,BID1409
CID104,BID356
CID105,BID1027
CID105,BID2033
CID106,BID1839
CID106,BID2475
CID107,BID1958
CID107,BID2089
CID108,BID1918
CID108,BID2154
CID108,BID346
CID109,BID1051
CID109,BID706
CID110,BID2640
CID111,BID127
CID111,BID236
CID111,BID2829
CID112,BID1056
CID112,BID147
CID113,BID2255
CID113,BID282
CID113,BID2820
CID114,BID1880
CID115,BID1095
CID116,BID1264
CID116,BID2776
CID116,BID317
CID117,BID1486
CID117,BID2355
CID118,BID2673
CID119,BID1630
CID119,BID2135
CID119,BID71
CID120,BID1183
