"AID","CID"
"AID643","CID1"
"AID826","CID1"
"AID1083","CID1"
"AID1191","CID1"
"AID1339","CID1"
"AID1426","CID1"
"AID611","CID1"
"AID959","CID1"
"AID1444","CID1"
"AID1577","CID1"
"AID1594","CID1"
"AID1802","CID1"
"AID306","CID1"
"AID653","CID1"
"AID795","CID1"
"AID1104","CID1"
"AID1123","CID1"
"AID1367","CID1"
"AID1652","CID1"
"AID822","CID1"
"AID987","CID1"
"AID1396","CID1"
"AID1411","CID1"
"AID1565","CID1"
"AID1592","CID1"
"AID581","CID1"
"AID822","CID1"
"AID1337","CID1"
"AID114","CID1"
"AID365","CID1"
"AID403","CID1"
"AID970","CID1"
"AID1208","CID1"
"AID1501","CID1"
"AID250","CID2"
"AID384","CID2"
"AID483","CID2"
"AID654","CID2"
"AID777","CID2"
"AID803","CID2"
"AID977","CID2"
"AID1169","CID2"
"AID1628","CID2"
"AID1855","CID2"
"AID1959","CID2"
"AID112","CID2"
"AID171","CID2"
"AID203","CID2"
"AID294","CID2"
"AID596","CID2"
"AID940","CID2"
"AID1249","CID2"
"AID1602","CID2"
"AID772","CID2"
"AID998","CID2"
"AID1035","CID2"
"AID1531","CID2"
"AID1975","CID2"
"AID356","CID2"
"AID1090","CID2"
"AID1114","CID2"
"AID1293","CID2"
"AID1467","CID2"
"AID1942","CID2"
"AID530","CID2"
"AID542","CID2"
"AID1148","CID2"
"AID1557","CID2"
"AID1770","CID2"
"AID116","CID2"
"AID1104","CID2"
"AID1258","CID2"
"AID1757","CID2"
"AID96","CID3"
"AID502","CID3"
"AID580","CID3"
"AID644","CID3"
"AID698","CID3"
"AID905","CID3"
"AID1429","CID3"
"AID1628","CID3"
"AID1731","CID3"
"AID1881","CID3"
"AID296","CID3"
"AID434","CID3"
"AID521","CID3"
"AID592","CID3"
"AID785","CID3"
"AID982","CID3"
"AID545","CID3"
"AID968","CID3"
"AID1238","CID3"
"AID228","CID3"
"AID252","CID3"
"AID546","CID3"
"AID693","CID3"
"AID848","CID3"
"AID1657","CID3"
"AID309","CID3"
"AID772","CID3"
"AID1111","CID3"
"AID1260","CID3"
"AID1380","CID3"
"AID1496","CID3"
"AID1990","CID3"
"AID64","CID4"
"AID885","CID4"
"AID1067","CID4"
"AID1157","CID4"
"AID1469","CID4"
"AID1950","CID4"
"AID287","CID4"
"AID624","CID4"
"AID1060","CID4"
"AID1148","CID4"
"AID1738","CID4"
"AID161","CID4"
"AID174","CID4"
"AID208","CID4"
"AID315","CID4"
"AID579","CID4"
"AID1079","CID4"
"AID555","CID4"
"AID873","CID4"
"AID974","CID4"
"AID1007","CID4"
"AID1074","CID4"
"AID1875","CID4"
"AID258","CID4"
"AID382","CID4"
"AID1159","CID4"
"AID1390","CID4"
"AID88","CID4"
"AID106","CID4"
"AID520","CID4"
"AID587","CID4"
"AID796","CID4"
"AID1053","CID4"
"AID1945","CID4"
"AID86","CID5"
"AID437","CID5"
"AID694","CID5"
"AID695","CID5"
"AID1308","CID5"
"AID1561","CID5"
"AID32","CID5"
"AID138","CID5"
"AID847","CID5"
"AID887","CID5"
"AID1549","CID5"
"AID1872","CID5"
"AID1051","CID5"
"AID1281","CID5"
"AID37","CID5"
"AID183","CID5"
"AID353","CID5"
"AID1144","CID5"
"AID1179","CID5"
"AID1305","CID5"
"AID1359","CID5"
"AID1587","CID5"
"AID1697","CID5"
"AID256","CID5"
"AID287","CID5"
"AID330","CID5"
"AID447","CID5"
"AID827","CID5"
"AID1042","CID5"
"AID1248","CID5"
"AID1961","CID5"
"AID17","CID5"
"AID451","CID5"
"AID509","CID5"
"AID101","CID6"
"AID182","CID6"
"AID460","CID6"
"AID608","CID6"
"AID865","CID6"
"AID964","CID6"
"AID1329","CID6"
"AID148","CID6"
"AID415","CID6"
"AID1477","CID6"
"AID1554","CID6"
"AID289","CID6"
"AID708","CID6"
"AID760","CID6"
"AID899","CID6"
"AID1347","CID6"
"AID1376","CID6"
"AID1638","CID6"
"AID1732","CID6"
"AID1952","CID6"
"AID1961","CID6"
"AID300","CID6"
"AID335","CID6"
"AID697","CID6"
"AID1253","CID6"
"AID1495","CID6"
"AID1375","CID6"
"AID1856","CID6"
"AID29","CID6"
"AID1010","CID6"
"AID139","CID7"
"AID1175","CID7"
"AID1197","CID7"
"AID1291","CID7"
"AID17","CID7"
"AID503","CID7"
"AID1513","CID7"
"AID321","CID7"
"AID386","CID7"
"AID816","CID7"
"AID206","CID7"
"AID795","CID7"
"AID1279","CID7"
"AID1635","CID7"
"AID1636","CID7"
"AID1703","CID7"
"AID781","CID7"
"AID1229","CID7"
"AID1417","CID7"
"AID1492","CID7"
"AID1759","CID7"
"AID1977","CID7"
"AID591","CID7"
"AID665","CID7"
"AID834","CID7"
"AID1110","CID7"
"AID1464","CID7"
"AID1477","CID7"
"AID1825","CID7"
"AID1966","CID7"
"AID92","CID8"
"AID573","CID8"
"AID1218","CID8"
"AID1309","CID8"
"AID1468","CID8"
"AID1902","CID8"
"AID793","CID8"
"AID867","CID8"
"AID1089","CID8"
"AID1130","CID8"
"AID1591","CID8"
"AID1863","CID8"
"AID1901","CID8"
"AID271","CID8"
"AID570","CID8"
"AID1103","CID8"
"AID227","CID8"
"AID639","CID8"
"AID784","CID8"
"AID1096","CID8"
"AID1868","CID8"
"AID581","CID8"
"AID822","CID8"
"AID1337","CID8"
"AID55","CID8"
"AID166","CID8"
"AID1225","CID8"
"AID54","CID9"
"AID226","CID9"
"AID241","CID9"
"AID830","CID9"
"AID948","CID9"
"AID38","CID9"
"AID194","CID9"
"AID1660","CID9"
"AID1810","CID9"
"AID1915","CID9"
"AID1917","CID9"
"AID44","CID9"
"AID327","CID9"
"AID598","CID9"
"AID703","CID9"
"AID1001","CID9"
"AID1424","CID9"
"AID1595","CID9"
"AID1674","CID9"
"AID1816","CID9"
"AID1980","CID9"
"AID565","CID9"
"AID922","CID9"
"AID1145","CID9"
"AID1575","CID9"
"AID162","CID9"
"AID898","CID9"
"AID1322","CID9"
"AID1794","CID9"
"AID1897","CID9"
"AID1961","CID9"
"AID303","CID9"
"AID450","CID9"
"AID911","CID9"
"AID1011","CID9"
"AID1290","CID9"
"AID1740","CID9"
"AID81","CID10"
"AID794","CID10"
"AID950","CID10"
"AID1025","CID10"
"AID1271","CID10"
"AID1615","CID10"
"AID1909","CID10"
"AID275","CID10"
"AID764","CID10"
"AID796","CID10"
"AID928","CID10"
"AID1220","CID10"
"AID1228","CID10"
"AID1366","CID10"
"AID1816","CID10"
"AID54","CID10"
"AID226","CID10"
"AID241","CID10"
"AID830","CID10"
"AID948","CID10"
"AID649","CID10"
"AID1568","CID10"
"AID1772","CID10"
"AID1877","CID10"
"AID1964","CID10"
"AID427","CID10"
"AID849","CID10"
"AID883","CID10"
"AID914","CID10"
"AID1235","CID10"
"AID1994","CID10"
"AID221","CID10"
"AID607","CID10"
"AID951","CID10"
"AID1021","CID10"
"AID1162","CID10"
"AID1352","CID10"
"AID1422","CID10"
"AID1915","CID10"
"AID116","CID11"
"AID900","CID11"
"AID1046","CID11"
"AID1571","CID11"
"AID284","CID11"
"AID1134","CID11"
"AID1727","CID11"
"AID1816","CID11"
"AID1890","CID11"
"AID563","CID11"
"AID1443","CID11"
"AID1967","CID11"
"AID1993","CID11"
"AID301","CID11"
"AID354","CID11"
"AID537","CID11"
"AID625","CID11"
"AID734","CID11"
"AID745","CID11"
"AID961","CID11"
"AID1089","CID11"
