AID,BID
AID1,BID1303
AID1,BID2631
AID2,BID295
AID2,BID3745
AID2,BID3965
AID3,BID2549
AID3,BID3991
AID4,BID590
AID5,BID2492
AID6,BID2710
AID6,BID3054
AID6,BID3695
AID7,BID2398
AID7,BID333
AID8,BID1312
AID8,BID2690
AID9,BID2228
AID9,BID3217
AID10,BID2628
AID10,BID3061
AID11,BID1314
AID11,BID1608
AID11,BID884
AID12,BID3170
AID12,BID3558
AID12,BID4771
AID13,BID264
AID13,BID671
AID14,BID2124
AID15,BID601
AID15,BID931
AID16,BID2982
AID17,BID4753
AID18,BID4611
AID19,BID1600
AID19,BID3442
AID20,BID1398
AID20,BID2019
AID20,BID307
AID21,BID2627
AID22,BID1493
AID22,BID2638
AID23,BID1764
AID23,BID2035
AID23,BID3140
AID24,BID145
AID24,BID1968
AID24,BID4576
AID25,BID414
AID26,BID1038
AID26,BID1513
AID26,BID4157
AID27,BID2799
AID28,BID2466
AID28,BID38
AID28,BID4095
AID29,BID4449
AID29,BID4700
AID29,BID4929
AID30,BID1097
AID30,BID3679
AID30,BID3796
AID31,BID2359
AID31,BID2753
AID31,BID4342
AID32,BID4068
AID32,BID4408
AID32,BID4438
AID33,BID2508
AID33,BID2633
AID33,BID2661
AID34,BID1711
AID34,BID445
AID34,BID668
AID35,BID3417
AID36,BID3714
AID37,BID2407
AID37,BID3854
AID38,BID1417
AID39,BID1305
AID39,BID1782
AID39,BID3015
AID40,BID1267
AID40,BID379
AID40,BID390
AID41,BID4880
AID42,BID4721
AID43,BID1097
AID44,BID4495
AID45,BID4205
AID45,BID4416
AID46,BID3194
AID47,BID1896
AID47,BID2459
AID47,BID879
AID48,BID1165
AID48,BID1460
AID48,BID1465
AID49,BID3565
AID49,BID4839
AID50,BID2000
AID50,BID2652
AID50,BID4224
AID51,BID2230
AID51,BID4020
AID51,BID4800
AID52,BID1613
AID52,BID924
AID52,BID973
AID53,BID148
AID53,BID669
AID54,BID1911
AID54,BID3603
AID55,BID3013
AID55,BID3616
AID55,BID4169
AID56,BID2468
AID56,BID2996
AID57,BID2907
AID57,BID3337
AID57,BID3941
AID58,BID3277
AID58,BID3411
AID58,BID765
AID59,BID3338
AID59,BID3446
AID59,BID4380
AID60,BID2384
AID61,BID743
AID62,BID2310
AID62,BID2577
AID63,BID4681
AID64,BID224
AID64,BID3150
AID65,BID1712
AID66,BID4384
AID67,BID3818
AID68,BID2786
AID68,BID3866
AID69,BID344
AID69,BID680
AID70,BID3887
AID70,BID4687
AID71,BID1111
AID71,BID235
AID71,BID4974
AID72,BID1445
AID72,BID2116
AID72,BID4708
AID73,BID2800
AID73,BID3902
AID73,BID4194
AID74,BID2929
AID74,BID3754
AID75,BID2868
AID75,BID4637
AID76,BID2688
AID77,BID631
AID77,BID684
AID78,BID890
