CID,BID
CID1,BID378
CID2,BID387
CID2,BID60
CID3,BID398
CID4,BID454
CID4,BID727
CID5,BID519
CID5,BID751
CID6,BID148
CID6,BID649
CID7,BID279
CID7,BID838
CID8,BID680
CID9,BID631
CID9,BID732
CID10,BID117
CID11,BID908
CID12,BID799
CID13,BID411
CID14,BID448
CID15,BID205
CID16,BID693
CID17,BID319
CID17,BID478
CID18,BID617
CID19,BID813
CID19,BID925
CID20,BID917
CID21,BID295
CID21,BID628
CID22,BID31
CID22,BID480
CID23,BID297
CID23,BID559
CID24,BID119
CID24,BID468
CID25,BID833
CID26,BID338
CID27,BID169
CID27,BID515
CID28,BID30
CID28,BID808
CID29,BID391
CID30,BID116
CID30,BID843
CID31,BID134
CID32,BID588
CID33,BID307
CID33,BID368
CID34,BID926
CID35,BID699
CID36,BID467
CID36,BID489
CID37,BID274
CID37,BID548
CID38,BID455
CID38,BID73
CID39,BID445
CID39,BID76
CID40,BID909
CID41,BID36
CID41,BID597
CID42,BID122
CID42,BID284
CID43,BID206
CID43,BID255
CID44,BID172
CID44,BID295
CID45,BID268
CID46,BID66
CID47,BID302
CID48,BID60
CID49,BID156
CID49,BID998
CID50,BID21
CID50,BID481
CID51,BID737
CID51,BID806
CID52,BID556
CID52,BID749
CID53,BID430
CID53,BID703
CID54,BID622
CID54,BID678
CID55,BID391
CID56,BID550
CID56,BID940
CID57,BID786
CID57,BID969
CID58,BID602
CID59,BID428
CID60,BID1000
CID60,BID212
CID61,BID7
CID62,BID448
CID62,BID642
CID63,BID241
CID64,BID576
CID65,BID427
CID65,BID701
CID66,BID466
CID67,BID264
CID67,BID744
CID68,BID213
CID68,BID559
CID69,BID478
CID69,BID776
CID70,BID173
CID71,BID737
CID72,BID900
CID73,BID863
CID74,BID118
CID74,BID404
CID75,BID239
CID75,BID798
CID76,BID44
CID76,BID671
CID77,BID75
CID78,BID678
CID78,BID915
CID79,BID20
CID79,BID682
CID80,BID964
CID81,BID210
CID81,BID296
CID82,BID562
CID83,BID523
CID83,BID956
CID84,BID344
CID84,BID665
CID85,BID219
CID85,BID616
CID86,BID131
CID86,BID698
CID87,BID249
CID88,BID738
CID88,BID954
CID89,BID331
CID90,BID625
CID91,BID611
CID91,BID997
CID92,BID557
CID93,BID818
CID94,BID235
CID95,BID379
CID95,BID886
CID96,BID23
CID96,BID948
CID97,BID609
CID97,BID990
CID98,BID845
CID99,BID190
CID99,BID365
CID100,BID74
CID101,BID588
CID101,BID606
CID102,BID762
CID102,BID799
CID103,BID410
CID103,BID966
CID104,BID385
CID105,BID985
CID106,BID871
CID106,BID970
CID107,BID22
CID107,BID495
CID108,BID286
CID108,BID577
CID109,BID643
