CID,DID
CID1,DID775
CID2,DID326
CID2,DID779
CID3,DID72
CID4,DID1460
CID4,DID357
CID5,DID790
CID6,DID1023
CID6,DID236
CID6,DID989
CID7,DID1085
CID7,DID1190
CID8,DID1030
CID9,DID1033
CID9,DID1395
CID9,DID722
CID10,DID187
CID11,DID498
CID11,DID533
CID12,DID1015
CID13,DID695
CID14,DID1378
CID14,DID318
CID15,DID532
CID16,DID1223
CID16,DID974
CID17,DID1296
CID17,DID618
CID18,DID1069
CID18,DID774
CID19,DID1307
CID19,DID135
CID20,DID1159
CID20,DID64
CID20,DID640
CID21,DID352
CID21,DID448
CID22,DID1253
CID22,DID621
CID23,DID1218
CID23,DID146
CID23,DID361
CID24,DID165
CID24,DID716
CID25,DID247
CID26,DID894
CID26,DID931
CID27,DID1019
CID28,DID1063
CID28,DID260
CID29,DID502
CID29,DID82
CID29,DID857
CID30,DID1254
CID30,DID1340
CID31,DID1002
CID31,DID327
CID31,DID783
CID32,DID47
CID32,DID504
CID32,DID577
CID33,DID1258
CID33,DID897
CID33,DID911
CID34,DID1005
CID34,DID1459
CID35,DID1399
CID36,DID1321
CID36,DID741
CID36,DID928
CID37,DID1039
CID37,DID1144
CID37,DID1349
CID38,DID1089
CID38,DID1466
CID38,DID404
CID39,DID1081
CID39,DID1454
CID40,DID643
CID41,DID118
CID41,DID9
CID42,DID1035
CID43,DID1321
CID44,DID375
CID44,DID917
CID45,DID184
CID45,DID865
CID46,DID1176
CID46,DID554
CID46,DID770
CID47,DID1471
CID47,DID359
CID48,DID1012
CID49,DID265
CID50,DID594
CID50,DID72
CID51,DID225
CID52,DID630
CID53,DID1147
CID54,DID1301
CID54,DID934
CID55,DID13
CID55,DID947
CID56,DID1432
CID57,DID1036
CID57,DID1296
CID57,DID3
CID58,DID287
CID59,DID117
CID59,DID1183
CID59,DID579
CID60,DID1114
CID60,DID731
CID61,DID347
CID61,DID511
CID61,DID740
CID62,DID344
CID62,DID466
CID62,DID846
CID63,DID1151
CID64,DID300
CID64,DID37
CID65,DID991
CID66,DID1227
CID66,DID850
CID66,DID963
CID67,DID268
CID67,DID851
CID68,DID324
CID68,DID954
CID69,DID1141
CID69,DID1429
CID69,DID189
CID70,DID104
CID70,DID234
CID70,DID981
CID71,DID1451
CID72,DID1016
CID73,DID1385
CID73,DID565
CID73,DID920
CID74,DID816
CID75,DID1209
CID76,DID635
CID77,DID1428
CID77,DID214
CID77,DID226
CID78,DID1040
CID78,DID277
CID79,DID212
CID80,DID543
CID81,DID426
CID81,DID511
CID81,DID556
CID82,DID1206
CID82,DID407
CID83,DID612
CID84,DID469
CID85,DID1002
CID85,DID522
CID86,DID1095
CID87,DID1054
CID87,DID379
CID88,DID1202
CID88,DID686
CID89,DID1253
CID90,DID169
CID90,DID406
CID90,DID724
CID91,DID302
CID91,DID896
CID92,DID299
CID92,DID488
CID92,DID810
CID93,DID260
CID93,DID537
CID93,DID565
CID94,DID930
CID95,DID1178
CID95,DID1498
CID96,DID1068
CID96,DID789
CID97,DID949
CID98,DID1427
CID99,DID224
CID100,DID158
CID100,DID51
CID101,DID173
CID101,DID42
CID101,DID76
CID102,DID1305
CID102,DID145
CID103,DID1449
CID103,DID30
CID104,DID1210
CID104,DID1433
CID105,DID1311
CID106,DID663
CID106,DID880
CID107,DID255
CID107,DID444
CID107,DID620
CID108,DID188
CID109,DID1118
CID109,DID507
CID110,DID1347
CID110,DID1349
CID110,DID808
CID111,DID166
CID111,DID579
CID111,DID825
CID112,DID1207
CID112,DID483
CID113,DID1099
CID113,DID1325
CID114,DID183
CID114,DID300
CID115,DID187
CID115,DID877
CID115,DID950
CID116,DID307
CID117,DID439
CID117,DID589
CID118,DID1091
CID118,DID1473
CID118,DID54
CID119,DID1418
CID120,DID200
CID121,DID1459
CID121,DID327
CID121,DID733
CID122,DID1035
CID122,DID1101
CID122,DID12
CID123,DID641
CID124,DID809
CID125,DID1351
CID125,DID348
CID125,DID751
CID126,DID476
CID127,DID181
CID127,DID579
CID128,DID1313
CID128,DID1394
CID128,DID256
CID129,DID277
CID129,DID657
CID129,DID96
CID130,DID1449
CID131,DID1010
CID131,DID1025
CID131,DID1432
CID132,DID1313
CID132,DID282
CID132,DID568
CID133,DID1174
CID134,DID284
CID135,DID1261
CID135,DID407
CID135,DID790
CID136,DID1161
CID137,DID1167
CID137,DID249
CID137,DID695
CID138,DID1253
CID139,DID1106
CID139,DID1396
CID140,DID1342
CID141,DID748
CID142,DID1366
CID142,DID215
CID143,DID1455
CID143,DID65
CID143,DID656
CID144,DID1055
CID144,DID1135
CID144,DID902
