"AID","DID"
"AID594","DID329"
"AID70","DID329"
"AID257","DID329"
"AID274","DID329"
"AID1607","DID329"
"AID370","DID329"
"AID1455","DID329"
"AID1891","DID329"
"AID1610","DID329"
"AID157","DID329"
"AID1269","DID329"
"AID442","DID329"
"AID945","DID329"
"AID594","DID528"
"AID70","DID528"
"AID257","DID528"
"AID274","DID528"
"AID1607","DID528"
"AID370","DID528"
"AID1455","DID528"
"AID1891","DID528"
"AID1610","DID528"
"AID157","DID528"
"AID1269","DID528"
"AID442","DID528"
"AID945","DID528"
"AID594","DID888"
"AID70","DID888"
"AID257","DID888"
"AID274","DID888"
"AID1607","DID888"
"AID370","DID888"
"AID1455","DID888"
"AID1891","DID888"
"AID1610","DID888"
"AID157","DID888"
"AID1269","DID888"
"AID442","DID888"
"AID945","DID888"
"AID363","DID170"
"AID550","DID170"
"AID618","DID170"
"AID674","DID170"
"AID1103","DID170"
"AID1136","DID170"
"AID1215","DID170"
"AID330","DID170"
"AID309","DID170"
"AID784","DID170"
"AID1903","DID170"
"AID511","DID170"
"AID692","DID170"
"AID1642","DID170"
"AID1753","DID170"
"AID339","DID170"
"AID773","DID170"
"AID805","DID170"
"AID947","DID170"
"AID1210","DID170"
"AID1641","DID170"
"AID199","DID170"
"AID345","DID170"
"AID1072","DID170"
"AID1110","DID170"
"AID1724","DID170"
"AID363","DID637"
"AID550","DID637"
"AID618","DID637"
"AID674","DID637"
"AID1103","DID637"
"AID1136","DID637"
"AID1215","DID637"
"AID330","DID637"
"AID309","DID637"
"AID784","DID637"
"AID1903","DID637"
"AID511","DID637"
"AID692","DID637"
"AID1642","DID637"
"AID1753","DID637"
"AID339","DID637"
"AID773","DID637"
"AID805","DID637"
"AID947","DID637"
"AID1210","DID637"
"AID1641","DID637"
"AID199","DID637"
"AID345","DID637"
"AID1072","DID637"
"AID1110","DID637"
"AID1724","DID637"
"AID363","DID936"
"AID550","DID936"
"AID618","DID936"
"AID674","DID936"
"AID1103","DID936"
"AID1136","DID936"
"AID1215","DID936"
"AID330","DID936"
"AID309","DID936"
"AID784","DID936"
"AID1903","DID936"
"AID511","DID936"
"AID692","DID936"
"AID1642","DID936"
"AID1753","DID936"
"AID339","DID936"
"AID773","DID936"
"AID805","DID936"
"AID947","DID936"
"AID1210","DID936"
"AID1641","DID936"
"AID199","DID936"
"AID345","DID936"
"AID1072","DID936"
"AID1110","DID936"
"AID1724","DID936"
"AID87","DID125"
"AID580","DID125"
"AID881","DID125"
"AID1876","DID125"
"AID903","DID125"
"AID1695","DID125"
"AID409","DID125"
"AID1212","DID125"
"AID1722","DID125"
"AID1710","DID125"
"AID1863","DID125"
"AID1993","DID125"
"AID5","DID125"
"AID201","DID125"
"AID876","DID125"
"AID1064","DID125"
"AID1106","DID125"
"AID18","DID125"
"AID779","DID125"
"AID1022","DID125"
"AID1424","DID125"
"AID1684","DID125"
"AID87","DID284"
"AID580","DID284"
"AID881","DID284"
"AID1876","DID284"
"AID903","DID284"
"AID1695","DID284"
"AID409","DID284"
"AID1212","DID284"
"AID1722","DID284"
"AID1710","DID284"
"AID1863","DID284"
"AID1993","DID284"
"AID5","DID284"
"AID201","DID284"
"AID876","DID284"
"AID1064","DID284"
"AID1106","DID284"
"AID18","DID284"
"AID779","DID284"
"AID1022","DID284"
"AID1424","DID284"
"AID1684","DID284"
"AID87","DID576"
"AID580","DID576"
"AID881","DID576"
"AID1876","DID576"
"AID903","DID576"
"AID1695","DID576"
"AID409","DID576"
"AID1212","DID576"
"AID1722","DID576"
"AID1710","DID576"
"AID1863","DID576"
"AID1993","DID576"
"AID5","DID576"
"AID201","DID576"
"AID876","DID576"
"AID1064","DID576"
"AID1106","DID576"
"AID18","DID576"
"AID779","DID576"
"AID1022","DID576"
"AID1424","DID576"
"AID1684","DID576"
"AID679","DID489"
"AID59","DID489"
"AID534","DID489"
"AID862","DID489"
"AID1098","DID489"
"AID1486","DID489"
"AID1547","DID489"
"AID596","DID489"
"AID875","DID489"
"AID398","DID489"
"AID1034","DID489"
"AID1560","DID489"
"AID1701","DID489"
"AID679","DID850"
"AID59","DID850"
"AID534","DID850"
"AID862","DID850"
"AID1098","DID850"
"AID1486","DID850"
"AID1547","DID850"
"AID596","DID850"
"AID875","DID850"
"AID398","DID850"
"AID1034","DID850"
"AID1560","DID850"
"AID1701","DID850"
"AID679","DID96"
"AID59","DID96"
"AID534","DID96"
"AID862","DID96"
"AID1098","DID96"
"AID1486","DID96"
"AID1547","DID96"
"AID596","DID96"
"AID875","DID96"
"AID398","DID96"
"AID1034","DID96"
"AID1560","DID96"
"AID1701","DID96"
"AID4","DID579"
"AID97","DID579"
"AID982","DID579"
"AID1095","DID579"
"AID1917","DID579"
"AID860","DID579"
"AID507","DID579"
"AID865","DID579"
"AID1256","DID579"
"AID435","DID579"
"AID958","DID579"
"AID1056","DID579"
"AID1165","DID579"
"AID1416","DID579"
