CID,BID
CID1,BID2050
CID1,BID870
CID2,BID1398
CID2,BID1453
CID2,BID1637
CID2,BID2041
CID3,BID1490
CID3,BID1503
CID3,BID2337
CID3,BID2874
CID3,BID985
CID4,BID15
CID4,BID2064
CID4,BID2325
CID4,BID907
CID5,BID1044
CID5,BID1836
CID5,BID2350
CID5,BID242
CID5,BID2667
CID6,BID138
CID6,BID1603
CID6,BID2860
CID6,BID914
CID6,BID938
CID6,BID988
CID7,BID1315
CID7,BID1381
CID7,BID1612
CID7,BID1810
CID7,BID2543
CID7,BID687
CID8,BID1385
CID8,BID1561
CID8,BID2459
CID8,BID355
CID8,BID616
CID9,BID107
CID9,BID1349
CID9,BID2384
CID9,BID2891
CID9,BID597
CID10,BID1541
CID10,BID1563
CID10,BID2277
CID10,BID2711
CID10,BID388
CID10,BID843
CID11,BID1498
CID11,BID1509
CID11,BID455
CID11,BID765
CID12,BID1527
CID12,BID1752
CID12,BID1961
CID12,BID2137
CID12,BID244
CID12,BID523
CID13,BID1025
CID13,BID1564
CID13,BID2123
CID13,BID2672
CID13,BID727
CID13,BID747
CID14,BID1939
CID14,BID2538
CID14,BID2764
CID15,BID1199
CID15,BID1901
CID15,BID1929
CID15,BID2771
CID15,BID332
CID15,BID662
CID16,BID1394
CID16,BID1593
CID16,BID895
CID16,BID97
CID16,BID972
CID17,BID1173
CID17,BID1183
CID17,BID1523
CID18,BID1578
CID18,BID1856
CID18,BID2986
CID18,BID521
CID18,BID890
CID19,BID1103
CID19,BID1355
CID19,BID2289
CID20,BID1766
CID20,BID1828
CID20,BID2602
CID20,BID646
CID20,BID647
CID21,BID1598
CID21,BID1686
CID21,BID2339
CID21,BID630
CID21,BID845
CID22,BID1053
CID22,BID1060
CID22,BID1321
CID22,BID20
CID22,BID2730
CID22,BID408
CID23,BID1186
CID23,BID1796
CID23,BID1808
CID23,BID2744
CID23,BID535
CID23,BID672
CID24,BID2400
CID24,BID484
CID25,BID1517
CID25,BID1754
CID25,BID466
CID25,BID517
CID26,BID1251
CID26,BID2970
CID26,BID430
CID27,BID2398
CID27,BID2925
CID27,BID701
CID27,BID709
CID28,BID143
CID28,BID2299
CID28,BID939
CID29,BID1320
CID29,BID2195
CID29,BID2516
CID29,BID2542
CID29,BID423
CID29,BID845
CID30,BID125
CID30,BID986
CID31,BID1995
CID31,BID623
CID32,BID2034
CID32,BID432
CID33,BID2517
CID33,BID2565
CID33,BID675
