CID,DID
CID1,DID161
CID1,DID355
CID1,DID49
CID1,DID56
CID1,DID572
CID1,DID924
CID2,DID115
CID2,DID308
CID2,DID327
CID2,DID418
CID2,DID604
CID2,DID892
CID3,DID132
CID3,DID30
CID3,DID357
CID3,DID463
CID3,DID513
CID3,DID537
CID4,DID198
CID4,DID363
CID4,DID487
CID4,DID594
CID4,DID732
CID4,DID970
CID5,DID127
CID5,DID266
CID5,DID28
CID5,DID508
CID5,DID519
CID5,DID863
CID6,DID141
CID6,DID184
CID6,DID338
CID6,DID521
CID6,DID800
CID6,DID956
CID7,DID167
CID7,DID278
CID7,DID29
CID7,DID408
CID7,DID507
CID7,DID878
CID8,DID182
CID8,DID34
CID8,DID408
CID8,DID452
CID8,DID784
CID8,DID881
CID9,DID194
CID9,DID35
CID9,DID432
CID9,DID777
CID9,DID90
CID9,DID954
CID10,DID121
CID10,DID467
CID10,DID622
CID10,DID677
CID10,DID917
CID10,DID950
CID11,DID1
CID11,DID290
CID11,DID315
CID11,DID701
CID11,DID952
CID11,DID98
CID12,DID177
CID12,DID418
CID12,DID437
CID12,DID790
CID12,DID827
CID12,DID925
CID13,DID212
CID13,DID284
CID13,DID327
CID13,DID335
CID13,DID465
CID13,DID579
CID14,DID143
CID14,DID30
CID14,DID474
CID14,DID594
CID14,DID786
CID14,DID981
CID15,DID192
CID15,DID243
CID15,DID628
CID15,DID68
CID15,DID798
CID15,DID887
CID16,DID225
CID16,DID228
CID16,DID353
CID16,DID405
CID16,DID757
CID16,DID901
CID17,DID155
CID17,DID598
CID17,DID612
CID17,DID718
CID17,DID796
CID17,DID988
CID18,DID107
CID18,DID160
CID18,DID356
CID18,DID501
CID18,DID594
CID18,DID874
CID19,DID177
CID19,DID237
CID19,DID406
CID19,DID536
CID19,DID829
CID19,DID969
CID20,DID226
CID20,DID450
CID20,DID458
CID20,DID58
CID20,DID823
CID20,DID883
CID21,DID262
CID21,DID583
CID21,DID654
CID21,DID71
CID21,DID829
CID21,DID930
CID22,DID141
CID22,DID236
CID22,DID254
CID22,DID314
CID22,DID340
CID22,DID575
CID23,DID495
CID23,DID665
CID23,DID753
CID23,DID839
CID23,DID865
CID23,DID919
CID24,DID247
CID24,DID299
CID24,DID439
CID24,DID456
CID24,DID482
CID24,DID501
CID25,DID201
CID25,DID418
CID25,DID563
CID25,DID656
CID25,DID782
CID25,DID866
CID26,DID282
CID26,DID33
CID26,DID404
CID26,DID622
CID26,DID764
CID26,DID931
CID27,DID17
CID27,DID50
CID27,DID548
CID27,DID582
CID27,DID777
CID27,DID837
CID28,DID304
CID28,DID439
CID28,DID521
CID28,DID540
CID28,DID563
CID28,DID678
CID29,DID353
CID29,DID363
CID29,DID418
CID29,DID504
CID29,DID583
CID29,DID999
CID30,DID100
CID30,DID139
CID30,DID203
CID30,DID408
CID30,DID789
CID30,DID831
CID31,DID455
CID31,DID581
CID31,DID875
CID31,DID913
CID31,DID948
CID31,DID971
CID32,DID17
CID32,DID364
CID32,DID449
CID32,DID723
CID32,DID793
CID32,DID802
CID33,DID244
CID33,DID314
CID33,DID543
CID33,DID585
CID33,DID602
CID33,DID764
CID34,DID32
CID34,DID468
CID34,DID597
CID34,DID653
CID34,DID753
CID34,DID883
CID35,DID460
CID35,DID502
CID35,DID567
CID35,DID624
CID35,DID708
CID35,DID954
CID36,DID153
CID36,DID165
CID36,DID319
CID36,DID421
CID36,DID437
CID36,DID78
CID37,DID163
CID37,DID342
CID37,DID573
CID37,DID69
CID37,DID762
CID37,DID93
CID38,DID109
CID38,DID154
CID38,DID479
CID38,DID682
CID38,DID703
CID38,DID758
CID39,DID262
CID39,DID478
CID39,DID7
CID39,DID788
CID39,DID837
CID39,DID982
CID40,DID50
CID40,DID717
CID40,DID768
CID40,DID935
CID40,DID971
CID40,DID978
CID41,DID142
CID41,DID337
CID41,DID602
CID41,DID622
CID41,DID643
CID41,DID763
CID42,DID127
CID42,DID342
CID42,DID435
CID42,DID660
CID42,DID822
CID42,DID936
CID43,DID13
CID43,DID433
CID43,DID449
CID43,DID518
CID43,DID533
CID43,DID952
CID44,DID244
CID44,DID284
CID44,DID513
CID44,DID64
CID44,DID860
CID44,DID902
CID45,DID181
CID45,DID274
CID45,DID735
CID45,DID817
CID45,DID861
CID45,DID919
CID46,DID123
CID46,DID146
CID46,DID678
CID46,DID764
CID46,DID769
CID46,DID861
CID47,DID47
CID47,DID507
CID47,DID548
CID47,DID648
CID47,DID686
CID47,DID745
CID48,DID484
CID48,DID678
CID48,DID728
CID48,DID780
CID48,DID864
CID48,DID992
CID49,DID344
CID49,DID379
CID49,DID451
CID49,DID598
CID49,DID807
CID49,DID841
CID50,DID357
CID50,DID521
CID50,DID67
CID50,DID670
CID50,DID731
CID50,DID996
CID51,DID563
CID51,DID66
CID51,DID665
CID51,DID718
CID51,DID821
CID51,DID925
CID52,DID162
CID52,DID228
CID52,DID259
CID52,DID350
CID52,DID41
CID52,DID800
CID53,DID214
CID53,DID243
CID53,DID319
CID53,DID421
CID53,DID637
CID53,DID925
CID54,DID363
CID54,DID366
CID54,DID495
CID54,DID733
CID54,DID876
CID54,DID913
CID55,DID293
CID55,DID581
CID55,DID731
CID55,DID890
CID55,DID931
CID55,DID981
CID56,DID174
CID56,DID18
CID56,DID267
CID56,DID742
CID56,DID788
CID56,DID906
CID57,DID20
CID57,DID401
CID57,DID531
CID57,DID690
CID57,DID894
CID57,DID927
CID58,DID127
CID58,DID223
CID58,DID275
CID58,DID438
CID58,DID575
CID58,DID642
CID59,DID1000
CID59,DID109
CID59,DID25
CID59,DID331
CID59,DID410
CID59,DID736
CID60,DID110
CID60,DID414
CID60,DID506
CID60,DID589
CID60,DID678
CID60,DID802
CID61,DID278
CID61,DID286
CID61,DID312
CID61,DID354
CID61,DID511
CID61,DID691
CID62,DID330
CID62,DID442
CID62,DID488
CID62,DID526
CID62,DID804
CID62,DID9
CID63,DID122
CID63,DID144
CID63,DID276
CID63,DID316
CID63,DID816
CID63,DID945
CID64,DID305
CID64,DID469
CID64,DID604
CID64,DID753
CID64,DID779
CID64,DID85
CID65,DID195
CID65,DID593
CID65,DID711
CID65,DID89
CID65,DID891
CID65,DID906
CID66,DID128
CID66,DID226
CID66,DID244
CID66,DID286
CID66,DID54
CID66,DID587
CID67,DID456
CID67,DID475
CID67,DID536
CID67,DID598
CID67,DID813
CID67,DID953
CID68,DID236
CID68,DID292
CID68,DID564
CID68,DID66
CID68,DID792
CID68,DID944
CID69,DID223
CID69,DID296
CID69,DID360
CID69,DID564
CID69,DID765
CID69,DID911
CID70,DID179
CID70,DID368
CID70,DID726
CID70,DID758
CID70,DID778
CID70,DID796
CID71,DID259
CID71,DID384
CID71,DID438
CID71,DID639
CID71,DID679
CID71,DID68
CID72,DID268
CID72,DID269
CID72,DID492
CID72,DID591
CID72,DID690
CID72,DID957
CID73,DID222
CID73,DID371
CID73,DID463
CID73,DID6
CID73,DID864
CID73,DID946
CID74,DID368
CID74,DID47
CID74,DID48
CID74,DID650
CID74,DID845
CID74,DID849
CID75,DID116
CID75,DID175
CID75,DID36
CID75,DID45
CID75,DID450
CID75,DID877
CID76,DID211
CID76,DID561
CID76,DID649
CID76,DID668
CID76,DID885
CID76,DID946
CID77,DID336
CID77,DID534
CID77,DID610
CID77,DID618
CID77,DID646
CID77,DID836
CID78,DID350
CID78,DID50
CID78,DID527
CID78,DID6
CID78,DID67
CID78,DID864
CID79,DID13
CID79,DID178
CID79,DID29
CID79,DID488
CID79,DID85
CID79,DID993
CID80,DID133
CID80,DID309
CID80,DID511
CID80,DID673
CID80,DID733
CID80,DID916
CID81,DID151
CID81,DID179
CID81,DID2
CID81,DID304
CID81,DID571
CID81,DID64
CID82,DID318
CID82,DID399
CID82,DID458
CID82,DID514
CID82,DID894
CID82,DID972
CID83,DID470
CID83,DID52
CID83,DID736
CID83,DID911
CID83,DID914
CID83,DID975
CID84,DID141
CID84,DID271
CID84,DID384
CID84,DID635
CID84,DID69
CID84,DID783
CID85,DID14
CID85,DID509
CID85,DID551
CID85,DID695
CID85,DID759
CID85,DID955
CID86,DID151
CID86,DID155
CID86,DID331
CID86,DID334
CID86,DID35
CID86,DID706
CID87,DID27
CID87,DID543
CID87,DID557
CID87,DID755
CID87,DID947
CID87,DID991
CID88,DID263
CID88,DID329
CID88,DID50
CID88,DID536
CID88,DID675
CID88,DID914
CID89,DID217
CID89,DID268
CID89,DID57
CID89,DID775
CID89,DID856
CID89,DID970
CID90,DID515
CID90,DID628
CID90,DID635
CID90,DID643
CID90,DID923
CID90,DID968
CID91,DID131
CID91,DID446
CID91,DID553
CID91,DID618
CID91,DID748
CID91,DID867
CID92,DID110
CID92,DID411
CID92,DID653
CID92,DID743
CID92,DID955
CID92,DID999
CID93,DID19
CID93,DID303
CID93,DID575
CID93,DID91
CID93,DID933
CID93,DID953
CID94,DID223
CID94,DID260
CID94,DID645
CID94,DID704
CID94,DID749
CID94,DID85
CID95,DID444
CID95,DID470
CID95,DID629
CID95,DID73
CID95,DID860
CID95,DID917
CID96,DID165
CID96,DID270
CID96,DID600
CID96,DID8
CID96,DID827
CID96,DID844
CID97,DID194
CID97,DID384
CID97,DID645
CID97,DID824
CID97,DID850
CID97,DID962
CID98,DID2
CID98,DID322
CID98,DID397
CID98,DID479
CID98,DID493
CID98,DID824
CID99,DID189
CID99,DID190
CID99,DID431
CID99,DID45
CID99,DID756
CID99,DID761
CID100,DID123
CID100,DID149
CID100,DID502
CID100,DID590
CID100,DID682
CID100,DID866
CID101,DID136
CID101,DID257
CID101,DID331
CID101,DID432
CID101,DID49
CID101,DID688
CID102,DID27
CID102,DID615
CID102,DID73
CID102,DID766
CID102,DID840
CID102,DID929
CID103,DID371
CID103,DID382
CID103,DID468
CID103,DID573
CID103,DID781
CID103,DID966
CID104,DID446
CID104,DID514
CID104,DID564
CID104,DID854
CID104,DID89
CID104,DID991
CID105,DID248
CID105,DID514
CID105,DID558
CID105,DID788
