CID,BID
CID1,BID274
CID1,BID484
CID1,BID678
CID1,BID699
CID1,BID771
CID1,BID912
CID2,BID122
CID2,BID42
CID2,BID489
CID2,BID556
CID2,BID580
CID2,BID939
CID3,BID198
CID3,BID300
CID3,BID363
CID3,BID420
CID3,BID833
CID3,BID895
CID4,BID172
CID4,BID339
CID4,BID474
CID4,BID532
CID4,BID589
CID4,BID876
CID5,BID116
CID5,BID395
CID5,BID739
CID5,BID788
CID5,BID888
CID5,BID898
CID6,BID30
CID6,BID36
CID6,BID540
CID6,BID561
CID6,BID73
CID6,BID905
CID7,BID239
CID7,BID452
CID7,BID470
CID7,BID721
CID7,BID800
CID7,BID832
CID8,BID108
CID8,BID124
CID8,BID419
CID8,BID464
CID8,BID771
CID8,BID967
CID9,BID469
CID9,BID539
CID9,BID597
CID9,BID696
CID9,BID798
CID9,BID904
CID10,BID194
CID10,BID323
CID10,BID469
CID10,BID578
CID10,BID650
CID10,BID801
CID11,BID196
CID11,BID361
CID11,BID370
CID11,BID480
CID11,BID629
CID11,BID98
CID12,BID10
CID12,BID112
CID12,BID195
CID12,BID253
CID12,BID473
CID12,BID98
CID13,BID176
CID13,BID33
CID13,BID487
CID13,BID51
CID13,BID602
CID13,BID626
CID14,BID122
CID14,BID290
CID14,BID308
CID14,BID337
CID14,BID541
CID14,BID725
CID15,BID257
CID15,BID399
CID15,BID425
CID15,BID470
CID15,BID594
CID15,BID634
CID16,BID188
CID16,BID399
CID16,BID529
CID16,BID536
CID16,BID614
CID16,BID755
CID17,BID258
CID17,BID383
CID17,BID764
CID17,BID782
CID17,BID832
CID17,BID955
CID18,BID139
CID18,BID189
CID18,BID210
CID18,BID25
CID18,BID284
CID18,BID900
CID19,BID442
CID19,BID511
CID19,BID547
CID19,BID652
CID19,BID829
CID19,BID946
CID20,BID363
CID20,BID484
CID20,BID69
CID20,BID752
CID20,BID842
CID20,BID960
CID21,BID193
CID21,BID269
CID21,BID373
CID21,BID744
CID21,BID777
CID21,BID975
CID22,BID116
CID22,BID539
CID22,BID654
CID22,BID776
CID22,BID883
CID22,BID970
CID23,BID113
CID23,BID192
CID23,BID256
CID23,BID322
CID23,BID579
CID23,BID761
CID24,BID201
CID24,BID267
CID24,BID470
CID24,BID51
CID24,BID678
CID24,BID956
CID25,BID284
CID25,BID368
CID25,BID389
CID25,BID71
CID25,BID765
CID25,BID847
CID26,BID226
CID26,BID686
CID26,BID829
CID26,BID830
CID26,BID924
CID26,BID982
CID27,BID326
CID27,BID331
CID27,BID6
CID27,BID629
CID27,BID795
CID27,BID986
CID28,BID173
CID28,BID276
CID28,BID431
CID28,BID482
CID28,BID596
CID28,BID665
CID29,BID157
CID29,BID189
CID29,BID76
CID29,BID812
CID29,BID842
CID29,BID963
CID30,BID116
CID30,BID312
CID30,BID52
CID30,BID573
CID30,BID627
CID30,BID77
CID31,BID163
CID31,BID288
CID31,BID42
CID31,BID481
CID31,BID650
CID31,BID872
CID32,BID176
CID32,BID267
CID32,BID615
CID32,BID632
CID32,BID819
CID32,BID903
CID33,BID302
CID33,BID54
CID33,BID829
CID33,BID880
CID33,BID889
CID33,BID989
CID34,BID199
CID34,BID235
CID34,BID349
CID34,BID409
CID34,BID540
CID34,BID771
CID35,BID21
CID35,BID309
CID35,BID378
CID35,BID421
CID35,BID792
CID35,BID89
CID36,BID228
CID36,BID551
CID36,BID623
CID36,BID811
CID36,BID856
CID36,BID95
CID37,BID191
CID37,BID605
CID37,BID702
CID37,BID830
CID37,BID846
CID37,BID995
CID38,BID124
CID38,BID222
CID38,BID243
CID38,BID492
