"AID","CID"
"AID146","CID1"
"AID474","CID1"
"AID2669","CID1"
"AID1356","CID1"
"AID2461","CID1"
"AID1278","CID2"
"AID2331","CID2"
"AID899","CID3"
"AID957","CID3"
"AID2397","CID3"
"AID2796","CID3"
"AID100","CID3"
"AID1172","CID3"
"AID2028","CID3"
"AID2252","CID4"
"AID2785","CID4"
"AID2923","CID4"
"AID1619","CID5"
"AID34","CID5"
"AID2557","CID5"
"AID556","CID5"
"AID992","CID5"
"AID1859","CID5"
"AID1186","CID5"
"AID725","CID5"
"AID1878","CID5"
"AID1907","CID5"
"AID2254","CID6"
"AID325","CID6"
"AID39","CID6"
"AID1590","CID6"
"AID2358","CID6"
"AID2629","CID6"
"AID1429","CID6"
"AID1890","CID6"
"AID1915","CID6"
"AID884","CID6"
"AID1928","CID6"
"AID1909","CID6"
"AID2764","CID6"
"AID1922","CID7"
"AID2590","CID7"
"AID2804","CID7"
"AID2210","CID7"
"AID2227","CID7"
"AID2496","CID7"
"AID2520","CID7"
"AID24","CID7"
"AID323","CID7"
"AID85","CID7"
"AID254","CID7"
"AID1817","CID7"
"AID2884","CID7"
"AID344","CID8"
"AID330","CID8"
"AID393","CID8"
"AID2427","CID8"
"AID2739","CID8"
"AID2383","CID8"
"AID641","CID9"
"AID749","CID9"
"AID2518","CID9"
"AID1182","CID9"
"AID1384","CID9"
"AID447","CID9"
"AID1769","CID9"
"AID200","CID9"
"AID316","CID9"
"AID704","CID9"
"AID1828","CID9"
"AID1876","CID9"
"AID2893","CID9"
"AID665","CID10"
"AID707","CID10"
"AID1499","CID10"
"AID2860","CID10"
"AID235","CID10"
"AID243","CID10"
"AID988","CID10"
"AID546","CID10"
"AID1680","CID11"
"AID265","CID12"
"AID948","CID12"
"AID1617","CID12"
"AID2103","CID12"
"AID2429","CID12"
"AID2611","CID12"
"AID121","CID12"
"AID1762","CID12"
"AID2115","CID12"
"AID1015","CID12"
"AID1252","CID12"
"AID2399","CID12"
"AID2830","CID12"
"AID454","CID12"
"AID1868","CID12"
"AID2633","CID12"
"AID257","CID13"
"AID1339","CID13"
"AID343","CID13"
"AID395","CID13"
"AID799","CID13"
"AID604","CID14"
"AID873","CID14"
"AID2319","CID14"
"AID631","CID14"
"AID1063","CID14"
"AID1325","CID14"
"AID2508","CID14"
"AID2835","CID14"
"AID2847","CID14"
"AID147","CID14"
"AID2909","CID14"
"AID1383","CID14"
"AID423","CID14"
"AID118","CID15"
"AID1539","CID15"
"AID1215","CID16"
"AID2437","CID16"
"AID2770","CID16"
"AID725","CID16"
"AID1878","CID16"
"AID1907","CID16"
"AID1509","CID17"
"AID2639","CID17"
"AID2153","CID17"
"AID16","CID18"
"AID181","CID18"
"AID1143","CID18"
"AID2885","CID18"
"AID2923","CID18"
"AID816","CID18"
"AID1046","CID18"
"AID1427","CID18"
"AID1502","CID18"
"AID1711","CID18"
"AID1909","CID18"
"AID2764","CID18"
"AID219","CID18"
"AID2029","CID18"
"AID2882","CID18"
"AID1240","CID19"
"AID1325","CID19"
"AID2","CID19"
"AID894","CID19"
"AID2580","CID19"
"AID820","CID19"
"AID522","CID20"
"AID1126","CID20"
"AID2171","CID20"
"AID9","CID20"
"AID1311","CID20"
"AID1949","CID20"
"AID2169","CID20"
"AID947","CID20"
"AID1008","CID20"
"AID1143","CID20"
"AID1530","CID20"
"AID437","CID21"
"AID1083","CID21"
"AID1358","CID21"
"AID256","CID21"
"AID468","CID22"
"AID1476","CID22"
"AID2477","CID22"
"AID1879","CID22"
"AID2921","CID22"
"AID374","CID22"
"AID1127","CID22"
"AID1735","CID22"
"AID489","CID23"
"AID1139","CID23"
"AID2339","CID23"
"AID2977","CID23"
"AID2369","CID24"
"AID2261","CID24"
"AID451","CID24"
"AID1092","CID24"
"AID1253","CID24"
"AID1239","CID24"
"AID1867","CID24"
"AID725","CID25"
"AID1577","CID25"
"AID601","CID25"
"AID2056","CID25"
"AID2087","CID25"
"AID2559","CID25"
"AID425","CID25"
"AID1045","CID25"
"AID1819","CID25"
"AID1842","CID25"
"AID506","CID25"
"AID1290","CID25"
"AID2063","CID25"
"AID2810","CID25"
"AID416","CID25"
"AID435","CID25"
"AID1116","CID25"
"AID2156","CID25"
"AID635","CID26"
"AID831","CID26"
"AID920","CID26"
"AID2389","CID26"
"AID821","CID26"
"AID300","CID26"
"AID331","CID26"
"AID2678","CID26"
"AID2754","CID26"
"AID2989","CID27"
"AID2078","CID27"
"AID2688","CID27"
"AID2691","CID27"
"AID2912","CID27"
"AID2991","CID27"
"AID1994","CID27"
"AID974","CID27"
"AID27","CID27"
"AID1236","CID27"
