CID,DID
CID1,DID1017
CID1,DID1728
CID1,DID1809
CID1,DID1946
CID2,DID1582
CID2,DID1592
CID2,DID274
CID3,DID116
CID3,DID1468
CID3,DID1557
CID3,DID9
CID4,DID118
CID4,DID1227
CID5,DID1220
CID5,DID299
CID5,DID397
CID6,DID1208
CID6,DID1253
CID6,DID1337
CID6,DID501
CID7,DID1019
CID7,DID159
CID7,DID888
CID8,DID1443
CID8,DID1904
CID8,DID73
CID8,DID730
CID9,DID122
CID9,DID1244
CID9,DID505
CID9,DID923
CID10,DID1205
CID10,DID1713
CID10,DID598
CID10,DID951
CID11,DID1362
CID11,DID160
CID11,DID848
CID11,DID898
CID12,DID136
CID12,DID172
CID12,DID952
CID13,DID1285
CID13,DID1385
CID13,DID508
CID13,DID784
CID14,DID1166
CID14,DID344
CID14,DID423
CID14,DID847
CID15,DID1070
CID15,DID1202
CID15,DID1758
CID15,DID790
CID16,DID1108
CID16,DID1283
CID16,DID1290
CID16,DID26
CID17,DID679
CID17,DID823
CID18,DID1357
CID18,DID629
CID18,DID669
CID19,DID1205
CID19,DID1528
CID20,DID1232
CID20,DID1435
CID20,DID1998
CID20,DID555
CID21,DID142
CID21,DID1719
CID21,DID463
CID21,DID918
CID22,DID1318
CID22,DID1404
CID22,DID378
CID22,DID390
CID23,DID402
CID23,DID954
CID24,DID1253
CID24,DID1544
CID24,DID806
CID24,DID809
CID25,DID104
CID25,DID1296
CID25,DID792
CID25,DID844
CID26,DID1478
CID26,DID366
CID26,DID775
CID27,DID1429
CID27,DID1583
CID28,DID1709
CID28,DID191
CID28,DID600
CID28,DID645
CID29,DID1011
CID29,DID1290
CID30,DID1770
CID30,DID1775
CID31,DID1171
CID31,DID1658
CID31,DID643
CID32,DID1418
CID32,DID1804
CID32,DID1907
CID32,DID627
CID33,DID169
CID33,DID230
CID34,DID693
CID34,DID874
CID34,DID876
CID35,DID11
CID35,DID446
CID36,DID1258
CID36,DID1326
CID36,DID556
CID37,DID1146
CID37,DID1909
CID37,DID789
CID38,DID246
CID38,DID403
CID39,DID1445
CID39,DID852
CID39,DID96
CID40,DID1259
CID40,DID652
CID40,DID797
CID41,DID1188
CID41,DID1572
CID41,DID70
CID42,DID187
CID42,DID1955
CID43,DID1758
CID43,DID614
CID43,DID688
CID43,DID733
CID44,DID1752
CID44,DID1876
CID44,DID1968
CID44,DID862
CID45,DID394
CID45,DID546
CID45,DID937
CID45,DID96
CID46,DID138
CID46,DID510
CID47,DID100
CID47,DID541
CID48,DID1543
CID48,DID962
CID49,DID1006
CID49,DID275
CID49,DID523
CID50,DID1211
CID50,DID310
CID51,DID1290
CID51,DID1379
CID51,DID1453
CID51,DID999
CID52,DID1588
CID52,DID181
CID52,DID41
CID52,DID705
CID53,DID1293
CID53,DID1873
CID53,DID629
CID54,DID1217
CID54,DID1903
CID54,DID891
CID55,DID1329
CID55,DID1610
CID55,DID674
CID56,DID1281
CID56,DID1930
CID56,DID837
CID57,DID2000
CID57,DID649
CID58,DID1011
CID58,DID1977
CID58,DID567
CID59,DID345
CID59,DID768
CID59,DID851
CID60,DID1154
CID60,DID1277
CID60,DID1808
CID61,DID1070
CID61,DID1593
CID61,DID386
CID61,DID636
CID62,DID1341
CID62,DID4
CID62,DID668
CID63,DID1076
CID63,DID1225
CID63,DID1790
CID64,DID1562
CID64,DID1730
CID65,DID1314
CID65,DID1395
CID66,DID1192
CID66,DID1624
CID66,DID301
CID67,DID1059
CID67,DID200
CID67,DID681
CID68,DID1746
CID68,DID180
CID68,DID343
CID69,DID1063
CID69,DID125
CID69,DID1259
CID69,DID957
CID70,DID1761
CID70,DID782
CID71,DID1217
CID71,DID1239
CID71,DID1778
CID71,DID569
CID72,DID1105
CID72,DID1292
CID72,DID1546
CID72,DID1885
CID73,DID1104
CID73,DID1293
CID73,DID1486
CID73,DID986
CID74,DID1212
CID74,DID1546
CID74,DID63
CID75,DID1433
CID75,DID1439
CID75,DID1913
CID76,DID1938
CID76,DID199
CID76,DID1999
CID76,DID408
CID77,DID1654
CID77,DID528
CID77,DID605
CID77,DID627
CID78,DID1037
CID78,DID11
CID78,DID1616
CID79,DID1584
CID79,DID778
CID80,DID1532
CID80,DID38
CID81,DID1192
CID81,DID1907
CID81,DID649
CID81,DID741
CID82,DID1814
CID82,DID1953
CID82,DID411
CID82,DID491
CID83,DID1268
CID83,DID920
CID83,DID985
CID84,DID1041
CID84,DID1878
CID84,DID552
CID85,DID1392
CID85,DID901
CID85,DID977
CID86,DID111
CID86,DID1648
CID86,DID884
CID87,DID1002
CID87,DID1246
CID88,DID833
CID88,DID921
CID89,DID1110
CID89,DID1786
CID89,DID210
CID89,DID8
CID90,DID1588
CID90,DID433
