"AID","CID"
"AID1","CID1955"
"AID1","CID2441"
"AID3","CID930"
"AID3","CID1272"
"AID3","CID2193"
"AID3","CID781"
"AID3","CID1287"
"AID3","CID1551"
"AID3","CID1597"
"AID3","CID2836"
"AID4","CID354"
"AID4","CID429"
"AID4","CID2294"
"AID4","CID2398"
"AID4","CID2666"
"AID4","CID2847"
"AID4","CID554"
"AID4","CID2830"
"AID5","CID1145"
"AID5","CID1146"
"AID5","CID1197"
"AID5","CID1766"
"AID5","CID2308"
"AID5","CID2557"
"AID6","CID427"
"AID6","CID291"
"AID6","CID1880"
"AID6","CID2382"
"AID6","CID2771"
"AID7","CID506"
"AID7","CID734"
"AID7","CID1667"
"AID7","CID1892"
"AID7","CID2247"
"AID8","CID2234"
"AID8","CID2411"
"AID8","CID82"
"AID8","CID493"
"AID8","CID1195"
"AID8","CID2038"
"AID9","CID332"
"AID9","CID578"
"AID9","CID2220"
"AID9","CID2369"
"AID10","CID1379"
"AID10","CID1892"
"AID10","CID2834"
"AID10","CID2450"
"AID10","CID913"
"AID10","CID1212"
"AID10","CID1286"
"AID10","CID106"
"AID10","CID240"
"AID10","CID487"
"AID11","CID2631"
"AID11","CID456"
"AID11","CID1704"
"AID11","CID2460"
"AID12","CID125"
"AID12","CID771"
"AID12","CID2142"
"AID13","CID421"
"AID13","CID1262"
"AID13","CID1638"
"AID13","CID2360"
"AID13","CID2446"
"AID13","CID2812"
"AID13","CID2964"
"AID13","CID1525"
"AID13","CID1804"
"AID13","CID2386"
"AID14","CID656"
"AID14","CID1755"
"AID14","CID1796"
"AID14","CID2558"
"AID14","CID2771"
"AID15","CID1517"
"AID16","CID907"
"AID16","CID1227"
"AID17","CID47"
"AID17","CID318"
"AID17","CID366"
"AID17","CID755"
"AID17","CID2262"
"AID17","CID2409"
"AID17","CID2626"
"AID18","CID723"
"AID18","CID2200"
"AID18","CID2452"
"AID18","CID618"
"AID18","CID804"
"AID18","CID1786"
"AID19","CID176"
"AID19","CID1215"
"AID19","CID2859"
"AID19","CID501"
"AID19","CID1729"
"AID20","CID711"
"AID20","CID1475"
"AID21","CID1266"
"AID21","CID1304"
"AID21","CID1661"
"AID21","CID2488"
"AID21","CID2500"
"AID22","CID7"
"AID22","CID743"
"AID24","CID340"
"AID24","CID1246"
"AID24","CID1429"
"AID24","CID1828"
"AID24","CID2508"
"AID25","CID1726"
"AID25","CID2390"
"AID26","CID2010"
"AID26","CID2258"
"AID28","CID750"
"AID28","CID2106"
"AID29","CID268"
"AID30","CID653"
"AID30","CID2191"
"AID31","CID267"
"AID31","CID301"
"AID31","CID1417"
"AID31","CID2680"
"AID31","CID1201"
"AID31","CID2113"
"AID32","CID466"
"AID32","CID469"
"AID32","CID2876"
"AID33","CID2812"
"AID33","CID1388"
"AID33","CID256"
"AID33","CID531"
"AID33","CID114"
"AID33","CID926"
"AID33","CID1155"
"AID33","CID1253"
"AID34","CID444"
"AID34","CID520"
"AID34","CID552"
"AID34","CID624"
"AID34","CID824"
