"DID","AID"
"DID331","AID303"
"DID331","AID1033"
"DID1200","AID424"
"DID1200","AID1727"
"DID1200","AID1889"
"DID1200","AID2150"
"DID1200","AID2825"
"DID1200","AID2994"
"DID1200","AID166"
"DID1200","AID605"
"DID1200","AID711"
"DID1200","AID714"
"DID1200","AID1230"
"DID1200","AID1336"
"DID854","AID115"
"DID854","AID359"
"DID854","AID865"
"DID854","AID1729"
"DID854","AID2258"
"DID854","AID515"
"DID854","AID2340"
"DID501","AID1483"
"DID501","AID2130"
"DID501","AID2133"
"DID501","AID2487"
"DID501","AID2975"
"DID501","AID1116"
"DID501","AID2666"
"DID501","AID152"
"DID501","AID608"
"DID501","AID753"
"DID501","AID1865"
"DID850","AID2023"
"DID850","AID1744"
"DID850","AID1122"
"DID850","AID1719"
"DID850","AID2374"
"DID850","AID712"
"DID850","AID1723"
"DID32","AID176"
"DID32","AID193"
"DID32","AID2356"
"DID32","AID976"
"DID32","AID17"
"DID32","AID1464"
"DID789","AID855"
"DID789","AID2636"
"DID789","AID1978"
"DID789","AID911"
"DID789","AID1635"
"DID789","AID764"
"DID789","AID1091"
"DID789","AID1337"
"DID789","AID1513"
"DID789","AID1624"
"DID789","AID1885"
"DID789","AID56"
"DID789","AID280"
"DID789","AID1268"
"DID789","AID1584"
"DID789","AID2643"
"DID789","AID842"
"DID789","AID2208"
"DID54","AID1665"
"DID54","AID101"
"DID54","AID121"
"DID54","AID876"
"DID54","AID1346"
"DID54","AID176"
"DID54","AID193"
"DID54","AID2356"
"DID54","AID2217"
"DID54","AID2317"
"DID165","AID383"
"DID165","AID2757"
"DID165","AID2369"
"DID781","AID989"
"DID781","AID1658"
"DID781","AID1806"
"DID781","AID837"
"DID781","AID2199"
"DID781","AID757"
"DID781","AID977"
"DID13","AID2277"
"DID13","AID2115"
"DID13","AID261"
"DID13","AID282"
"DID13","AID1939"
"DID1053","AID119"
"DID1053","AID1190"
"DID1053","AID1649"
"DID1053","AID2459"
"DID1053","AID165"
"DID1053","AID1072"
"DID1053","AID1087"
"DID1053","AID1800"
"DID1053","AID404"
"DID353","AID62"
"DID353","AID1404"
"DID353","AID94"
"DID353","AID2145"
"DID353","AID879"
"DID945","AID412"
"DID945","AID1172"
"DID945","AID1519"
"DID945","AID557"
"DID945","AID2309"
"DID945","AID675"
"DID945","AID1401"
"DID945","AID1109"
"DID945","AID2006"
"DID945","AID396"
"DID945","AID2820"
"DID1419","AID2841"
"DID1419","AID306"
"DID1419","AID479"
"DID1419","AID1878"
"DID1419","AID2363"
"DID1419","AID260"
"DID1419","AID2168"
"DID978","AID1738"
"DID978","AID1761"
"DID978","AID2810"
"DID978","AID278"
"DID978","AID538"
"DID978","AID1062"
"DID978","AID1255"
"DID978","AID2345"
"DID978","AID1573"
"DID978","AID2868"
"DID978","AID155"
"DID978","AID2143"
"DID888","AID2310"
"DID888","AID2831"
"DID888","AID2146"
"DID888","AID170"
"DID888","AID964"
"DID888","AID2285"
"DID888","AID2492"
"DID888","AID2934"
"DID147","AID810"
"DID147","AID2203"
"DID147","AID666"
"DID147","AID1596"
"DID147","AID2345"
"DID689","AID729"
"DID689","AID1512"
"DID689","AID1908"
"DID689","AID2377"
"DID689","AID231"
"DID689","AID1257"
"DID689","AID1418"
"DID689","AID2340"
"DID689","AID2901"
"DID689","AID816"
"DID689","AID1724"
"DID399","AID392"
"DID399","AID2382"
"DID399","AID379"
"DID399","AID1640"
"DID399","AID1797"
"DID399","AID769"
"DID399","AID512"
"DID392","AID393"
"DID392","AID642"
"DID392","AID2367"
"DID392","AID2419"
"DID392","AID1146"
"DID392","AID2312"
"DID392","AID2757"
"DID392","AID852"
"DID463","AID341"
"DID463","AID355"
"DID463","AID941"
"DID463","AID1538"
"DID463","AID1594"
"DID463","AID2270"
"DID463","AID2561"
"DID463","AID154"
"DID463","AID1163"
"DID463","AID593"
"DID463","AID1400"
"DID463","AID2682"
"DID463","AID134"
"DID463","AID891"
"DID463","AID1477"
"DID466","AID299"
"DID466","AID702"
"DID466","AID1866"
"DID466","AID1740"
"DID466","AID2549"
"DID1437","AID2840"
"DID1437","AID473"
"DID1437","AID683"
"DID1437","AID1598"
"DID723","AID385"
"DID723","AID819"
"DID723","AID127"
"DID723","AID421"
"DID723","AID916"
"DID723","AID1126"
"DID1119","AID223"
"DID1119","AID2464"
"DID1119","AID1839"
"DID1119","AID2110"
"DID1119","AID2330"
"DID129","AID2224"
"DID129","AID2628"
"DID129","AID2870"
"DID129","AID273"
"DID129","AID1350"
"DID129","AID186"
"DID129","AID505"
"DID129","AID529"
"DID129","AID1747"
"DID129","AID674"
"DID129","AID1194"
"DID370","AID1926"
"DID370","AID1966"
"DID370","AID1163"
"DID370","AID1028"
"DID370","AID469"
"DID370","AID1588"
"DID370","AID1618"
"DID370","AID2621"
"DID489","AID1342"
"DID489","AID523"
"DID489","AID1350"
"DID489","AID557"
"DID489","AID1306"
"DID489","AID1512"
"DID489","AID1741"
"DID489","AID2211"
"DID489","AID2268"
"DID489","AID2494"
"DID489","AID2939"
"DID18","AID2761"
"DID18","AID2235"
"DID18","AID2384"
"DID18","AID1605"
"DID18","AID383"
"DID18","AID2757"
"DID518","AID803"
"DID518","AID966"
"DID518","AID1846"
"DID518","AID582"
"DID518","AID983"
"DID518","AID6"
"DID518","AID396"
