"BID","DID"
"BID111","DID339"
"BID120","DID339"
"BID111","DID922"
"BID120","DID922"
"BID611","DID335"
"BID977","DID335"
"BID611","DID787"
"BID977","DID787"
"BID150","DID137"
"BID569","DID137"
"BID150","DID873"
"BID569","DID873"
"BID427","DID360"
"BID849","DID360"
"BID427","DID532"
"BID849","DID532"
"BID123","DID44"
"BID727","DID44"
"BID123","DID608"
"BID727","DID608"
"BID519","DID720"
"BID763","DID720"
"BID519","DID872"
"BID763","DID872"
"BID398","DID851"
"BID835","DID851"
"BID398","DID886"
"BID835","DID886"
"BID805","DID435"
"BID989","DID435"
"BID805","DID468"
"BID989","DID468"
"BID502","DID141"
"BID706","DID141"
"BID502","DID37"
"BID706","DID37"
"BID559","DID265"
"BID867","DID265"
"BID559","DID53"
"BID867","DID53"
"BID260","DID317"
"BID282","DID317"
"BID260","DID875"
"BID282","DID875"
"BID655","DID794"
"BID99","DID794"
"BID655","DID807"
"BID99","DID807"
"BID150","DID202"
"BID226","DID202"
"BID150","DID461"
"BID226","DID461"
"BID853","DID816"
"BID971","DID816"
"BID853","DID824"
"BID971","DID824"
"BID242","DID108"
"BID650","DID108"
"BID242","DID845"
"BID650","DID845"
"BID20","DID274"
"BID237","DID274"
"BID20","DID545"
"BID237","DID545"
"BID869","DID276"
"BID884","DID276"
"BID869","DID288"
"BID884","DID288"
"BID108","DID839"
"BID765","DID839"
"BID108","DID938"
"BID765","DID938"
"BID500","DID381"
"BID899","DID381"
"BID500","DID519"
"BID899","DID519"
"BID318","DID46"
"BID672","DID46"
"BID318","DID866"
"BID672","DID866"
"BID394","DID212"
"BID777","DID212"
"BID394","DID617"
"BID777","DID617"
"BID485","DID423"
"BID960","DID423"
"BID485","DID948"
"BID960","DID948"
"BID332","DID194"
"BID540","DID194"
"BID332","DID471"
"BID540","DID471"
"BID832","DID761"
"BID997","DID761"
"BID832","DID820"
"BID997","DID820"
"BID100","DID342"
"BID347","DID342"
"BID100","DID824"
"BID347","DID824"
"BID218","DID179"
"BID61","DID179"
"BID218","DID236"
"BID61","DID236"
"BID213","DID442"
"BID51","DID442"
"BID213","DID839"
"BID51","DID839"
"BID564","DID112"
"BID612","DID112"
"BID564","DID491"
"BID612","DID491"
"BID182","DID182"
"BID497","DID182"
"BID182","DID193"
"BID497","DID193"
"BID230","DID205"
"BID824","DID205"
"BID230","DID34"
"BID824","DID34"
"BID601","DID122"
"BID91","DID122"
"BID601","DID929"
"BID91","DID929"
"BID552","DID171"
"BID862","DID171"
"BID552","DID725"
"BID862","DID725"
"BID106","DID30"
"BID382","DID30"
"BID106","DID36"
"BID382","DID36"
"BID106","DID402"
"BID964","DID402"
"BID106","DID547"
"BID964","DID547"
"BID203","DID615"
"BID696","DID615"
"BID203","DID637"
"BID696","DID637"
"BID418","DID37"
"BID934","DID37"
"BID418","DID380"
"BID934","DID380"
"BID228","DID615"
"BID325","DID615"
"BID228","DID942"
"BID325","DID942"
"BID404","DID493"
"BID64","DID493"
"BID404","DID726"
"BID64","DID726"
"BID577","DID693"
"BID616","DID693"
"BID577","DID86"
"BID616","DID86"
"BID674","DID205"
"BID754","DID205"
"BID674","DID818"
"BID754","DID818"
"BID3","DID119"
"BID327","DID119"
"BID3","DID7"
"BID327","DID7"
"BID143","DID237"
"BID940","DID237"
"BID143","DID801"
"BID940","DID801"
"BID611","DID268"
"BID915","DID268"
"BID611","DID925"
"BID915","DID925"
"BID534","DID775"
"BID726","DID775"
"BID534","DID879"
"BID726","DID879"
"BID653","DID615"
"BID913","DID615"
"BID653","DID841"
"BID913","DID841"
"BID420","DID196"
"BID855","DID196"
"BID420","DID674"
"BID855","DID674"
"BID235","DID886"
"BID525","DID886"
"BID235","DID944"
"BID525","DID944"
"BID251","DID11"
"BID302","DID11"
"BID251","DID384"
"BID302","DID384"
"BID134","DID272"
"BID153","DID272"
"BID134","DID818"
"BID153","DID818"
"BID712","DID348"
"BID941","DID348"
"BID712","DID759"
"BID941","DID759"
"BID408","DID660"
"BID713","DID660"
"BID408","DID781"
"BID713","DID781"
"BID268","DID292"
"BID617","DID292"
"BID268","DID800"
"BID617","DID800"
"BID451","DID209"
"BID894","DID209"
"BID451","DID940"
"BID894","DID940"
"BID314","DID591"
"BID482","DID591"
"BID314","DID876"
"BID482","DID876"
"BID582","DID15"
"BID761","DID15"
"BID582","DID940"
"BID761","DID940"
"BID758","DID117"
"BID932","DID117"
"BID758","DID484"
"BID932","DID484"
"BID702","DID37"
"BID947","DID37"
"BID702","DID688"
"BID947","DID688"
"BID863","DID22"
"BID978","DID22"
"BID863","DID705"
"BID978","DID705"
"BID404","DID405"
"BID634","DID405"
"BID404","DID485"
"BID634","DID485"
"BID301","DID238"
"BID411","DID238"
"BID301","DID989"
"BID411","DID989"
"BID448","DID512"
"BID898","DID512"
"BID448","DID559"
"BID898","DID559"
"BID715","DID200"
"BID74","DID200"
"BID715","DID599"
"BID74","DID599"
"BID500","DID784"
"BID57","DID784"
"BID500","DID839"
"BID57","DID839"
"BID304","DID193"
"BID633","DID193"
"BID304","DID503"
"BID633","DID503"
"BID773","DID620"
"BID978","DID620"
"BID773","DID794"
"BID978","DID794"
"BID538","DID174"
"BID71","DID174"
"BID538","DID931"
"BID71","DID931"
"BID157","DID190"
"BID806","DID190"
"BID157","DID307"
"BID806","DID307"
"BID180","DID368"
"BID664","DID368"
"BID180","DID600"
"BID664","DID600"
"BID186","DID501"
"BID618","DID501"
"BID186","DID812"
"BID618","DID812"
"BID419","DID501"
"BID661","DID501"
"BID419","DID586"
"BID661","DID586"
"BID27","DID373"
"BID552","DID373"
"BID27","DID763"
"BID552","DID763"
"BID705","DID227"
"BID768","DID227"
"BID705","DID348"
"BID768","DID348"
"BID517","DID517"
"BID759","DID517"
"BID517","DID744"
"BID759","DID744"
"BID434","DID669"
"BID71","DID669"
"BID434","DID901"
"BID71","DID901"
"BID474","DID298"
"BID542","DID298"
"BID474","DID984"
"BID542","DID984"
"BID499","DID471"
"BID679","DID471"
"BID499","DID79"
"BID679","DID79"
"BID352","DID234"
"BID914","DID234"
"BID352","DID9"
"BID914","DID9"
"BID350","DID172"
"BID720","DID172"
"BID350","DID225"
"BID720","DID225"
"BID264","DID251"
"BID413","DID251"
"BID264","DID729"
"BID413","DID729"
"BID254","DID118"
"BID821","DID118"
"BID254","DID431"
"BID821","DID431"
"BID961","DID131"
"BID981","DID131"
"BID961","DID70"
"BID981","DID70"
"BID276","DID226"
"BID995","DID226"
"BID276","DID872"
"BID995","DID872"
"BID143","DID178"
"BID393","DID178"
"BID143","DID241"
"BID393","DID241"
"BID177","DID431"
"BID42","DID431"
"BID177","DID773"
"BID42","DID773"
"BID85","DID684"
"BID89","DID684"
"BID85","DID798"
"BID89","DID798"
"BID198","DID306"
"BID364","DID306"
"BID198","DID563"
"BID364","DID563"
"BID247","DID105"
"BID61","DID105"
"BID247","DID161"
"BID61","DID161"
"BID122","DID384"
"BID580","DID384"
"BID122","DID755"
"BID580","DID755"
"BID676","DID876"
"BID725","DID876"
"BID676","DID923"
"BID725","DID923"
"BID143","DID393"
"BID226","DID393"
"BID143","DID398"
"BID226","DID398"
"BID167","DID533"
"BID968","DID533"
"BID167","DID579"
"BID968","DID579"
"BID178","DID160"
"BID522","DID160"
"BID178","DID257"
"BID522","DID257"
"BID452","DID278"
"BID487","DID278"
"BID452","DID290"
"BID487","DID290"
"BID5","DID116"
"BID64","DID116"
"BID5","DID947"
"BID64","DID947"
"BID383","DID579"
"BID857","DID579"
"BID383","DID745"
"BID857","DID745"
"BID212","DID281"
"BID418","DID281"
"BID212","DID687"
"BID418","DID687"
"BID362","DID913"
"BID446","DID913"
"BID362","DID919"
"BID446","DID919"
"BID472","DID322"
"BID880","DID322"
"BID472","DID751"
"BID880","DID751"
"BID174","DID454"
"BID924","DID454"
"BID174","DID717"
"BID924","DID717"
"BID789","DID164"
"BID891","DID164"
"BID789","DID171"
"BID891","DID171"
"BID347","DID655"
"BID727","DID655"
"BID347","DID852"
"BID727","DID852"
"BID795","DID798"
"BID93","DID798"
"BID795","DID917"
"BID93","DID917"
"BID427","DID343"
"BID577","DID343"
"BID427","DID477"
"BID577","DID477"
"BID349","DID144"
"BID403","DID144"
"BID349","DID83"
"BID403","DID83"
"BID727","DID948"
"BID866","DID948"
"BID727","DID955"
"BID866","DID955"
"BID635","DID374"
"BID874","DID374"
"BID635","DID928"
"BID874","DID928"
"BID135","DID411"
"BID537","DID411"
"BID135","DID656"
"BID537","DID656"
"BID541","DID412"
"BID544","DID412"
"BID541","DID619"
"BID544","DID619"
"BID482","DID651"
"BID936","DID651"
"BID482","DID992"
"BID936","DID992"
"BID20","DID116"
"BID202","DID116"
"BID20","DID279"
"BID202","DID279"
"BID724","DID289"
"BID89","DID289"
"BID724","DID325"
"BID89","DID325"
"BID291","DID546"
"BID395","DID546"
"BID291","DID748"
"BID395","DID748"
