CID,BID
CID1,BID1061
CID1,BID1779
CID1,BID215
CID1,BID383
CID1,BID538
CID1,BID905
CID2,BID1056
CID2,BID1131
CID2,BID1439
CID2,BID1447
CID2,BID1661
CID2,BID348
CID3,BID1150
CID3,BID1557
CID3,BID1859
CID3,BID705
CID3,BID794
CID3,BID909
CID4,BID1099
CID4,BID1598
CID4,BID1690
CID4,BID173
CID4,BID28
CID4,BID296
CID5,BID1006
CID5,BID1293
CID5,BID1915
CID5,BID1984
CID5,BID608
CID5,BID709
CID6,BID1104
CID6,BID1463
CID6,BID1796
CID6,BID1870
CID6,BID361
CID6,BID724
CID7,BID1079
CID7,BID1320
CID7,BID1345
CID7,BID1720
CID7,BID414
CID7,BID835
CID8,BID1419
CID8,BID1451
CID8,BID1508
CID8,BID1586
CID8,BID461
CID8,BID83
CID9,BID1390
CID9,BID1538
CID9,BID1621
CID9,BID1976
CID9,BID1987
CID9,BID472
CID10,BID1052
CID10,BID1061
CID10,BID1328
CID10,BID1852
CID10,BID1866
CID10,BID723
CID11,BID1648
CID11,BID1866
CID11,BID411
CID11,BID454
CID11,BID58
CID11,BID74
CID12,BID1007
CID12,BID1125
CID12,BID1133
CID12,BID1490
CID12,BID507
CID12,BID931
CID13,BID1344
CID13,BID240
CID13,BID476
CID13,BID558
CID13,BID68
CID13,BID740
CID14,BID105
CID14,BID1068
CID14,BID1458
CID14,BID1567
CID14,BID174
CID14,BID1794
CID15,BID1669
CID15,BID1729
CID15,BID323
CID15,BID853
CID15,BID855
CID15,BID977
CID16,BID1016
CID16,BID1237
CID16,BID1360
CID16,BID1911
CID16,BID464
CID16,BID87
CID17,BID1213
CID17,BID1306
CID17,BID228
CID17,BID442
CID17,BID708
CID17,BID720
CID18,BID1176
CID18,BID1548
CID18,BID28
CID18,BID768
CID18,BID78
CID18,BID916
CID19,BID1038
CID19,BID1561
CID19,BID1660
CID19,BID640
CID19,BID741
CID19,BID753
CID20,BID1700
CID20,BID258
CID20,BID388
CID20,BID459
CID20,BID493
CID20,BID563
CID21,BID1002
CID21,BID1076
CID21,BID1592
CID21,BID1642
CID21,BID1757
CID21,BID204
CID22,BID1214
CID22,BID496
CID22,BID725
CID22,BID740
CID22,BID745
CID22,BID824
CID23,BID1264
CID23,BID1453
CID23,BID1917
CID23,BID221
CID23,BID378
CID23,BID665
CID24,BID1058
CID24,BID348
CID24,BID664
CID24,BID710
CID24,BID830
CID24,BID873
CID25,BID1475
CID25,BID1727
CID25,BID258
CID25,BID27
CID25,BID659
CID25,BID935
CID26,BID1025
CID26,BID1704
CID26,BID1811
CID26,BID1877
CID26,BID623
CID26,BID645
CID27,BID1180
CID27,BID1310
CID27,BID1771
CID27,BID1791
CID27,BID261
CID27,BID375
CID28,BID1398
CID28,BID1972
CID28,BID20
CID28,BID456
CID28,BID580
CID28,BID904
CID29,BID1417
CID29,BID1597
CID29,BID170
CID29,BID22
CID29,BID733
CID29,BID951
CID30,BID116
CID30,BID1162
CID30,BID1253
CID30,BID1820
