CID,DID
CID1,DID1968
CID1,DID904
CID2,DID1108
CID2,DID218
CID2,DID387
CID3,DID1075
CID3,DID1424
CID3,DID147
CID3,DID798
CID4,DID1076
CID4,DID1517
CID5,DID1077
CID5,DID613
CID6,DID1260
CID6,DID744
CID7,DID1917
CID7,DID561
CID8,DID1057
CID8,DID1409
CID8,DID364
CID9,DID1632
CID9,DID371
CID9,DID382
CID9,DID432
CID10,DID166
CID10,DID841
CID11,DID1522
CID11,DID29
CID12,DID1118
CID12,DID878
CID13,DID1815
CID13,DID282
CID13,DID67
CID14,DID1633
CID14,DID1996
CID14,DID254
CID15,DID1187
CID15,DID412
CID15,DID685
CID16,DID1461
CID16,DID168
CID16,DID29
CID17,DID1112
CID17,DID580
CID17,DID631
CID18,DID331
CID18,DID503
CID18,DID568
CID18,DID878
CID19,DID1560
CID19,DID28
CID19,DID772
CID20,DID1027
CID20,DID748
CID21,DID1484
CID21,DID1898
CID21,DID1903
CID21,DID285
CID22,DID160
CID22,DID1942
CID22,DID86
CID23,DID1649
CID23,DID1763
CID23,DID1779
CID23,DID43
CID24,DID1037
CID24,DID1899
CID24,DID340
CID25,DID1249
CID25,DID1865
CID25,DID631
CID26,DID1216
CID26,DID366
CID26,DID394
CID27,DID1169
CID27,DID1961
CID27,DID2
CID27,DID799
CID28,DID1085
CID28,DID824
CID29,DID1541
CID29,DID1831
CID29,DID421
CID30,DID1214
CID30,DID1423
CID30,DID1469
CID30,DID1662
CID31,DID296
CID31,DID521
CID32,DID1633
CID32,DID1952
CID33,DID1095
CID33,DID1357
CID34,DID214
CID34,DID241
CID35,DID184
CID35,DID250
CID35,DID292
CID36,DID558
CID36,DID584
CID37,DID1465
CID37,DID539
CID38,DID1258
CID38,DID1830
CID38,DID1921
CID38,DID882
CID39,DID1808
CID39,DID1986
CID39,DID255
CID40,DID1155
CID40,DID303
CID41,DID1318
CID41,DID1517
CID41,DID1861
CID41,DID391
CID42,DID1038
CID42,DID1364
CID42,DID1590
CID42,DID376
CID43,DID1461
CID43,DID510
CID43,DID752
CID43,DID774
CID44,DID1164
CID44,DID1995
CID44,DID267
CID44,DID909
CID45,DID1193
CID45,DID1498
CID45,DID891
CID46,DID101
CID46,DID1088
CID46,DID1112
CID46,DID202
CID47,DID1274
CID47,DID207
CID47,DID432
CID47,DID935
CID48,DID245
CID48,DID561
CID48,DID809
CID49,DID1396
CID49,DID1783
CID49,DID1964
CID50,DID1487
CID50,DID1880
CID50,DID895
CID51,DID1346
CID51,DID150
CID51,DID1572
CID51,DID414
CID52,DID1122
CID52,DID1404
CID53,DID1077
CID53,DID1267
CID53,DID142
CID54,DID1179
CID54,DID526
CID54,DID608
CID55,DID1395
CID55,DID896
CID56,DID1738
CID56,DID1896
CID57,DID1615
CID57,DID1717
CID57,DID888
CID57,DID914
CID58,DID1487
CID58,DID1713
CID59,DID1024
CID59,DID466
CID59,DID624
CID60,DID1221
CID60,DID1312
CID60,DID321
CID61,DID305
CID61,DID55
CID61,DID982
CID62,DID1668
CID62,DID68
CID62,DID801
CID63,DID558
CID63,DID98
CID64,DID1393
CID64,DID1663
CID64,DID1825
CID65,DID1908
CID65,DID358
CID65,DID57
CID66,DID1290
CID66,DID1482
CID67,DID1525
CID67,DID1722
CID67,DID423
CID68,DID137
CID68,DID713
CID69,DID1040
CID69,DID1779
CID70,DID1089
CID70,DID1150
CID70,DID1332
CID70,DID1568
CID71,DID111
CID71,DID443
CID71,DID477
CID72,DID908
CID72,DID951
CID73,DID1461
CID73,DID1521
CID73,DID1686
CID73,DID652
CID74,DID1544
CID74,DID786
CID75,DID263
