"AID","DID"
"AID96","DID851"
"AID134","DID851"
"AID971","DID851"
"AID1101","DID851"
"AID288","DID212"
"AID289","DID212"
"AID103","DID212"
"AID1100","DID212"
"AID1814","DID212"
"AID288","DID997"
"AID289","DID997"
"AID103","DID997"
"AID1100","DID997"
"AID1814","DID997"
"AID43","DID742"
"AID1031","DID742"
"AID1396","DID742"
"AID1423","DID742"
"AID1501","DID742"
"AID43","DID817"
"AID1031","DID817"
"AID1396","DID817"
"AID1423","DID817"
"AID1501","DID817"
"AID454","DID223"
"AID850","DID223"
"AID454","DID724"
"AID850","DID724"
"AID223","DID255"
"AID455","DID255"
"AID103","DID276"
"AID691","DID276"
"AID772","DID276"
"AID1690","DID276"
"AID404","DID276"
"AID620","DID276"
"AID1660","DID276"
"AID1865","DID276"
"AID1967","DID276"
"AID595","DID827"
"AID630","DID827"
"AID1077","DID827"
"AID1294","DID827"
"AID1447","DID827"
"AID343","DID827"
"AID348","DID827"
"AID1989","DID827"
"AID521","DID280"
"AID1136","DID280"
"AID1679","DID280"
"AID389","DID280"
"AID707","DID280"
"AID521","DID938"
"AID1136","DID938"
"AID1679","DID938"
"AID389","DID938"
"AID707","DID938"
"AID594","DID192"
"AID1609","DID192"
"AID1680","DID192"
"AID594","DID703"
"AID1609","DID703"
"AID1680","DID703"
"AID525","DID341"
"AID906","DID341"
"AID1899","DID341"
"AID1965","DID341"
"AID451","DID827"
"AID1643","DID827"
"AID322","DID207"
"AID825","DID207"
"AID1004","DID207"
"AID681","DID207"
"AID689","DID207"
"AID766","DID207"
"AID1005","DID207"
"AID1849","DID207"
"AID322","DID841"
"AID825","DID841"
"AID1004","DID841"
"AID681","DID841"
"AID689","DID841"
"AID766","DID841"
"AID1005","DID841"
"AID1849","DID841"
"AID698","DID124"
"AID1007","DID124"
"AID1263","DID124"
"AID698","DID540"
"AID1007","DID540"
"AID1263","DID540"
"AID978","DID79"
"AID1144","DID79"
"AID1510","DID79"
"AID978","DID93"
"AID1144","DID93"
"AID1510","DID93"
"AID605","DID59"
"AID1415","DID59"
"AID1686","DID59"
"AID878","DID59"
"AID1236","DID59"
"AID1612","DID59"
"AID1253","DID923"
"AID687","DID72"
"AID1106","DID72"
"AID1219","DID72"
"AID1737","DID72"
"AID615","DID771"
"AID1587","DID771"
"AID1711","DID771"
"AID1928","DID771"
"AID47","DID771"
"AID1780","DID771"
"AID1120","DID36"
"AID1754","DID36"
"AID981","DID36"
"AID1029","DID36"
"AID1047","DID36"
"AID1262","DID36"
"AID3","DID573"
"AID612","DID573"
"AID998","DID573"
"AID1171","DID573"
"AID1481","DID573"
"AID1981","DID573"
"AID43","DID219"
"AID1031","DID219"
"AID1396","DID219"
"AID1423","DID219"
"AID1501","DID219"
"AID43","DID957"
"AID1031","DID957"
"AID1396","DID957"
"AID1423","DID957"
"AID1501","DID957"
"AID1171","DID516"
"AID1387","DID516"
"AID1644","DID516"
"AID1171","DID75"
"AID1387","DID75"
"AID1644","DID75"
"AID13","DID491"
"AID1677","DID491"
"AID115","DID466"
"AID892","DID466"
"AID959","DID466"
"AID1647","DID466"
"AID115","DID529"
"AID892","DID529"
"AID959","DID529"
"AID1647","DID529"
"AID590","DID103"
"AID661","DID103"
"AID755","DID103"
"AID590","DID340"
"AID661","DID340"
"AID755","DID340"
"AID279","DID743"
"AID450","DID743"
"AID947","DID743"
"AID1806","DID743"
"AID543","DID743"
"AID919","DID743"
"AID1154","DID743"
"AID279","DID898"
"AID450","DID898"
"AID947","DID898"
"AID1806","DID898"
"AID543","DID898"
"AID919","DID898"
"AID1154","DID898"
"AID820","DID206"
"AID1812","DID206"
"AID1923","DID206"
"AID1889","DID774"
"AID409","DID267"
"AID853","DID267"
"AID1215","DID267"
"AID409","DID591"
"AID853","DID591"
"AID1215","DID591"
"AID120","DID995"
"AID182","DID995"
"AID549","DID995"
"AID1532","DID995"
"AID910","DID270"
"AID910","DID835"
"AID94","DID195"
"AID1616","DID195"
"AID1970","DID195"
"AID516","DID195"
"AID813","DID195"
"AID1080","DID195"
"AID1167","DID195"
"AID709","DID451"
"AID935","DID451"
"AID1003","DID451"
"AID1225","DID451"
"AID1904","DID451"
"AID709","DID826"
"AID935","DID826"
"AID1003","DID826"
"AID1225","DID826"
"AID1904","DID826"
"AID30","DID223"
"AID104","DID223"
"AID207","DID223"
"AID557","DID223"
"AID574","DID223"
"AID792","DID223"
"AID1241","DID223"
"AID1336","DID223"
"AID1648","DID223"
"AID30","DID751"
"AID104","DID751"
"AID207","DID751"
"AID557","DID751"
"AID574","DID751"
"AID792","DID751"
"AID1241","DID751"
"AID1336","DID751"
"AID1648","DID751"
"AID131","DID221"
"AID1098","DID221"
"AID232","DID221"
"AID1064","DID221"
"AID203","DID336"
"AID667","DID336"
"AID1847","DID336"
"AID1915","DID336"
"AID201","DID336"
"AID1003","DID336"
"AID1033","DID336"
"AID1536","DID336"
"AID666","DID460"
"AID780","DID460"
"AID848","DID460"
"AID1626","DID460"
"AID1798","DID460"
"AID378","DID460"
"AID1048","DID460"
"AID1260","DID460"
"AID1357","DID460"
"AID856","DID147"
"AID1247","DID147"
"AID1892","DID147"
"AID856","DID835"
"AID1247","DID835"
"AID1892","DID835"
"AID328","DID722"
"AID425","DID722"
"AID512","DID722"
"AID564","DID722"
"AID1091","DID722"
"AID328","DID920"
"AID425","DID920"
"AID512","DID920"
"AID564","DID920"
"AID1091","DID920"
"AID103","DID15"
"AID163","DID15"
"AID851","DID15"
"AID1194","DID15"
"AID1214","DID335"
"AID170","DID135"
"AID223","DID135"
"AID821","DID135"
"AID1000","DID135"
"AID1051","DID135"
"AID1113","DID135"
"AID347","DID243"
"AID630","DID243"
"AID659","DID243"
"AID1499","DID243"
"AID66","DID243"
"AID202","DID243"
"AID688","DID243"
"AID861","DID243"
"AID347","DID355"
"AID630","DID355"
"AID659","DID355"
"AID1499","DID355"
"AID66","DID355"
"AID202","DID355"
"AID688","DID355"
"AID861","DID355"
"AID1535","DID332"
"AID1766","DID332"
"AID1535","DID593"
"AID1766","DID593"
"AID752","DID992"
"AID1114","DID992"
"AID1242","DID992"
"AID1855","DID992"
"AID1691","DID256"
"AID1846","DID256"
"AID64","DID256"
"AID791","DID256"
"AID822","DID256"
"AID1282","DID256"
"AID89","DID163"
"AID246","DID163"
"AID754","DID163"
"AID1068","DID163"
"AID1818","DID163"
"AID1664","DID163"
"AID1717","DID163"
"AID588","DID475"
"AID1300","DID475"
"AID1653","DID475"
"AID241","DID475"
"AID1443","DID475"
"AID1811","DID475"
"AID1572","DID55"
"AID1906","DID55"
"AID90","DID382"
"AID472","DID382"
"AID1739","DID382"
"AID1259","DID382"
"AID90","DID457"
"AID472","DID457"
"AID1739","DID457"
"AID1259","DID457"
"AID321","DID419"
"AID439","DID419"
"AID1457","DID419"
"AID1639","DID419"
"AID1792","DID419"
"AID726","DID419"
"AID524","DID640"
"AID908","DID640"
"AID1279","DID640"
"AID1727","DID640"
"AID522","DID640"
"AID553","DID640"
"AID767","DID640"
"AID1948","DID640"
"AID524","DID964"
"AID908","DID964"
"AID1279","DID964"
"AID1727","DID964"
"AID522","DID964"
