CID,BID
CID1,BID1189
CID1,BID194
CID2,BID1078
CID2,BID1423
CID3,BID1995
CID3,BID777
CID4,BID110
CID4,BID1328
CID5,BID1744
CID5,BID25
CID6,BID688
CID6,BID783
CID7,BID1697
CID7,BID564
CID8,BID1336
CID8,BID241
CID9,BID1866
CID9,BID933
CID10,BID106
CID10,BID816
CID11,BID357
CID11,BID892
CID12,BID1382
CID12,BID491
CID13,BID1135
CID13,BID1175
CID14,BID241
CID14,BID809
CID15,BID526
CID15,BID626
CID16,BID1160
CID16,BID326
CID17,BID1199
CID17,BID265
CID18,BID1196
CID18,BID1740
CID19,BID504
CID19,BID704
CID20,BID273
CID20,BID460
CID21,BID1398
CID21,BID1919
CID22,BID1192
CID22,BID849
CID23,BID1273
CID23,BID1510
CID24,BID753
CID24,BID812
CID25,BID624
CID25,BID631
CID26,BID1025
CID26,BID1897
CID27,BID1366
CID27,BID1818
CID28,BID1423
CID28,BID1865
CID29,BID1351
CID29,BID37
CID30,BID1346
CID30,BID1739
CID31,BID860
CID31,BID918
CID32,BID1222
CID32,BID411
CID33,BID1496
CID33,BID865
CID34,BID1604
CID34,BID1815
CID35,BID1248
CID35,BID1397
CID36,BID1061
CID36,BID122
CID37,BID1289
CID37,BID873
CID38,BID636
CID38,BID926
CID39,BID497
CID39,BID569
CID40,BID1730
CID40,BID1825
CID41,BID426
CID41,BID648
CID42,BID195
CID42,BID385
CID43,BID1165
CID43,BID941
CID44,BID1318
CID44,BID545
CID45,BID1025
CID45,BID231
CID46,BID1676
CID46,BID792
CID47,BID1204
CID47,BID1317
CID48,BID1039
CID48,BID408
CID49,BID1158
CID49,BID1166
CID50,BID1876
CID50,BID195
CID51,BID578
CID51,BID876
CID52,BID1107
CID52,BID1753
CID53,BID1233
CID53,BID1620
CID54,BID1660
CID54,BID1699
CID55,BID1001
CID55,BID845
CID56,BID1443
CID56,BID1453
CID57,BID1530
CID57,BID855
CID58,BID1579
CID58,BID1611
CID59,BID100
CID59,BID902
CID60,BID1284
CID60,BID273
CID61,BID131
CID61,BID230
CID62,BID1328
CID62,BID1836
CID63,BID1819
CID63,BID589
CID64,BID790
CID64,BID791
CID65,BID1887
CID65,BID261
CID66,BID1815
CID66,BID321
CID67,BID1125
CID67,BID317
CID68,BID1755
CID68,BID647
CID69,BID1131
CID69,BID1664
CID70,BID213
CID70,BID677
CID71,BID326
CID71,BID960
CID72,BID458
CID72,BID979
CID73,BID1060
CID73,BID1631
CID74,BID1174
CID74,BID182
CID75,BID1626
CID75,BID1868
CID76,BID1184
CID76,BID23
CID77,BID307
CID77,BID693
CID78,BID359
CID78,BID758
CID79,BID467
CID79,BID966
CID80,BID864
CID80,BID976
CID81,BID1789
CID81,BID274
CID82,BID1187
CID82,BID55
CID83,BID1594
CID83,BID29
CID84,BID1162
CID84,BID67
CID85,BID1951
CID85,BID1974
CID86,BID432
CID86,BID804
CID87,BID1294
CID87,BID941
CID88,BID1698
CID88,BID547
CID89,BID1620
CID89,BID633
CID90,BID115
CID90,BID748
CID91,BID131
CID91,BID1662
CID92,BID1077
CID92,BID1108
CID93,BID1219
CID93,BID1499
CID94,BID225
CID94,BID715
CID95,BID1607
CID95,BID585
CID96,BID109
CID96,BID519
CID97,BID1405
CID97,BID348
CID98,BID1223
CID98,BID528
CID99,BID1420
CID99,BID474
CID100,BID1587
CID100,BID257
CID101,BID1516
CID101,BID978
CID102,BID1985
CID102,BID821
CID103,BID1290
CID103,BID1872
CID104,BID431
CID104,BID903
CID105,BID1170
CID105,BID1752
CID106,BID1205
CID106,BID419
CID107,BID1638
CID107,BID450
CID108,BID256
CID108,BID766
CID109,BID1335
CID109,BID552
CID110,BID1636
CID110,BID1816
CID111,BID158
CID111,BID875
CID112,BID1010
CID112,BID973
CID113,BID1251
CID113,BID250
CID114,BID555
CID114,BID867
CID115,BID1779
CID115,BID308
CID116,BID356
CID116,BID517
CID117,BID1448
CID117,BID224
CID118,BID1553
CID118,BID378
CID119,BID1347
CID119,BID1351
CID120,BID1559
CID120,BID870
CID121,BID1389
CID121,BID511
CID122,BID114
CID122,BID86
CID123,BID1731
CID123,BID65
CID124,BID1244
CID124,BID1438
CID125,BID1871
CID125,BID682
CID126,BID1311
CID126,BID715
CID127,BID1249
CID127,BID1520
CID128,BID1146
CID128,BID445
CID129,BID487
CID129,BID536
CID130,BID1126
CID130,BID1222
CID131,BID1935
CID131,BID913
CID132,BID1017
CID132,BID1730
CID133,BID1429
CID133,BID825
CID134,BID1408
CID134,BID1651
CID135,BID1642
CID135,BID468
CID136,BID1406
CID136,BID18
CID137,BID1914
CID137,BID61
CID138,BID200
CID138,BID998
CID139,BID105
CID139,BID421
CID140,BID74
CID140,BID796
CID141,BID1954
CID141,BID364
CID142,BID1011
CID142,BID493
CID143,BID1754
CID143,BID968
CID144,BID1152
CID144,BID1689
CID145,BID1757
CID145,BID534
CID146,BID1913
CID146,BID559
CID147,BID1679
CID147,BID555
CID148,BID493
CID148,BID737
CID149,BID1314
CID149,BID1652
CID150,BID900
CID150,BID93
CID151,BID1161
CID151,BID250
CID152,BID1845
CID152,BID770
CID153,BID1143
CID153,BID1411
CID154,BID1246
CID154,BID1351
CID155,BID1484
CID155,BID296
CID156,BID1003
CID156,BID1476
CID157,BID1912
CID157,BID861
CID158,BID1020
CID158,BID971
CID159,BID1383
CID159,BID74
CID160,BID1033
CID160,BID404
CID161,BID1088
CID161,BID402
CID162,BID1144
CID162,BID306
CID163,BID1231
CID163,BID1533
CID164,BID1218
CID164,BID377
CID165,BID1172
CID165,BID873
CID166,BID1591
CID166,BID626
CID167,BID1723
CID167,BID48
CID168,BID553
CID168,BID831
CID169,BID1136
CID169,BID1691
CID170,BID1013
CID170,BID1465
CID171,BID1222
CID171,BID1284
CID172,BID1420
CID172,BID1746
CID173,BID1924
CID173,BID476
CID174,BID1362
CID174,BID969
CID175,BID1075
CID175,BID1846
CID176,BID1428
CID176,BID210
CID177,BID1709
CID177,BID617
CID178,BID1226
CID178,BID1741
CID179,BID1738
CID179,BID75
CID180,BID1191
