CID,DID
CID1,DID1432
CID1,DID1503
CID1,DID1661
CID1,DID528
CID2,DID1303
CID2,DID251
CID2,DID717
CID2,DID868
CID3,DID637
CID3,DID655
CID4,DID1072
CID4,DID1488
CID4,DID701
CID5,DID1201
CID5,DID1821
CID5,DID762
CID6,DID1769
CID6,DID1816
CID6,DID880
CID7,DID1007
CID7,DID1730
CID7,DID1808
CID7,DID518
CID8,DID1371
CID8,DID553
CID9,DID1604
CID9,DID325
CID9,DID80
CID9,DID898
CID10,DID1667
CID10,DID1681
CID10,DID972
CID11,DID1136
CID11,DID533
CID12,DID1561
CID12,DID1720
CID12,DID1760
CID13,DID1661
CID13,DID1793
CID13,DID676
CID13,DID873
CID14,DID1184
CID14,DID1480
CID14,DID858
CID15,DID1145
CID15,DID1195
CID15,DID1898
CID16,DID345
CID16,DID579
CID16,DID763
CID17,DID309
CID17,DID465
CID18,DID1642
CID18,DID180
CID19,DID144
CID19,DID1881
CID19,DID1946
CID19,DID353
CID20,DID1724
CID20,DID897
CID21,DID1544
CID21,DID301
CID22,DID1035
CID22,DID1331
CID22,DID1339
CID22,DID459
CID23,DID1131
CID23,DID703
CID24,DID46
CID24,DID49
CID24,DID779
CID24,DID9
CID25,DID46
CID25,DID495
CID26,DID1466
CID26,DID278
CID26,DID573
CID26,DID9
CID27,DID1738
CID27,DID273
CID27,DID700
CID27,DID709
CID28,DID650
CID28,DID937
CID29,DID390
CID29,DID798
CID30,DID1547
CID30,DID1744
CID30,DID744
CID31,DID1439
CID31,DID1613
CID31,DID1655
CID32,DID1267
CID32,DID1414
CID32,DID1969
CID32,DID693
CID33,DID1155
CID33,DID1806
CID33,DID2
CID34,DID1079
CID34,DID1170
CID34,DID36
CID34,DID774
CID35,DID1024
CID35,DID1912
CID35,DID275
CID36,DID125
CID36,DID233
CID36,DID369
CID37,DID1949
CID37,DID328
CID37,DID380
CID37,DID982
CID38,DID1071
CID38,DID807
CID39,DID1255
CID39,DID630
CID40,DID160
CID40,DID61
CID41,DID1565
CID41,DID50
CID42,DID110
CID42,DID1842
CID42,DID1912
CID42,DID405
CID43,DID1568
CID43,DID1723
CID43,DID79
CID43,DID838
CID44,DID1332
CID44,DID1827
CID45,DID1781
CID45,DID1975
CID45,DID707
CID45,DID866
CID46,DID1533
CID46,DID1910
CID46,DID481
CID47,DID191
CID47,DID1982
CID48,DID1733
CID48,DID243
CID48,DID345
CID48,DID48
CID49,DID1421
CID49,DID64
CID49,DID720
CID50,DID1264
CID50,DID1488
CID50,DID866
CID51,DID1431
CID51,DID1771
CID52,DID1
CID52,DID1217
CID52,DID1359
CID52,DID748
CID53,DID1115
CID53,DID1120
CID53,DID1568
CID53,DID604
CID54,DID1394
CID54,DID1522
CID54,DID1797
CID54,DID249
CID55,DID1055
CID55,DID990
CID56,DID1992
CID56,DID424
CID56,DID515
CID56,DID743
CID57,DID1856
CID57,DID1934
CID57,DID821
CID58,DID381
CID58,DID528
CID59,DID1245
CID59,DID1462
CID59,DID1721
CID59,DID670
CID60,DID1180
CID60,DID1774
CID61,DID1451
CID61,DID24
CID62,DID1567
