CID,DID
CID1,DID2099
CID2,DID2034
CID3,DID1569
CID3,DID2589
CID4,DID1813
CID4,DID651
CID5,DID1486
CID5,DID2022
CID6,DID1338
CID6,DID1918
CID6,DID2394
CID6,DID2746
CID6,DID2890
CID6,DID997
CID7,DID895
CID8,DID1331
CID9,DID1989
CID9,DID2013
CID9,DID312
CID10,DID1557
CID10,DID2370
CID11,DID1024
CID12,DID1161
CID12,DID2798
CID13,DID1410
CID13,DID965
CID14,DID225
CID15,DID1116
CID15,DID643
CID16,DID2789
CID16,DID601
CID17,DID178
CID18,DID515
CID19,DID1599
CID19,DID619
CID20,DID2855
CID21,DID1153
CID21,DID1893
CID22,DID1343
CID23,DID1565
CID24,DID2151
CID24,DID980
CID25,DID1377
CID25,DID2280
CID25,DID600
CID25,DID612
CID26,DID907
CID27,DID1266
CID27,DID1543
CID28,DID1919
CID28,DID2646
CID29,DID2584
CID29,DID2733
CID30,DID1178
CID31,DID2382
CID32,DID204
CID32,DID295
CID33,DID1161
CID33,DID533
CID34,DID1283
CID35,DID1858
CID36,DID2755
CID36,DID276
CID37,DID1938
CID37,DID927
CID38,DID1564
CID38,DID2470
CID39,DID1418
CID40,DID2639
CID41,DID733
CID42,DID169
CID42,DID801
CID43,DID634
CID44,DID268
CID45,DID1948
CID46,DID2576
CID46,DID537
CID47,DID113
CID47,DID15
CID47,DID1883
CID47,DID781
CID48,DID1077
CID49,DID2699
CID50,DID1113
CID51,DID1515
CID51,DID2193
CID51,DID2200
CID51,DID2619
CID51,DID2752
CID52,DID1152
CID53,DID1607
CID54,DID2577
CID54,DID2887
CID55,DID2505
CID55,DID2752
CID56,DID2271
CID57,DID1514
CID57,DID1650
CID58,DID1089
CID58,DID1115
CID58,DID1338
CID58,DID1616
CID58,DID243
CID58,DID2937
CID59,DID2762
CID60,DID2606
CID60,DID567
CID61,DID2644
CID62,DID154
CID62,DID2116
CID62,DID2735
CID62,DID2737
CID62,DID356
CID62,DID858
CID63,DID1126
CID63,DID150
CID64,DID2376
CID65,DID1066
CID65,DID1470
CID65,DID1514
CID65,DID1574
CID66,DID1242
CID67,DID1856
CID67,DID362
CID68,DID1616
CID68,DID2696
CID69,DID133
CID69,DID1916
CID69,DID2111
CID69,DID2361
CID69,DID2924
CID70,DID433
CID71,DID1609
CID72,DID1836
CID72,DID2404
CID72,DID2911
CID72,DID418
CID72,DID715
CID73,DID102
CID73,DID2559
CID74,DID2101
CID74,DID2232
CID74,DID2323
CID74,DID2464
CID74,DID2492
CID75,DID1418
CID76,DID2346
CID76,DID581
CID77,DID2146
CID77,DID552
CID78,DID1807
CID78,DID2725
CID79,DID1614
CID79,DID198
CID79,DID2423
CID79,DID4
CID80,DID821
CID81,DID1437
CID81,DID2430
CID81,DID268
CID81,DID2977
CID81,DID598
CID81,DID906
CID82,DID2308
CID83,DID200
CID83,DID2511
CID83,DID2653
CID83,DID2968
CID83,DID2971
CID84,DID1274
CID85,DID930
CID86,DID1569
CID86,DID47
CID87,DID2802
CID88,DID856
CID89,DID2230
CID90,DID2648
CID91,DID526
CID92,DID447
CID92,DID797
CID92,DID88
CID93,DID2121
CID94,DID2787
CID94,DID2977
CID94,DID804
CID95,DID2450
CID95,DID804
CID96,DID763
CID97,DID1279
CID97,DID2227
CID98,DID2786
CID99,DID2010
CID99,DID2204
CID99,DID2220
CID99,DID2480
CID99,DID486
CID99,DID801
CID100,DID535
CID101,DID2562
CID102,DID138
CID102,DID1912
CID103,DID1611
CID104,DID2213
CID104,DID2605
CID104,DID2688
CID104,DID2847
CID104,DID2998
CID104,DID550
CID105,DID304
CID106,DID814
CID107,DID1294
CID107,DID1885
CID108,DID1240
CID108,DID548
CID109,DID871
CID109,DID925
CID110,DID1310
CID110,DID132
CID110,DID1607
CID110,DID1829
CID110,DID2810
CID111,DID1255
CID112,DID1048
CID112,DID1503
CID112,DID172
CID112,DID872
CID113,DID1946
CID113,DID2346
CID114,DID2114
CID115,DID1318
CID115,DID2831
CID116,DID115
CID116,DID2007
CID117,DID605
CID118,DID2883
CID118,DID534
CID119,DID1210
CID120,DID2386
CID121,DID2457
CID122,DID2664
CID122,DID731
CID123,DID2668
CID123,DID737
CID124,DID2551
CID124,DID2923
CID125,DID715
CID125,DID911
CID126,DID399
CID127,DID472
CID128,DID1253
CID128,DID1300
CID128,DID1411
CID128,DID1952
CID128,DID2246
CID128,DID2581
CID129,DID1479
CID129,DID1672
CID130,DID2933
CID131,DID258
CID131,DID2906
CID132,DID1074
CID133,DID1922
CID133,DID2157
CID133,DID2528
CID133,DID982
CID134,DID837
