"DID","AID"
"DID851","AID96"
"DID851","AID134"
"DID851","AID971"
"DID851","AID1101"
"DID212","AID288"
"DID997","AID288"
"DID212","AID289"
"DID997","AID289"
"DID212","AID103"
"DID997","AID103"
"DID212","AID1100"
"DID997","AID1100"
"DID212","AID1814"
"DID997","AID1814"
"DID742","AID43"
"DID817","AID43"
"DID742","AID1031"
"DID817","AID1031"
"DID742","AID1396"
"DID817","AID1396"
"DID742","AID1423"
"DID817","AID1423"
"DID742","AID1501"
"DID817","AID1501"
"DID223","AID454"
"DID724","AID454"
"DID223","AID850"
"DID724","AID850"
"DID255","AID223"
"DID255","AID455"
"DID276","AID103"
"DID276","AID691"
"DID276","AID772"
"DID276","AID1690"
"DID276","AID404"
"DID276","AID620"
"DID276","AID1660"
"DID276","AID1865"
"DID276","AID1967"
"DID827","AID595"
"DID827","AID630"
"DID827","AID1077"
"DID827","AID1294"
"DID827","AID1447"
"DID827","AID343"
"DID827","AID348"
"DID827","AID1989"
"DID280","AID521"
"DID938","AID521"
"DID280","AID1136"
"DID938","AID1136"
"DID280","AID1679"
"DID938","AID1679"
"DID280","AID389"
"DID938","AID389"
"DID280","AID707"
"DID938","AID707"
"DID192","AID594"
"DID703","AID594"
"DID192","AID1609"
"DID703","AID1609"
"DID192","AID1680"
"DID703","AID1680"
"DID341","AID525"
"DID341","AID906"
"DID341","AID1899"
"DID341","AID1965"
"DID827","AID451"
"DID827","AID1643"
"DID207","AID322"
"DID841","AID322"
"DID207","AID825"
"DID841","AID825"
"DID207","AID1004"
"DID841","AID1004"
"DID207","AID681"
"DID841","AID681"
"DID207","AID689"
"DID841","AID689"
"DID207","AID766"
"DID841","AID766"
"DID207","AID1005"
"DID841","AID1005"
"DID207","AID1849"
"DID841","AID1849"
"DID124","AID698"
"DID540","AID698"
"DID124","AID1007"
"DID540","AID1007"
"DID124","AID1263"
"DID540","AID1263"
"DID79","AID978"
"DID93","AID978"
"DID79","AID1144"
"DID93","AID1144"
"DID79","AID1510"
"DID93","AID1510"
"DID59","AID605"
"DID59","AID1415"
"DID59","AID1686"
"DID59","AID878"
"DID59","AID1236"
"DID59","AID1612"
"DID923","AID1253"
"DID72","AID687"
"DID72","AID1106"
"DID72","AID1219"
"DID72","AID1737"
"DID771","AID615"
"DID771","AID1587"
"DID771","AID1711"
"DID771","AID1928"
"DID771","AID47"
"DID771","AID1780"
"DID36","AID1120"
"DID36","AID1754"
"DID36","AID981"
"DID36","AID1029"
"DID36","AID1047"
"DID36","AID1262"
"DID573","AID3"
"DID573","AID612"
"DID573","AID998"
"DID573","AID1171"
"DID573","AID1481"
"DID573","AID1981"
"DID219","AID43"
"DID957","AID43"
"DID219","AID1031"
"DID957","AID1031"
"DID219","AID1396"
"DID957","AID1396"
"DID219","AID1423"
"DID957","AID1423"
"DID219","AID1501"
"DID957","AID1501"
"DID516","AID1171"
"DID75","AID1171"
"DID516","AID1387"
"DID75","AID1387"
"DID516","AID1644"
"DID75","AID1644"
"DID491","AID13"
"DID491","AID1677"
"DID466","AID115"
"DID529","AID115"
"DID466","AID892"
"DID529","AID892"
"DID466","AID959"
"DID529","AID959"
"DID466","AID1647"
"DID529","AID1647"
"DID103","AID590"
"DID340","AID590"
"DID103","AID661"
"DID340","AID661"
"DID103","AID755"
"DID340","AID755"
"DID743","AID279"
"DID898","AID279"
"DID743","AID450"
"DID898","AID450"
"DID743","AID947"
"DID898","AID947"
"DID743","AID1806"
"DID898","AID1806"
"DID743","AID543"
"DID898","AID543"
"DID743","AID919"
"DID898","AID919"
"DID743","AID1154"
"DID898","AID1154"
"DID206","AID820"
"DID206","AID1812"
"DID206","AID1923"
"DID774","AID1889"
"DID267","AID409"
"DID591","AID409"
"DID267","AID853"
"DID591","AID853"
"DID267","AID1215"
"DID591","AID1215"
"DID995","AID120"
"DID995","AID182"
"DID995","AID549"
"DID995","AID1532"
"DID270","AID910"
"DID835","AID910"
"DID195","AID94"
"DID195","AID1616"
"DID195","AID1970"
"DID195","AID516"
"DID195","AID813"
"DID195","AID1080"
"DID195","AID1167"
"DID451","AID709"
"DID826","AID709"
"DID451","AID935"
"DID826","AID935"
"DID451","AID1003"
"DID826","AID1003"
"DID451","AID1225"
"DID826","AID1225"
"DID451","AID1904"
"DID826","AID1904"
"DID223","AID30"
"DID751","AID30"
"DID223","AID104"
"DID751","AID104"
"DID223","AID207"
"DID751","AID207"
"DID223","AID557"
"DID751","AID557"
"DID223","AID574"
"DID751","AID574"
"DID223","AID792"
"DID751","AID792"
"DID223","AID1241"
"DID751","AID1241"
"DID223","AID1336"
"DID751","AID1336"
"DID223","AID1648"
"DID751","AID1648"
"DID221","AID131"
"DID221","AID1098"
"DID221","AID232"
"DID221","AID1064"
"DID336","AID203"
"DID336","AID667"
"DID336","AID1847"
"DID336","AID1915"
"DID336","AID201"
"DID336","AID1003"
"DID336","AID1033"
"DID336","AID1536"
"DID460","AID666"
"DID460","AID780"
"DID460","AID848"
"DID460","AID1626"
"DID460","AID1798"
"DID460","AID378"
"DID460","AID1048"
"DID460","AID1260"
"DID460","AID1357"
"DID147","AID856"
"DID835","AID856"
"DID147","AID1247"
"DID835","AID1247"
"DID147","AID1892"
"DID835","AID1892"
"DID722","AID328"
"DID920","AID328"
"DID722","AID425"
"DID920","AID425"
"DID722","AID512"
"DID920","AID512"
"DID722","AID564"
"DID920","AID564"
"DID722","AID1091"
"DID920","AID1091"
"DID15","AID103"
"DID15","AID163"
"DID15","AID851"
"DID15","AID1194"
"DID335","AID1214"
"DID135","AID170"
"DID135","AID223"
"DID135","AID821"
"DID135","AID1000"
"DID135","AID1051"
"DID135","AID1113"
"DID243","AID347"
"DID355","AID347"
"DID243","AID630"
"DID355","AID630"
"DID243","AID659"
"DID355","AID659"
"DID243","AID1499"
"DID355","AID1499"
"DID243","AID66"
"DID355","AID66"
"DID243","AID202"
"DID355","AID202"
"DID243","AID688"
"DID355","AID688"
"DID243","AID861"
"DID355","AID861"
"DID332","AID1535"
"DID593","AID1535"
"DID332","AID1766"
"DID593","AID1766"
"DID992","AID752"
"DID992","AID1114"
"DID992","AID1242"
"DID992","AID1855"
"DID256","AID1691"
"DID256","AID1846"
"DID256","AID64"
"DID256","AID791"
"DID256","AID822"
"DID256","AID1282"
"DID163","AID89"
"DID163","AID246"
"DID163","AID754"
"DID163","AID1068"
"DID163","AID1818"
"DID163","AID1664"
"DID163","AID1717"
"DID475","AID588"
"DID475","AID1300"
"DID475","AID1653"
"DID475","AID241"
"DID475","AID1443"
"DID475","AID1811"
"DID55","AID1572"
"DID55","AID1906"
"DID382","AID90"
"DID457","AID90"
"DID382","AID472"
"DID457","AID472"
"DID382","AID1739"
"DID457","AID1739"
"DID382","AID1259"
"DID457","AID1259"
"DID419","AID321"
"DID419","AID439"
"DID419","AID1457"
"DID419","AID1639"
"DID419","AID1792"
"DID419","AID726"
"DID640","AID524"
"DID964","AID524"
"DID640","AID908"
"DID964","AID908"
"DID640","AID1279"
"DID964","AID1279"
"DID640","AID1727"
"DID964","AID1727"
"DID640","AID522"
"DID964","AID522"
"DID640","AID553"
"DID964","AID553"
"DID640","AID767"
"DID964","AID767"
"DID640","AID1948"
"DID964","AID1948"
"DID391","AID1531"
"DID46","AID1531"
"DID391","AID1946"
"DID46","AID1946"
"DID391","AID329"
"DID46","AID329"
"DID391","AID396"
"DID46","AID396"
"DID391","AID1921"
"DID46","AID1921"
"DID322","AID696"
"DID322","AID929"
"DID322","AID1320"
"DID322","AID283"
"DID322","AID367"
"DID322","AID1157"
"DID322","AID1574"
"DID223","AID317"
"DID223","AID1332"
"DID223","AID1385"
"DID223","AID1786"
"DID223","AID658"
"DID223","AID1745"
"DID428","AID1569"
"DID548","AID133"
"DID548","AID348"
"DID548","AID538"
"DID548","AID1864"
"DID548","AID39"
"DID548","AID77"
"DID548","AID92"
"DID548","AID1602"
"DID548","AID1633"
"DID297","AID102"
"DID891","AID102"
"DID297","AID404"
"DID891","AID404"
"DID778","AID489"
"DID88","AID489"
"DID778","AID769"
"DID88","AID769"
"DID778","AID974"
"DID88","AID974"
"DID778","AID1517"
"DID88","AID1517"
"DID778","AID1978"
"DID88","AID1978"
"DID778","AID1991"
"DID88","AID1991"
"DID778","AID508"
"DID88","AID508"
"DID258","AID892"
"DID985","AID892"
"DID258","AID922"
"DID985","AID922"
"DID452","AID283"
"DID785","AID283"
"DID452","AID367"
"DID785","AID367"
"DID452","AID1157"
"DID785","AID1157"
"DID452","AID1574"
"DID785","AID1574"
"DID452","AID627"
"DID785","AID627"
"DID452","AID855"
"DID785","AID855"
"DID453","AID1377"
"DID453","AID643"
"DID453","AID714"
"DID453","AID1891"
"DID581","AID66"
"DID581","AID202"
"DID581","AID688"
"DID581","AID861"
"DID581","AID102"
"DID581","AID1378"
"DID581","AID1558"
"DID581","AID1692"
"DID723","AID1480"
"DID769","AID1480"
"DID674","AID1019"
"DID674","AID1052"
"DID717","AID191"
"DID717","AID514"
"DID717","AID658"
"DID717","AID1034"
"DID717","AID1759"
"DID717","AID1986"
"DID717","AID1543"
"DID717","AID1726"
"DID264","AID409"
"DID441","AID409"
"DID264","AID853"
"DID441","AID853"
"DID264","AID1215"
"DID441","AID1215"
"DID264","AID327"
"DID441","AID327"
"DID264","AID623"
"DID441","AID623"
"DID264","AID1690"
"DID441","AID1690"
"DID264","AID1977"
"DID441","AID1977"
"DID574","AID24"
"DID598","AID24"
"DID574","AID592"
"DID598","AID592"
"DID574","AID791"
"DID598","AID791"
"DID574","AID1062"
"DID598","AID1062"
"DID52","AID625"
"DID963","AID625"
"DID52","AID1469"
"DID963","AID1469"
"DID52","AID98"
"DID963","AID98"
"DID52","AID987"
"DID963","AID987"
"DID215","AID757"
"DID215","AID1133"
"DID215","AID1600"
"DID502","AID1353"
"DID502","AID1392"
"DID660","AID1635"
"DID660","AID1686"
"DID660","AID98"
"DID660","AID810"
"DID612","AID58"
"DID612","AID147"
"DID612","AID681"
"DID612","AID1513"
"DID612","AID1697"
"DID612","AID1662"
"DID724","AID1076"
"DID902","AID1076"
"DID724","AID746"
"DID902","AID746"
"DID724","AID1928"
"DID902","AID1928"
"DID400","AID96"
"DID765","AID96"
"DID400","AID155"
"DID765","AID155"
"DID400","AID233"
"DID765","AID233"
"DID400","AID1032"
"DID765","AID1032"
"DID400","AID1304"
"DID765","AID1304"
"DID400","AID90"
"DID765","AID90"
"DID400","AID483"
"DID765","AID483"
"DID400","AID830"
"DID765","AID830"
"DID400","AID1386"
"DID765","AID1386"
"DID221","AID124"
"DID221","AID400"
"DID221","AID498"
"DID221","AID1842"
"DID221","AID251"
"DID221","AID331"
"DID221","AID901"
"DID221","AID1484"
"DID221","AID1687"
"DID173","AID46"
"DID173","AID384"
"DID173","AID385"
"DID173","AID1108"
"DID173","AID1538"
"DID270","AID460"
"DID591","AID460"
"DID676","AID635"
"DID676","AID1498"
"DID676","AID1874"
"DID676","AID445"
"DID676","AID1657"
"DID324","AID437"
"DID324","AID683"
"DID324","AID847"
"DID324","AID983"
"DID324","AID527"
"DID324","AID969"
"DID761","AID48"
"DID807","AID48"
"DID761","AID284"
"DID807","AID284"
"DID761","AID1208"
"DID807","AID1208"
"DID761","AID1864"
"DID807","AID1864"
"DID761","AID1984"
"DID807","AID1984"
"DID386","AID49"
"DID587","AID49"
"DID386","AID657"
"DID587","AID657"
"DID386","AID1276"
"DID587","AID1276"
"DID386","AID1462"
"DID587","AID1462"
"DID386","AID1875"
"DID587","AID1875"
"DID120","AID76"
"DID873","AID76"
"DID120","AID490"
"DID873","AID490"
"DID120","AID869"
"DID873","AID869"
"DID120","AID1367"
"DID873","AID1367"
"DID120","AID1390"
"DID873","AID1390"
"DID120","AID1942"
"DID873","AID1942"
"DID120","AID321"
"DID873","AID321"
"DID120","AID439"
"DID873","AID439"
"DID120","AID1457"
"DID873","AID1457"
"DID120","AID1639"
"DID873","AID1639"
"DID120","AID1792"
"DID873","AID1792"
"DID156","AID997"
"DID156","AID1568"
"DID156","AID253"
"DID156","AID450"
"DID156","AID558"
"DID156","AID898"
"DID156","AID1237"
"DID156","AID1753"
"DID257","AID388"
"DID887","AID388"
"DID257","AID873"
"DID887","AID873"
"DID257","AID1696"
"DID887","AID1696"
"DID257","AID1781"
"DID887","AID1781"
"DID257","AID1871"
"DID887","AID1871"
"DID257","AID403"
"DID887","AID403"
"DID257","AID1851"
"DID887","AID1851"
"DID257","AID1946"
"DID887","AID1946"
"DID679","AID355"
"DID679","AID363"
"DID679","AID648"
"DID679","AID1202"
"DID679","AID44"
"DID679","AID1664"
"DID679","AID1860"
"DID812","AID1391"
"DID812","AID1927"
"DID165","AID1190"
"DID165","AID1556"
"DID165","AID1562"
"DID165","AID608"
"DID165","AID1630"
"DID165","AID1940"
"DID370","AID438"
"DID370","AID858"
"DID370","AID115"
"DID370","AID535"
"DID370","AID652"
"DID370","AID870"
"DID909","AID285"
"DID909","AID638"
"DID909","AID1532"
"DID436","AID1186"
"DID951","AID1186"
"DID436","AID1242"
"DID951","AID1242"
"DID436","AID1555"
"DID951","AID1555"
"DID436","AID1732"
"DID951","AID1732"
"DID436","AID1744"
"DID951","AID1744"
"DID812","AID884"
"DID812","AID1720"
"DID812","AID1860"
"DID812","AID478"
"DID812","AID1412"
"DID812","AID1441"
"DID812","AID1762"
"DID387","AID802"
"DID538","AID802"
"DID387","AID1203"
"DID538","AID1203"
"DID731","AID1520"
"DID731","AID1698"
"DID731","AID1909"
"DID731","AID829"
"DID731","AID1118"
"DID731","AID1743"
"DID176","AID183"
"DID65","AID183"
"DID176","AID550"
"DID65","AID550"
"DID176","AID1216"
"DID65","AID1216"
"DID527","AID280"
"DID527","AID743"
"DID527","AID63"
"DID527","AID1463"
"DID527","AID1708"
"DID527","AID1858"
"DID533","AID341"
"DID533","AID642"
"DID464","AID520"
"DID464","AID1023"
"DID464","AID294"
"DID464","AID351"
"DID464","AID1303"
"DID464","AID1795"
"DID766","AID1319"
"DID766","AID1847"
"DID766","AID138"
"DID766","AID457"
"DID766","AID475"
"DID766","AID801"
"DID766","AID1327"
"DID766","AID1944"
"DID386","AID235"
"DID452","AID235"
"DID386","AID362"
"DID452","AID362"
"DID386","AID802"
"DID452","AID802"
"DID386","AID827"
"DID452","AID827"
"DID341","AID567"
"DID341","AID776"
"DID341","AID1132"
"DID341","AID1563"
"DID341","AID1016"
"DID341","AID1366"
"DID341","AID1572"
"DID341","AID1667"
"DID560","AID1431"
"DID560","AID1544"
"DID560","AID120"
"DID560","AID258"
"DID560","AID440"
"DID560","AID1064"
"DID560","AID1950"
"DID419","AID158"
"DID618","AID158"
"DID419","AID516"
"DID618","AID516"
"DID419","AID685"
"DID618","AID685"
"DID419","AID137"
"DID618","AID137"
"DID419","AID335"
"DID618","AID335"
"DID355","AID214"
"DID364","AID214"
"DID355","AID300"
"DID364","AID300"
"DID355","AID567"
"DID364","AID567"
"DID355","AID706"
"DID364","AID706"
"DID355","AID1533"
"DID364","AID1533"
"DID144","AID116"
"DID882","AID116"
"DID144","AID927"
"DID882","AID927"
"DID144","AID954"
"DID882","AID954"
"DID144","AID1517"
"DID882","AID1517"
"DID144","AID1636"
"DID882","AID1636"
"DID144","AID1926"
"DID882","AID1926"
"DID102","AID981"
"DID496","AID981"
"DID102","AID491"
"DID496","AID491"
"DID102","AID508"
"DID496","AID508"
"DID102","AID1344"
"DID496","AID1344"
"DID102","AID1731"
"DID496","AID1731"
"DID102","AID1734"
"DID496","AID1734"
"DID102","AID1804"
"DID496","AID1804"
"DID662","AID649"
"DID662","AID1131"
"DID662","AID1953"
"DID662","AID163"
"DID662","AID543"
"DID662","AID992"
"DID662","AID1073"
"DID662","AID1107"
"DID662","AID1833"
"DID470","AID386"
"DID470","AID753"
"DID470","AID955"
"DID470","AID1008"
"DID470","AID1471"
"DID470","AID1685"
"DID470","AID1907"
"DID894","AID696"
"DID894","AID929"
"DID894","AID1320"
"DID894","AID17"
"DID894","AID58"
"DID894","AID300"
"DID894","AID698"
"DID208","AID1358"
"DID369","AID1358"
"DID208","AID1637"
"DID369","AID1637"
"DID208","AID1750"
"DID369","AID1750"
"DID73","AID365"
"DID73","AID532"
"DID73","AID995"
"DID73","AID24"
"DID73","AID1121"
"DID73","AID1136"
"DID730","AID763"
"DID730","AID896"
"DID730","AID931"
"DID730","AID1290"
"DID730","AID1520"
"DID730","AID1785"
"DID59","AID295"
"DID59","AID532"
"DID59","AID610"
"DID59","AID737"
"DID59","AID1016"
"DID59","AID1366"
"DID59","AID1572"
"DID59","AID1667"
"DID690","AID1569"
"DID690","AID382"
"DID690","AID1480"
"DID690","AID1883"
"DID278","AID261"
"DID450","AID261"
"DID278","AID548"
"DID450","AID548"
"DID278","AID877"
"DID450","AID877"
