"BID","DID"
"BID2174","DID1"
"BID2919","DID1"
"BID2729","DID1"
"BID3227","DID2"
"BID3310","DID2"
"BID3967","DID2"
"BID1787","DID2"
"BID3032","DID2"
"BID1301","DID3"
"BID3154","DID3"
"BID3746","DID4"
"BID2992","DID4"
"BID327","DID4"
"BID1802","DID5"
"BID3682","DID5"
"BID653","DID5"
"BID264","DID5"
"BID1801","DID5"
"BID2228","DID6"
"BID290","DID6"
"BID3212","DID7"
"BID3014","DID7"
"BID340","DID7"
"BID594","DID7"
"BID2434","DID7"
"BID1241","DID7"
"BID2350","DID7"
"BID2498","DID7"
"BID2485","DID8"
"BID1864","DID8"
"BID2671","DID9"
"BID287","DID9"
"BID1874","DID9"
"BID2212","DID9"
"BID336","DID9"
"BID3322","DID9"
"BID3523","DID10"
"BID2356","DID10"
"BID1523","DID11"
"BID1238","DID11"
"BID2699","DID11"
"BID1703","DID11"
"BID3164","DID11"
"BID2567","DID12"
"BID1189","DID12"
"BID2999","DID12"
"BID1240","DID12"
"BID1929","DID12"
"BID2652","DID12"
"BID2977","DID12"
"BID2944","DID13"
"BID2207","DID13"
"BID557","DID13"
"BID2212","DID14"
"BID1129","DID14"
"BID3445","DID14"
"BID652","DID14"
"BID2315","DID15"
"BID770","DID16"
"BID1063","DID16"
"BID3812","DID16"
"BID3897","DID16"
"BID3922","DID16"
"BID159","DID17"
"BID2857","DID17"
"BID3822","DID17"
"BID518","DID18"
"BID3798","DID18"
"BID2067","DID18"
"BID3058","DID18"
"BID530","DID18"
"BID1107","DID18"
"BID2588","DID19"
"BID2703","DID19"
"BID347","DID19"
"BID910","DID19"
"BID1180","DID19"
"BID1778","DID19"
"BID1195","DID19"
"BID2567","DID20"
"BID2618","DID20"
"BID3666","DID21"
"BID1094","DID22"
"BID2797","DID23"
"BID2851","DID23"
"BID3478","DID23"
"BID3511","DID23"
"BID3137","DID23"
"BID461","DID24"
"BID2804","DID24"
"BID2163","DID25"
"BID3691","DID25"
"BID565","DID25"
"BID1221","DID26"
"BID1159","DID26"
"BID1171","DID26"
"BID20","DID27"
"BID608","DID27"
"BID1931","DID28"
"BID2131","DID29"
"BID1478","DID29"
"BID2826","DID29"
"BID2975","DID30"
"BID3870","DID31"
"BID3067","DID31"
"BID1457","DID31"
"BID761","DID31"
"BID2301","DID32"
"BID2493","DID32"
"BID254","DID32"
"BID699","DID32"
"BID3051","DID32"
"BID3369","DID33"
"BID2171","DID33"
"BID463","DID33"
"BID1449","DID34"
"BID467","DID34"
"BID2430","DID34"
"BID1341","DID34"
"BID3209","DID34"
"BID3689","DID34"
"BID3960","DID34"
"BID566","DID35"
"BID614","DID35"
"BID3539","DID35"
"BID159","DID35"
"BID2857","DID35"
"BID3822","DID35"
"BID1245","DID35"
"BID108","DID36"
"BID3472","DID36"
"BID8","DID36"
"BID980","DID36"
"BID92","DID36"
"BID2663","DID37"
"BID1284","DID38"
"BID454","DID39"
"BID204","DID39"
"BID886","DID40"
"BID3165","DID40"
"BID560","DID40"
"BID3927","DID40"
"BID1108","DID41"
"BID462","DID41"
"BID1417","DID41"
"BID1525","DID41"
"BID3513","DID41"
"BID1088","DID41"
"BID959","DID41"
"BID1304","DID42"
"BID529","DID43"
"BID2537","DID43"
"BID609","DID43"
"BID748","DID43"
"BID35","DID44"
"BID3200","DID44"
"BID2825","DID45"
"BID3381","DID45"
"BID994","DID45"
"BID2966","DID45"
"BID1912","DID45"
"BID301","DID46"
"BID1874","DID46"
"BID3002","DID46"
"BID56","DID46"
"BID494","DID47"
"BID287","DID48"
"BID2228","DID48"
"BID2493","DID48"
"BID931","DID49"
"BID1899","DID50"
"BID42","DID50"
"BID3891","DID50"
"BID2335","DID51"
"BID345","DID51"
"BID2217","DID52"
"BID2086","DID53"
"BID564","DID53"
"BID2543","DID53"
"BID3195","DID53"
"BID83","DID53"
"BID3650","DID54"
"BID2559","DID55"
"BID2230","DID55"
"BID3020","DID55"
"BID3494","DID56"
"BID1475","DID56"
"BID3591","DID56"
"BID1501","DID57"
"BID2359","DID57"
"BID868","DID57"
"BID2964","DID57"
"BID2938","DID58"
"BID2288","DID59"
"BID3947","DID59"
"BID1986","DID59"
"BID2705","DID59"
"BID3431","DID60"
"BID2999","DID60"
"BID3287","DID60"
"BID2137","DID60"
"BID2531","DID61"
"BID2867","DID61"
"BID3980","DID61"
"BID1961","DID61"
"BID325","DID62"
"BID1259","DID62"
"BID2031","DID63"
"BID1857","DID63"
"BID2303","DID63"
"BID2895","DID63"
"BID2361","DID63"
"BID1655","DID64"
"BID2120","DID64"
"BID380","DID64"
"BID1779","DID64"
"BID2159","DID64"
"BID967","DID64"
"BID1957","DID64"
"BID94","DID65"
"BID3635","DID65"
"BID2507","DID65"
"BID2865","DID65"
"BID2500","DID65"
"BID3166","DID66"
"BID1578","DID66"
"BID486","DID66"
"BID3299","DID66"
"BID2475","DID66"
"BID1224","DID66"
