"AID","CID"
"AID13","CID1"
"AID227","CID1"
"AID366","CID1"
"AID492","CID1"
"AID814","CID1"
"AID917","CID1"
"AID999","CID1"
"AID1392","CID1"
"AID1650","CID1"
"AID1854","CID1"
"AID129","CID2"
"AID625","CID2"
"AID940","CID2"
"AID1099","CID2"
"AID1554","CID2"
"AID1972","CID2"
"AID874","CID2"
"AID974","CID2"
"AID986","CID2"
"AID1106","CID2"
"AID1258","CID2"
"AID1952","CID2"
"AID71","CID3"
"AID680","CID3"
"AID730","CID3"
"AID819","CID3"
"AID1437","CID3"
"AID1672","CID3"
"AID1728","CID3"
"AID1834","CID3"
"AID1854","CID3"
"AID1877","CID3"
"AID1882","CID3"
"AID9","CID3"
"AID105","CID3"
"AID148","CID3"
"AID326","CID3"
"AID1166","CID3"
"AID1201","CID3"
"AID1493","CID3"
"AID1507","CID3"
"AID1537","CID3"
"AID267","CID4"
"AID375","CID4"
"AID463","CID4"
"AID792","CID4"
"AID1213","CID4"
"AID1227","CID4"
"AID298","CID4"
"AID1310","CID4"
"AID257","CID5"
"AID657","CID5"
"AID743","CID5"
"AID764","CID5"
"AID1001","CID5"
"AID1536","CID5"
"AID1663","CID5"
"AID3","CID5"
"AID376","CID5"
"AID523","CID5"
"AID576","CID5"
"AID1067","CID5"
"AID1179","CID5"
"AID1258","CID5"
"AID1373","CID5"
"AID1460","CID5"
"AID1493","CID5"
"AID1542","CID5"
"AID1862","CID5"
"AID1","CID6"
"AID1244","CID6"
"AID1551","CID6"
"AID1657","CID6"
"AID1731","CID6"
"AID121","CID6"
"AID658","CID6"
"AID914","CID6"
"AID1210","CID6"
"AID1292","CID6"
"AID1406","CID6"
"AID1411","CID6"
"AID11","CID7"
"AID402","CID7"
"AID1271","CID7"
"AID1495","CID7"
"AID1954","CID7"
"AID240","CID7"
"AID262","CID7"
"AID588","CID7"
"AID668","CID7"
"AID765","CID7"
"AID961","CID7"
"AID1011","CID7"
"AID1212","CID7"
"AID1250","CID7"
"AID1359","CID7"
"AID1294","CID8"
"AID1301","CID8"
"AID1885","CID8"
"AID1950","CID8"
"AID10","CID8"
"AID66","CID8"
"AID392","CID8"
"AID423","CID8"
"AID1061","CID8"
"AID1423","CID8"
"AID63","CID9"
"AID342","CID9"
"AID574","CID9"
"AID589","CID9"
"AID870","CID9"
"AID1241","CID9"
"AID1653","CID9"
"AID1731","CID9"
"AID42","CID9"
"AID153","CID9"
"AID236","CID9"
"AID434","CID9"
"AID793","CID9"
"AID1248","CID9"
"AID126","CID10"
"AID589","CID10"
"AID1367","CID10"
"AID1439","CID10"
"AID118","CID11"
"AID371","CID11"
"AID384","CID11"
"AID862","CID11"
"AID872","CID11"
"AID1196","CID11"
"AID1748","CID11"
"AID109","CID11"
"AID1204","CID11"
"AID1602","CID11"
"AID1947","CID11"
"AID143","CID12"
"AID408","CID12"
"AID1133","CID12"
"AID1161","CID12"
"AID1749","CID12"
"AID1810","CID12"
"AID1826","CID12"
"AID1951","CID12"
"AID19","CID12"
"AID143","CID12"
"AID1094","CID12"
"AID1418","CID12"
"AID1731","CID12"
"AID1818","CID12"
"AID71","CID13"
"AID680","CID13"
"AID730","CID13"
"AID819","CID13"
"AID1437","CID13"
"AID1672","CID13"
"AID1728","CID13"
"AID1834","CID13"
"AID1854","CID13"
"AID1877","CID13"
"AID1882","CID13"
"AID102","CID13"
"AID276","CID13"
"AID864","CID13"
"AID1006","CID13"
"AID1023","CID13"
"AID1358","CID13"
"AID1513","CID13"
"AID1905","CID13"
"AID867","CID14"
"AID1775","CID14"
"AID1871","CID14"
"AID580","CID14"
"AID909","CID14"
"AID972","CID14"
"AID1792","CID14"
"AID67","CID15"
"AID189","CID15"
"AID363","CID15"
"AID1566","CID15"
"AID1723","CID15"
"AID1852","CID15"
"AID383","CID15"
"AID427","CID15"
"AID1343","CID15"
"AID1915","CID15"
"AID307","CID16"
"AID389","CID16"
"AID395","CID16"
"AID561","CID16"
"AID796","CID16"
"AID897","CID16"
"AID101","CID16"
"AID212","CID16"
"AID334","CID16"
"AID348","CID16"
"AID408","CID16"
"AID705","CID16"
"AID992","CID16"
"AID1049","CID16"
"AID1222","CID16"
"AID1806","CID16"
"AID158","CID17"
"AID242","CID17"
"AID256","CID17"
"AID728","CID17"
"AID1643","CID17"
"AID54","CID17"
"AID1226","CID17"
"AID1577","CID17"
"AID288","CID18"
"AID294","CID18"
"AID484","CID18"
"AID547","CID18"
"AID1154","CID18"
"AID1413","CID18"
"AID1846","CID18"
"AID620","CID18"
"AID685","CID18"
"AID938","CID18"
"AID1077","CID18"
"AID85","CID19"
"AID220","CID19"
"AID262","CID19"
"AID331","CID19"
"AID452","CID19"
"AID526","CID19"
"AID560","CID19"
"AID626","CID19"
"AID674","CID19"
"AID960","CID19"
"AID1891","CID19"
"AID849","CID19"
"AID1518","CID19"
"AID268","CID20"
"AID441","CID20"
"AID470","CID20"
"AID637","CID20"
"AID1140","CID20"
"AID1369","CID20"
"AID1521","CID20"
"AID1728","CID20"
"AID97","CID20"
"AID173","CID20"
"AID233","CID20"
"AID240","CID20"
"AID806","CID20"
"AID1590","CID20"
"AID425","CID21"
"AID674","CID21"
"AID808","CID21"
"AID579","CID21"
"AID1371","CID21"
"AID1660","CID21"
"AID1972","CID21"
"AID138","CID22"
"AID308","CID22"
"AID415","CID22"
"AID1008","CID22"
"AID1166","CID22"
"AID85","CID22"
"AID818","CID22"
"AID967","CID22"
"AID1353","CID22"
"AID605","CID23"
"AID809","CID23"
"AID1623","CID23"
"AID1876","CID23"
"AID1990","CID23"
"AID288","CID23"
"AID336","CID23"
"AID1224","CID23"
"AID530","CID24"
"AID599","CID24"
"AID695","CID24"
"AID883","CID24"
"AID1124","CID24"
"AID1666","CID24"
"AID1778","CID24"
"AID80","CID24"
"AID591","CID24"
"AID768","CID24"
"AID827","CID24"
"AID1171","CID24"
"AID1318","CID24"
"AID1347","CID24"
"AID1634","CID24"
"AID1802","CID24"
"AID181","CID25"
"AID903","CID25"
"AID1007","CID25"
"AID204","CID25"
"AID1547","CID25"
"AID1833","CID25"
"AID96","CID26"
"AID168","CID26"
"AID173","CID26"
"AID205","CID26"
"AID427","CID26"
"AID636","CID26"
"AID882","CID26"
"AID944","CID26"
"AID986","CID26"
"AID1101","CID26"
"AID1103","CID26"
"AID1193","CID26"
"AID1252","CID26"
"AID1456","CID26"
"AID1703","CID26"
"AID1783","CID26"
"AID651","CID26"
"AID989","CID26"
"AID1102","CID26"
"AID1265","CID26"
"AID1329","CID26"
"AID1692","CID26"
"AID139","CID27"
"AID562","CID27"
"AID806","CID27"
"AID865","CID27"
"AID1295","CID27"
"AID1344","CID27"
"AID1544","CID27"
"AID1666","CID27"
"AID1885","CID27"
"AID227","CID27"
"AID244","CID27"
"AID605","CID27"
"AID973","CID27"
"AID1381","CID27"
"AID1559","CID27"
"AID1591","CID27"
"AID1815","CID27"
"AID268","CID28"
"AID314","CID28"
"AID819","CID28"
"AID836","CID28"
"AID1092","CID28"
"AID1152","CID28"
"AID1309","CID28"
"AID1555","CID28"
"AID1901","CID28"
"AID269","CID28"
"AID460","CID28"
"AID746","CID28"
"AID766","CID28"
"AID883","CID28"
"AID1300","CID28"
"AID1665","CID28"
"AID303","CID29"
"AID835","CID29"
"AID875","CID29"
"AID1202","CID29"
"AID1261","CID29"
"AID1412","CID29"
"AID1599","CID29"
"AID1844","CID29"
"AID217","CID29"
"AID620","CID29"
"AID1038","CID29"
"AID1175","CID29"
"AID1418","CID29"
"AID1669","CID29"
"AID1822","CID29"
"AID1920","CID29"
"AID301","CID30"
"AID738","CID30"
"AID996","CID30"
"AID1387","CID30"
"AID1470","CID30"
"AID1881","CID30"
"AID778","CID30"
"AID1014","CID30"
"AID1315","CID30"
"AID1824","CID30"
"AID1925","CID30"
"AID179","CID31"
"AID257","CID31"
"AID637","CID31"
"AID726","CID31"
"AID1801","CID31"
"AID1899","CID31"
"AID228","CID31"
"AID641","CID31"
"AID1047","CID31"
"AID1217","CID31"
"AID1416","CID31"
"AID62","CID32"
"AID345","CID32"
"AID500","CID32"
"AID990","CID32"
"AID1240","CID32"
"AID1410","CID32"
"AID1850","CID32"
"AID120","CID32"
"AID196","CID32"
"AID613","CID32"
"AID760","CID32"
"AID1236","CID32"
"AID414","CID33"
"AID811","CID33"
"AID892","CID33"
"AID75","CID33"
"AID345","CID33"
"AID700","CID33"
"AID1017","CID33"
"AID1215","CID33"
"AID1533","CID33"
"AID1715","CID33"
"AID1722","CID33"
"AID1928","CID33"
"AID1994","CID33"
"AID1998","CID33"
"AID414","CID34"
"AID811","CID34"
"AID892","CID34"
"AID80","CID34"
"AID676","CID34"
"AID851","CID34"
"AID1485","CID34"
"AID175","CID35"
"AID690","CID35"
"AID828","CID35"
"AID831","CID35"
"AID947","CID35"
"AID1146","CID35"
"AID1202","CID35"
"AID957","CID35"
"AID186","CID36"
"AID768","CID36"
"AID917","CID36"
"AID1806","CID36"
"AID1906","CID36"
"AID881","CID36"
"AID1074","CID36"
"AID1191","CID36"
"AID1284","CID36"
"AID112","CID37"
"AID113","CID37"
"AID951","CID37"
"AID1308","CID37"
"AID1500","CID37"
"AID1520","CID37"
"AID310","CID37"
"AID1153","CID37"
"AID1427","CID37"
"AID1934","CID37"
"AID393","CID38"
"AID526","CID38"
"AID1108","CID38"
"AID1167","CID38"
"AID1568","CID38"
"AID24","CID38"
"AID83","CID38"
"AID983","CID38"
"AID1198","CID38"
"AID1207","CID38"
"AID1360","CID38"
"AID394","CID39"
"AID653","CID39"
"AID801","CID39"
"AID825","CID39"
"AID846","CID39"
"AID877","CID39"
"AID1532","CID39"
"AID179","CID39"
"AID246","CID39"
"AID645","CID39"
"AID783","CID39"
"AID789","CID39"
"AID868","CID39"
"AID910","CID39"
"AID1247","CID39"
"AID1379","CID39"
"AID1536","CID39"
"AID615","CID40"
"AID995","CID40"
"AID1226","CID40"
"AID1794","CID40"
"AID1999","CID40"
"AID111","CID40"
"AID920","CID40"
"AID1257","CID40"
"AID1622","CID40"
"AID565","CID41"
"AID1316","CID41"
"AID124","CID41"
"AID643","CID41"
"AID865","CID41"
"AID1158","CID41"
"AID1272","CID41"
"AID1757","CID41"
"AID1902","CID41"
"AID198","CID42"
"AID410","CID42"
"AID762","CID42"
"AID947","CID42"
"AID1655","CID42"
"AID460","CID42"
"AID869","CID42"
"AID997","CID42"
"AID1224","CID42"
"AID1435","CID42"
"AID129","CID43"
"AID625","CID43"
"AID940","CID43"
"AID1099","CID43"
"AID1554","CID43"
"AID1972","CID43"
"AID513","CID43"
"AID876","CID43"
"AID1056","CID43"
"AID1496","CID43"
