CID,DID
CID1,DID471
CID1,DID696
CID2,DID239
CID3,DID268
CID4,DID807
CID5,DID422
CID5,DID50
CID6,DID213
CID6,DID711
CID7,DID528
CID8,DID348
CID9,DID524
CID10,DID384
CID10,DID81
CID11,DID981
CID12,DID236
CID13,DID764
CID14,DID478
CID14,DID66
CID15,DID912
CID16,DID294
CID16,DID819
CID17,DID19
CID18,DID15
CID18,DID648
CID19,DID297
CID19,DID845
CID20,DID803
CID21,DID510
CID22,DID75
CID23,DID792
CID23,DID894
CID24,DID515
CID24,DID651
CID25,DID57
CID25,DID61
CID26,DID29
CID26,DID840
CID27,DID368
CID27,DID860
CID28,DID854
CID29,DID151
CID30,DID220
CID30,DID382
CID31,DID304
CID31,DID87
CID32,DID155
CID32,DID284
CID33,DID482
CID33,DID735
CID34,DID187
CID34,DID324
CID35,DID579
CID36,DID297
CID37,DID556
CID38,DID286
CID38,DID562
CID39,DID439
CID39,DID886
CID40,DID341
CID41,DID376
CID41,DID503
CID42,DID349
CID43,DID167
CID43,DID374
CID44,DID932
CID45,DID145
CID45,DID58
CID46,DID710
CID47,DID844
CID48,DID579
CID49,DID463
CID49,DID755
CID50,DID470
CID51,DID375
CID52,DID427
CID52,DID750
CID53,DID788
CID54,DID139
CID54,DID144
CID55,DID201
CID55,DID872
CID56,DID310
CID56,DID876
CID57,DID720
CID57,DID888
CID58,DID4
CID59,DID785
CID60,DID292
CID60,DID885
CID61,DID735
CID61,DID818
CID62,DID611
CID63,DID936
CID64,DID64
CID65,DID695
CID65,DID894
CID66,DID314
CID66,DID418
CID67,DID203
CID67,DID843
CID68,DID1
CID68,DID208
CID69,DID617
CID70,DID119
CID70,DID450
CID71,DID360
CID71,DID894
CID72,DID431
CID72,DID744
CID73,DID801
CID74,DID85
CID74,DID903
CID75,DID432
CID75,DID817
CID76,DID616
CID77,DID567
CID77,DID809
CID78,DID370
CID79,DID521
CID79,DID909
CID80,DID54
CID81,DID355
CID82,DID402
CID83,DID586
CID84,DID514
CID84,DID799
CID85,DID683
CID86,DID270
CID86,DID988
CID87,DID918
CID87,DID944
CID88,DID390
CID88,DID68
CID89,DID359
CID89,DID978
CID90,DID95
CID91,DID351
CID92,DID13
CID92,DID242
CID93,DID415
CID94,DID346
CID94,DID854
CID95,DID636
CID96,DID284
CID96,DID344
CID97,DID41
CID98,DID440
CID98,DID495
CID99,DID727
CID99,DID965
CID100,DID173
CID101,DID271
CID101,DID688
CID102,DID766
CID103,DID659
CID104,DID654
CID105,DID440
CID105,DID522
CID106,DID426
CID106,DID510
CID107,DID170
CID107,DID279
CID108,DID137
CID108,DID858
CID109,DID173
CID110,DID345
CID110,DID352
CID111,DID369
CID111,DID606
CID112,DID852
CID113,DID128
CID114,DID221
CID115,DID29
CID116,DID421
CID117,DID265
CID117,DID804
CID118,DID532
CID119,DID633
CID119,DID946
CID120,DID377
CID121,DID342
CID122,DID63
CID122,DID636
CID123,DID71
CID123,DID905
CID124,DID240
CID125,DID164
CID125,DID956
CID126,DID397
CID126,DID458
CID127,DID374
CID127,DID518
CID128,DID532
CID128,DID666
CID129,DID512
CID129,DID754
CID130,DID971
CID131,DID926
CID131,DID958
CID132,DID597
CID133,DID174
CID134,DID144
CID135,DID820
CID135,DID836
CID136,DID47
CID137,DID705
CID138,DID586
CID138,DID678
CID139,DID878
CID140,DID769
CID141,DID878
CID142,DID665
CID143,DID272
CID143,DID752
CID144,DID165
CID144,DID609
CID145,DID510
CID146,DID272
CID146,DID965
CID147,DID540
CID147,DID810
CID148,DID596
CID148,DID647
CID149,DID577
CID149,DID65
CID150,DID765
CID150,DID785
CID151,DID64
CID152,DID645
CID152,DID821
CID153,DID544
CID154,DID166
CID154,DID83
CID155,DID587
CID156,DID140
CID157,DID636
CID158,DID431
CID159,DID526
CID160,DID171
CID160,DID922
CID161,DID330
CID161,DID63
CID162,DID263
CID162,DID411
CID163,DID600
CID164,DID77
CID164,DID945
CID165,DID708
CID165,DID759
CID166,DID166
CID167,DID260
CID168,DID366
CID168,DID854
CID169,DID267
CID169,DID900
CID170,DID18
CID170,DID519
CID171,DID640
CID172,DID249
CID172,DID720
CID173,DID954
CID174,DID129
CID175,DID124
CID175,DID256
CID176,DID233
CID176,DID409
CID177,DID301
CID177,DID579
CID178,DID902
CID179,DID169
CID179,DID516
CID180,DID259
CID181,DID501
CID182,DID319
CID182,DID773
CID183,DID631
CID183,DID867
CID184,DID153
CID185,DID323
CID186,DID352
CID186,DID779
CID187,DID301
CID187,DID439
CID188,DID175
CID188,DID296
CID189,DID590
CID190,DID704
CID191,DID42
CID192,DID136
CID192,DID24
CID193,DID348
CID193,DID54
CID194,DID206
CID194,DID908
CID195,DID891
CID195,DID936
CID196,DID139
CID197,DID664
CID198,DID490
CID199,DID176
CID199,DID820
CID200,DID131
CID201,DID368
CID201,DID527
CID202,DID402
CID202,DID587
CID203,DID438
