CID,DID
CID1,DID641
CID1,DID655
CID2,DID420
CID2,DID5
CID3,DID553
CID3,DID874
CID4,DID928
CID4,DID970
CID5,DID463
CID5,DID583
CID6,DID286
CID6,DID304
CID7,DID227
CID7,DID504
CID8,DID174
CID8,DID931
CID9,DID266
CID9,DID834
CID10,DID230
CID10,DID396
CID11,DID358
CID11,DID388
CID12,DID200
CID12,DID3
CID13,DID589
CID13,DID889
CID14,DID440
CID14,DID577
CID15,DID214
CID15,DID54
CID16,DID214
CID16,DID477
CID17,DID442
CID17,DID72
CID18,DID394
CID18,DID990
CID19,DID605
CID19,DID833
CID20,DID395
CID20,DID827
CID21,DID707
CID21,DID94
CID22,DID9
CID22,DID903
CID23,DID244
CID23,DID524
CID24,DID368
CID24,DID952
CID25,DID121
CID25,DID286
CID26,DID175
CID26,DID79
CID27,DID514
CID27,DID909
CID28,DID1
CID28,DID205
CID29,DID512
CID29,DID717
CID30,DID149
CID30,DID947
CID31,DID408
CID32,DID345
CID32,DID93
CID33,DID454
CID33,DID833
CID34,DID191
CID34,DID678
CID35,DID241
CID35,DID807
CID36,DID443
CID36,DID798
CID37,DID153
CID37,DID329
CID38,DID398
CID38,DID818
CID39,DID300
CID39,DID359
CID40,DID368
CID40,DID802
CID41,DID865
CID41,DID977
CID42,DID328
CID42,DID996
CID43,DID332
CID43,DID811
CID44,DID594
CID44,DID74
CID45,DID340
CID45,DID865
CID46,DID276
CID46,DID624
CID47,DID348
CID47,DID588
CID48,DID867
CID48,DID869
CID49,DID509
CID49,DID889
CID50,DID933
CID51,DID653
CID51,DID718
CID52,DID35
CID52,DID825
CID53,DID318
CID54,DID929
CID54,DID931
CID55,DID151
CID55,DID19
CID56,DID756
CID56,DID989
CID57,DID82
CID57,DID895
CID58,DID2
CID58,DID50
CID59,DID436
CID59,DID948
CID60,DID532
CID60,DID883
CID61,DID675
CID61,DID694
CID62,DID363
CID62,DID942
CID63,DID367
CID63,DID5
CID64,DID35
CID64,DID698
CID65,DID330
CID65,DID664
CID66,DID946
CID67,DID582
CID67,DID835
CID68,DID318
CID68,DID760
CID69,DID223
CID69,DID25
CID70,DID61
CID70,DID887
CID71,DID274
CID71,DID690
CID72,DID36
CID72,DID411
CID73,DID312
CID73,DID672
CID74,DID313
CID74,DID575
CID75,DID182
CID75,DID748
CID76,DID236
CID76,DID394
CID77,DID281
CID77,DID573
CID78,DID37
CID78,DID754
CID79,DID930
