"BID","DID"
"BID1645","DID851"
"BID1688","DID212"
"BID802","DID212"
"BID1688","DID997"
"BID802","DID997"
"BID1627","DID742"
"BID1627","DID817"
"BID233","DID223"
"BID233","DID724"
"BID388","DID255"
"BID1698","DID276"
"BID864","DID276"
"BID479","DID827"
"BID730","DID827"
"BID1412","DID280"
"BID990","DID280"
"BID1412","DID938"
"BID990","DID938"
"BID1558","DID192"
"BID1558","DID703"
"BID154","DID284"
"BID1581","DID341"
"BID213","DID827"
"BID51","DID207"
"BID707","DID207"
"BID51","DID841"
"BID707","DID841"
"BID396","DID124"
"BID396","DID540"
"BID1235","DID79"
"BID1235","DID93"
"BID752","DID59"
"BID976","DID59"
"BID1704","DID923"
"BID952","DID923"
"BID1070","DID72"
"BID1154","DID72"
"BID1574","DID771"
"BID671","DID771"
"BID1672","DID36"
"BID741","DID36"
"BID1513","DID573"
"BID1927","DID573"
"BID1627","DID219"
"BID1627","DID957"
"BID1292","DID516"
"BID1292","DID75"
"BID1126","DID491"
"BID638","DID466"
"BID638","DID529"
"BID1340","DID103"
"BID1340","DID340"
"BID12","DID743"
"BID408","DID743"
"BID12","DID898"
"BID408","DID898"
"BID242","DID206"
"BID2000","DID774"
"BID1892","DID267"
"BID1892","DID591"
"BID1988","DID995"
"BID1066","DID270"
"BID1066","DID835"
"BID636","DID195"
"BID823","DID195"
"BID1045","DID451"
"BID1045","DID826"
"BID1705","DID223"
"BID369","DID223"
"BID1705","DID751"
"BID369","DID751"
"BID1024","DID221"
"BID155","DID221"
"BID1171","DID336"
"BID490","DID336"
"BID1800","DID460"
"BID803","DID460"
"BID514","DID147"
"BID514","DID835"
"BID1493","DID722"
"BID1493","DID920"
"BID1269","DID15"
"BID861","DID335"
"BID206","DID135"
"BID1289","DID243"
"BID660","DID243"
"BID1289","DID355"
"BID660","DID355"
"BID778","DID332"
"BID778","DID593"
"BID1346","DID725"
"BID1179","DID992"
"BID1789","DID256"
"BID194","DID256"
"BID1085","DID163"
"BID389","DID163"
"BID223","DID475"
"BID47","DID475"
"BID278","DID55"
"BID1330","DID382"
"BID1682","DID382"
"BID1330","DID457"
"BID1682","DID457"
"BID838","DID419"
"BID968","DID419"
"BID1298","DID640"
"BID1798","DID640"
"BID1298","DID964"
"BID1798","DID964"
"BID1096","DID391"
"BID468","DID391"
"BID1096","DID46"
"BID468","DID46"
"BID1367","DID322"
"BID1501","DID322"
"BID566","DID223"
"BID672","DID223"
