CID,DID
CID1,DID1019
CID1,DID1110
CID1,DID135
CID1,DID18
CID1,DID344
CID1,DID741
CID2,DID1150
CID2,DID1285
CID2,DID1463
CID2,DID764
CID2,DID892
CID2,DID953
CID3,DID1086
CID3,DID1099
CID3,DID1138
CID3,DID1228
CID3,DID275
CID3,DID994
CID4,DID1125
CID4,DID187
CID4,DID528
CID4,DID815
CID4,DID851
CID5,DID1088
CID5,DID222
CID6,DID1263
CID6,DID1318
CID6,DID340
CID6,DID546
CID7,DID115
CID7,DID1374
CID7,DID155
CID7,DID524
CID8,DID359
CID8,DID717
CID8,DID843
CID8,DID906
CID9,DID1473
CID9,DID359
CID9,DID57
CID9,DID953
CID10,DID1210
CID10,DID1312
CID10,DID1329
CID10,DID1372
CID10,DID899
CID11,DID282
CID11,DID290
CID12,DID1069
CID12,DID1208
CID12,DID1237
CID12,DID149
CID12,DID440
CID12,DID742
CID13,DID1454
CID13,DID151
CID13,DID427
CID14,DID1431
CID14,DID525
CID15,DID1133
CID15,DID1357
CID15,DID294
CID15,DID424
CID15,DID508
CID15,DID772
CID16,DID1042
CID16,DID119
CID16,DID1245
CID16,DID497
CID17,DID1282
CID17,DID1359
CID17,DID479
CID17,DID543
CID17,DID977
CID18,DID1017
CID18,DID538
CID18,DID985
CID19,DID344
CID19,DID402
CID20,DID726
CID20,DID865
CID20,DID973
CID21,DID172
CID21,DID56
CID21,DID783
CID22,DID1119
CID22,DID167
CID22,DID429
CID22,DID767
CID23,DID1247
CID23,DID152
CID23,DID325
CID23,DID539
CID23,DID541
CID24,DID1016
CID24,DID315
CID24,DID988
CID25,DID1297
CID25,DID211
CID25,DID458
CID25,DID792
CID25,DID955
CID26,DID1160
CID26,DID433
CID26,DID446
CID26,DID551
CID26,DID810
CID26,DID936
CID27,DID1497
CID27,DID392
CID27,DID737
CID27,DID837
CID28,DID1405
CID28,DID150
CID29,DID1304
CID29,DID284
CID30,DID106
CID30,DID1115
CID30,DID1193
CID30,DID276
CID30,DID684
CID31,DID1453
CID31,DID1469
CID31,DID215
CID31,DID698
CID31,DID866
CID32,DID1412
CID32,DID481
CID32,DID96
CID33,DID1023
CID33,DID1434
CID33,DID147
CID34,DID1100
CID34,DID1179
CID34,DID1254
CID35,DID557
CID35,DID596
CID36,DID253
CID36,DID439
CID36,DID446
CID37,DID198
CID37,DID389
CID38,DID1458
CID38,DID309
CID38,DID611
CID39,DID1416
CID39,DID338
CID40,DID1021
CID40,DID1196
CID40,DID1465
CID40,DID273
CID40,DID521
CID41,DID1166
CID41,DID1366
CID41,DID50
CID41,DID549
CID41,DID569
CID41,DID924
CID42,DID1165
CID42,DID1189
CID42,DID1220
CID42,DID481
CID42,DID581
CID43,DID1264
CID43,DID1333
CID43,DID1405
CID43,DID752
CID44,DID1475
CID44,DID1493
CID44,DID310
CID44,DID721
CID45,DID31
CID45,DID323
CID45,DID627
CID45,DID995
