"AID","CID"
"AID60","CID1"
"AID1669","CID1"
"AID2120","CID1"
"AID2451","CID1"
"AID2703","CID1"
"AID2347","CID1"
"AID1199","CID1"
"AID1537","CID1"
"AID1813","CID1"
"AID1034","CID1"
"AID1481","CID1"
"AID1742","CID1"
"AID2421","CID1"
"AID324","CID2"
"AID2822","CID2"
"AID786","CID2"
"AID1615","CID2"
"AID1695","CID2"
"AID1846","CID2"
"AID2066","CID2"
"AID2890","CID2"
"AID2166","CID2"
"AID675","CID2"
"AID794","CID2"
"AID2143","CID2"
"AID66","CID3"
"AID131","CID3"
"AID859","CID3"
"AID964","CID3"
"AID1413","CID3"
"AID2773","CID3"
"AID308","CID3"
"AID1640","CID3"
"AID2544","CID3"
"AID2922","CID3"
"AID569","CID3"
"AID1767","CID3"
"AID2042","CID3"
"AID82","CID3"
"AID1672","CID3"
"AID2041","CID3"
"AID583","CID3"
"AID1065","CID3"
"AID1471","CID3"
"AID1831","CID3"
"AID2982","CID3"
"AID1101","CID4"
"AID2602","CID4"
"AID1333","CID4"
"AID2169","CID4"
"AID1572","CID4"
"AID1659","CID4"
"AID1710","CID4"
"AID2075","CID4"
"AID2586","CID5"
"AID2830","CID5"
"AID29","CID5"
"AID784","CID5"
"AID640","CID5"
"AID1564","CID5"
"AID1313","CID5"
"AID1561","CID5"
"AID765","CID6"
"AID1194","CID6"
"AID2636","CID6"
"AID720","CID6"
"AID269","CID8"
"AID1163","CID8"
"AID2405","CID8"
"AID1821","CID8"
"AID2109","CID8"
"AID2656","CID8"
"AID2771","CID8"
"AID781","CID8"
"AID971","CID8"
"AID698","CID9"
"AID2460","CID9"
"AID71","CID9"
"AID109","CID9"
"AID1669","CID9"
"AID1516","CID9"
"AID1731","CID9"
"AID2378","CID9"
"AID1002","CID9"
"AID1363","CID9"
"AID2162","CID9"
"AID2836","CID9"
"AID607","CID10"
"AID615","CID10"
"AID1355","CID10"
"AID1467","CID10"
"AID975","CID10"
"AID1122","CID10"
"AID1835","CID10"
"AID296","CID11"
"AID1550","CID11"
"AID1152","CID11"
"AID2486","CID11"
"AID1429","CID11"
"AID2330","CID11"
"AID2018","CID11"
"AID456","CID12"
"AID2678","CID12"
"AID402","CID12"
"AID1561","CID12"
"AID1940","CID12"
"AID2015","CID12"
"AID815","CID12"
"AID2056","CID12"
"AID2210","CID12"
"AID408","CID12"
"AID2209","CID12"
"AID845","CID13"
"AID2640","CID13"
"AID1638","CID13"
"AID2537","CID13"
"AID1376","CID13"
"AID1452","CID13"
"AID2599","CID13"
"AID2605","CID13"
"AID2718","CID13"
"AID22","CID14"
"AID585","CID14"
"AID1609","CID14"
"AID559","CID15"
"AID2726","CID15"
"AID2846","CID15"
"AID656","CID15"
"AID1896","CID15"
"AID1942","CID15"
"AID2517","CID15"
"AID699","CID15"
"AID739","CID15"
"AID1374","CID16"
"AID2747","CID16"
"AID2866","CID16"
"AID1654","CID16"
"AID2150","CID16"
"AID583","CID16"
"AID1065","CID16"
"AID1471","CID16"
"AID1831","CID16"
"AID2982","CID16"
"AID15","CID17"
"AID1011","CID17"
"AID1218","CID18"
"AID2181","CID18"
"AID2349","CID18"
"AID105","CID18"
"AID2496","CID18"
"AID2566","CID18"
"AID735","CID18"
"AID2432","CID18"
"AID2607","CID18"
"AID2693","CID18"
"AID2835","CID19"
"AID2931","CID19"
"AID553","CID19"
"AID1530","CID19"
"AID2189","CID19"
"AID1188","CID19"
"AID1287","CID19"
"AID1331","CID19"
"AID721","CID19"
"AID1213","CID19"
"AID1266","CID19"
"AID1438","CID19"
"AID1759","CID19"
"AID1929","CID19"
"AID1934","CID19"
"AID2969","CID19"
"AID425","CID19"
"AID808","CID19"
"AID2089","CID20"
"AID1753","CID20"
"AID2595","CID20"
"AID1400","CID21"
"AID493","CID21"
"AID585","CID21"
"AID1557","CID21"
"AID1706","CID21"
"AID2904","CID21"
"AID2549","CID21"
"AID2557","CID21"
"AID1989","CID21"
"AID2394","CID21"
"AID2685","CID21"
"AID2388","CID22"
"AID2884","CID22"
"AID1865","CID22"
"AID2754","CID23"
"AID2140","CID23"
"AID1075","CID24"
"AID1112","CID24"
"AID2809","CID24"
"AID353","CID24"
"AID382","CID24"
"AID1105","CID24"
"AID1324","CID24"
"AID2589","CID24"
"AID204","CID24"
"AID829","CID24"
"AID1448","CID24"
"AID45","CID25"
"AID398","CID25"
"AID2092","CID25"
"AID941","CID25"
"AID758","CID25"
"AID1590","CID25"
"AID2424","CID25"
"AID2873","CID25"
"AID2971","CID25"
"AID1676","CID25"
"AID1184","CID25"
"AID1851","CID25"
"AID734","CID25"
"AID514","CID26"
"AID1330","CID26"
"AID184","CID26"
"AID728","CID26"
"AID1341","CID26"
"AID2183","CID26"
"AID1507","CID27"
"AID649","CID27"
"AID1939","CID27"
"AID2545","CID27"
"AID2660","CID27"
"AID321","CID27"
"AID1231","CID27"
"AID363","CID27"
"AID78","CID27"
