AID,BID
AID1,BID5692
AID2,BID1578
AID3,BID1945
AID3,BID2784
AID3,BID3691
AID3,BID4159
AID4,BID3063
AID4,BID5827
AID5,BID2065
AID5,BID4289
AID6,BID4561
AID6,BID953
AID7,BID4138
AID8,BID1270
AID8,BID361
AID8,BID3801
AID9,BID3813
AID9,BID3923
AID10,BID2156
AID10,BID3477
AID10,BID4156
AID10,BID5120
AID10,BID711
AID11,BID388
AID11,BID5504
AID11,BID593
AID12,BID4259
AID13,BID1931
AID13,BID4014
AID14,BID3154
AID15,BID2200
AID16,BID4422
AID17,BID2377
AID18,BID1072
AID18,BID3439
AID18,BID5444
AID18,BID5449
AID19,BID1508
AID19,BID3112
AID19,BID5298
AID20,BID1248
AID21,BID1867
AID21,BID350
AID21,BID3895
AID21,BID4091
AID22,BID2358
AID23,BID4869
AID24,BID472
AID24,BID982
AID25,BID1541
AID26,BID2285
AID26,BID329
AID27,BID3538
AID28,BID2682
AID29,BID1807
AID29,BID2711
AID30,BID1610
AID30,BID3949
AID31,BID2185
AID31,BID3035
AID31,BID4103
AID31,BID921
AID32,BID5071
AID33,BID2606
AID33,BID3616
AID33,BID538
AID33,BID5580
AID33,BID907
AID34,BID3064
AID34,BID60
AID35,BID2581
AID35,BID5904
AID36,BID3365
AID36,BID4959
AID37,BID863
AID38,BID152
AID38,BID5194
AID39,BID1620
AID39,BID2188
AID40,BID445
AID41,BID2401
AID42,BID209
AID42,BID3145
AID42,BID3684
AID42,BID4699
AID43,BID5051
AID43,BID5384
AID44,BID3
AID44,BID3465
AID45,BID3351
AID45,BID3764
AID45,BID4329
AID45,BID4605
AID46,BID3342
AID46,BID5533
AID47,BID828
AID48,BID3599
AID49,BID2906
AID50,BID2569
AID50,BID766
AID51,BID3625
AID52,BID4936
AID53,BID1610
AID53,BID350
AID53,BID4875
AID53,BID865
AID54,BID1977
AID54,BID782
AID55,BID88
AID56,BID3796
AID57,BID210
AID57,BID2777
AID58,BID4898
AID59,BID5132
AID60,BID1509
AID60,BID287
AID60,BID5084
AID60,BID86
AID61,BID3515
AID61,BID4585
AID62,BID4122
AID62,BID5552
AID63,BID331
AID64,BID1019
AID64,BID2519
AID64,BID5521
AID64,BID5720
AID65,BID3608
AID65,BID4013
AID66,BID142
AID66,BID2580
AID66,BID4337
AID66,BID4582
AID67,BID2683
AID67,BID4033
AID67,BID550
AID68,BID4314
AID69,BID2980
AID70,BID125
AID70,BID5861
AID71,BID130
AID72,BID2131
AID72,BID5162
AID73,BID298
AID74,BID5263
AID75,BID1336
AID75,BID2040
AID76,BID3687
AID76,BID5277
AID77,BID3988
AID77,BID4736
AID78,BID3231
AID78,BID4330
AID79,BID1521
AID79,BID304
AID80,BID1364
AID81,BID2873
AID82,BID2430
AID83,BID3525
AID84,BID3277
AID84,BID5770
AID85,BID533
AID86,BID2288
AID86,BID3022
AID87,BID1554
AID87,BID644
AID88,BID1424
AID88,BID1492
AID89,BID1449
AID89,BID5211
AID90,BID2254
AID90,BID3386
AID91,BID5992
AID92,BID3211
AID93,BID1157
AID93,BID1415
AID94,BID1367
AID94,BID3576
AID95,BID1144
AID95,BID2868
AID95,BID4594
AID96,BID3615
AID96,BID4109
AID97,BID1217
AID98,BID2422
AID99,BID1064
AID99,BID2091
AID99,BID2757
AID99,BID3074
AID99,BID5594
AID100,BID24
AID100,BID2854
AID101,BID3402
AID102,BID5118
AID103,BID1536
AID103,BID1957
AID103,BID2072
AID103,BID492
AID103,BID5276
AID104,BID3439
AID105,BID2767
AID105,BID5420
AID106,BID1193
AID106,BID606
AID107,BID3583
AID108,BID1534
AID108,BID2332
AID108,BID3571
AID108,BID5317
AID109,BID3979
AID109,BID4623
AID110,BID3330
AID111,BID2193
AID111,BID4083
AID112,BID4931
AID113,BID4475
AID114,BID3235
AID115,BID2757
AID115,BID4238
AID115,BID5929
AID115,BID781
AID116,BID2730
AID116,BID3065
AID117,BID4329
AID117,BID5300
AID118,BID2854
AID119,BID3290
AID119,BID3342
AID119,BID5630
AID120,BID456
AID121,BID5755
AID122,BID5248
AID122,BID599
AID123,BID230
AID124,BID3756
AID124,BID812
AID125,BID2929
AID126,BID1025
AID126,BID5113
AID126,BID5792
AID126,BID5862
AID126,BID723
AID127,BID1361
AID127,BID2340
AID127,BID4073
AID127,BID4278
AID128,BID3725
AID128,BID4644
AID129,BID410
AID130,BID209
AID130,BID5314
AID130,BID5762
AID130,BID973
AID131,BID2541
AID131,BID5834
AID132,BID1893
AID132,BID910
AID133,BID617
AID133,BID911
AID134,BID2226
AID135,BID2120
AID135,BID3023
AID135,BID5865
AID135,BID5964
AID136,BID2661
AID136,BID3227
AID136,BID4084
AID136,BID5620
AID137,BID5339
AID138,BID1451
AID138,BID3820
AID139,BID4866
AID140,BID1315
AID141,BID2756
AID141,BID3076
AID142,BID4469
AID143,BID480
AID143,BID5346
AID144,BID693
AID145,BID4181
AID146,BID1985
AID146,BID281
AID146,BID3224
AID146,BID5409
AID146,BID5701
AID147,BID2383
AID147,BID3031
AID148,BID1506
AID148,BID2328
AID149,BID3231
AID149,BID4544
AID150,BID3709
AID151,BID1124
AID151,BID1615
AID151,BID4037
AID151,BID4624
AID152,BID1957
AID152,BID5361
AID153,BID3229
AID154,BID1643
AID154,BID2816
AID154,BID2901
AID154,BID4146
AID154,BID4588
AID155,BID4857
AID155,BID802
AID156,BID4166
AID157,BID4753
AID157,BID54
AID158,BID2112
AID159,BID497
AID159,BID5352
AID160,BID2640
AID161,BID2834
AID162,BID4677
AID163,BID3441
AID164,BID5002
AID164,BID5248
AID165,BID2046
AID165,BID2048
AID165,BID2346
AID165,BID5142
AID166,BID5455
AID166,BID5573
AID167,BID4406
AID168,BID3058
AID168,BID5870
AID169,BID1865
AID169,BID3538
AID169,BID4501
AID169,BID5408
AID169,BID5866
AID170,BID1989
AID170,BID3690
AID170,BID3775
AID170,BID5694
AID171,BID1062
AID171,BID2623
AID171,BID3055
AID171,BID3808
AID172,BID22
AID173,BID4909
AID174,BID4827
AID174,BID5439
AID175,BID9
AID176,BID5918
AID177,BID1796
AID177,BID3657
AID177,BID4614
AID178,BID2195
AID179,BID3022
AID180,BID2255
AID180,BID600
AID181,BID418
AID181,BID4339
AID181,BID5931
AID181,BID5993
AID182,BID1417
AID182,BID3211
AID182,BID3753
AID182,BID928
AID183,BID5919
AID184,BID174
AID185,BID3524
AID185,BID5468
AID185,BID626
AID186,BID890
AID187,BID3103
AID187,BID4385
AID188,BID4481
AID189,BID5166
AID190,BID4019
AID190,BID896
AID191,BID2371
AID192,BID3307
AID192,BID3757
AID192,BID5994
AID192,BID796
AID193,BID4277
AID194,BID1473
AID194,BID4841
AID195,BID3363
AID196,BID1844
AID196,BID4194
AID197,BID4924
AID198,BID3275
AID198,BID5925
AID199,BID5182
AID200,BID327
AID201,BID1796
AID201,BID2729
AID201,BID2751
AID201,BID3882
AID202,BID5625
AID203,BID3092
AID203,BID4322
AID204,BID3571
AID204,BID5865
AID205,BID1041
AID205,BID3092
AID205,BID4220
AID205,BID570
AID206,BID1534
AID206,BID1652
AID206,BID2316
AID206,BID5346
AID207,BID1701
AID207,BID2745
AID207,BID3352
AID207,BID5914
AID208,BID1297
AID209,BID2164
AID209,BID3468
AID209,BID4095
AID209,BID5226
AID210,BID2494
AID210,BID4926
AID211,BID313
AID212,BID1969
AID212,BID2362
AID212,BID3501
AID212,BID4180
AID212,BID869
AID213,BID1472
AID213,BID1722
AID214,BID4101
AID215,BID5679
AID216,BID1658
AID216,BID3355
AID217,BID2296
AID217,BID3313
AID218,BID399
AID219,BID2992
AID219,BID5035
AID220,BID4109
AID220,BID5684
AID221,BID109
AID221,BID3869
AID222,BID3085
AID222,BID960
AID223,BID1975
AID224,BID3942
AID224,BID4351
AID224,BID4481
AID224,BID4626
AID225,BID1686
AID225,BID4893
AID226,BID1653
AID226,BID1709
AID226,BID2395
AID226,BID3644
AID227,BID1535
AID228,BID1061
AID228,BID2937
AID228,BID3328
AID228,BID3608
AID228,BID856
AID229,BID3467
AID229,BID420
AID230,BID5161
AID231,BID4176
AID231,BID4991
AID232,BID333
AID232,BID4102
AID232,BID4421
AID233,BID2335
AID234,BID1654
AID234,BID2047
AID234,BID2592
AID234,BID3127
AID235,BID5905
AID235,BID922
AID236,BID2282
AID236,BID946
AID237,BID2023
AID237,BID5704
AID238,BID547
AID239,BID2196
AID240,BID1521
AID240,BID4274
AID240,BID4325
AID240,BID4868
AID241,BID1175
AID241,BID3556
AID241,BID3569
AID241,BID4581
AID241,BID5006
AID242,BID3785
AID243,BID1056
AID243,BID1328
AID243,BID622
AID244,BID1844
AID244,BID5424
AID244,BID690
AID245,BID3633
AID246,BID1142
AID247,BID957
AID248,BID2504
AID248,BID753
AID249,BID735
AID250,BID1524
AID250,BID3266
AID251,BID39
AID252,BID3636
AID252,BID4554
AID253,BID3257
AID254,BID2547
AID254,BID4161
AID255,BID2779
AID255,BID290
AID255,BID3387
AID255,BID4959
AID256,BID2439
AID256,BID4166
AID257,BID1588
AID257,BID3601
AID258,BID3465
AID258,BID3562
AID259,BID164
AID260,BID5243
AID260,BID791
AID261,BID5290
AID262,BID1382
AID263,BID5433
AID264,BID2837
AID265,BID4464
AID265,BID5192
AID265,BID5969
AID265,BID978
AID266,BID1933
AID266,BID253
AID267,BID1101
AID267,BID1239
AID267,BID5039
AID268,BID4869
AID269,BID1843
AID269,BID2989
AID269,BID3162
AID269,BID4736
AID270,BID1120
AID270,BID1185
AID270,BID3199
AID270,BID752
AID271,BID5357
AID272,BID4698
AID272,BID554
AID273,BID2037
AID273,BID3902
AID273,BID4765
AID273,BID485
AID274,BID2513
AID274,BID399
AID274,BID519
AID274,BID5465
AID275,BID2211
AID275,BID2458
AID275,BID4593
AID275,BID710
AID276,BID1147
AID276,BID3292
AID277,BID261
AID277,BID5416
AID278,BID3352
AID279,BID1320
AID279,BID2133
AID279,BID2909
AID279,BID714
AID280,BID5427
AID280,BID5813
AID281,BID4098
AID282,BID1470
