AID,BID
AID1,BID1139
AID1,BID2053
AID1,BID2392
AID2,BID1409
AID2,BID526
AID3,BID2152
AID3,BID222
AID3,BID334
AID4,BID1216
AID4,BID1378
AID4,BID1584
AID5,BID2206
AID6,BID1299
AID6,BID2721
AID7,BID1164
AID7,BID1329
AID7,BID1806
AID8,BID1776
AID9,BID1752
AID9,BID1849
AID9,BID257
AID10,BID1227
AID10,BID771
AID11,BID263
AID12,BID569
AID13,BID1620
AID13,BID2502
AID13,BID805
AID14,BID1468
AID14,BID310
AID14,BID899
AID15,BID1580
AID15,BID249
AID16,BID1419
AID16,BID174
AID16,BID295
AID17,BID1216
AID17,BID2319
AID18,BID1811
AID18,BID1972
AID18,BID2379
AID19,BID1735
AID20,BID1849
AID20,BID2175
AID20,BID2276
AID21,BID2009
AID21,BID2751
AID22,BID2291
AID22,BID29
AID23,BID2573
AID24,BID2524
AID24,BID826
AID25,BID1450
AID25,BID1932
AID25,BID818
AID26,BID163
AID26,BID2471
AID27,BID1882
AID27,BID2882
AID28,BID1245
AID28,BID2759
AID28,BID2944
AID29,BID951
AID30,BID226
AID30,BID443
AID31,BID1623
AID31,BID2518
AID31,BID328
AID32,BID1025
AID32,BID120
AID32,BID2284
AID33,BID2891
AID34,BID2665
AID34,BID2806
AID35,BID2051
AID35,BID2924
AID35,BID572
AID36,BID1521
AID36,BID18
AID37,BID1772
AID37,BID2446
AID37,BID769
AID38,BID1583
AID38,BID2890
AID39,BID333
AID40,BID1365
AID40,BID1441
AID41,BID1223
AID41,BID1323
AID41,BID1617
AID42,BID2414
AID43,BID1582
AID43,BID2001
AID43,BID2430
AID44,BID567
AID45,BID1947
AID45,BID2426
AID46,BID1444
AID46,BID2613
AID46,BID565
AID47,BID2657
AID47,BID2853
AID48,BID1197
AID48,BID1295
AID48,BID794
AID49,BID1743
AID49,BID2332
AID49,BID2655
AID50,BID1985
AID51,BID1329
AID51,BID1691
AID51,BID400
AID52,BID106
AID52,BID964
AID53,BID225
AID54,BID743
AID55,BID1979
AID55,BID2142
AID55,BID628
AID56,BID1180
AID56,BID2173
AID56,BID831
AID57,BID132
AID57,BID2382
AID57,BID2628
AID58,BID1687
AID58,BID2266
AID59,BID833
AID60,BID138
AID60,BID2259
AID60,BID463
AID61,BID2772
AID62,BID614
AID63,BID2811
AID63,BID83
AID64,BID1236
AID64,BID2971
AID65,BID1154
AID65,BID1727
AID66,BID1302
AID67,BID182
AID67,BID893
AID68,BID1118
AID68,BID2021
AID69,BID1540
AID69,BID2835
AID69,BID293
AID70,BID1553
AID70,BID2352
AID70,BID933
AID71,BID1546
AID71,BID2155
AID71,BID699
AID72,BID2240
AID72,BID399
AID73,BID2010
AID73,BID2111
AID74,BID1901
AID75,BID440
AID75,BID779
AID76,BID1659
AID77,BID799
AID78,BID1997
AID78,BID2590
AID78,BID723
AID79,BID1736
AID80,BID1355
AID80,BID2775
AID80,BID57
AID81,BID2181
AID82,BID1674
AID82,BID2838
AID82,BID34
AID83,BID1818
AID83,BID2538
AID83,BID538
AID84,BID2003
AID84,BID2269
AID84,BID249
AID85,BID2177
AID86,BID1918
AID86,BID2556
AID87,BID560
AID88,BID2357
AID88,BID2704
AID89,BID2353
AID89,BID2850
AID90,BID1988
AID90,BID2011
AID91,BID1795
AID91,BID2853
AID91,BID838
AID92,BID1188
AID92,BID2679
AID92,BID2703
AID93,BID2388
AID93,BID563
AID94,BID1016
AID95,BID2461
AID95,BID955
AID96,BID1858
AID97,BID1925
AID97,BID1934
AID97,BID2059
AID98,BID1665
AID98,BID2560
AID98,BID367
AID99,BID1011
AID99,BID2854
AID99,BID805
AID100,BID2490
AID100,BID2510
AID100,BID2858
AID101,BID1775
AID102,BID1588
AID103,BID2797
AID104,BID1294
AID104,BID457
AID105,BID2573
AID106,BID655
AID107,BID366
AID108,BID2346
AID108,BID2408
AID108,BID765
AID109,BID1542
AID110,BID349
AID111,BID1545
AID112,BID1280
AID112,BID388
AID113,BID1430
AID113,BID2574
AID114,BID1141
AID114,BID368
AID114,BID533
AID115,BID1343
AID115,BID433
AID115,BID637
AID116,BID1319
AID116,BID1364
AID116,BID1419
AID117,BID1711
AID118,BID1563
AID118,BID2397
AID119,BID2179
AID119,BID2909
AID120,BID1162
AID120,BID2671
AID121,BID1105
AID121,BID1438
AID122,BID1862
AID122,BID2476
AID122,BID2552
AID123,BID1077
AID123,BID1193
AID123,BID1277
AID124,BID191
AID125,BID2811
AID125,BID679
AID126,BID1370
AID126,BID2197
AID126,BID2731
AID127,BID1190
AID127,BID241
AID127,BID388
AID128,BID1494
AID129,BID1867
AID129,BID550
AID129,BID581
AID130,BID23
AID131,BID1331
AID131,BID1617
AID132,BID1093
AID132,BID1297
AID132,BID274
AID133,BID1326
AID133,BID1663
AID133,BID2424
AID134,BID2080
AID134,BID2599
AID135,BID305
AID136,BID107
AID136,BID2627
AID137,BID2650
AID137,BID47
AID137,BID774
AID138,BID1820
AID139,BID955
AID140,BID803
AID141,BID1072
AID141,BID2915
AID142,BID1169
AID142,BID336
AID143,BID1396
AID143,BID1637
AID143,BID2600
AID144,BID2391
AID144,BID2884
AID144,BID728
AID145,BID2129
AID145,BID2328
AID145,BID939
AID146,BID136
AID147,BID2355
AID147,BID2909
AID147,BID696
AID148,BID2444
AID149,BID2706
AID149,BID858
AID150,BID2228
AID151,BID2698
AID152,BID398
AID153,BID1922
AID154,BID2566
AID154,BID480
AID155,BID1504
AID156,BID2470
AID156,BID260
AID156,BID2874
AID157,BID26
AID157,BID2704
AID157,BID714
AID158,BID767
AID159,BID495
AID160,BID1323
AID160,BID283
AID160,BID53
AID161,BID1884
