AID,BID
AID1,BID642
AID1,BID676
AID1,BID719
AID2,BID394
AID2,BID487
AID2,BID682
AID3,BID275
AID3,BID439
AID3,BID448
AID4,BID167
AID4,BID228
AID4,BID423
AID5,BID291
AID5,BID668
AID5,BID818
AID6,BID195
AID6,BID258
AID6,BID371
AID7,BID364
AID7,BID923
AID7,BID955
AID8,BID252
AID8,BID273
AID8,BID315
AID9,BID709
AID9,BID79
AID9,BID906
AID10,BID26
AID10,BID305
AID10,BID479
AID11,BID213
AID11,BID753
AID11,BID942
AID12,BID439
AID12,BID456
AID12,BID797
AID13,BID165
AID13,BID302
AID13,BID353
AID14,BID265
AID14,BID667
AID14,BID816
AID15,BID311
AID15,BID709
AID15,BID785
AID16,BID424
AID16,BID606
AID16,BID745
AID17,BID452
AID17,BID795
AID17,BID898
AID18,BID27
AID18,BID844
AID18,BID945
AID19,BID22
AID19,BID551
AID19,BID554
AID20,BID20
AID20,BID841
AID20,BID972
AID21,BID368
AID21,BID880
AID21,BID986
AID22,BID412
AID22,BID445
AID22,BID585
AID23,BID515
AID23,BID550
AID23,BID681
AID24,BID28
AID24,BID368
AID24,BID425
AID25,BID112
AID25,BID290
AID25,BID584
AID26,BID281
AID26,BID444
AID26,BID907
AID27,BID209
AID27,BID579
AID27,BID960
AID28,BID700
AID28,BID723
AID28,BID961
AID29,BID438
AID29,BID504
AID29,BID905
AID30,BID217
AID30,BID496
AID30,BID768
AID31,BID158
AID31,BID758
AID31,BID822
AID32,BID313
AID32,BID395
AID32,BID457
AID33,BID105
AID33,BID652
AID33,BID856
AID34,BID168
AID34,BID600
AID34,BID971
AID35,BID129
AID35,BID252
AID35,BID817
AID36,BID302
AID36,BID560
AID36,BID868
AID37,BID328
AID37,BID788
AID37,BID869
AID38,BID34
AID38,BID539
AID38,BID900
AID39,BID799
AID39,BID878
AID39,BID93
AID40,BID422
AID40,BID584
AID40,BID880
AID41,BID224
AID41,BID31
AID41,BID58
AID42,BID348
AID42,BID740
AID42,BID906
AID43,BID350
AID43,BID719
AID43,BID769
AID44,BID308
AID44,BID597
AID44,BID808
AID45,BID326
AID45,BID691
AID45,BID959
AID46,BID256
