AID,BID
AID1,BID1007
AID1,BID1998
AID1,BID2159
AID1,BID3602
AID2,BID2815
AID2,BID3644
AID2,BID3840
AID3,BID1449
AID3,BID2062
AID3,BID3306
AID4,BID1999
AID4,BID2
AID4,BID2734
AID5,BID1181
AID5,BID2183
AID5,BID3247
AID6,BID1641
AID6,BID2765
AID6,BID3819
AID7,BID1841
AID7,BID2992
AID7,BID340
AID8,BID1860
AID8,BID2167
AID8,BID3757
AID9,BID1984
AID9,BID2256
AID9,BID3277
AID9,BID3423
AID10,BID2092
AID10,BID739
AID10,BID99
AID11,BID1454
AID11,BID2215
AID11,BID579
AID12,BID1106
AID12,BID149
AID12,BID3789
AID13,BID1036
AID13,BID1778
AID13,BID2524
AID13,BID65
AID14,BID1386
AID14,BID2214
AID14,BID474
AID15,BID160
AID15,BID261
AID15,BID3512
AID16,BID1126
AID16,BID1960
AID16,BID2705
AID17,BID1680
AID17,BID218
AID17,BID3191
AID17,BID3752
AID18,BID1477
AID18,BID1501
AID18,BID449
AID19,BID1222
AID19,BID2052
AID19,BID2485
AID20,BID263
AID20,BID2902
AID20,BID3515
AID21,BID1296
AID21,BID1555
AID21,BID400
AID22,BID1151
AID22,BID2479
AID22,BID3514
AID22,BID984
AID23,BID1860
AID23,BID1977
AID23,BID3415
AID24,BID2777
AID24,BID3105
AID24,BID799
AID25,BID1402
AID25,BID2578
AID25,BID537
AID26,BID1119
AID26,BID3181
AID26,BID564
AID27,BID1008
AID27,BID242
AID27,BID3311
AID28,BID1829
AID28,BID2673
AID28,BID796
AID29,BID1174
AID29,BID498
AID29,BID871
AID30,BID2509
AID30,BID2670
AID30,BID334
AID31,BID3038
AID31,BID3355
AID31,BID3444
AID32,BID2402
AID32,BID3315
AID32,BID3714
AID33,BID1120
AID33,BID302
AID33,BID572
AID33,BID746
AID34,BID2544
AID34,BID2976
AID34,BID3632
AID35,BID325
AID35,BID3692
AID35,BID564
AID36,BID1749
AID36,BID2475
AID36,BID2545
AID37,BID1202
AID37,BID2665
AID37,BID3014
AID38,BID3414
AID38,BID403
AID38,BID675
AID39,BID3158
AID39,BID3167
AID39,BID48
AID40,BID1127
AID40,BID1234
AID40,BID901
AID41,BID2448
AID41,BID3487
AID41,BID3711
AID42,BID1186
AID42,BID2375
AID42,BID2998
AID42,BID3262
AID43,BID2522
AID43,BID2973
AID43,BID959
AID44,BID2097
AID44,BID3232
AID44,BID3463
AID45,BID235
AID45,BID2397
AID45,BID742
AID46,BID1573
AID46,BID1597
AID46,BID1714
AID47,BID3185
AID47,BID3522
AID47,BID3588
AID48,BID1305
AID48,BID165
AID48,BID3027
AID49,BID2966
AID49,BID419
AID49,BID845
AID50,BID1311
AID50,BID1637
AID50,BID57
AID51,BID1141
AID51,BID548
AID51,BID550
AID52,BID1541
AID52,BID2891
AID52,BID3370
AID53,BID1451
AID53,BID1810
AID53,BID337
AID54,BID1483
AID54,BID15
AID54,BID671
AID55,BID2288
AID55,BID3082
AID55,BID3798
AID56,BID3452
AID56,BID3664
AID56,BID3717
AID57,BID1587
AID57,BID3434
AID57,BID605
AID58,BID1571
AID58,BID2475
AID58,BID890
AID59,BID1502
AID59,BID410
AID59,BID657
AID60,BID1374
AID60,BID3053
AID60,BID3855
AID61,BID1723
AID61,BID2164
AID61,BID393
AID62,BID1645
AID62,BID1742
AID62,BID567
AID63,BID2459
AID63,BID3611
AID63,BID3846
AID64,BID1514
AID64,BID1554
AID64,BID760
AID65,BID2257
AID65,BID2969
AID65,BID423
AID66,BID1895
AID66,BID2603
AID66,BID2605
AID67,BID173
AID67,BID1933
AID67,BID2618
AID68,BID108
AID68,BID1675
AID68,BID2165
AID69,BID1148
AID69,BID2700
AID69,BID31
AID70,BID1548
AID70,BID270
AID70,BID789
AID71,BID1050
AID71,BID1416
AID71,BID245
AID72,BID3328
AID72,BID3649
AID72,BID889
AID73,BID204
AID73,BID2169
AID73,BID2715
AID74,BID1051
AID74,BID2252
AID74,BID3075
AID74,BID3444
AID75,BID1846
AID75,BID2470
AID75,BID3351
AID76,BID2047
AID76,BID2627
AID76,BID3825
AID77,BID2801
AID77,BID3362
AID77,BID3803
AID78,BID1662
AID78,BID2228
AID78,BID604
AID79,BID2284
AID79,BID2645
AID79,BID737
AID80,BID1254
AID80,BID1711
AID80,BID2797
AID80,BID527
AID81,BID193
AID81,BID3192
AID81,BID3235
AID82,BID1360
AID82,BID1433
AID82,BID306
AID83,BID1726
AID83,BID2725
AID83,BID581
AID84,BID1546
AID84,BID323
AID84,BID714
AID85,BID1406
AID85,BID1540
AID85,BID1987
AID86,BID1618
AID86,BID548
AID86,BID929
AID87,BID1005
AID87,BID1845
AID87,BID2967
AID87,BID3063
AID88,BID2128
AID88,BID2226
AID88,BID3581
AID89,BID1539
AID89,BID277
AID89,BID979
AID90,BID1848
AID90,BID3357
AID90,BID819
AID91,BID1744
AID91,BID2512
AID91,BID3509
AID92,BID1557
AID92,BID2148
AID92,BID3685
AID93,BID1875
AID93,BID2630
AID93,BID297
AID94,BID1567
AID94,BID2537
AID94,BID3236
AID95,BID158
AID95,BID3152
AID95,BID3333
AID96,BID3885
AID96,BID475
AID96,BID777
AID97,BID1736
AID97,BID3451
AID97,BID3465
AID98,BID3152
AID98,BID3375
AID98,BID993
AID99,BID1360
AID99,BID1527
AID99,BID3346
AID100,BID2810
AID100,BID3110
AID100,BID3769
AID101,BID1329
AID101,BID199
AID101,BID3202
AID102,BID2386
AID102,BID3687
AID102,BID509
AID103,BID3463
AID103,BID3575
AID103,BID3641
AID104,BID246
AID104,BID3044
AID104,BID3567
AID105,BID3103
AID105,BID3602
AID105,BID518
AID106,BID3542
AID106,BID3741
AID106,BID3808
AID107,BID2635
AID107,BID3927
AID107,BID935
AID108,BID236
AID108,BID2866
AID108,BID706
AID109,BID1537
AID109,BID2924
AID109,BID3178
AID109,BID845
AID110,BID1289
AID110,BID1301
AID110,BID741
AID111,BID1817
AID111,BID2279
AID111,BID564
AID112,BID1445
AID112,BID2166
AID112,BID3626
AID113,BID1898
AID113,BID2348
AID113,BID3672
AID114,BID1660
AID114,BID2316
AID114,BID2665
AID115,BID1366
AID115,BID161
AID115,BID3694
AID116,BID1028
AID116,BID1609
AID116,BID2676
AID117,BID2089
AID117,BID524
AID117,BID548
AID118,BID139
AID118,BID2777
AID118,BID494
AID119,BID2351
AID119,BID2599
AID119,BID3383
AID120,BID1403
AID120,BID1896
AID120,BID192
AID121,BID1670
AID121,BID2123
AID121,BID3099
AID122,BID1677
AID122,BID2494
AID122,BID3810
AID123,BID1823
AID123,BID2928
AID123,BID3149
AID124,BID2546
AID124,BID29
AID124,BID885
AID125,BID333
AID125,BID3788
AID125,BID529
AID126,BID1811
AID126,BID2587
AID126,BID2891
AID127,BID3933
AID127,BID464
AID127,BID530
AID128,BID1579
AID128,BID2331
AID128,BID857
AID129,BID2130
AID129,BID2177
AID129,BID2190
AID129,BID2442
AID130,BID3302
AID130,BID3502
AID130,BID3654
AID131,BID1008
AID131,BID1336
AID131,BID2852
AID131,BID3302
AID132,BID1391
AID132,BID1476
AID132,BID2651
AID133,BID184
AID133,BID1977
AID133,BID2206
AID133,BID3363
AID134,BID1101
AID134,BID1803
AID134,BID3903
AID135,BID1327
AID135,BID1487
AID135,BID3890
AID136,BID1665
AID136,BID2509
AID136,BID454
AID137,BID1230
AID137,BID1439
AID137,BID3313
AID138,BID1130
AID138,BID369
AID138,BID933
AID139,BID2882
AID139,BID3410
AID139,BID380
AID140,BID2423
AID140,BID2770
AID140,BID2993
AID141,BID1145
AID141,BID1998
AID141,BID3639
AID142,BID121
AID142,BID1335
AID142,BID3769
AID143,BID1839
AID143,BID3476
AID143,BID3718
AID144,BID1705
AID144,BID1908
AID144,BID892
AID145,BID2622
AID145,BID3586
AID145,BID3872
AID146,BID2354
AID146,BID237
AID146,BID3501
AID147,BID220
AID147,BID3561
AID147,BID363
AID148,BID1569
AID148,BID2291
AID148,BID3769
AID149,BID2713
AID149,BID67
AID149,BID817
AID150,BID1074
AID150,BID1811
AID150,BID3410
AID151,BID3744
AID151,BID452
AID151,BID798
AID152,BID1619
AID152,BID1809
AID152,BID2018
AID153,BID2436
AID153,BID2520
AID153,BID4
AID154,BID130
AID154,BID3161
AID154,BID790
AID155,BID2537
AID155,BID3918
AID155,BID771
AID156,BID3226
AID156,BID3847
AID156,BID991
AID157,BID3405
AID157,BID421
AID157,BID570
AID158,BID2898
AID158,BID3546
AID158,BID999
AID159,BID1030
AID159,BID313
AID159,BID476
AID160,BID2340
AID160,BID2529
AID160,BID878
AID161,BID1845
AID161,BID3307
AID161,BID3806
AID162,BID1015
AID162,BID3185
AID162,BID56
AID163,BID109
AID163,BID2692
AID163,BID3482
AID164,BID1138
AID164,BID1237
AID164,BID135
AID165,BID1111
AID165,BID3862
AID165,BID883
AID166,BID1386
AID166,BID213
AID166,BID3665
AID167,BID1593
AID167,BID1728
AID167,BID2298
AID168,BID2221
AID168,BID235
AID168,BID437
AID169,BID1817
AID169,BID2143
AID169,BID24
AID170,BID1036
AID170,BID3380
AID170,BID3448
AID171,BID1321
AID171,BID2635
AID171,BID369
AID172,BID1471
AID172,BID2556
AID172,BID2609
AID173,BID1201
AID173,BID499
AID173,BID855
AID174,BID1235
AID174,BID1496
AID174,BID2143
AID175,BID1700
AID175,BID1944
AID175,BID3810
AID176,BID1097
AID176,BID1968
AID176,BID2223
AID177,BID1692
AID177,BID2479
AID177,BID2962
AID178,BID2048
AID178,BID471
AID178,BID948
AID179,BID1233
AID179,BID2445
AID179,BID442
AID180,BID1701
AID180,BID49
AID180,BID871
AID181,BID1993
AID181,BID2524
AID181,BID559
AID182,BID1540
AID182,BID2357
AID182,BID3497
AID183,BID2829
AID183,BID3501
AID183,BID648
AID184,BID2613
AID184,BID3053
AID184,BID3444
AID184,BID695
AID185,BID284
AID185,BID412
AID185,BID780
AID186,BID125
AID186,BID489
AID186,BID538
AID187,BID2495
AID187,BID3754
AID187,BID594
AID188,BID1264
AID188,BID2996
AID188,BID3079
AID189,BID2064
AID189,BID3050
AID189,BID893
AID190,BID2581
AID190,BID3046
AID190,BID3708
AID191,BID1437
AID191,BID2046
AID191,BID224
AID192,BID1722
AID192,BID2456
AID192,BID3314
AID193,BID177
AID193,BID270
AID193,BID2767
AID194,BID3163
AID194,BID972
AID194,BID980
AID195,BID2286
AID195,BID3378
AID195,BID788
AID196,BID1334
AID196,BID1568
AID196,BID3834
AID197,BID1289
AID197,BID1591
AID197,BID3210
AID198,BID1763
AID198,BID1893
AID198,BID860
AID198,BID957
AID199,BID2376
AID199,BID2828
AID199,BID3524
AID200,BID175
AID200,BID1828
AID200,BID3328
AID201,BID3431
AID201,BID3675
AID201,BID780
AID202,BID1441
AID202,BID313
AID202,BID3346
AID203,BID2852
AID203,BID3091
AID203,BID3685
AID204,BID21
AID204,BID2571
AID204,BID3324
AID205,BID3153
AID205,BID3222
AID205,BID530
AID206,BID1518
AID206,BID2682
AID206,BID3832
AID207,BID1374
AID207,BID3484
AID207,BID3606
AID207,BID440
AID208,BID1667
AID208,BID1819
AID208,BID3473
AID209,BID2950
AID209,BID3306
AID209,BID778
AID210,BID2227
AID210,BID3106
AID210,BID793
AID211,BID3373
AID211,BID463
AID211,BID759
AID212,BID1982
AID212,BID3625
AID212,BID446
AID213,BID1586
AID213,BID2986
AID213,BID665
AID214,BID1719
AID214,BID3986
AID214,BID847
AID215,BID100
AID215,BID3563
AID215,BID3968
AID216,BID1375
AID216,BID2081
AID216,BID3623
AID217,BID2292
AID217,BID2350
AID217,BID3975
AID218,BID1234
AID218,BID1960
AID218,BID324
AID219,BID1645
AID219,BID3830
AID219,BID512
AID220,BID1753
AID220,BID2690
AID220,BID2824
AID221,BID1591
AID221,BID1881
AID221,BID2071
AID222,BID1740
AID222,BID1919
AID222,BID2111
AID223,BID1469
AID223,BID2978
AID223,BID3137
AID224,BID1046
AID224,BID1532
AID224,BID950
AID225,BID2169
AID225,BID2280
AID225,BID554
AID226,BID2168
AID226,BID301
AID226,BID563
AID227,BID1702
AID227,BID2910
AID227,BID3405
AID228,BID1300
AID228,BID2969
AID228,BID3606
AID229,BID12
AID229,BID1387
AID229,BID2160
AID230,BID3055
AID230,BID3673
AID230,BID832
AID231,BID1532
AID231,BID2475
AID231,BID858
AID232,BID2153
AID232,BID228
AID232,BID2413
AID233,BID1328
AID233,BID3258
AID233,BID693
AID234,BID2056
AID234,BID2100
