"BID","DID"
"BID101","DID1492"
"BID1638","DID1492"
"BID2022","DID1492"
"BID2376","DID1492"
"BID101","DID678"
"BID1638","DID678"
"BID2022","DID678"
"BID2376","DID678"
"BID101","DID721"
"BID1638","DID721"
"BID2022","DID721"
"BID2376","DID721"
"BID101","DID797"
"BID1638","DID797"
"BID2022","DID797"
"BID2376","DID797"
"BID1883","DID1111"
"BID225","DID1111"
"BID2250","DID1111"
"BID259","DID1111"
"BID1883","DID655"
"BID225","DID655"
"BID2250","DID655"
"BID259","DID655"
"BID1883","DID736"
"BID225","DID736"
"BID2250","DID736"
"BID259","DID736"
"BID1883","DID887"
"BID225","DID887"
"BID2250","DID887"
"BID259","DID887"
"BID1606","DID1163"
"BID2434","DID1163"
"BID532","DID1163"
"BID649","DID1163"
"BID1606","DID445"
"BID2434","DID445"
"BID532","DID445"
"BID649","DID445"
"BID1606","DID756"
"BID2434","DID756"
"BID532","DID756"
"BID649","DID756"
"BID1606","DID827"
"BID2434","DID827"
"BID532","DID827"
"BID649","DID827"
"BID1426","DID1175"
"BID2429","DID1175"
"BID275","DID1175"
"BID304","DID1175"
"BID1426","DID1312"
"BID2429","DID1312"
"BID275","DID1312"
"BID304","DID1312"
"BID1426","DID335"
"BID2429","DID335"
"BID275","DID335"
"BID304","DID335"
"BID1426","DID689"
"BID2429","DID689"
"BID275","DID689"
"BID304","DID689"
"BID1149","DID1246"
"BID1383","DID1246"
"BID208","DID1246"
"BID2566","DID1246"
"BID1149","DID1295"
"BID1383","DID1295"
"BID208","DID1295"
"BID2566","DID1295"
"BID1149","DID30"
"BID1383","DID30"
"BID208","DID30"
"BID2566","DID30"
"BID1149","DID870"
"BID1383","DID870"
"BID208","DID870"
"BID2566","DID870"
"BID2373","DID210"
"BID247","DID210"
"BID358","DID210"
"BID454","DID210"
"BID2373","DID462"
"BID247","DID462"
"BID358","DID462"
"BID454","DID462"
"BID2373","DID570"
"BID247","DID570"
"BID358","DID570"
"BID454","DID570"
"BID2373","DID655"
"BID247","DID655"
"BID358","DID655"
"BID454","DID655"
"BID1189","DID1173"
"BID1637","DID1173"
"BID765","DID1173"
"BID793","DID1173"
"BID1189","DID13"
"BID1637","DID13"
"BID765","DID13"
"BID793","DID13"
"BID1189","DID1420"
"BID1637","DID1420"
"BID765","DID1420"
"BID793","DID1420"
"BID1189","DID1454"
"BID1637","DID1454"
"BID765","DID1454"
"BID793","DID1454"
"BID2418","DID1268"
"BID2932","DID1268"
"BID433","DID1268"
"BID71","DID1268"
"BID2418","DID1305"
"BID2932","DID1305"
"BID433","DID1305"
"BID71","DID1305"
"BID2418","DID801"
"BID2932","DID801"
"BID433","DID801"
"BID71","DID801"
"BID2418","DID802"
"BID2932","DID802"
"BID433","DID802"
"BID71","DID802"
"BID107","DID1093"
"BID2261","DID1093"
"BID2769","DID1093"
"BID858","DID1093"
"BID107","DID1216"
"BID2261","DID1216"
"BID2769","DID1216"
"BID858","DID1216"
"BID107","DID559"
"BID2261","DID559"
"BID2769","DID559"
"BID858","DID559"
"BID107","DID68"
"BID2261","DID68"
"BID2769","DID68"
"BID858","DID68"
"BID2524","DID1221"
"BID2739","DID1221"
"BID2996","DID1221"
"BID639","DID1221"
"BID2524","DID131"
"BID2739","DID131"
"BID2996","DID131"
"BID639","DID131"
"BID2524","DID1353"
"BID2739","DID1353"
"BID2996","DID1353"
"BID639","DID1353"
"BID2524","DID1391"
"BID2739","DID1391"
"BID2996","DID1391"
"BID639","DID1391"
"BID1045","DID1246"
"BID18","DID1246"
"BID2517","DID1246"
"BID470","DID1246"
"BID1045","DID1343"
"BID18","DID1343"
"BID2517","DID1343"
"BID470","DID1343"
"BID1045","DID1400"
"BID18","DID1400"
"BID2517","DID1400"
"BID470","DID1400"
"BID1045","DID280"
"BID18","DID280"
"BID2517","DID280"
"BID470","DID280"
"BID1308","DID1390"
"BID1533","DID1390"
"BID2018","DID1390"
"BID2447","DID1390"
"BID1308","DID508"
"BID1533","DID508"
"BID2018","DID508"
"BID2447","DID508"
"BID1308","DID51"
"BID1533","DID51"
"BID2018","DID51"
"BID2447","DID51"
"BID1308","DID521"
"BID1533","DID521"
"BID2018","DID521"
"BID2447","DID521"
"BID1552","DID1228"
"BID1828","DID1228"
"BID2180","DID1228"
"BID337","DID1228"
"BID1552","DID1411"
"BID1828","DID1411"
"BID2180","DID1411"
"BID337","DID1411"
"BID1552","DID251"
"BID1828","DID251"
"BID2180","DID251"
"BID337","DID251"
"BID1552","DID714"
"BID1828","DID714"
"BID2180","DID714"
"BID337","DID714"
"BID1601","DID1018"
"BID545","DID1018"
"BID841","DID1018"
"BID984","DID1018"
"BID1601","DID1029"
"BID545","DID1029"
"BID841","DID1029"
"BID984","DID1029"
"BID1601","DID1167"
"BID545","DID1167"
"BID841","DID1167"
"BID984","DID1167"
"BID1601","DID1369"
"BID545","DID1369"
"BID841","DID1369"
"BID984","DID1369"
"BID2744","DID1132"
"BID405","DID1132"
"BID432","DID1132"
"BID571","DID1132"
"BID2744","DID1287"
"BID405","DID1287"
"BID432","DID1287"
"BID571","DID1287"
"BID2744","DID234"
"BID405","DID234"
"BID432","DID234"
"BID571","DID234"
"BID2744","DID863"
"BID405","DID863"
"BID432","DID863"
"BID571","DID863"
"BID1950","DID1148"
"BID1985","DID1148"
"BID232","DID1148"
"BID260","DID1148"
"BID1950","DID174"
"BID1985","DID174"
"BID232","DID174"
"BID260","DID174"
"BID1950","DID352"
"BID1985","DID352"
"BID232","DID352"
"BID260","DID352"
"BID1950","DID868"
"BID1985","DID868"
"BID232","DID868"
"BID260","DID868"
"BID22","DID1238"
"BID2338","DID1238"
"BID2748","DID1238"
"BID664","DID1238"
"BID22","DID184"
"BID2338","DID184"
"BID2748","DID184"
"BID664","DID184"
"BID22","DID431"
"BID2338","DID431"
"BID2748","DID431"
"BID664","DID431"
"BID22","DID575"
"BID2338","DID575"
"BID2748","DID575"
"BID664","DID575"
"BID1190","DID1431"
"BID1858","DID1431"
"BID2277","DID1431"
"BID2835","DID1431"
"BID1190","DID320"
"BID1858","DID320"
"BID2277","DID320"
"BID2835","DID320"
"BID1190","DID353"
"BID1858","DID353"
"BID2277","DID353"
"BID2835","DID353"
"BID1190","DID579"
"BID1858","DID579"
"BID2277","DID579"
"BID2835","DID579"
"BID1339","DID111"
"BID1508","DID111"
"BID1603","DID111"
"BID2712","DID111"
"BID1339","DID1150"
"BID1508","DID1150"
"BID1603","DID1150"
"BID2712","DID1150"
"BID1339","DID1203"
"BID1508","DID1203"
"BID1603","DID1203"
"BID2712","DID1203"
"BID1339","DID484"
"BID1508","DID484"
"BID1603","DID484"
"BID2712","DID484"
"BID1314","DID1316"
"BID2127","DID1316"
"BID2139","DID1316"
"BID310","DID1316"
"BID1314","DID373"
"BID2127","DID373"
"BID2139","DID373"
"BID310","DID373"
"BID1314","DID789"
"BID2127","DID789"
"BID2139","DID789"
"BID310","DID789"
"BID1314","DID907"
"BID2127","DID907"
"BID2139","DID907"
"BID310","DID907"
"BID1051","DID1020"
"BID570","DID1020"
"BID744","DID1020"
"BID948","DID1020"
"BID1051","DID1208"
"BID570","DID1208"
"BID744","DID1208"
"BID948","DID1208"
"BID1051","DID33"
"BID570","DID33"
"BID744","DID33"
"BID948","DID33"
"BID1051","DID824"
"BID570","DID824"
"BID744","DID824"
"BID948","DID824"
"BID1201","DID102"
"BID2491","DID102"
"BID426","DID102"
"BID895","DID102"
"BID1201","DID1239"
"BID2491","DID1239"
"BID426","DID1239"
"BID895","DID1239"
"BID1201","DID767"
"BID2491","DID767"
"BID426","DID767"
"BID895","DID767"
"BID1201","DID789"
"BID2491","DID789"
"BID426","DID789"
"BID895","DID789"
"BID1478","DID1406"
"BID15","DID1406"
"BID193","DID1406"
"BID1977","DID1406"
"BID1478","DID525"
"BID15","DID525"
"BID193","DID525"
"BID1977","DID525"
"BID1478","DID674"
"BID15","DID674"
"BID193","DID674"
"BID1977","DID674"
"BID1478","DID814"
"BID15","DID814"
"BID193","DID814"
"BID1977","DID814"
"BID1525","DID1487"
"BID1587","DID1487"
"BID2453","DID1487"
"BID2850","DID1487"
"BID1525","DID427"
"BID1587","DID427"
"BID2453","DID427"
"BID2850","DID427"
"BID1525","DID571"
"BID1587","DID571"
"BID2453","DID571"
"BID2850","DID571"
"BID1525","DID829"
"BID1587","DID829"
"BID2453","DID829"
"BID2850","DID829"
"BID1083","DID1089"
"BID112","DID1089"
"BID1789","DID1089"
"BID2636","DID1089"
"BID1083","DID1194"
"BID112","DID1194"
"BID1789","DID1194"
"BID2636","DID1194"
"BID1083","DID1406"
"BID112","DID1406"
"BID1789","DID1406"
"BID2636","DID1406"
"BID1083","DID331"
"BID112","DID331"
"BID1789","DID331"
"BID2636","DID331"
"BID1187","DID100"
"BID1681","DID100"
"BID1887","DID100"
"BID286","DID100"
"BID1187","DID1175"
"BID1681","DID1175"
"BID1887","DID1175"
"BID286","DID1175"
"BID1187","DID239"
"BID1681","DID239"
"BID1887","DID239"
"BID286","DID239"
"BID1187","DID767"
"BID1681","DID767"
"BID1887","DID767"
"BID286","DID767"
"BID1057","DID1351"
"BID139","DID1351"
"BID2154","DID1351"
"BID2388","DID1351"
"BID1057","DID196"
"BID139","DID196"
"BID2154","DID196"
"BID2388","DID196"
"BID1057","DID545"
"BID139","DID545"
"BID2154","DID545"
"BID2388","DID545"
"BID1057","DID88"
"BID139","DID88"
"BID2154","DID88"
"BID2388","DID88"
"BID1361","DID1218"
"BID2018","DID1218"
"BID2646","DID1218"
"BID568","DID1218"
"BID1361","DID842"
"BID2018","DID842"
"BID2646","DID842"
"BID568","DID842"
"BID1361","DID858"
"BID2018","DID858"
"BID2646","DID858"
"BID568","DID858"
"BID1361","DID907"
"BID2018","DID907"
"BID2646","DID907"
"BID568","DID907"
"BID1851","DID1153"
"BID2987","DID1153"
"BID2992","DID1153"
"BID938","DID1153"
"BID1851","DID339"
"BID2987","DID339"
"BID2992","DID339"
"BID938","DID339"
"BID1851","DID589"
"BID2987","DID589"
"BID2992","DID589"
"BID938","DID589"
"BID1851","DID68"
"BID2987","DID68"
"BID2992","DID68"
"BID938","DID68"
"BID1956","DID144"
"BID2170","DID144"
"BID2484","DID144"
"BID2508","DID144"
"BID1956","DID611"
"BID2170","DID611"
"BID2484","DID611"
"BID2508","DID611"
"BID1956","DID899"
"BID2170","DID899"
"BID2484","DID899"
"BID2508","DID899"
"BID1956","DID903"
"BID2170","DID903"
"BID2484","DID903"
"BID2508","DID903"
"BID1789","DID1362"
"BID2886","DID1362"
"BID543","DID1362"
"BID892","DID1362"
"BID1789","DID26"
"BID2886","DID26"
"BID543","DID26"
"BID892","DID26"
"BID1789","DID396"
"BID2886","DID396"
"BID543","DID396"
"BID892","DID396"
"BID1789","DID907"
"BID2886","DID907"
"BID543","DID907"
"BID892","DID907"
"BID1294","DID1387"
"BID146","DID1387"
"BID1465","DID1387"
"BID152","DID1387"
"BID1294","DID418"
"BID146","DID418"
"BID1465","DID418"
"BID152","DID418"
"BID1294","DID802"
"BID146","DID802"
"BID1465","DID802"
"BID152","DID802"
"BID1294","DID922"
"BID146","DID922"
"BID1465","DID922"
"BID152","DID922"
"BID1262","DID425"
"BID1423","DID425"
"BID1448","DID425"
"BID626","DID425"
"BID1262","DID459"
"BID1423","DID459"
"BID1448","DID459"
"BID626","DID459"
"BID1262","DID805"
"BID1423","DID805"
"BID1448","DID805"
"BID626","DID805"
"BID1262","DID888"
"BID1423","DID888"
"BID1448","DID888"
"BID626","DID888"
"BID216","DID1454"
"BID2561","DID1454"
"BID2737","DID1454"
"BID438","DID1454"
"BID216","DID22"
"BID2561","DID22"
"BID2737","DID22"
"BID438","DID22"
"BID216","DID553"
"BID2561","DID553"
"BID2737","DID553"
"BID438","DID553"
"BID216","DID914"
"BID2561","DID914"
"BID2737","DID914"
"BID438","DID914"
"BID1040","DID153"
"BID1449","DID153"
"BID2608","DID153"
"BID497","DID153"
"BID1040","DID257"
"BID1449","DID257"
"BID2608","DID257"
"BID497","DID257"
"BID1040","DID299"
"BID1449","DID299"
"BID2608","DID299"
"BID497","DID299"
"BID1040","DID365"
"BID1449","DID365"
"BID2608","DID365"
"BID497","DID365"
"BID145","DID1350"
"BID2762","DID1350"
"BID361","DID1350"
"BID91","DID1350"
"BID145","DID607"
"BID2762","DID607"
"BID361","DID607"
"BID91","DID607"
"BID145","DID691"
"BID2762","DID691"
"BID361","DID691"
"BID91","DID691"
"BID145","DID82"
"BID2762","DID82"
"BID361","DID82"
"BID91","DID82"
"BID1482","DID1154"
"BID1998","DID1154"
"BID604","DID1154"
"BID728","DID1154"
"BID1482","DID1177"
"BID1998","DID1177"
"BID604","DID1177"
"BID728","DID1177"
"BID1482","DID1285"
"BID1998","DID1285"
"BID604","DID1285"
"BID728","DID1285"
"BID1482","DID1339"
"BID1998","DID1339"
"BID604","DID1339"
"BID728","DID1339"
"BID2438","DID1433"
"BID2828","DID1433"
"BID359","DID1433"
"BID456","DID1433"
"BID2438","DID842"
"BID2828","DID842"
"BID359","DID842"
"BID456","DID842"
"BID2438","DID863"
"BID2828","DID863"
"BID359","DID863"
"BID456","DID863"
"BID2438","DID958"
"BID2828","DID958"
"BID359","DID958"
"BID456","DID958"
"BID1183","DID297"
"BID1206","DID297"
"BID2629","DID297"
"BID372","DID297"
"BID1183","DID325"
"BID1206","DID325"
"BID2629","DID325"
"BID372","DID325"
"BID1183","DID404"
"BID1206","DID404"
"BID2629","DID404"
"BID372","DID404"
"BID1183","DID699"
"BID1206","DID699"
"BID2629","DID699"
"BID372","DID699"
"BID1044","DID1282"
"BID1455","DID1282"
"BID385","DID1282"
"BID437","DID1282"
"BID1044","DID341"
"BID1455","DID341"
"BID385","DID341"
"BID437","DID341"
"BID1044","DID480"
"BID1455","DID480"
"BID385","DID480"
"BID437","DID480"
"BID1044","DID700"
"BID1455","DID700"
"BID385","DID700"
"BID437","DID700"
"BID1316","DID1216"
"BID2377","DID1216"
"BID2933","DID1216"
"BID530","DID1216"
"BID1316","DID1218"
"BID2377","DID1218"
"BID2933","DID1218"
"BID530","DID1218"
"BID1316","DID546"
"BID2377","DID546"
"BID2933","DID546"
"BID530","DID546"
"BID1316","DID891"
"BID2377","DID891"
"BID2933","DID891"
"BID530","DID891"
"BID1598","DID108"
"BID182","DID108"
"BID2262","DID108"
"BID424","DID108"
"BID1598","DID1216"
"BID182","DID1216"
"BID2262","DID1216"
"BID424","DID1216"
"BID1598","DID1434"
"BID182","DID1434"
"BID2262","DID1434"
"BID424","DID1434"
"BID1598","DID623"
"BID182","DID623"
"BID2262","DID623"
"BID424","DID623"
"BID313","DID280"
"BID506","DID280"
"BID643","DID280"
"BID974","DID280"
"BID313","DID817"
"BID506","DID817"
"BID643","DID817"
"BID974","DID817"
"BID313","DID819"
"BID506","DID819"
"BID643","DID819"
"BID974","DID819"
"BID313","DID843"
"BID506","DID843"
"BID643","DID843"
"BID974","DID843"
"BID1433","DID1061"
"BID1704","DID1061"
"BID237","DID1061"
"BID477","DID1061"
"BID1433","DID1265"
"BID1704","DID1265"
"BID237","DID1265"
"BID477","DID1265"
"BID1433","DID583"
"BID1704","DID583"
"BID237","DID583"
"BID477","DID583"
"BID1433","DID887"
"BID1704","DID887"
"BID237","DID887"
"BID477","DID887"
"BID1558","DID1452"
"BID2224","DID1452"
"BID2711","DID1452"
"BID655","DID1452"
"BID1558","DID258"
"BID2224","DID258"
"BID2711","DID258"
"BID655","DID258"
"BID1558","DID783"
"BID2224","DID783"
"BID2711","DID783"
"BID655","DID783"
"BID1558","DID85"
"BID2224","DID85"
"BID2711","DID85"
"BID655","DID85"
"BID1780","DID104"
"BID1875","DID104"
"BID214","DID104"
"BID2648","DID104"
"BID1780","DID1320"
"BID1875","DID1320"
"BID214","DID1320"
"BID2648","DID1320"
"BID1780","DID1331"
"BID1875","DID1331"
"BID214","DID1331"
"BID2648","DID1331"
"BID1780","DID935"
"BID1875","DID935"
"BID214","DID935"
"BID2648","DID935"
"BID1382","DID1417"
"BID207","DID1417"
"BID2323","DID1417"
"BID2779","DID1417"
"BID1382","DID257"
"BID207","DID257"
"BID2323","DID257"
"BID2779","DID257"
"BID1382","DID36"
"BID207","DID36"
"BID2323","DID36"
"BID2779","DID36"
"BID1382","DID549"
"BID207","DID549"
"BID2323","DID549"
"BID2779","DID549"
"BID1615","DID1056"
"BID1881","DID1056"
"BID2883","DID1056"
"BID69","DID1056"
"BID1615","DID1419"
"BID1881","DID1419"
"BID2883","DID1419"
"BID69","DID1419"
"BID1615","DID644"
"BID1881","DID644"
"BID2883","DID644"
"BID69","DID644"
"BID1615","DID972"
"BID1881","DID972"
"BID2883","DID972"
"BID69","DID972"
"BID1425","DID587"
"BID1969","DID587"
"BID2770","DID587"
"BID731","DID587"
"BID1425","DID627"
"BID1969","DID627"
"BID2770","DID627"
"BID731","DID627"
"BID1425","DID841"
"BID1969","DID841"
"BID2770","DID841"
"BID731","DID841"
"BID1425","DID900"
"BID1969","DID900"
"BID2770","DID900"
"BID731","DID900"
"BID1687","DID1303"
"BID405","DID1303"
"BID571","DID1303"
"BID997","DID1303"
"BID1687","DID131"
"BID405","DID131"
"BID571","DID131"
"BID997","DID131"
"BID1687","DID72"
"BID405","DID72"
"BID571","DID72"
"BID997","DID72"
"BID1687","DID814"
"BID405","DID814"
"BID571","DID814"
"BID997","DID814"
"BID1563","DID1024"
"BID277","DID1024"
"BID2970","DID1024"
"BID668","DID1024"
"BID1563","DID422"
"BID277","DID422"
"BID2970","DID422"
"BID668","DID422"
"BID1563","DID860"
"BID277","DID860"
"BID2970","DID860"
"BID668","DID860"
"BID1563","DID868"
"BID277","DID868"
"BID2970","DID868"
"BID668","DID868"
"BID1334","DID1138"
"BID1810","DID1138"
"BID384","DID1138"
"BID72","DID1138"
"BID1334","DID1352"
"BID1810","DID1352"
"BID384","DID1352"
"BID72","DID1352"
"BID1334","DID1415"
"BID1810","DID1415"
"BID384","DID1415"
"BID72","DID1415"
"BID1334","DID687"
"BID1810","DID687"
"BID384","DID687"
"BID72","DID687"
"BID1009","DID1284"
"BID2377","DID1284"
"BID2742","DID1284"
"BID2816","DID1284"
"BID1009","DID533"
"BID2377","DID533"
"BID2742","DID533"
"BID2816","DID533"
"BID1009","DID607"
"BID2377","DID607"
"BID2742","DID607"
"BID2816","DID607"
"BID1009","DID942"
"BID2377","DID942"
"BID2742","DID942"
"BID2816","DID942"
"BID1161","DID258"
"BID1519","DID258"
"BID1618","DID258"
"BID1720","DID258"
"BID1161","DID396"
"BID1519","DID396"
"BID1618","DID396"
"BID1720","DID396"
"BID1161","DID407"
"BID1519","DID407"
"BID1618","DID407"
"BID1720","DID407"
"BID1161","DID956"
"BID1519","DID956"
"BID1618","DID956"
"BID1720","DID956"
"BID1459","DID1337"
"BID1666","DID1337"
"BID2876","DID1337"
"BID318","DID1337"
"BID1459","DID1368"
"BID1666","DID1368"
"BID2876","DID1368"
"BID318","DID1368"
"BID1459","DID156"
"BID1666","DID156"
"BID2876","DID156"
"BID318","DID156"
"BID1459","DID387"
"BID1666","DID387"
"BID2876","DID387"
"BID318","DID387"
"BID2220","DID124"
"BID55","DID124"
"BID641","DID124"
"BID650","DID124"
"BID2220","DID322"
"BID55","DID322"
"BID641","DID322"
"BID650","DID322"
"BID2220","DID489"
"BID55","DID489"
"BID641","DID489"
