"BID","DID"
"BID378","DID471"
"BID378","DID696"
"BID387","DID239"
"BID60","DID239"
"BID398","DID268"
"BID454","DID807"
"BID727","DID807"
"BID519","DID422"
"BID751","DID422"
"BID519","DID50"
"BID751","DID50"
"BID148","DID213"
"BID649","DID213"
"BID148","DID711"
"BID649","DID711"
"BID279","DID528"
"BID838","DID528"
"BID680","DID348"
"BID631","DID524"
"BID732","DID524"
"BID117","DID384"
"BID117","DID81"
"BID908","DID981"
"BID799","DID236"
"BID411","DID764"
"BID448","DID478"
"BID448","DID66"
"BID205","DID912"
"BID693","DID294"
"BID693","DID819"
"BID319","DID19"
"BID478","DID19"
"BID617","DID15"
"BID617","DID648"
"BID813","DID297"
"BID925","DID297"
"BID813","DID845"
"BID925","DID845"
"BID917","DID803"
"BID295","DID510"
"BID628","DID510"
"BID31","DID75"
"BID480","DID75"
"BID297","DID792"
"BID559","DID792"
"BID297","DID894"
"BID559","DID894"
"BID119","DID515"
"BID468","DID515"
"BID119","DID651"
"BID468","DID651"
"BID833","DID57"
"BID833","DID61"
"BID338","DID29"
"BID338","DID840"
"BID169","DID368"
"BID515","DID368"
"BID169","DID860"
"BID515","DID860"
"BID30","DID854"
"BID808","DID854"
"BID391","DID151"
"BID116","DID220"
"BID843","DID220"
"BID116","DID382"
"BID843","DID382"
"BID134","DID304"
"BID134","DID87"
"BID588","DID155"
"BID588","DID284"
"BID307","DID482"
"BID368","DID482"
"BID307","DID735"
"BID368","DID735"
"BID926","DID187"
"BID926","DID324"
"BID699","DID579"
"BID467","DID297"
"BID489","DID297"
"BID274","DID556"
"BID548","DID556"
"BID455","DID286"
"BID73","DID286"
"BID455","DID562"
"BID73","DID562"
"BID445","DID439"
"BID76","DID439"
"BID445","DID886"
"BID76","DID886"
"BID909","DID341"
"BID36","DID376"
"BID597","DID376"
"BID36","DID503"
"BID597","DID503"
"BID122","DID349"
"BID284","DID349"
"BID206","DID167"
"BID255","DID167"
"BID206","DID374"
"BID255","DID374"
"BID172","DID932"
"BID295","DID932"
"BID268","DID145"
"BID268","DID58"
"BID66","DID710"
"BID302","DID844"
"BID60","DID579"
"BID156","DID463"
"BID998","DID463"
"BID156","DID755"
"BID998","DID755"
"BID21","DID470"
"BID481","DID470"
"BID737","DID375"
"BID806","DID375"
"BID556","DID427"
"BID749","DID427"
"BID556","DID750"
"BID749","DID750"
"BID430","DID788"
"BID703","DID788"
"BID622","DID139"
"BID678","DID139"
"BID622","DID144"
"BID678","DID144"
"BID391","DID201"
"BID391","DID872"
"BID550","DID310"
"BID940","DID310"
"BID550","DID876"
"BID940","DID876"
"BID786","DID720"
"BID969","DID720"
"BID786","DID888"
"BID969","DID888"
"BID602","DID4"
"BID428","DID785"
"BID1000","DID292"
"BID212","DID292"
"BID1000","DID885"
"BID212","DID885"
"BID7","DID735"
"BID7","DID818"
"BID448","DID611"
"BID642","DID611"
"BID241","DID936"
"BID576","DID64"
"BID427","DID695"
"BID701","DID695"
"BID427","DID894"
"BID701","DID894"
"BID466","DID314"
"BID466","DID418"
"BID264","DID203"
"BID744","DID203"
"BID264","DID843"
"BID744","DID843"
"BID213","DID1"
"BID559","DID1"
"BID213","DID208"
"BID559","DID208"
"BID478","DID617"
"BID776","DID617"
"BID173","DID119"
"BID173","DID450"
"BID737","DID360"
"BID737","DID894"
"BID900","DID431"
"BID900","DID744"
"BID863","DID801"
"BID118","DID85"
"BID404","DID85"
"BID118","DID903"
"BID404","DID903"
"BID239","DID432"
"BID798","DID432"
"BID239","DID817"
"BID798","DID817"
"BID44","DID616"
"BID671","DID616"
"BID75","DID567"
"BID75","DID809"
"BID678","DID370"
"BID915","DID370"
"BID20","DID521"
"BID682","DID521"
"BID20","DID909"
"BID682","DID909"
"BID964","DID54"
"BID210","DID355"
"BID296","DID355"
"BID562","DID402"
"BID523","DID586"
"BID956","DID586"
"BID344","DID514"
"BID665","DID514"
"BID344","DID799"
"BID665","DID799"
"BID219","DID683"
"BID616","DID683"
"BID131","DID270"
"BID698","DID270"
"BID131","DID988"
"BID698","DID988"
"BID249","DID918"
"BID249","DID944"
"BID738","DID390"
"BID954","DID390"
"BID738","DID68"
"BID954","DID68"
"BID331","DID359"
"BID331","DID978"
"BID625","DID95"
"BID611","DID351"
"BID997","DID351"
"BID557","DID13"
"BID557","DID242"
"BID818","DID415"
"BID235","DID346"
"BID235","DID854"
"BID379","DID636"
"BID886","DID636"
"BID23","DID284"
"BID948","DID284"
"BID23","DID344"
"BID948","DID344"
"BID609","DID41"
"BID990","DID41"
"BID845","DID440"
"BID845","DID495"
"BID190","DID727"
"BID365","DID727"
"BID190","DID965"
"BID365","DID965"
"BID74","DID173"
"BID588","DID271"
"BID606","DID271"
"BID588","DID688"
"BID606","DID688"
"BID762","DID766"
"BID799","DID766"
"BID410","DID659"
"BID966","DID659"
"BID385","DID654"
"BID985","DID440"
"BID985","DID522"
"BID871","DID426"
"BID970","DID426"
"BID871","DID510"
"BID970","DID510"
"BID22","DID170"
"BID495","DID170"
"BID22","DID279"
"BID495","DID279"
"BID286","DID137"
"BID577","DID137"
"BID286","DID858"
"BID577","DID858"
"BID643","DID173"
"BID225","DID345"
"BID225","DID352"
"BID116","DID369"
"BID116","DID606"
"BID319","DID852"
"BID178","DID128"
"BID267","DID128"
"BID915","DID221"
"BID288","DID29"
"BID883","DID29"
"BID144","DID421"
"BID70","DID421"
"BID532","DID265"
"BID532","DID804"
"BID880","DID532"
"BID444","DID633"
"BID444","DID946"
"BID738","DID377"
"BID783","DID377"
"BID144","DID342"
"BID353","DID342"
"BID448","DID63"
"BID448","DID636"
"BID809","DID71"
"BID809","DID905"
"BID816","DID240"
"BID564","DID164"
"BID564","DID956"
"BID118","DID397"
"BID173","DID397"
"BID118","DID458"
"BID173","DID458"
"BID56","DID374"
"BID56","DID518"
"BID436","DID532"
"BID490","DID532"
"BID436","DID666"
"BID490","DID666"
"BID105","DID512"
"BID231","DID512"
"BID105","DID754"
"BID231","DID754"
"BID818","DID971"
"BID457","DID926"
"BID457","DID958"
"BID50","DID597"
"BID701","DID174"
"BID989","DID174"
"BID212","DID144"
"BID414","DID820"
"BID425","DID820"
"BID414","DID836"
"BID425","DID836"
"BID598","DID47"
"BID696","DID47"
"BID737","DID705"
"BID858","DID586"
"BID858","DID678"
"BID401","DID878"
"BID201","DID769"
"BID955","DID769"
"BID117","DID878"
"BID743","DID878"
"BID265","DID665"
"BID55","DID665"
"BID160","DID272"
"BID160","DID752"
"BID608","DID165"
"BID608","DID609"
"BID910","DID510"
"BID524","DID272"
"BID524","DID965"
"BID472","DID540"
"BID472","DID810"
"BID90","DID596"
"BID90","DID647"
"BID563","DID577"
"BID726","DID577"
"BID563","DID65"
"BID726","DID65"
"BID337","DID765"
"BID337","DID785"
"BID323","DID64"
"BID843","DID64"
"BID200","DID645"
"BID972","DID645"
"BID200","DID821"
"BID972","DID821"
"BID265","DID544"
"BID38","DID166"
"BID583","DID166"
"BID38","DID83"
"BID583","DID83"
"BID160","DID587"
"BID461","DID140"
"BID75","DID636"
"BID393","DID431"
"BID832","DID431"
"BID387","DID526"
"BID311","DID171"
"BID943","DID171"
"BID311","DID922"
"BID943","DID922"
"BID239","DID330"
"BID239","DID63"
"BID188","DID263"
"BID407","DID263"
"BID188","DID411"
"BID407","DID411"
"BID842","DID600"
"BID554","DID77"
"BID797","DID77"
"BID554","DID945"
"BID797","DID945"
"BID431","DID708"
"BID431","DID759"
"BID332","DID166"
"BID564","DID260"
"BID740","DID260"
"BID828","DID366"
"BID842","DID366"
"BID828","DID854"
"BID842","DID854"
"BID42","DID267"
"BID756","DID267"
"BID42","DID900"
"BID756","DID900"
"BID768","DID18"
"BID768","DID519"
"BID822","DID640"
"BID945","DID640"
"BID735","DID249"
"BID735","DID720"
"BID841","DID954"
"BID608","DID129"
"BID208","DID124"
"BID576","DID124"
"BID208","DID256"
"BID576","DID256"
"BID362","DID233"
"BID365","DID233"
"BID362","DID409"
"BID365","DID409"
"BID535","DID301"
"BID535","DID579"
"BID519","DID902"
"BID805","DID902"
"BID333","DID169"
"BID738","DID169"
"BID333","DID516"
"BID738","DID516"
"BID974","DID259"
"BID309","DID501"
"BID245","DID319"
"BID245","DID773"
"BID514","DID631"
"BID541","DID631"
"BID514","DID867"
"BID541","DID867"
"BID72","DID153"
"BID715","DID323"
"BID821","DID352"
"BID821","DID779"
"BID536","DID301"
"BID623","DID301"
"BID536","DID439"
"BID623","DID439"
"BID430","DID175"
"BID430","DID296"
"BID916","DID590"
"BID196","DID704"
"BID794","DID42"
"BID328","DID136"
"BID519","DID136"
"BID328","DID24"
"BID519","DID24"
"BID932","DID348"
"BID998","DID348"
"BID932","DID54"
"BID998","DID54"
"BID184","DID206"
"BID184","DID908"
"BID343","DID891"
"BID783","DID891"
"BID343","DID936"
"BID783","DID936"
"BID724","DID139"
"BID855","DID139"
"BID738","DID664"
"BID411","DID490"
"BID706","DID490"
"BID982","DID176"
"BID982","DID820"
"BID375","DID131"
"BID404","DID131"
"BID620","DID368"
"BID77","DID368"
"BID620","DID527"
"BID77","DID527"
"BID738","DID402"
"BID738","DID587"
"BID710","DID438"
"BID808","DID60"
"BID712","DID825"
"BID712","DID977"
"BID417","DID326"
"BID417","DID341"
"BID164","DID529"
"BID131","DID381"
"BID39","DID381"
"BID307","DID474"
"BID330","DID634"
"BID580","DID970"
"BID213","DID321"
"BID600","DID566"
"BID818","DID566"
"BID19","DID461"
"BID821","DID713"
"BID949","DID713"
"BID821","DID939"
"BID949","DID939"
"BID380","DID292"
"BID920","DID292"
"BID380","DID42"
"BID920","DID42"
"BID347","DID29"
"BID347","DID977"
"BID726","DID464"
"BID169","DID270"
"BID258","DID706"
"BID380","DID706"
"BID404","DID186"
"BID862","DID186"
"BID139","DID95"
"BID236","DID95"
"BID259","DID22"
"BID422","DID22"
"BID259","DID765"
"BID422","DID765"
"BID56","DID739"
"BID926","DID739"
"BID56","DID836"
"BID926","DID836"
"BID927","DID517"
"BID927","DID666"
"BID975","DID691"
"BID975","DID854"
"BID136","DID255"
"BID546","DID436"
"BID738","DID436"
"BID939","DID877"
"BID123","DID468"
"BID317","DID468"
"BID576","DID112"
"BID179","DID398"
"BID502","DID398"
"BID487","DID94"
"BID947","DID94"
"BID322","DID525"
"BID322","DID75"
"BID431","DID728"
"BID9","DID728"
"BID647","DID325"
"BID792","DID325"
"BID647","DID646"
"BID792","DID646"
"BID126","DID36"
"BID592","DID36"
"BID126","DID422"
"BID592","DID422"
"BID394","DID577"
"BID56","DID577"
"BID17","DID890"
"BID810","DID118"
"BID978","DID118"
"BID810","DID830"
"BID978","DID830"
"BID300","DID944"
"BID592","DID944"
"BID965","DID766"
"BID965","DID789"
"BID801","DID261"
"BID801","DID544"
"BID240","DID999"
"BID287","DID999"
"BID535","DID629"
"BID330","DID473"
"BID822","DID473"
"BID303","DID221"
"BID727","DID221"
"BID303","DID545"
"BID727","DID545"
"BID332","DID33"
"BID199","DID145"
"BID940","DID144"
"BID507","DID220"
"BID507","DID300"
"BID88","DID112"
"BID918","DID743"
"BID928","DID743"
"BID506","DID675"
"BID887","DID675"
"BID506","DID921"
"BID887","DID921"
"BID911","DID648"
"BID484","DID994"
"BID359","DID82"
"BID897","DID82"
"BID348","DID621"
"BID987","DID621"
"BID348","DID768"
"BID987","DID768"
"BID209","DID111"
"BID334","DID111"
"BID209","DID199"
"BID334","DID199"
"BID549","DID936"
"BID584","DID936"
"BID42","DID263"
"BID42","DID909"
"BID187","DID756"
"BID861","DID756"
"BID532","DID564"
"BID624","DID564"
"BID532","DID58"
"BID624","DID58"
"BID883","DID892"
"BID748","DID490"
"BID886","DID490"
"BID748","DID541"
"BID886","DID541"
"BID940","DID243"
"BID144","DID243"
"BID144","DID944"
"BID352","DID563"
"BID904","DID563"
"BID352","DID923"
"BID904","DID923"
"BID131","DID389"
"BID517","DID389"
"BID131","DID961"
"BID517","DID961"
"BID245","DID966"
"BID431","DID966"
"BID418","DID626"
"BID748","DID994"
"BID705","DID57"
"BID144","DID662"
"BID953","DID354"
"BID352","DID231"
"BID517","DID231"
"BID352","DID92"
"BID517","DID92"
"BID151","DID150"
"BID18","DID150"
"BID151","DID69"
"BID18","DID69"
"BID828","DID269"
"BID828","DID622"
"BID130","DID120"
"BID358","DID233"
"BID415","DID634"
"BID415","DID724"
"BID806","DID315"
"BID853","DID315"
"BID150","DID205"
"BID150","DID848"
"BID642","DID184"
"BID173","DID511"
"BID796","DID465"
"BID814","DID465"
"BID859","DID987"
"BID536","DID33"
"BID812","DID33"
"BID536","DID446"
"BID812","DID446"
"BID233","DID484"
"BID841","DID484"
"BID233","DID841"
"BID841","DID841"
"BID644","DID53"
"BID183","DID761"
"BID369","DID761"
"BID136","DID615"
"BID517","DID615"
"BID279","DID317"
"BID718","DID317"
"BID279","DID80"
"BID718","DID80"
"BID38","DID116"
"BID38","DID615"
"BID157","DID728"
"BID569","DID728"
"BID157","DID902"
"BID569","DID902"
"BID64","DID573"
"BID64","DID643"
"BID928","DID913"
"BID202","DID25"
"BID469","DID25"
"BID202","DID727"
"BID469","DID727"
"BID878","DID212"
"BID878","DID648"
"BID849","DID17"
"BID849","DID201"
"BID351","DID371"
"BID463","DID371"
"BID351","DID983"
"BID463","DID983"
"BID380","DID63"
"BID209","DID98"
"BID659","DID414"
"BID659","DID939"
"BID765","DID212"
"BID765","DID315"
"BID524","DID233"
"BID592","DID233"
"BID524","DID344"
"BID592","DID344"
"BID870","DID732"
"BID165","DID117"
"BID489","DID117"
"BID333","DID41"
"BID333","DID928"
"BID709","DID464"
"BID709","DID783"
"BID353","DID985"
"BID886","DID124"
"BID886","DID344"
"BID727","DID394"
"BID46","DID290"
"BID504","DID757"
"BID280","DID838"
"BID747","DID838"
"BID280","DID905"
"BID747","DID905"
"BID147","DID110"
"BID27","DID110"
"BID147","DID49"
"BID27","DID49"
"BID634","DID357"
"BID948","DID357"
"BID634","DID401"
"BID948","DID401"
"BID350","DID542"
"BID350","DID984"
"BID775","DID533"
"BID968","DID533"
"BID775","DID633"
"BID968","DID633"
"BID569","DID208"
"BID867","DID208"
"BID569","DID852"
"BID867","DID852"
"BID157","DID516"
"BID817","DID516"
"BID157","DID770"
"BID817","DID770"
"BID51","DID67"
"BID527","DID67"
"BID51","DID812"
"BID527","DID812"
"BID239","DID221"
"BID239","DID869"
"BID652","DID341"
"BID865","DID341"
"BID652","DID4"
"BID865","DID4"
"BID650","DID331"
"BID948","DID331"
"BID650","DID584"
"BID948","DID584"
"BID751","DID351"
"BID346","DID563"
"BID567","DID434"
"BID558","DID372"
"BID777","DID372"
"BID724","DID129"
"BID724","DID169"
"BID514","DID228"
"BID833","DID228"
"BID514","DID824"
"BID833","DID824"
"BID184","DID638"
"BID77","DID417"
"BID77","DID580"
"BID734","DID414"
"BID101","DID716"
"BID677","DID716"
"BID101","DID765"
"BID677","DID765"
"BID469","DID790"
"BID798","DID790"
"BID469","DID980"
"BID798","DID980"
"BID947","DID679"
"BID947","DID942"
"BID156","DID728"
"BID156","DID75"
"BID720","DID48"
"BID980","DID48"
"BID720","DID50"
"BID980","DID50"
"BID154","DID297"
"BID68","DID297"
"BID154","DID595"
"BID68","DID595"
"BID33","DID278"
"BID33","DID563"
"BID25","DID723"
"BID245","DID190"
"BID35","DID190"
"BID756","DID212"
"BID756","DID961"
"BID68","DID976"
"BID524","DID293"
"BID530","DID293"
"BID524","DID88"
"BID530","DID88"
"BID998","DID195"
"BID998","DID444"
"BID108","DID266"
"BID265","DID266"
"BID108","DID525"
