CID,BID
CID1,BID1801
CID1,BID1858
CID1,BID2221
CID1,BID2811
CID1,BID492
CID2,BID1511
CID2,BID219
CID2,BID2404
CID2,BID2544
CID2,BID85
CID3,BID2477
CID3,BID858
CID4,BID2631
CID4,BID656
CID4,BID85
CID5,BID1712
CID5,BID1751
CID5,BID2051
CID5,BID284
CID5,BID2938
CID5,BID331
CID6,BID1463
CID6,BID1730
CID6,BID2094
CID6,BID2594
CID6,BID401
CID6,BID814
CID7,BID1054
CID7,BID1219
CID7,BID2283
CID7,BID478
CID7,BID906
CID7,BID995
CID8,BID2158
CID8,BID2992
CID8,BID502
CID9,BID109
CID9,BID1240
CID9,BID1443
CID9,BID2093
CID9,BID2166
CID9,BID2313
CID10,BID1452
CID10,BID1727
CID10,BID2653
CID10,BID601
CID11,BID1017
CID11,BID1737
CID12,BID1499
CID12,BID2387
CID12,BID2656
CID12,BID685
CID13,BID1214
CID13,BID1872
CID13,BID284
CID13,BID571
CID13,BID749
CID14,BID1116
CID14,BID1285
CID14,BID2419
CID14,BID288
CID14,BID369
CID15,BID1204
CID15,BID310
CID16,BID2115
CID16,BID331
CID17,BID1171
CID17,BID440
CID18,BID1907
CID18,BID2174
CID18,BID2681
CID18,BID814
CID18,BID828
CID19,BID2996
CID19,BID457
CID19,BID606
CID19,BID823
CID20,BID1349
CID20,BID1418
CID20,BID2995
CID20,BID556
CID21,BID1688
CID21,BID2534
CID21,BID610
CID22,BID1513
CID22,BID1531
CID22,BID2407
CID22,BID2476
CID22,BID2690
CID23,BID1734
CID23,BID2247
CID23,BID281
CID24,BID1557
CID24,BID1866
CID24,BID2647
CID24,BID2848
CID24,BID623
CID25,BID1326
CID25,BID1555
CID25,BID2208
CID25,BID2989
CID25,BID722
CID26,BID1420
CID26,BID1737
CID26,BID2012
CID26,BID2524
CID26,BID549
CID26,BID576
CID27,BID2762
CID27,BID2794
CID27,BID350
CID27,BID58
CID27,BID821
CID27,BID876
CID28,BID1344
CID28,BID1913
CID29,BID2883
CID29,BID599
CID30,BID304
CID30,BID322
CID30,BID738
CID31,BID16
CID31,BID1697
CID31,BID707
CID32,BID1013
CID32,BID1095
CID32,BID1129
CID32,BID1611
CID32,BID1884
CID32,BID684
CID33,BID2633
CID33,BID2949
CID33,BID798
CID34,BID1447
CID34,BID1886
CID34,BID2541
CID34,BID787
CID35,BID1159
CID35,BID1423
CID35,BID1435
CID35,BID1875
CID35,BID629
CID35,BID977
CID36,BID2223
CID36,BID2703
CID36,BID2772
CID37,BID2737
CID37,BID653
CID37,BID860
CID38,BID1370
CID38,BID1566
CID38,BID1814
CID38,BID790
CID39,BID1143
CID39,BID2095
CID39,BID2640
CID39,BID779
CID40,BID2371
CID40,BID2534
CID41,BID1899
CID41,BID2258
CID41,BID2755
CID41,BID2935
CID42,BID2472
CID42,BID831
CID43,BID1431
