"BID","DID"
"BID2050","DID775"
"BID870","DID775"
"BID1398","DID326"
"BID1453","DID326"
"BID1637","DID326"
"BID2041","DID326"
"BID1398","DID779"
"BID1453","DID779"
"BID1637","DID779"
"BID2041","DID779"
"BID1490","DID72"
"BID1503","DID72"
"BID2337","DID72"
"BID2874","DID72"
"BID985","DID72"
"BID15","DID1460"
"BID2064","DID1460"
"BID2325","DID1460"
"BID907","DID1460"
"BID15","DID357"
"BID2064","DID357"
"BID2325","DID357"
"BID907","DID357"
"BID1044","DID790"
"BID1836","DID790"
"BID2350","DID790"
"BID242","DID790"
"BID2667","DID790"
"BID138","DID1023"
"BID1603","DID1023"
"BID2860","DID1023"
"BID914","DID1023"
"BID938","DID1023"
"BID988","DID1023"
"BID138","DID236"
"BID1603","DID236"
"BID2860","DID236"
"BID914","DID236"
"BID938","DID236"
"BID988","DID236"
"BID138","DID989"
"BID1603","DID989"
"BID2860","DID989"
"BID914","DID989"
"BID938","DID989"
"BID988","DID989"
"BID1315","DID1085"
"BID1381","DID1085"
"BID1612","DID1085"
"BID1810","DID1085"
"BID2543","DID1085"
"BID687","DID1085"
"BID1315","DID1190"
"BID1381","DID1190"
"BID1612","DID1190"
"BID1810","DID1190"
"BID2543","DID1190"
"BID687","DID1190"
"BID1385","DID1030"
"BID1561","DID1030"
"BID2459","DID1030"
"BID355","DID1030"
"BID616","DID1030"
"BID107","DID1033"
"BID1349","DID1033"
"BID2384","DID1033"
"BID2891","DID1033"
"BID597","DID1033"
"BID107","DID1395"
"BID1349","DID1395"
"BID2384","DID1395"
"BID2891","DID1395"
"BID597","DID1395"
"BID107","DID722"
"BID1349","DID722"
"BID2384","DID722"
"BID2891","DID722"
"BID597","DID722"
"BID1541","DID187"
"BID1563","DID187"
"BID2277","DID187"
"BID2711","DID187"
"BID388","DID187"
"BID843","DID187"
"BID1498","DID498"
"BID1509","DID498"
"BID455","DID498"
"BID765","DID498"
"BID1498","DID533"
"BID1509","DID533"
"BID455","DID533"
"BID765","DID533"
"BID1527","DID1015"
"BID1752","DID1015"
"BID1961","DID1015"
"BID2137","DID1015"
"BID244","DID1015"
"BID523","DID1015"
"BID1025","DID695"
"BID1564","DID695"
"BID2123","DID695"
"BID2672","DID695"
"BID727","DID695"
"BID747","DID695"
"BID1939","DID1378"
"BID2538","DID1378"
"BID2764","DID1378"
"BID1939","DID318"
"BID2538","DID318"
"BID2764","DID318"
"BID1199","DID532"
"BID1901","DID532"
"BID1929","DID532"
"BID2771","DID532"
"BID332","DID532"
"BID662","DID532"
"BID1394","DID1223"
"BID1593","DID1223"
"BID895","DID1223"
"BID97","DID1223"
"BID972","DID1223"
"BID1394","DID974"
"BID1593","DID974"
"BID895","DID974"
"BID97","DID974"
"BID972","DID974"
"BID1173","DID1296"
"BID1183","DID1296"
"BID1523","DID1296"
"BID1173","DID618"
"BID1183","DID618"
"BID1523","DID618"
"BID1578","DID1069"
"BID1856","DID1069"
"BID2986","DID1069"
"BID521","DID1069"
"BID890","DID1069"
"BID1578","DID774"
"BID1856","DID774"
"BID2986","DID774"
"BID521","DID774"
"BID890","DID774"
"BID1103","DID1307"
"BID1355","DID1307"
"BID2289","DID1307"
"BID1103","DID135"
"BID1355","DID135"
"BID2289","DID135"
"BID1766","DID1159"
"BID1828","DID1159"
"BID2602","DID1159"
"BID646","DID1159"
"BID647","DID1159"
"BID1766","DID64"
"BID1828","DID64"
"BID2602","DID64"
"BID646","DID64"
"BID647","DID64"
"BID1766","DID640"
"BID1828","DID640"
"BID2602","DID640"
"BID646","DID640"
"BID647","DID640"
"BID1598","DID352"
"BID1686","DID352"
"BID2339","DID352"
"BID630","DID352"
"BID845","DID352"
"BID1598","DID448"
"BID1686","DID448"
"BID2339","DID448"
"BID630","DID448"
"BID845","DID448"
"BID1053","DID1253"
"BID1060","DID1253"
"BID1321","DID1253"
"BID20","DID1253"
"BID2730","DID1253"
"BID408","DID1253"
"BID1053","DID621"
"BID1060","DID621"
"BID1321","DID621"
"BID20","DID621"
"BID2730","DID621"
"BID408","DID621"
"BID1186","DID1218"
"BID1796","DID1218"
"BID1808","DID1218"
"BID2744","DID1218"
"BID535","DID1218"
"BID672","DID1218"
"BID1186","DID146"
"BID1796","DID146"
"BID1808","DID146"
"BID2744","DID146"
"BID535","DID146"
"BID672","DID146"
"BID1186","DID361"
"BID1796","DID361"
"BID1808","DID361"
"BID2744","DID361"
"BID535","DID361"
"BID672","DID361"
"BID2400","DID165"
"BID484","DID165"
"BID2400","DID716"
"BID484","DID716"
"BID1517","DID247"
"BID1754","DID247"
"BID466","DID247"
"BID517","DID247"
"BID1251","DID894"
"BID2970","DID894"
"BID430","DID894"
"BID1251","DID931"
"BID2970","DID931"
"BID430","DID931"
"BID2398","DID1019"
"BID2925","DID1019"
"BID701","DID1019"
"BID709","DID1019"
"BID143","DID1063"
"BID2299","DID1063"
"BID939","DID1063"
"BID143","DID260"
"BID2299","DID260"
"BID939","DID260"
"BID1320","DID502"
"BID2195","DID502"
"BID2516","DID502"
"BID2542","DID502"
"BID423","DID502"
"BID845","DID502"
"BID1320","DID82"
"BID2195","DID82"
"BID2516","DID82"
"BID2542","DID82"
"BID423","DID82"
"BID845","DID82"
"BID1320","DID857"
"BID2195","DID857"
"BID2516","DID857"
"BID2542","DID857"
"BID423","DID857"
"BID845","DID857"
"BID125","DID1254"
"BID986","DID1254"
"BID125","DID1340"
"BID986","DID1340"
"BID1995","DID1002"
"BID623","DID1002"
"BID1995","DID327"
"BID623","DID327"
"BID1995","DID783"
"BID623","DID783"
"BID2034","DID47"
"BID432","DID47"
"BID2034","DID504"
"BID432","DID504"
"BID2034","DID577"
"BID432","DID577"
"BID2517","DID1258"
"BID2565","DID1258"
"BID675","DID1258"
"BID678","DID1258"
"BID2517","DID897"
"BID2565","DID897"
"BID675","DID897"
"BID678","DID897"
"BID2517","DID911"
"BID2565","DID911"
"BID675","DID911"
"BID678","DID911"
"BID1348","DID1005"
"BID215","DID1005"
"BID2488","DID1005"
"BID2491","DID1005"
"BID2760","DID1005"
"BID1348","DID1459"
"BID215","DID1459"
"BID2488","DID1459"
"BID2491","DID1459"
"BID2760","DID1459"
"BID1502","DID1399"
"BID1718","DID1399"
"BID2174","DID1399"
"BID2264","DID1399"
"BID2392","DID1399"
"BID93","DID1399"
"BID1911","DID1321"
"BID2081","DID1321"
"BID379","DID1321"
"BID4","DID1321"
