"DID","AID"
"DID1968","AID2746"
"DID904","AID2746"
"DID1968","AID2980"
"DID904","AID2980"
"DID1108","AID21"
"DID218","AID21"
"DID387","AID21"
"DID1108","AID1395"
"DID218","AID1395"
"DID387","AID1395"
"DID1076","AID115"
"DID1517","AID115"
"DID1076","AID465"
"DID1517","AID465"
"DID1076","AID1462"
"DID1517","AID1462"
"DID1076","AID2098"
"DID1517","AID2098"
"DID1076","AID2473"
"DID1517","AID2473"
"DID1076","AID2688"
"DID1517","AID2688"
"DID1077","AID901"
"DID613","AID901"
"DID1077","AID2261"
"DID613","AID2261"
"DID1260","AID181"
"DID744","AID181"
"DID1260","AID304"
"DID744","AID304"
"DID1260","AID1059"
"DID744","AID1059"
"DID1917","AID1118"
"DID561","AID1118"
"DID1917","AID1780"
"DID561","AID1780"
"DID1917","AID2359"
"DID561","AID2359"
"DID1917","AID2588"
"DID561","AID2588"
"DID1917","AID2749"
"DID561","AID2749"
"DID1057","AID142"
"DID1409","AID142"
"DID364","AID142"
"DID1057","AID1249"
"DID1409","AID1249"
"DID364","AID1249"
"DID1057","AID2482"
"DID1409","AID2482"
"DID364","AID2482"
"DID1057","AID2523"
"DID1409","AID2523"
"DID364","AID2523"
"DID1632","AID1331"
"DID371","AID1331"
"DID382","AID1331"
"DID432","AID1331"
"DID166","AID166"
"DID841","AID166"
"DID166","AID2029"
"DID841","AID2029"
"DID1522","AID2498"
"DID29","AID2498"
"DID1522","AID2587"
"DID29","AID2587"
"DID1522","AID2715"
"DID29","AID2715"
"DID1118","AID915"
"DID878","AID915"
"DID1118","AID1042"
"DID878","AID1042"
"DID1187","AID2377"
"DID412","AID2377"
"DID685","AID2377"
"DID1461","AID274"
"DID168","AID274"
"DID29","AID274"
"DID1461","AID1456"
"DID168","AID1456"
"DID29","AID1456"
"DID1461","AID2341"
"DID168","AID2341"
"DID29","AID2341"
"DID1112","AID2597"
"DID580","AID2597"
"DID631","AID2597"
"DID331","AID501"
"DID503","AID501"
"DID568","AID501"
"DID878","AID501"
"DID331","AID798"
"DID503","AID798"
"DID568","AID798"
"DID878","AID798"
"DID331","AID1888"
"DID503","AID1888"
"DID568","AID1888"
"DID878","AID1888"
"DID331","AID1939"
"DID503","AID1939"
"DID568","AID1939"
"DID878","AID1939"
"DID331","AID2281"
"DID503","AID2281"
"DID568","AID2281"
"DID878","AID2281"
"DID1560","AID618"
"DID28","AID618"
"DID772","AID618"
"DID1560","AID1911"
"DID28","AID1911"
"DID772","AID1911"
"DID1560","AID2191"
"DID28","AID2191"
"DID772","AID2191"
"DID1027","AID2921"
"DID748","AID2921"
"DID160","AID554"
"DID1942","AID554"
"DID86","AID554"
"DID160","AID1439"
"DID1942","AID1439"
"DID86","AID1439"
"DID160","AID2417"
"DID1942","AID2417"
"DID86","AID2417"
"DID1649","AID319"
"DID1763","AID319"
"DID1779","AID319"
"DID43","AID319"
"DID1649","AID572"
"DID1763","AID572"
"DID1779","AID572"
"DID43","AID572"
"DID1649","AID2603"
"DID1763","AID2603"
"DID1779","AID2603"
"DID43","AID2603"
"DID1037","AID1923"
"DID1899","AID1923"
"DID340","AID1923"
"DID1037","AID2255"
"DID1899","AID2255"
"DID340","AID2255"
"DID1249","AID2795"
"DID1865","AID2795"
"DID631","AID2795"
"DID1216","AID137"
"DID366","AID137"
"DID394","AID137"
"DID1216","AID163"
"DID366","AID163"
"DID394","AID163"
"DID1216","AID1606"
"DID366","AID1606"
"DID394","AID1606"
"DID1216","AID2040"
"DID366","AID2040"
"DID394","AID2040"
"DID1169","AID545"
"DID1961","AID545"
"DID2","AID545"
"DID799","AID545"
"DID1169","AID1473"
"DID1961","AID1473"
"DID2","AID1473"
"DID799","AID1473"
"DID1169","AID1657"
"DID1961","AID1657"
"DID2","AID1657"
"DID799","AID1657"
"DID1169","AID2792"
"DID1961","AID2792"
"DID2","AID2792"
"DID799","AID2792"
"DID1169","AID2917"
"DID1961","AID2917"
"DID2","AID2917"
"DID799","AID2917"
"DID1085","AID540"
"DID824","AID540"
"DID1085","AID2841"
"DID824","AID2841"
"DID1541","AID2194"
"DID1831","AID2194"
"DID421","AID2194"
"DID1214","AID744"
"DID1423","AID744"
"DID1469","AID744"
"DID1662","AID744"
"DID1214","AID2426"
"DID1423","AID2426"
"DID1469","AID2426"
"DID1662","AID2426"
"DID296","AID835"
"DID521","AID835"
"DID296","AID2389"
"DID521","AID2389"
"DID214","AID1791"
"DID241","AID1791"
"DID214","AID2100"
"DID241","AID2100"
"DID184","AID491"
"DID250","AID491"
"DID292","AID491"
"DID184","AID2202"
"DID250","AID2202"
"DID292","AID2202"
"DID558","AID422"
"DID584","AID422"
"DID558","AID2479"
"DID584","AID2479"
"DID1465","AID370"
"DID539","AID370"
"DID1465","AID1032"
"DID539","AID1032"
"DID1258","AID2080"
"DID1830","AID2080"
"DID1921","AID2080"
"DID882","AID2080"
"DID1808","AID1791"
"DID1986","AID1791"
"DID255","AID1791"
"DID1808","AID2100"
"DID1986","AID2100"
"DID255","AID2100"
"DID1155","AID524"
"DID303","AID524"
"DID1155","AID653"
"DID303","AID653"
"DID1155","AID1870"
"DID303","AID1870"
"DID1155","AID2153"
"DID303","AID2153"
"DID1318","AID2496"
"DID1517","AID2496"
"DID1861","AID2496"
"DID391","AID2496"
"DID1038","AID1244"
"DID1364","AID1244"
"DID1590","AID1244"
"DID376","AID1244"
"DID1038","AID1460"
"DID1364","AID1460"
"DID1590","AID1460"
"DID376","AID1460"
"DID1038","AID1861"
"DID1364","AID1861"
"DID1590","AID1861"
"DID376","AID1861"
"DID1038","AID2562"
"DID1364","AID2562"
"DID1590","AID2562"
"DID376","AID2562"
"DID1164","AID420"
"DID1995","AID420"
"DID267","AID420"
"DID909","AID420"
"DID1164","AID1109"
"DID1995","AID1109"
"DID267","AID1109"
"DID909","AID1109"
"DID1193","AID2678"
"DID1498","AID2678"
"DID891","AID2678"
"DID1274","AID23"
"DID207","AID23"
"DID432","AID23"
"DID935","AID23"
"DID1274","AID105"
"DID207","AID105"
"DID432","AID105"
"DID935","AID105"
"DID1274","AID1650"
"DID207","AID1650"
"DID432","AID1650"
"DID935","AID1650"
"DID245","AID952"
"DID561","AID952"
"DID809","AID952"
"DID245","AID2355"
"DID561","AID2355"
"DID809","AID2355"
"DID245","AID2668"
"DID561","AID2668"
"DID809","AID2668"
"DID1396","AID356"
"DID1783","AID356"
"DID1964","AID356"
"DID1396","AID570"
"DID1783","AID570"
"DID1964","AID570"
"DID1487","AID617"
"DID1880","AID617"
"DID895","AID617"
"DID1487","AID1026"
"DID1880","AID1026"
"DID895","AID1026"
"DID1487","AID1728"
"DID1880","AID1728"
"DID895","AID1728"
"DID1487","AID2990"
"DID1880","AID2990"
"DID895","AID2990"
"DID1346","AID2849"
"DID150","AID2849"
"DID1572","AID2849"
"DID414","AID2849"
"DID1122","AID952"
"DID1404","AID952"
"DID1122","AID1370"
"DID1404","AID1370"
"DID1122","AID1885"
"DID1404","AID1885"
"DID1077","AID1616"
"DID1267","AID1616"
"DID142","AID1616"
"DID1179","AID41"
"DID526","AID41"
"DID608","AID41"
"DID1179","AID1281"
"DID526","AID1281"
"DID608","AID1281"
"DID1738","AID2620"
"DID1896","AID2620"
"DID1615","AID644"
"DID1717","AID644"
"DID888","AID644"
"DID914","AID644"
"DID1615","AID1945"
"DID1717","AID1945"
"DID888","AID1945"
"DID914","AID1945"
"DID1487","AID756"
"DID1713","AID756"
"DID1487","AID2195"
"DID1713","AID2195"
"DID1487","AID2306"
"DID1713","AID2306"
"DID1487","AID2468"
"DID1713","AID2468"
"DID1024","AID706"
"DID466","AID706"
"DID624","AID706"
"DID1024","AID913"
"DID466","AID913"
"DID624","AID913"
"DID1024","AID1309"
"DID466","AID1309"
"DID624","AID1309"
"DID1024","AID1356"
"DID466","AID1356"
"DID624","AID1356"
"DID305","AID158"
"DID55","AID158"
"DID982","AID158"
"DID305","AID2297"
"DID55","AID2297"
"DID982","AID2297"
"DID1668","AID460"
"DID68","AID460"
"DID801","AID460"
"DID1668","AID1407"
"DID68","AID1407"
"DID801","AID1407"
"DID1668","AID1588"
"DID68","AID1588"
"DID801","AID1588"
"DID1668","AID2492"
"DID68","AID2492"
"DID801","AID2492"
"DID1668","AID2782"
"DID68","AID2782"
"DID801","AID2782"
"DID1668","AID2981"
"DID68","AID2981"
"DID801","AID2981"
"DID558","AID2406"
"DID98","AID2406"
"DID1393","AID620"
"DID1663","AID620"
